date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2015.06.15,-80.99999999999774,-35.00000000000725,-15.999999999993797,-36.999999999998145,-148.99999999999915,-114.99999999999844,-51.99999999998539,-1.0000000000047748,-29.999999999996696,0.0,-36.999999999998145,-104.99999999999955,-259.00000000001455,-70.0000000000145,-20.000000000010232,-109.00000000000354,-224.000000000002,-49.99999999999716,-13.00000000000523,-63.00000000000195,-222.99999999999542,,-1689.000000000024
2015.06.15,-112.99999999999643,66.99999999999484,-7.0000000000014495,-102.00000000000209,-146.99999999999713,-104.00000000000409,-90.99999999999665,46.999999999997044,-49.99999999999449,15.999999999993797,-21.999999999999797,-46.00000000000159,-355.0000000000182,-218.00000000000708,-57.00000000001637,-137.9999999999937,-125.99999999998168,-15.000000000000568,15.000000000000568,-53.00000000000304,-187.00000000000384,,-1686.0000000000318
2015.06.15,-73.00000000000084,86.99999999999264,17.000000000000348,-8.000000000008,-44.99999999999504,-55.000000000005045,-124.99999999999733,123.99999999999523,-70.99999999999883,-48.000000000003595,-4.999999999999449,-26.999999999999247,-418.00000000000637,-540.9999999999915,6.000000000000227,-347.0000000000084,-295.99999999998516,33.999999999991815,57.00000000000216,60.99999999999994,-127.99999999999478,,-1801.0000000000111
2015.06.15,-78.99999999999574,99.99999999998899,53.00000000001415,-42.0000000000087,9.999999999998899,-35.00000000000725,-122.99999999998423,250.0,-61.999999999995396,-104.00000000000409,-33.000000000005244,-43.999999999999595,-463.0000000000223,-667.0000000000176,165.99999999999682,-479.0000000000072,-426.9999999999996,103.9999999999992,40.99999999999682,112.99999999999643,-103.99999999999298,,-1825.0000000000489
2015.06.15,-70.99999999999883,79.99999999999119,43.999999999999595,-34.000000000000696,33.000000000005244,-36.0000000000027,-121.99999999999989,231.99999999999932,-68.99999999999685,-94.00000000000519,-12.000000000000899,-47.00000000000814,-426.00000000001614,-679.0000000000074,183.9999999999975,-469.0000000000083,-393.99999999998323,122.99999999999045,54.000000000002046,174.99999999999181,-54.99999999998284,,-1583.000000000034
2015.06.15,-17.999999999995797,69.9999999999923,11.00000000000545,-8.999999999992347,58.000000000002494,-31.999999999998696,-156.00000000000057,181.0000000000116,-87.99999999999919,-70.99999999999883,27.999999999994696,-21.999999999999797,-375.0,-683.9999999999957,131.99999999997658,-468.00000000000176,-295.99999999998516,112.99999999999955,69.00000000000261,165.9999999999995,-45.99999999999049,,-1436.9999999999736
2015.06.15,-17.999999999995797,-29.00000000001235,29.999999999996696,12.999999999996348,92.00000000000318,-16.0000000000049,-518.9999999999806,-63.99999999999295,-290.00000000000136,-109.00000000000354,51.99999999999649,-68.00000000000139,-516.0000000000196,-983.0000000000006,218.9999999999941,-730.9999999999927,-481.99999999998244,146.99999999999136,60.99999999999284,241.99999999999778,26.999999999999247,,-2942.00000000002
2015.06.15,163.99999999999747,1.999999999990898,22.0000000000109,41.000000000002146,151.00000000000114,10.999999999994348,-517.9999999999962,-61.00000000000705,-285.9999999999974,-53.999999999998494,29.999999999996696,-77.00000000000485,-524.0000000000009,-883.0000000000116,280.9999999999775,-703.0000000000092,-617.0000000000009,182.00000000000216,27.999999999991587,261.99999999999557,-24.999999999986144,,-2574.0000000000528
2015.06.15,151.9999999999966,-136.00000000000279,-31.000000000003247,69.9999999999923,190.00000000000128,61.999999999995396,-373.00000000000114,87.99999999999386,-221.99999999999997,-68.99999999999685,31.999999999998696,-92.00000000000318,-528.9999999999964,-886.9999999999934,317.99999999998363,-729.0000000000018,-639.9999999999961,200.9999999999934,3.0000000000001137,259.9999999999936,-103.99999999999298,,-2436.0000000000396
2015.06.15,238.0000000000049,-200.00000000000017,-187.99999999998818,113.99999999999189,158.0000000000026,114.99999999999844,-590.0000000000016,-125.0,-304.9999999999997,17.999999999995797,58.99999999999794,-82.99999999999974,-472.0000000000084,-737.9999999999942,131.00000000000023,-571.9999999999948,-566.9999999999842,150.99999999999625,-67.00000000000728,202.9999999999976,-153.9999999999875,,-2873.99999999998
2015.06.15,260.00000000000466,-127.00000000001043,-103.99999999999298,150.00000000000568,145.00000000000622,98.99999999999353,-630.9999999999816,-150.99999999998204,-325.99999999999295,60.99999999999994,82.00000000000429,-43.00000000000415,-457.00000000002206,-696.999999999992,158.99999999999181,-502.00000000000244,-461.0000000000003,117.999999999995,-9.000000000000341,168.99999999999693,-127.99999999999478,,-2392.9999999999786
2015.06.15,260.00000000000466,-110.00000000001009,-90.99999999999665,126.0000000000039,172.00000000000549,75.9999999999983,-432.9999999999945,-13.999999999981583,-243.99999999999977,27.999999999994696,90.99999999999665,-45.000000000006146,-408.00000000001546,-714.9999999999768,167.0000000000016,-503.000000000009,-435.9999999999919,137.00000000000045,27.000000000001023,219.00000000000253,-62.99999999999084,,-1758.9999999999634
2015.06.15,202.0000000000022,-148.99999999999915,-97.9999999999981,133.99999999998968,170.99999999999892,53.00000000000304,-365.99999999999966,15.999999999991132,-209.9999999999991,-6.0000000000060005,97.00000000000264,-82.00000000000429,-401.00000000001046,-728.9999999999797,183.9999999999975,-583.0000000000002,-462.9999999999912,137.99999999999102,25.99999999999625,217.0000000000005,-18.999999999991246,,-1868.0000000000064
2015.06.15,195.00000000000074,-86.0000000000083,1.0000000000065512,151.9999999999966,169.00000000000804,30.999999999992145,-299.99999999998914,39.99999999999204,-158.0000000000026,-11.00000000000545,75.00000000000284,-80.99999999999774,-385.0000000000193,-706.0000000000066,241.99999999999022,-597.0000000000031,-522.9999999999845,87.99999999999386,25.99999999999625,198.99999999999363,-32.999999999994145,,-1662.0000000000382
2015.06.15,183.99999999999528,-97.00000000001374,4.000000000004,127.00000000001043,148.99999999999915,68.99999999999685,-305.9999999999841,56.000000000011596,-163.00000000000205,-4.999999999999449,51.99999999999649,-92.00000000000318,-371.0000000000093,-700.0000000000117,262.00000000000045,-611.9999999999903,-551.9999999999969,94.99999999999886,10.99999999999568,203.99999999999307,-83.9999999999952,,-1769.0000000000039
2015.06.15,192.00000000000327,-172.0000000000166,-65.99999999998829,163.00000000000205,196.00000000000728,129.00000000000134,-304.9999999999997,4.000000000019099,-176.99999999999383,-65.00000000000395,12.000000000000899,-104.00000000000409,-349.00000000001796,-785.9999999999978,191.0000000000025,-692.0000000000038,-658.0000000000031,72.00000000000273,-46.999999999997044,235.99999999999176,-85.00000000000173,,-2310.9999999999973
2015.06.15,192.99999999999872,-178.99999999999582,-200.00000000000017,168.99999999999693,221.00000000000452,124.99999999999733,-333.9999999999899,22.999999999996135,-180.99999999999784,-70.0000000000034,11.00000000000545,-92.99999999999864,-390.0000000000148,-850.0000000000174,98.99999999998954,-676.0000000000099,-621.9999999999892,109.99999999999943,-48.00000000000182,246.00000000000176,-60.99999999999994,,-2507.0000000000286
2015.06.15,222.99999999999542,-223.00000000001762,-239.99999999999577,174.99999999999181,260.00000000000466,141.99999999999767,-371.99999999999454,-24.00000000000091,-236.99999999999832,-70.99999999999883,29.000000000001247,-18.0000000000069,-409.00000000002024,-926.999999999989,66.0000000000025,-604.0000000000045,-492.9999999999879,110.99999999999,-43.00000000000637,300.0000000000003,-42.999999999993044,,-2398.0000000000305
2015.06.15,234.99999999999633,-195.9999999999962,-235.99999999999176,72.99999999998974,133.00000000000534,27.999999999994696,-505.99999999998425,-122.99999999999045,-286.99999999999284,31.999999999998696,92.00000000000318,-24.000000000001798,-403.00000000002,-768.0000000000131,-15.00000000001478,-500.9999999999959,-448.9999999999883,87.99999999999386,-55.00000000000682,207.00000000000162,-93.99999999999409,,-2769.0000000000064
2015.06.15,56.99999999999594,-253.99999999999866,-192.99999999999872,25.00000000000835,53.00000000000304,12.999999999996348,-434.9999999999854,-67.00000000000728,-276.9999999999939,-9.999999999998899,38.0000000000047,-185.00000000000182,-355.0000000000182,-640.9999999999804,63.99999999999295,-598.0000000000097,-544.9999999999955,126.99999999999534,25.99999999999625,142.99999999999312,-122.99999999998423,,-3136.999999999986
