,name,direction
0,USDCHF,S
1,EURUSD,B
2,USDCAD,S
3,AUDUSD,B
4,NZDUSD,S
5,GBPCHF,B
6,NZDCHF,S
7,EURGBP,S
8,GBPJPY,B
9,GBPAUD,B
10,EURJPY,B
11,EURCAD,B
12,EURAUD,B
13,EURNZD,B
14,CADJPY,B
15,AUDJPY,B
16,NZDJPY,S
17,NZDCAD,S
18,AUDNZD,B
