date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.06.22,-82.99999999999974,-102.99999999998644,-86.0000000000083,-24.000000000001798,-24.000000000001798,-59.99999999999339,-4.999999999999449,-14.999999999998348,-135.00000000001933,-31.00000000002545,-127.9999999999859,-102.00000000000209,-129.00000000000134,-209.9999999999991,-49.000000000006594,-39.99999999999204,-49.000000000006594,-143.9999999999997,-79.99999999999119,,-1497.0000000000186
2015.06.22,-21.999999999999797,-75.00000000000284,-135.00000000001845,-26.999999999999247,-41.000000000002146,-82.00000000000429,-18.999999999991246,-4.999999999999449,-104.00000000001342,-23.00000000001745,-120.00000000000455,-76.0000000000094,-136.99999999998712,-183.99999999998417,-63.00000000000239,-45.99999999999227,-38.000000000010914,-165.00000000000404,-79.00000000000685,,-1441.00000000005
2015.06.22,-101.00000000000664,-144.99999999999514,-151.9999999999966,-49.99999999999449,-11.00000000000545,-62.000000000006494,-44.99999999999504,2.000000000002,-295.0000000000159,12.999999999996348,-334.0000000000032,-38.0000000000047,-143.99999999998857,-178.99999999999582,-158.00000000000125,-158.99999999999181,-15.000000000000568,-141.00000000000225,-75.99999999998718,,-2089.9999999999927
2015.06.22,-112.99999999999643,-170.00000000000347,-138.0000000000159,-22.999999999995246,-23.00000000000635,120.99999999999334,-62.99999999999084,47.9999999999925,-299.0000000000066,-70.0000000000145,-393.0000000000007,-76.0000000000094,-245.99999999999068,-200.99999999998454,-154.00000000001057,-129.0000000000049,77.99999999998875,-165.9999999999995,21.00000000000435,,-1996.0000000000507
2015.06.22,-106.00000000000608,-144.99999999999514,-101.00000000001774,-24.000000000001798,-17.000000000000348,161.99999999999548,-59.99999999999339,32.999999999994145,-329.00000000000773,-7.0000000000014495,-385.9999999999957,-53.999999999998494,-204.00000000000418,-137.9999999999937,-176.00000000000193,-155.00000000000114,117.999999999995,-131.99999999999878,22.0000000000109,,-1699.0000000000218
2015.06.22,-168.99999999999693,-131.99999999999878,-179.00000000001802,-22.999999999995246,-19.00000000000235,146.00000000000168,-63.99999999999739,12.999999999996348,-336.00000000001273,-11.999999999989797,-361.99999999999477,35.999999999991594,-160.00000000000458,-42.999999999993044,-205.0000000000125,-167.99999999999216,125.0,-148.99999999999915,66.00000000001049,,-1635.0000000000068
2015.06.22,-177.00000000000495,-160.00000000000458,-181.00000000000892,-10.999999999994348,-7.0000000000014495,157.00000000000713,-80.99999999999774,8.999999999992347,-338.99999999999864,7.0000000000014495,-375.0,26.999999999999247,-198.99999999999363,-123.99999999999079,-203.00000000000296,-129.99999999999545,117.999999999995,-160.00000000000458,79.00000000000685,,-1749.9999999999957
2015.06.22,-129.9999999999968,-104.99999999999955,-145.00000000001734,0.0,-2.000000000002,140.99999999999113,-52.99999999999194,3.999999999992898,-397.99999999999613,-69.00000000000794,-361.99999999999477,46.999999999997044,-185.99999999999727,-19.999999999997797,-229.00000000001342,-152.00000000000102,131.00000000000023,-141.00000000000225,106.00000000000608,,-1563.0000000000305
2015.06.22,-82.00000000000429,-56.99999999999594,-121.00000000001555,62.000000000006494,-149.00000000001023,53.999999999998494,-86.99999999999264,-26.000000000003798,-437.0000000000118,-234.99999999998522,-400.0000000000057,38.0000000000047,-310.9999999999946,-195.9999999999962,-225.00000000000853,-114.99999999999488,16.999999999995907,-263.0000000000021,22.999999999995246,,-2510.0000000000205
2015.06.22,-40.00000000000669,-1.999999999990898,-75.00000000000284,126.0000000000039,-142.00000000000878,59.99999999999339,-96.99999999999153,-16.0000000000049,-343.00000000001774,-153.00000000002535,-299.99999999998295,45.99999999999049,-231.0000000000034,-184.99999999999073,-197.00000000000273,-46.999999999997044,33.00000000000125,-258.0000000000027,29.999999999996696,,-1791.0000000000425
