date,GBPUSD,NZDUSD,EURCHF,AUDCHF,GBPJPY,EURAUD,NZDCAD,empty,sum
2017.12.04,-195.9999999999962,0.0,-18.999999999991246,-108.99999999999244,-109.99999999998522,-204.00000000000418,0.0,,-637.9999999999693
2017.12.04,-448.9999999999883,7.9999999999968985,8.000000000008,-113.99999999999189,86.99999999998909,-268.0000000000016,29.999999999996696,,-697.9999999999911
2017.12.04,-808.9999999999931,9.999999999998899,-19.999999999997797,-136.99999999999824,387.00000000000045,-286.00000000000847,56.0000000000005,,-798.9999999999977
2017.12.04,-785.9999999999978,-73.99999999999629,-130.99999999999224,-114.99999999999844,645.0000000000102,-285.00000000000193,81.9999999999932,,-663.9999999999833
2017.12.04,-623.9999999999801,-73.99999999999629,-139.9999999999846,-15.999999999993797,569.9999999999932,-252.0000000000078,71.99999999999429,,-463.999999999975
2017.12.04,-595.9999999999966,-39.999999999995595,-208.99999999999253,2.000000000002,528.9999999999964,-243.99999999999977,119.99999999999788,,-437.9999999999881
2017.12.04,-497.99999999999847,-7.0000000000014495,-317.9999999999961,69.00000000000794,342.00000000001296,-285.00000000000193,168.99999999999693,,-527.99999999998
2017.12.04,-468.9999999999861,46.00000000000159,-322.9999999999844,143.9999999999997,304.00000000000205,-208.99999999999253,212.00000000000108,,-294.99999999995856
2017.12.04,-476.9999999999941,19.00000000000235,-283.99999999999534,165.00000000000404,335.00000000000796,-36.999999999998145,166.99999999999494,,-111.99999999997817
2017.12.04,-444.9999999999843,21.00000000000435,-258.99999999998704,161.00000000000003,354.0000000000134,-48.000000000003595,168.00000000000148,,-47.99999999995572
2017.12.04,-407.99999999998613,-4.000000000004,-269.9999999999925,155.00000000000514,354.99999999998977,-103.00000000000864,171.99999999999437,,-103.00000000000199
2017.12.04,-410.99999999998363,-7.0000000000014495,-286.99999999999284,187.9999999999993,358.0000000000041,-29.999999999996696,141.00000000000225,,-47.99999999996899
2017.12.04,-407.99999999998613,-46.999999999997044,-282.9999999999888,168.00000000000148,347.0000000000084,-49.00000000001015,100.00000000000009,,-171.99999999997218
2017.12.04,-368.9999999999971,-112.99999999999643,-263.99999999999756,138.00000000000477,348.99999999998954,-158.99999999999804,17.000000000000348,,-400.99999999999454
2017.12.04,-353.99999999998766,-121.00000000000443,-291.9999999999812,141.00000000000225,373.9999999999952,-154.99999999999403,3.999999999992898,,-402.9999999999769
2017.12.04,-339.99999999998477,-146.00000000000168,-302.0000000000023,142.00000000000878,379.99999999999545,-178.99999999999582,-26.000000000003798,,-470.99999999998414
2017.12.04,-300.99999999999574,-156.00000000000057,-364.9999999999931,158.0000000000026,288.0000000000109,-215.00000000000963,-33.000000000005244,,-623.9999999999908
2017.12.04,-278.00000000000045,-185.00000000000182,-335.9999999999808,134.0000000000008,336.9999999999891,-215.99999999999397,-82.00000000000429,,-625.9999999999915
2017.12.04,-274.9999999999808,-190.99999999999673,-341.99999999999784,138.00000000000477,40.99999999999682,-219.00000000001364,-67.00000000000594,,-914.9999999999933
2017.12.04,-127.99999999999478,-204.99999999999963,-258.0000000000027,121.00000000000443,277.00000000001523,-133.00000000000534,-46.999999999997044,,-372.99999999997976
2017.12.04,-250.99999999997902,-155.00000000000514,-296.9999999999917,89.00000000000574,219.99999999999886,-137.00000000000932,-40.00000000000669,,-570.9999999999874
2017.12.04,-270.99999999999903,-29.999999999996696,-329.99999999998585,190.00000000000128,200.9999999999934,-80.99999999999774,-29.000000000001247,,-349.9999999999859
2017.12.04,-129.99999999998568,-34.000000000000696,-279.99999999999136,157.00000000000713,135.99999999999568,-39.999999999995595,-6.0000000000060005,,-196.99999999997647
2017.12.04,-125.99999999998168,-39.00000000000014,-237.99999999998266,156.00000000000057,66.0000000000025,-28.000000000005798,-23.00000000000635,,-231.99999999997354
2017.12.04,-62.99999999999084,-24.999999999997247,-241.99999999998667,201.00000000000674,54.000000000002046,12.999999999996348,-14.000000000002899,,-75.99999999997253
2017.12.04,-0.9999999999843467,-12.999999999996348,-293.99999999999426,303.0000000000088,50.99999999998772,208.99999999999253,-55.000000000005045,,200.0000000000091
2017.12.04,-778.9999999999964,-4.000000000004,-309.99999999998806,279.00000000000705,169.9999999999875,116.00000000000499,-126.99999999999933,,-654.9999999999882
2017.12.04,-924.9999999999981,39.999999999995595,-330.9999999999924,291.0000000000079,961.9999999999891,99.99999999998899,-60.00000000000449,,76.99999999998653
2017.12.04,-1064.9999999999827,34.99999999999615,-303.9999999999932,304.00000000000426,883.0000000000098,165.9999999999995,-173.00000000000094,,-153.99999999996712
2017.12.04,-1027.9999999999845,-17.999999999995797,-263.99999999999756,272.00000000000557,1092.9999999999893,161.99999999999548,-97.9999999999981,,119.00000000001444
2017.12.04,-978.9999999999966,-6.0000000000060005,-333.9999999999899,284.0000000000065,968.9999999999941,165.9999999999995,-131.99999999999878,,-31.999999999991104
2017.12.04,-976.9999999999834,-23.00000000000635,-282.9999999999888,285.00000000000193,942.0000000000073,191.00000000000784,-165.9999999999995,,-30.999999999961062
2017.12.04,-884.9999999999802,-77.00000000000485,-261.9999999999845,331.999999999999,1149.000000000001,289.9999999999903,-167.00000000000603,,380.00000000001467
2017.12.04,-855.9999999999901,-124.00000000000189,-302.9999999999866,324.00000000000205,1044.9999999999875,245.99999999999068,-217.0000000000005,,115.00000000000108
2017.12.04,-929.9999999999864,-143.00000000000423,-302.9999999999866,304.9999999999997,830.0000000000125,222.99999999999542,-226.99999999999943,,-244.999999999969
2017.12.04,-842.9999999999937,-151.00000000000114,-353.99999999998766,272.00000000000557,-234.00000000000887,72.99999999998974,-197.00000000000273,,-1433.9999999999986
2017.12.04,-507.9999999999973,-161.00000000000003,-435.9999999999919,265.0000000000041,58.9999999999975,-62.000000000006494,-68.00000000000139,,-910.9999999999956
2017.12.04,-456.9999999999963,-195.9999999999962,-487.99999999999955,326.9999999999995,311.00000000000705,0.0,-182.00000000000438,,-684.9999999999898
2017.12.04,-346.9999999999862,-175.00000000000293,-485.0000000000021,370.00000000000364,265.0000000000148,87.99999999999919,-199.00000000000472,,-482.99999999997823
2017.12.04,-270.99999999999903,-187.9999999999993,-513.9999999999923,379.0000000000071,181.99999999998795,95.00000000000064,-192.99999999999872,,-509.9999999999935
2017.12.04,-385.99999999999744,-195.9999999999962,-512.9999999999857,408.00000000000836,307.9999999999927,68.00000000000139,-187.9999999999993,,-498.9999999999761
2017.12.04,-392.9999999999989,-178.99999999999582,-525.999999999982,404.0000000000044,293.00000000000637,68.00000000000139,-202.9999999999976,,-535.9999999999624
2017.12.04,-466.9999999999952,-155.00000000000514,-510.99999999999477,363.0000000000022,290.9999999999968,28.000000000005798,-179.00000000000693,,-629.999999999997
2017.12.04,-461.0000000000003,-141.00000000000225,-517.9999999999962,325.00000000000864,168.00000000000637,-29.00000000001235,-150.00000000000568,,-806.0000000000017
2017.12.04,-389.99999999997925,-150.00000000000568,-516.9999999999897,347.0000000000084,99.99999999999432,-21.00000000000435,-143.9999999999997,,-774.9999999999758
2017.12.04,-360.9999999999891,-143.9999999999997,-519.9999999999872,336.9999999999984,15.00000000001478,-46.0000000000127,-111.00000000000554,,-829.999999999981
2017.12.04,-421.99999999998903,-89.00000000000574,-531.9999999999991,340.00000000000693,-128.99999999999068,-42.999999999993044,-182.99999999999983,,-1057.9999999999704
2017.12.04,-488.9999999999839,-102.00000000000209,-576.9999999999831,306.00000000000625,-55.00000000000682,-93.99999999999409,-263.99999999999756,,-1274.9999999999613
