date,EURCHF,NZDCHF,EURCAD,empty,sum
2017.05.15,-51.99999999998539,-64.0000000000085,-121.99999999999989,,-237.99999999999378
2017.05.15,9.999999999998899,-87.00000000000374,-146.99999999998602,,-223.99999999999085
2017.05.15,29.00000000001235,-153.00000000000313,-144.99999999999514,,-268.9999999999859
2017.05.15,49.00000000001015,-240.00000000000688,-97.9999999999981,,-288.9999999999948
2017.05.15,52.000000000007596,-231.0000000000034,-157.99999999999147,,-336.99999999998727
2017.05.15,52.000000000007596,-201.00000000000674,-177.99999999998929,,-326.9999999999884
2017.05.15,77.00000000001594,-225.00000000000853,-273.9999999999965,,-421.9999999999891
2017.05.15,92.00000000000318,-324.00000000000205,-173.99999999998528,,-405.99999999998414
2017.05.15,90.00000000001229,-296.0000000000074,-123.99999999999079,,-329.9999999999859
2017.05.15,106.00000000000608,-334.00000000000097,-103.99999999999298,,-331.99999999998784
2017.05.15,121.00000000001555,-304.00000000000426,-86.99999999999264,,-269.99999999998136
2017.05.15,99.00000000000463,-335.0000000000075,-18.999999999991246,,-254.99999999999412
2017.05.15,97.9999999999981,-302.0000000000023,219.99999999999798,,15.999999999993804
2017.05.15,95.00000000000064,-287.0000000000039,195.00000000001182,,3.0000000000085265
2017.05.15,95.00000000000064,-286.00000000000847,185.00000000001293,,-5.9999999999949125
2017.05.15,99.00000000000463,-277.000000000005,200.00000000000017,,21.9999999999998
2017.05.15,114.0000000000141,-279.00000000000705,121.99999999999989,,-42.999999999993065
2017.05.15,109.00000000000354,-314.0000000000032,158.99999999999804,,-46.00000000000162
2017.05.15,114.0000000000141,-416.00000000000523,178.99999999999582,,-122.99999999999531
2017.05.15,110.00000000001009,-448.000000000004,226.00000000001506,,-111.9999999999788
2017.05.15,96.00000000000719,-423.0000000000067,486.00000000000864,,159.0000000000091
2017.05.15,127.00000000001043,-390.0000000000015,460.000000000016,,197.00000000002495
2017.05.15,73.99999999999629,-373.00000000000114,395.99999999999636,,96.99999999999153
2017.05.15,43.00000000001525,-333.0000000000055,303.0000000000088,,13.000000000018531
2017.05.15,28.000000000005798,-477.0000000000052,398.00000000000944,,-50.99999999998994
2017.05.15,5.000000000010552,-448.000000000004,367.0000000000062,,-75.99999999998721
2017.05.15,1.0000000000065512,-424.00000000000216,364.00000000000875,,-58.99999999998687
2017.05.15,60.000000000015596,-475.0000000000032,300.99999999999574,,-113.99999999999187
2017.05.15,117.99999999999588,-443.99999999999994,282.0000000000045,,-43.9999999999996
2017.05.15,134.99999999999625,-399.0000000000049,312.00000000000114,,47.9999999999925
2017.05.15,109.00000000000354,-397.0000000000029,367.0000000000062,,79.00000000000682
2017.05.15,18.0000000000069,-417.0000000000007,268.0000000000016,,-130.9999999999922
2017.05.15,39.00000000001125,-334.00000000000097,16.000000000016,,-278.99999999997374
2017.05.15,70.0000000000145,-237.00000000000944,-146.99999999998602,,-313.99999999998096
2017.05.15,80.99999999999774,-290.00000000000136,-198.99999999999363,,-407.99999999999727
2017.05.15,43.999999999999595,-255.00000000000523,-302.9999999999866,,-513.9999999999923
2017.05.15,104.00000000001519,-147.00000000000824,-262.999999999991,,-305.9999999999841
2017.05.15,94.00000000001629,-134.0000000000008,-330.9999999999924,,-370.9999999999769
2017.05.15,21.00000000000435,-74.00000000000739,-139.00000000000023,,-192.00000000000327
2017.05.15,-1.999999999990898,-36.0000000000027,-78.00000000000028,,-115.99999999999389
2017.05.15,26.999999999999247,-25.00000000000835,-55.99999999998939,,-53.999999999998494
2017.05.15,8.000000000008,-9.00000000000345,-9.999999999998899,,-10.999999999994348
2017.05.15,14.000000000002899,-19.00000000000235,-5.999999999994898,,-10.999999999994348
2017.05.15,28.000000000005798,4.999999999999449,-156.99999999998494,,-123.99999999997969
2017.05.15,49.00000000001015,17.999999999995797,-106.99999999999044,,-39.999999999984496
2017.05.15,56.99999999999594,-9.999999999998899,-71.99999999998319,,-24.999999999986144
2017.05.15,63.99999999999739,-4.999999999999449,-45.99999999999049,,13.000000000007446
2017.05.15,63.000000000013046,-31.000000000003247,28.000000000005798,,60.000000000015596
2017.05.16,-429.99999999999704,-25.00000000000835,21.00000000000435,,-434.000000000001
2017.05.16,25.00000000000835,-85.00000000000173,41.000000000002146,,-18.99999999999124
2017.05.16,29.00000000001235,-51.000000000001044,-15.999999999993797,,-37.99999999998249
2017.05.16,58.000000000002494,-67.00000000000594,-11.999999999989797,,-20.999999999993243
2017.05.16,41.000000000002146,-67.00000000000594,17.000000000000348,,-9.000000000003446
2017.05.16,32.0000000000098,-67.00000000000594,7.0000000000014495,,-27.999999999994692
2017.05.16,31.000000000003247,-161.00000000000003,56.99999999999594,,-73.00000000000085
2017.05.16,60.99999999999994,-175.00000000000293,38.0000000000047,,-75.9999999999983
2017.05.16,48.000000000003595,-197.00000000000273,46.0000000000127,,-102.99999999998644
2017.05.16,62.000000000006494,-209.9999999999991,-5.999999999994898,,-153.9999999999875
