date,USDCHF,AUDJPY,empty,sum
2017.07.24,-24.999999999997247,-28.999999999996362,,-53.999999999993605
2017.07.24,-60.99999999999994,15.999999999991132,,-45.00000000000881
2017.07.24,-84.99999999999064,28.999999999996362,,-55.99999999999427
2017.07.24,-81.9999999999932,21.99999999999136,,-60.00000000000183
2017.07.24,-47.9999999999925,85.99999999999852,,38.000000000006025
2017.07.24,-28.999999999990145,49.99999999999716,,21.000000000007013
2017.07.24,-108.99999999999244,-79.00000000000773,,-188.00000000000017
2017.07.24,-118.99999999999133,-127.00000000000955,,-246.00000000000088
2017.07.24,-161.99999999999548,-183.00000000000693,,-345.0000000000024
2017.07.24,-140.99999999999113,-159.00000000000603,,-299.99999999999716
2017.07.24,-146.99999999999713,-64.99999999999773,,-211.99999999999486
2017.07.24,-161.00000000000003,54.99999999999261,,-106.00000000000742
2017.07.24,-154.99999999999403,25.99999999999625,,-128.99999999999778
2017.07.24,-127.99999999999478,49.99999999999716,,-77.99999999999763
2017.07.24,-128.99999999999022,-27.000000000001023,,-155.99999999999125
2017.07.24,-131.99999999999878,15.000000000000568,,-116.99999999999821
2017.07.24,-184.99999999999073,105.99999999999454,,-78.99999999999619
2017.07.24,-175.99999999999838,125.99999999999056,,-50.000000000007816
2017.07.24,-217.99999999999596,186.9999999999976,,-30.99999999999835
2017.07.24,-242.99999999999324,173.00000000000182,,-69.99999999999142
2017.07.24,-271.9999999999945,221.9999999999942,,-50.000000000000284
2017.07.24,-273.000000000001,212.99999999999386,,-60.00000000000716
2017.07.24,-181.9999999999933,231.99999999999932,,50.000000000006025
2017.07.24,-159.9999999999935,275.99999999999625,,116.00000000000276
2017.07.24,-105.99999999999498,225.9999999999991,,120.0000000000041
2017.07.24,-105.99999999999498,204.9999999999983,,99.00000000000331
2017.07.24,-63.99999999999739,102.99999999999443,,38.99999999999704
2017.07.24,-139.00000000000023,132.99999999999557,,-6.000000000004661
2017.07.24,-197.99999999999818,173.00000000000182,,-24.999999999996362
2017.07.24,-181.9999999999933,197.00000000000273,,15.000000000009436
2017.07.24,-188.9999999999947,197.00000000000273,,8.000000000008015
2017.07.24,-104.99999999999955,200.00000000000284,,95.0000000000033
2017.07.24,-158.99999999999804,245.9999999999951,,86.99999999999707
2017.07.24,-183.99999999999528,307.9999999999927,,123.99999999999744
2017.07.24,-201.99999999999108,268.99999999999125,,67.00000000000017
2017.07.24,-175.99999999999838,271.99999999999136,,95.99999999999298
2017.07.24,-171.99999999999437,162.9999999999967,,-8.99999999999767
2017.07.24,-139.00000000000023,164.00000000000148,,25.00000000000125
2017.07.24,-217.99999999999596,209.99999999999375,,-8.000000000002217
2017.07.24,-169.99999999999238,221.00000000000364,,51.000000000011255
2017.07.24,-215.99999999999397,161.99999999999193,,-54.000000000002046
2017.07.24,-198.99999999999363,191.99999999999307,,-7.000000000000568
2017.07.24,-156.00000000000057,189.99999999999773,,33.99999999999716
2017.07.24,-169.99999999999238,189.99999999999773,,20.000000000005343
2017.07.24,-142.99999999999312,207.9999999999984,,65.00000000000529
2017.07.24,-154.99999999999403,227.99999999999443,,73.0000000000004
2017.07.24,-180.99999999999784,212.0000000000033,,31.000000000005457
2017.07.24,-161.99999999999548,198.99999999999807,,37.000000000002586
2017.07.25,-159.9999999999935,180.99999999999739,,21.000000000003894
2017.07.25,-248.99999999999923,212.99999999999386,,-36.00000000000537
2017.07.25,-270.99999999999903,212.99999999999386,,-58.00000000000517
2017.07.25,-271.9999999999945,237.99999999999955,,-33.99999999999494
2017.07.25,-284.9999999999908,251.99999999999534,,-32.99999999999545
2017.07.25,-282.99999999999994,283.00000000000125,,1.3073986337985843e-12
2017.07.25,-309.99999999999915,284.9999999999966,,-25.000000000002558
2017.07.25,-310.9999999999946,233.0000000000041,,-77.99999999999051
2017.07.25,-287.9999999999994,221.9999999999942,,-66.00000000000517
2017.07.25,-292.9999999999988,135.99999999999568,,-157.00000000000313
2017.07.25,-292.9999999999988,87.0000000000033,,-205.9999999999955
2017.07.25,-230.99999999999233,128.99999999999068,,-102.00000000000165
2017.07.25,-200.99999999999562,198.99999999999807,,-1.9999999999975557
2017.07.25,-195.9999999999962,194.99999999999318,,-1.0000000000030127
2017.07.25,-182.99999999999983,274.9999999999915,,91.99999999999164
2017.07.25,-205.99999999999508,265.00000000000057,,59.000000000005485
2017.07.25,-204.99999999999963,271.0000000000008,,66.00000000000117
2017.07.25,-225.99999999999287,265.99999999999113,,39.999999999998266
2017.07.25,-175.99999999999838,177.99999999999727,,1.9999999999988916
2017.07.25,-161.99999999999548,167.0000000000016,,5.000000000006111
2017.07.25,-265.99999999999955,218.9999999999941,,-47.00000000000546
2017.07.25,-279.99999999999136,289.0000000000015,,9.000000000010118
2017.07.25,-245.99999999999068,391.9999999999959,,146.00000000000523
2017.07.25,-308.9999999999926,355.000000000004,,46.00000000001137
2017.07.25,-346.9999999999973,349.00000000000375,,2.0000000000064233
2017.07.25,-352.9999999999922,418.99999999999693,,66.00000000000472
2017.07.25,-323.99999999999096,456.00000000000307,,132.0000000000121
2017.07.25,-357.99999999999164,457.9999999999984,,100.00000000000676
2017.07.25,-351.99999999999676,549.9999999999972,,198.0000000000004
2017.07.25,-354.9999999999942,617.999999999995,,263.0000000000008
2017.07.25,-292.9999999999988,763.9999999999958,,470.999999999997
2017.07.25,-227.99999999999488,757.9999999999956,,530.0000000000007
2017.07.25,-300.99999999999574,867.999999999995,,566.9999999999993
2017.07.25,-287.9999999999994,831.9999999999936,,543.9999999999943
2017.07.25,-300.99999999999574,819.0000000000026,,518.0000000000068
2017.07.25,-414.9999999999987,799.9999999999972,,384.99999999999847
2017.07.25,-505.99999999999534,798.0000000000018,,292.0000000000065
2017.07.25,-583.9999999999957,808.9999999999975,,225.00000000000182
2017.07.25,-498.9999999999939,837.9999999999939,,338.99999999999994
2017.07.25,-495.000000000001,866.9999999999902,,371.9999999999892
2017.07.25,-541.9999999999981,817.9999999999978,,275.9999999999998
2017.07.25,-564.9999999999933,786.9999999999919,,221.99999999999864
2017.07.25,-669.9999999999928,805.9999999999974,,136.00000000000455
2017.07.25,-674.9999999999923,896.0000000000008,,221.00000000000853
2017.07.25,-695.9999999999966,917.9999999999922,,221.99999999999557
2017.07.25,-746.9999999999976,938.0000000000024,,191.00000000000477
2017.07.25,-766.0,930.9999999999974,,164.99999999999739
2017.07.25,-774.9999999999924,951.9999999999982,,177.0000000000058
2017.07.26,-761.0000000000006,962.0000000000033,,201.00000000000273
2017.07.26,-762.9999999999915,933.9999999999975,,171.00000000000603
2017.07.26,-770.9999999999994,950.9999999999934,,179.99999999999397
2017.07.26,-772.9999999999903,950.0000000000028,,177.0000000000125
2017.07.26,-800.0000000000007,924.9999999999972,,124.99999999999648
