date,GBPUSD,USDCAD,AUDUSD,NZDUSD,AUDCHF,GBPJPY,GBPAUD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.03.15,-72.99999999998974,-34.000000000000696,-54.999999999993946,-88.99999999999464,-72.0000000000054,-169.00000000001114,-114.0000000000141,-60.99999999999994,-103.9999999999992,-85.00000000000796,-85.99999999999852,-83.9999999999952,-77.00000000000485,,-1103.0000000000152
2021.03.15,-82.00000000000429,12.999999999996348,-17.999999999995797,-68.00000000000139,-73.99999999999629,-215.0000000000034,84.99999999997954,-2.999999999997449,-102.00000000000387,-79.00000000000773,-96.9999999999942,-48.99999999999905,-69.00000000000794,,-758.0000000000356
2021.03.15,-144.99999999999514,-25.999999999992696,-75.9999999999983,-136.00000000000279,-119.00000000000244,-358.0000000000041,17.999999999984695,-52.000000000007596,-164.99999999999204,-155.00000000000114,-179.9999999999926,-80.99999999999774,-125.00000000000844,,-1600.0000000000102
2021.03.15,-129.00000000000134,-58.000000000002494,-75.9999999999983,-124.00000000000189,-122.99999999999534,-352.00000000000387,24.999999999986144,-69.00000000000794,-191.99999999999307,-183.00000000000693,-188.0000000000024,-78.00000000000028,-96.00000000000719,,-1643.0000000000348
2021.03.15,-202.9999999999976,-113.99999999999189,-119.00000000000244,-195.00000000000074,-121.00000000000443,-350.9999999999991,18.999999999991246,-82.00000000000429,-192.99999999999784,-183.9999999999975,-219.99999999999886,-87.99999999999919,-143.00000000000423,,-1994.000000000007
2021.03.15,-248.99999999998812,-144.99999999999514,-158.99999999999804,-231.0000000000034,-136.99999999999824,-333.00000000002683,-9.000000000014552,-155.00000000001623,-191.0000000000025,-195.99999999999795,-253.0000000000001,-92.99999999999864,-208.00000000000819,,-2359.0000000000477
2021.03.15,-326.9999999999884,-194.0000000000053,-197.00000000000273,-412.9999999999967,-112.000000000001,-362.0000000000232,-10.000000000021103,-104.99999999999955,-192.99999999999784,-200.00000000000284,-388.9999999999958,-97.9999999999981,-334.00000000000097,,-2934.0000000000337
2021.03.15,-330.9999999999924,-194.0000000000053,-200.99999999999562,-419.00000000000273,-102.99999999999754,-332.00000000002206,5.999999999994898,-97.00000000001374,-182.00000000000216,-161.00000000000136,-371.9999999999999,-102.00000000000209,-337.0000000000095,,-2825.0000000000496
2021.03.15,-245.99999999999068,-147.99999999999258,-82.99999999999974,-375.9999999999986,-72.0000000000054,-375.0,123.99999999999079,36.999999999998145,-225.9999999999991,-154.00000000001057,-427.99999999999727,-12.000000000000899,-343.00000000000443,,-2302.0000000000105
2021.03.15,-113.99999999999189,-41.99999999998649,26.999999999999247,-290.9999999999968,-17.000000000000348,-362.0000000000232,237.99999999998266,154.99999999999403,-219.99999999999886,-85.99999999999852,-388.9999999999958,63.99999999999739,-302.0000000000023,,-1339.0000000000207
2021.03.15,-103.99999999999298,4.000000000004,67.00000000000594,-261.0000000000001,31.000000000003247,-340.0000000000034,313.99999999999204,208.99999999999253,-173.00000000000182,-37.00000000000614,-352.99999999999443,62.000000000006494,-297.00000000000284,,-877.9999999999976
2021.03.15,-109.99999999998789,-9.999999999998899,58.99999999999794,-258.9999999999981,34.000000000000696,-330.0000000000125,324.9999999999975,251.99999999998556,-164.00000000000148,-34.99999999999659,-333.999999999989,63.00000000000195,-289.0000000000059,,-798.0000000000068
2021.03.15,-112.99999999998533,-8.999999999992347,50.0000000000056,-270.99999999999903,19.00000000000235,-386.0000000000241,297.9999999999983,221.99999999998886,-195.99999999999795,-76.00000000000762,-371.9999999999999,56.99999999999594,-301.0000000000068,,-1078.0000000000223
2021.03.15,-129.00000000000134,-18.999999999991246,45.000000000006146,-270.99999999999903,-12.999999999996348,-372.0000000000141,293.99999999999426,136.00000000000279,-203.00000000000296,-70.99999999999795,-381.0000000000002,63.99999999999739,-295.0000000000008,,-1215.0000000000034
2021.03.15,-90.99999999999665,-7.0000000000014495,51.99999999999649,-270.99999999999903,-14.000000000002899,-378.0000000000143,280.9999999999979,107.99999999999699,-233.99999999999466,-82.99999999999841,-387.999999999991,73.00000000000084,-294.00000000000534,,-1246.0000000000116
2021.03.15,25.00000000000835,34.000000000000696,141.99999999999767,-171.99999999999437,14.000000000002899,-343.00000000001774,310.9999999999946,188.9999999999947,-230.00000000000398,-27.000000000001023,-335.9999999999985,145.00000000000622,-221.00000000000452,,-469.000000000015
2021.03.15,66.00000000001049,90.00000000001229,204.00000000000418,-165.9999999999995,46.999999999997044,-379.0000000000191,409.99999999999926,289.9999999999903,-262.00000000000045,-3.0000000000001137,-353.9999999999992,172.00000000000549,-231.0000000000034,,-116.0000000000027
2021.03.15,-26.999999999999247,35.00000000000725,195.00000000000074,-256.0000000000007,60.00000000000449,-438.0000000000166,470.9999999999992,285.99999999998624,-253.0000000000001,0.999999999990564,-430.9999999999974,212.00000000000108,-303.0000000000088,,-448.00000000003325
2021.03.15,-41.99999999998649,21.00000000000435,180.99999999999784,-239.99999999999577,17.999999999995797,-399.0000000000009,498.9999999999828,208.99999999999253,-242.00000000000443,15.000000000000568,-405.9999999999917,206.00000000000617,-272.00000000000557,,-452.0000000000049
2021.03.15,-150.99999999999002,11.00000000000545,129.00000000000134,-236.00000000000287,-9.00000000000345,-409.00000000002024,510.99999999999477,71.99999999998319,-194.99999999999318,27.000000000001023,-333.999999999989,143.00000000000423,-277.000000000005,,-718.0000000000138
2021.03.15,-174.99999999999181,-114.99999999999844,58.000000000002494,-304.9999999999997,9.00000000000345,-381.0000000000002,364.9999999999931,-23.00000000001745,-243.99999999999977,-20.000000000010232,-361.99999999999477,134.99999999999625,-287.0000000000039,,-1345.0000000000211
2021.03.15,-302.9999999999866,-285.00000000000193,-7.9999999999968985,-329.00000000000153,-60.00000000000449,-435.0000000000023,365.99999999999966,-87.00000000001484,-316.0000000000025,-63.00000000000239,-362.99999999999955,148.99999999999915,-197.00000000000273,,-1931.0000000000168
2021.03.15,-299.99999999998914,-339.0000000000004,-36.999999999998145,-368.9999999999971,-119.99999999999788,-451.0000000000218,280.9999999999979,-221.00000000000452,-349.9999999999943,-84.00000000000318,-403.99999999999636,200.00000000000017,-196.00000000000728,,-2390.0000000000123
2021.03.15,-285.99999999998624,-330.9999999999924,-36.0000000000027,-329.00000000000153,-92.99999999999864,-384.00000000001455,284.9999999999797,-190.00000000000128,-310.99999999999284,-58.9999999999975,-356.9999999999993,206.00000000000617,-159.00000000000912,,-2044.0000000000102
2021.03.15,-190.99999999998562,-204.99999999998852,41.9999999999976,-256.0000000000007,-14.000000000002899,-411.00000000000136,314.99999999999864,-181.00000000000892,-304.9999999999926,-26.00000000001046,-319.0000000000026,204.99999999999963,-131.99999999999878,,-1477.999999999997
2021.03.15,-154.99999999999403,-218.99999999999142,33.000000000005244,-244.99999999999523,-14.999999999998348,-283.00000000001546,283.99999999999534,-114.0000000000141,-262.00000000000045,-9.000000000000341,-274.9999999999915,185.00000000000182,-123.00000000000644,,-1198.0000000000048
2021.03.15,-143.99999999998857,-204.00000000000418,61.999999999995396,-215.99999999999397,68.00000000000139,-298.0000000000018,292.9999999999877,-17.000000000000348,-259.9999999999909,22.999999999996135,-246.9999999999999,192.00000000000327,-116.00000000000499,,-864.0000000000007
2021.03.15,-66.99999999999484,-119.99999999998678,129.9999999999968,-171.99999999999437,156.00000000000057,-292.0000000000016,421.99999999998903,117.99999999999588,-259.00000000000034,72.99999999999329,-220.99999999998943,248.00000000000378,-97.00000000000264,,-80.99999999999065
2021.03.15,-127.99999999999478,-93.99999999999409,173.00000000000094,-187.00000000000384,126.99999999999933,-385.0000000000193,434.9999999999854,139.00000000000023,-272.99999999999613,60.99999999999284,-244.99999999999034,273.9999999999965,-131.99999999999878,,-235.00000000002208
2021.03.15,-85.99999999998609,-65.99999999998829,216.0000000000051,-175.00000000000293,134.99999999999625,-343.00000000001774,601.9999999999915,201.99999999999108,-242.00000000000443,107.99999999998988,-271.99999999999136,299.00000000000483,-148.99999999999915,,228.99999999998863
2021.03.15,-78.99999999998464,-63.99999999999739,199.00000000000472,-168.00000000000148,119.99999999999788,-336.00000000001273,428.9999999999905,110.99999999999443,-247.99999999999045,73.99999999999807,-259.9999999999909,197.00000000000273,-189.00000000000583,,-213.99999999999508
2021.03.15,-4.000000000004,-25.999999999992696,153.00000000000313,-202.9999999999976,119.00000000000244,-296.0000000000207,370.999999999988,113.99999999999189,-227.00000000000387,30.9999999999917,-313.99999999999295,141.99999999999767,-248.99999999999923,,-389.00000000003627
2021.03.15,45.000000000006146,90.99999999999665,200.00000000000017,-158.99999999999804,156.00000000000057,-246.00000000000932,383.99999999998437,180.99999999998673,-173.99999999999238,64.99999999999773,-281.9999999999965,131.99999999999878,-272.00000000000557,,120.9999999999693
2021.03.15,185.00000000001293,75.00000000000284,183.99999999999528,-146.00000000000168,178.99999999999582,-131.00000000000023,190.99999999998562,164.99999999999292,-155.00000000000114,61.99999999999761,-247.99999999999045,148.0000000000037,-226.99999999999943,,281.9999999999939
2021.03.15,161.00000000001114,144.0000000000108,195.9999999999962,-158.0000000000026,209.00000000000364,-55.00000000000682,115.99999999998278,245.99999999999068,-96.00000000000364,95.99999999998943,-244.99999999999034,68.00000000000139,-290.00000000000136,,391.99999999998136
2021.03.15,405.0000000000109,131.00000000001444,229.99999999999687,-95.99999999999609,253.99999999999866,216.99999999998454,-78.00000000000028,122.99999999998423,-67.99999999999784,162.9999999999967,-162.9999999999967,114.00000000000298,-264.0000000000087,,967.9999999999898
2021.03.15,256.00000000001177,7.0000000000014495,82.99999999999974,-237.99999999999378,175.00000000000293,200.9999999999934,-245.0000000000063,0.0,-115.99999999999966,27.999999999991587,-269.999999999996,85.00000000000173,-272.00000000000557,,-305.99999999999875
2021.03.15,239.00000000001143,16.000000000016,90.99999999999665,-226.00000000000398,195.9999999999962,60.99999999997863,-121.00000000001555,52.99999999999194,-144.99999999999602,34.99999999999659,-268.99999999999125,99.00000000000463,-258.0000000000027,,-229.00000000001737
2021.03.15,228.00000000000597,25.00000000000835,90.99999999999665,-215.99999999999397,153.99999999999858,-10.000000000019327,-48.000000000003595,-26.999999999999247,-167.99999999999216,-22.00000000000557,-308.9999999999975,78.99999999999574,-246.00000000000176,,-469.00000000000784
2021.03.15,217.0000000000005,-8.999999999992347,51.000000000001044,-243.99999999999977,87.00000000000374,12.999999999976808,-147.00000000000824,-87.99999999999919,-197.9999999999933,-54.000000000002046,-331.99999999999363,56.0000000000005,-268.0000000000016,,-916.0000000000075
2021.03.15,185.00000000001293,-60.99999999999994,6.0000000000060005,-276.9999999999939,65.00000000000395,15.999999999991132,-185.00000000001293,-143.00000000000423,-194.99999999999318,-76.99999999999818,-348.99999999998954,31.000000000003247,-273.000000000001,,-1256.9999999999757
2021.03.15,195.00000000001182,-31.999999999987594,11.00000000000545,-265.0000000000041,78.99999999999574,34.99999999999659,-206.00000000001728,-148.99999999999915,-183.9999999999975,-76.00000000000762,-322.9999999999933,16.0000000000049,-275.000000000003,,-1173.999999999995
2021.03.15,255.00000000000523,-19.999999999997797,43.999999999999595,-227.99999999999488,99.00000000000463,50.99999999998772,-207.00000000000162,-124.99999999999733,-191.0000000000025,-64.99999999999773,-314.9999999999977,31.000000000003247,-236.00000000000287,,-906.9999999999919
2021.03.15,167.00000000000603,-43.999999999999595,-10.999999999994348,-280.00000000000244,80.99999999999774,-6.000000000000227,-225.00000000000853,-211.00000000000563,-182.99999999999272,-100.99999999999909,-349.9999999999943,-0.999999999995449,-298.0000000000094,,-1461.999999999998
2021.03.15,146.00000000000168,-48.000000000003595,-41.9999999999976,-285.9999999999974,68.99999999999685,-13.00000000000523,-276.00000000000955,-242.00000000000887,-191.0000000000025,-146.0000000000008,-349.9999999999943,-29.000000000001247,-285.00000000000193,,-1693.000000000024
2021.03.15,131.99999999999878,-38.0000000000047,-29.999999999996696,-287.9999999999994,78.00000000000028,-52.00000000002092,-313.00000000000773,-228.00000000000597,-189.99999999999773,-142.00000000001012,-364.9999999999949,-17.999999999995797,-304.9999999999997,,-1759.0000000000348
2021.03.15,151.9999999999966,-82.99999999998863,9.00000000000345,-251.00000000000122,78.00000000000028,-42.00000000000159,-500.00000000001154,-388.0000000000106,-209.00000000000318,-117.00000000000443,-344.99999999999886,-41.000000000002146,-320.00000000000915,,-2057.000000000031
2021.03.15,153.00000000000313,-42.999999999993044,-9.999999999998899,-281.99999999999335,85.99999999999719,-50.00000000001137,-419.0000000000138,-296.0000000000074,-170.99999999999227,-112.00000000000898,-384.9999999999909,-12.999999999996348,-287.0000000000039,,-1829.0000000000098
2021.03.16,160.00000000000458,-0.9999999999843467,11.00000000000545,-276.9999999999939,114.99999999999844,-66.0000000000025,-188.00000000001037,-191.00000000000784,-155.9999999999917,-94.0000000000083,-356.9999999999993,4.999999999999449,-317.0000000000006,,-1355.9999999999911
2021.03.16,139.00000000000023,-1.999999999990898,12.999999999996348,-314.99999999999864,119.99999999999788,-48.00000000000182,-115.00000000002063,-154.0000000000097,-165.99999999999682,-82.99999999999841,-393.99999999999125,12.999999999996348,-351.0000000000013,,-1343.0000000000186
2021.03.16,171.00000000001003,7.0000000000014495,63.99999999999739,-298.9999999999937,144.99999999999514,-25.000000000005684,-57.00000000001815,-104.99999999999955,-162.9999999999967,-45.000000000001705,-378.0000000000001,48.000000000003595,-341.0000000000024,,-978.0000000000103
2021.03.16,170.00000000000347,14.000000000002899,55.000000000005045,-300.99999999999574,141.99999999999767,-45.000000000015916,-64.0000000000196,-107.00000000001265,-162.9999999999967,-55.00000000000682,-393.99999999999125,53.00000000000304,-343.9999999999999,,-1039.0000000000264
2021.03.16,163.00000000000205,-15.999999999993797,39.00000000000014,-309.0000000000037,141.99999999999767,-73.0000000000075,-94.00000000001629,-92.00000000000318,-212.99999999999386,-81.00000000000307,-412.9999999999967,55.000000000005045,-331.0000000000035,,-1223.0000000000168
2021.03.16,205.99999999999508,26.0000000000149,82.00000000000429,-270.0000000000036,158.0000000000026,-86.00000000001273,-138.0000000000159,-65.00000000000395,-209.00000000000318,-82.99999999999841,-412.9999999999967,63.00000000000195,-322.00000000000006,,-1051.0000000000157
2021.03.16,226.00000000001506,-24.999999999986144,48.000000000003595,-293.99999999999426,151.9999999999966,-74.00000000001228,-180.0000000000024,-94.00000000001629,-243.99999999999977,-109.99999999999943,-435.99999999999284,53.00000000000304,-319.0000000000026,,-1296.9999999999877
2021.03.16,268.0000000000016,-12.999999999996348,12.999999999996348,-302.9999999999977,126.99999999999933,8.99999999998613,-282.0000000000045,-133.00000000000534,-222.99999999999898,-135.00000000000512,-429.9999999999926,24.999999999997247,-326.0000000000041,,-1403.000000000024
2021.03.16,312.00000000000114,31.000000000003247,45.000000000006146,-281.99999999999335,158.0000000000026,39.99999999999204,-329.00000000000153,-136.00000000000279,-197.00000000000273,-106.99999999999932,-414.99999999999204,-0.999999999995449,-358.0000000000028,,-1238.9999999999848
2021.03.16,381.0000000000091,73.99999999999629,45.000000000006146,-275.000000000003,158.0000000000026,116.99999999999022,-398.00000000000944,-134.00000000001188,-176.00000000000193,-106.00000000000875,-406.9999999999965,-7.0000000000014495,-358.0000000000028,,-1086.0000000000314
2021.03.16,367.0000000000062,34.000000000000696,-2.999999999997449,-273.000000000001,168.00000000000148,126.99999999998113,-442.00000000000904,-89.00000000000574,-180.99999999999739,-125.0,-396.0000000000008,-32.999999999994145,-331.0000000000035,,-1177.0000000000196
2021.03.16,375.9999999999986,36.999999999998145,4.999999999999449,-265.0000000000041,170.99999999999892,162.9999999999825,-478.0000000000006,-84.0000000000174,-162.9999999999967,-120.00000000000455,-369.99999999999034,-26.000000000003798,-321.0000000000046,,-1075.0000000000446
2021.03.16,405.0000000000109,12.999999999996348,7.9999999999968985,-258.9999999999981,195.9999999999962,230.99999999999454,-473.0000000000123,-77.00000000001594,-162.9999999999967,-96.00000000000364,-341.99999999999875,-2.000000000002,-291.0000000000079,,-850.0000000000405
2021.03.16,405.9999999999952,5.000000000010552,-9.999999999998899,-248.00000000000378,183.99999999999528,205.99999999998886,-509.00000000000387,-87.99999999999919,-189.99999999999773,-128.0000000000001,-357.9999999999899,-15.999999999993797,-287.9999999999994,,-1033.9999999999966
2021.03.16,453.99999999999886,5.000000000010552,2.999999999997449,-263.99999999999756,178.99999999999582,230.99999999999454,-565.0000000000155,-73.00000000001194,-198.99999999999807,-131.00000000000023,-375.99999999999056,-2.000000000002,-292.9999999999988,,-1031.0000000000175
2021.03.16,409.99999999999926,5.999999999994898,12.999999999996348,-288.9999999999948,178.00000000000037,166.99999999997317,-513.0000000000078,-49.00000000001015,-200.00000000000284,-127.00000000000955,-408.9999999999918,6.0000000000060005,-326.9999999999995,,-1134.0000000000464
2021.03.16,441.0000000000025,43.999999999999595,46.00000000000159,-268.0000000000016,204.00000000000418,206.99999999999363,-421.0000000000047,-9.000000000014552,-173.99999999999238,-93.00000000000352,-384.9999999999909,24.000000000001798,-317.0000000000006,,-701.000000000005
2021.03.16,439.99999999999596,45.000000000006146,31.999999999998696,-263.99999999999756,195.00000000000074,250.0,-557.0000000000075,-69.00000000000794,-143.00000000000068,-79.00000000000773,-347.999999999999,-10.999999999994348,-321.0000000000046,,-830.0000000000178
