names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,"['AUDNZD', 'NZDCAD', 'AUDCAD', 'AUDUSD', 'NZDUSD', 'EURCAD']",80.0,-1.0,B
AUDUSD,20,"['USDCAD', 'AUDJPY', 'NZDJPY']",100.0,0.5224285714285718,S
NZDUSD,20,"['USDCAD', 'AUDJPY', 'NZDJPY']",100.0,0.5183809523809525,S
GBPCHF,50,"['USDJPY', 'AUDJPY', 'EURJPY']",80.0,-0.21545577205507885,B
EURGBP,10,"['EURGBP', 'GBPCAD']",80.0,-1.0,B
GBPJPY,10,['CADJPY'],80.0,0.946,S
GBPCAD,10,['USDJPY'],80.0,-0.25057142857142845,B
GBPAUD,15,"['USDCAD', 'GBPCAD']",100.0,-0.4183549783549784,B
EURCAD,10,"['GBPCAD', 'USDCAD']",100.0,-0.597642857142857,B
EURAUD,15,['USDCAD'],100.0,-0.8015288600288599,B
CADJPY,20,"['GBPCHF', 'AUDCAD']",80.0,-0.3034891774891776,B
AUDJPY,10,['CHFJPY'],80.0,1.0,S
NZDJPY,10,['CHFJPY'],80.0,0.986,S
NZDCAD,20,"['USDCAD', 'AUDJPY', 'NZDJPY', 'EURCAD']",100.0,0.1696666666666666,S
AUDNZD,10,"['USDCAD', 'AUDJPY', 'NZDJPY']",80.0,-0.31990476190476186,B
