date,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.04.06,-234.00000000000088,-253.99999999999866,-97.9999999999981,-56.000000000011596,-67.00000000000728,-168.99999999999693,-281.00000000000904,-284.9999999999908,-12.000000000000455,-773.9999999999636,-33.00000000000125,-212.99999999999653,-595.9999999999966,-540.9999999999915,-236.99999999999477,-251.00000000000477,-137.99999999999812,-267.00000000000614,-326.0000000000041,-184.99999999999073,,-5016.999999999962
2020.04.06,-342.00000000002007,-180.99999999999784,-179.00000000000693,-56.99999999999594,19.99999999999602,-416.00000000000523,-275.000000000003,-278.9999999999959,87.00000000001751,-862.9999999999693,54.99999999999261,-439.99999999999596,-710.999999999995,-831.000000000004,-119.99999999999034,-152.00000000000102,-161.99999999999903,-196.00000000000728,-214.99999999999852,-151.9999999999966,,-5408.9999999999745
2020.04.06,-323.0000000000066,-131.00000000000333,-89.00000000000574,-53.999999999998494,66.99999999999307,-85.99999999999719,-152.00000000000767,-95.99999999999609,61.00000000000705,-1164.9999999999939,-28.000000000005798,-387.000000000004,-585.9999999999976,-737.9999999999942,-59.99999999998806,-84.00000000000318,-62.99999999999528,-129.00000000000134,-156.00000000000057,-285.00000000000193,,-4484.000000000001
2020.04.06,-317.0000000000117,-104.99999999999955,-95.00000000000064,59.99999999999339,152.9999999999916,-41.9999999999976,-72.0000000000054,-105.99999999999498,310.0000000000023,-907.9999999999977,116.99999999999022,-378.999999999996,-575.0000000000144,-907.9999999999977,-79.9999999999983,-61.99999999999761,-97.00000000000131,-74.00000000000739,-92.00000000000318,-306.9999999999906,,-3579.000000000037
2020.04.06,-358.00000000001387,-175.99999999999838,-143.9999999999997,62.000000000006494,244.99999999999034,-36.999999999998145,-114.00000000000298,-134.0000000000008,271.000000000015,-771.9999999999949,210.99999999999852,-395.99999999999636,-746.0000000000023,-971.9999999999951,13.00000000000523,-34.99999999999659,-56.999999999995055,-95.00000000000064,-121.00000000000443,-306.00000000000625,,-3660.999999999989
2020.04.06,-390.0000000000015,-183.99999999999528,-143.9999999999997,66.99999999999484,316.99999999999307,-51.99999999999649,-159.00000000000912,-120.99999999999334,300.00000000001137,-767.9999999999687,259.9999999999909,-425.0000000000087,-731.9999999999993,-966.9999999999845,12.000000000000455,-40.00000000000625,-64.99999999999773,-197.99999999999818,-114.00000000000298,-228.99999999999034,,-3631.999999999962
2020.04.06,-368.00000000001273,-190.00000000000128,-153.99999999999858,58.99999999998684,382.99999999999557,-12.000000000000899,-161.00000000000003,-102.99999999999754,356.00000000002296,-692.0000000000038,331.00000000000307,-303.0000000000088,-621.0000000000049,-859.9999999999941,73.0000000000075,10.99999999999568,-24.00000000000091,-177.00000000000495,-199.00000000000472,-336.9999999999873,,-2988.0000000000086
2020.04.06,-14.000000000002899,5.999999999994898,-16.0000000000049,146.00000000000168,521.9999999999914,164.99999999999292,110.99999999999443,48.000000000003595,723.0000000000132,-280.9999999999757,560.9999999999928,-8.000000000008,-144.0000000000108,-482.999999999989,382.000000000005,332.9999999999984,292.99999999999926,-26.000000000003798,-112.99999999999643,-512.0000000000014,,1692.999999999995
2020.04.06,92.99999999998754,177.00000000000495,134.0000000000008,157.99999999999147,601.9999999999897,212.99999999999653,279.99999999999136,165.00000000000404,853.0000000000086,52.0000000000298,656.9999999999965,78.00000000000028,235.99999999999176,-204.99999999998852,478.9999999999992,524.0000000000009,442.0000000000073,44.99999999999504,-70.0000000000034,-384.00000000000654,,4528.999999999998
2020.04.06,151.9999999999966,73.99999999999629,68.00000000000139,89.99999999999008,523.9999999999867,193.99999999999417,119.99999999999788,77.00000000000485,625.0,-272.00000000000557,531.9999999999965,99.00000000000463,-68.00000000000139,-398.9999999999938,423.0000000000018,335.9999999999985,294.00000000000404,-28.000000000005798,-107.99999999999699,-313.99999999999204,,2418.999999999978
2020.04.06,170.99999999998784,44.99999999999504,46.999999999997044,117.99999999999588,604.9999999999898,226.99999999999943,121.99999999999989,76.0000000000094,829.0000000000077,-301.99999999998005,626.9999999999953,163.00000000000205,-99.00000000000463,-392.9999999999989,503.0000000000001,384.00000000000034,334.0000000000032,-112.000000000001,-141.00000000000225,-285.99999999998624,,2918.0000000000095
2020.04.06,100.99999999999554,39.999999999995595,-6.0000000000060005,87.99999999999919,576.9999999999982,188.9999999999947,121.99999999999989,34.000000000000696,767.0000000000243,-273.99999999997425,595.9999999999894,127.99999999999478,-116.00000000000499,-517.9999999999962,480.000000000004,376.0000000000048,309.0000000000046,-55.000000000005045,-177.00000000000495,-326.9999999999884,,2334.0000000000264
2020.04.06,173.99999999998528,0.999999999995449,4.999999999999449,136.00000000000279,522.9999999999961,256.0000000000007,100.00000000000009,40.00000000000669,777.0000000000152,-496.9999999999697,588.9999999999986,171.99999999999437,-280.9999999999979,-530.9999999999926,536.0000000000014,308.00000000000693,295.0000000000017,-226.99999999999943,-260.00000000000466,-316.0000000000052,,1800.0000000000352
2020.04.06,364.9999999999931,21.999999999999797,41.9999999999976,140.0000000000068,555.9999999999974,317.9999999999961,100.00000000000009,65.00000000000395,759.0000000000146,-432.9999999999945,610.99999999999,299.99999999998914,-224.000000000002,-462.9999999999912,585.000000000008,344.99999999999886,329.9999999999983,-224.000000000002,-251.99999999999667,-265.99999999998846,,2676.000000000018
2020.04.06,397.99999999998727,73.99999999999629,92.99999999999864,148.99999999999915,532.999999999987,353.99999999999875,156.99999999999602,132.0000000000099,722.0000000000084,-171.99999999997218,612.9999999999995,344.99999999999534,-107.99999999999699,-327.99999999999494,612.9999999999995,379.0000000000049,362.99999999999955,-194.0000000000053,-211.00000000000563,-246.99999999999721,,3665.000000000008
2020.04.06,363.9999999999866,-39.00000000000014,2.000000000002,167.00000000000603,593.9999999999941,351.99999999999676,37.99999999999359,62.000000000006494,716.0000000000082,-306.00000000000625,676.0000000000019,336.9999999999873,-384.00000000000654,-591.9999999999925,658.0000000000013,323.0000000000075,347.0000000000013,-321.0000000000046,-297.9999999999983,-187.99999999998818,,2507.999999999997
2020.04.06,384.9999999999909,14.999999999998348,46.999999999997044,182.99999999999983,553.9999999999878,342.9999999999933,93.99999999999409,87.00000000000374,689.0000000000214,-247.99999999998158,646.0000000000008,280.9999999999979,-338.0000000000161,-502.00000000000244,617.0000000000044,343.0000000000035,338.99999999999864,-239.0000000000003,-246.99999999999721,-224.000000000002,,2824.9999999999923
2020.04.06,502.9999999999868,70.99999999999883,107.99999999999699,204.00000000000418,700.9999999999934,368.00000000000165,115.99999999999389,109.00000000000354,841.0000000000082,-97.99999999997588,837.9999999999939,333.9999999999899,-260.0000000000158,-448.000000000004,731.9999999999993,436.9999999999976,439.9999999999977,-250.00000000000577,-261.0000000000001,-235.00000000000742,,4249.999999999956
2020.04.06,717.9999999999964,202.0000000000022,244.99999999999523,136.99999999998712,698.9999999999981,507.9999999999973,287.9999999999994,282.0000000000045,1096.0000000000036,-18.999999999991246,762.0000000000005,598.999999999994,207.00000000000162,72.0000000000054,922.0000000000113,632.000000000005,640.0000000000006,-282.99999999999994,-268.0000000000016,-242.99999999999324,,7196.000000000015
2020.04.06,729.9999999999862,175.99999999999838,220.99999999999343,126.0000000000039,773.9999999999867,548.9999999999995,256.99999999999613,282.0000000000045,1269.0000000000055,-240.9999999999801,828.9999999999935,809.9999999999997,282.0000000000045,182.99999999999983,987.000000000009,643.0000000000007,676.0000000000019,-243.00000000000432,-228.00000000000597,-182.99999999999983,,7898.999999999995
2020.04.06,732.9999999999836,151.9999999999966,192.00000000000327,121.99999999999989,841.9999999999987,548.9999999999995,276.9999999999939,255.00000000000523,1303.0000000000257,-321.99999999997783,893.0000000000007,804.9999999999891,286.99999999999284,113.00000000000753,1026.0000000000105,674.0000000000066,671.999999999997,-370.9999999999991,-302.0000000000023,-197.00000000000273,,7703.000000000028
2020.04.06,1092.9999999999884,353.99999999999875,356.9999999999962,116.99999999998934,948.9999999999981,680.9999999999983,413.99999999999216,377.0000000000051,1752.0000000000095,-211.00000000000563,986.9999999999948,1120.9999999999943,753.0000000000036,506.0000000000064,1261.00000000001,947.0000000000027,909.9999999999966,-228.00000000000597,-258.0000000000027,-300.99999999999574,,11580.999999999978
2020.04.06,878.9999999999853,327.99999999999494,348.9999999999993,68.00000000000139,782.999999999987,597.0000000000031,442.9999999999934,397.0000000000029,1683.0000000000211,-294.9999999999786,801.0000000000019,1008.9999999999932,829.9999999999974,635.0000000000077,1085.9999999999986,870.0000000000045,841.9999999999987,-147.00000000000824,-204.00000000000418,-268.9999999999859,,10685.000000000011
2020.04.06,776.9999999999833,287.9999999999994,309.0000000000037,-9.999999999998899,748.9999999999952,602.0000000000025,406.9999999999907,392.00000000000347,1595.0000000000273,-245.0000000000063,643.9999999999912,1153.9999999999884,990.9999999999864,811.0000000000061,1037.0000000000061,793.0000000000064,787.9999999999967,-100.00000000000009,-121.00000000000443,-252.99999999999213,,10607.999999999985
2020.04.06,901.9999999999806,446.9999999999974,486.999999999993,21.00000000000435,793.9999999999969,656.000000000001,580.9999999999982,553.0000000000035,1852.0000000000039,-136.99999999996493,719.9999999999989,1191.9999999999932,1326.000000000005,1195.0000000000127,1115.9999999999995,971.9999999999942,972.999999999999,31.999999999998696,19.00000000000235,-251.00000000000122,,13450.000000000015
2020.04.06,1079.999999999992,558.9999999999984,619.0000000000028,14.999999999987246,844.9999999999989,722.0000000000005,662.9999999999914,659.0000000000095,1866.0000000000139,258.0000000000027,795.9999999999923,1255.9999999999905,1533.999999999991,1435.0000000000084,1228.0000000000086,1112.9999999999995,1150.0000000000057,61.999999999995396,92.00000000000318,-178.99999999999582,,15772.999999999996
2020.04.06,852.9999999999926,490.00000000000153,563.9999999999978,110.99999999999443,844.9999999999989,619.9999999999983,588.9999999999951,577.0000000000052,1872.000000000014,34.000000000000696,893.9999999999912,993.9999999999837,1242.999999999994,1256.0000000000127,1117.0000000000045,1037.9999999999968,1073.9999999999982,90.0000000000012,119.99999999999788,-194.0000000000053,,14186.999999999975
2020.04.06,878.9999999999853,505.99999999999534,570.9999999999993,95.00000000000064,765.9999999999911,658.9999999999985,647.9999999999931,650.0000000000061,1818.000000000012,296.00000000002956,760.9999999999957,1027.0000000000002,1343.9999999999895,1322.000000000001,1115.000000000009,1085.9999999999986,1103.0000000000086,148.99999999999915,190.00000000000128,-191.00000000000784,,14794.000000000007
2020.04.06,900.9999999999962,566.9999999999953,651.999999999997,63.99999999999739,626.9999999999953,646.0000000000022,672.9999999999902,717.000000000001,1784.0000000000202,178.00000000001148,567.9999999999978,1122.0000000000007,1585.9999999999986,1648.000000000005,995.0000000000045,1073.0000000000075,1123.0000000000045,161.99999999999548,241.99999999999778,-124.99999999999733,,15203.000000000022
2020.04.06,794.9999999999901,599.0000000000051,653.999999999999,14.000000000002899,560.9999999999928,612.9999999999969,728.9999999999908,725.000000000009,1618.9999999999998,374.0000000000077,456.99999999999363,1082.0000000000052,1764.9999999999943,1727.9999999999961,912.0000000000061,1025.0000000000057,1052.0000000000068,290.9999999999968,336.00000000000296,-164.99999999999292,,15166.00000000001
2020.04.06,590.999999999986,526.9999999999997,608.9999999999928,21.00000000000435,467.9999999999893,517.9999999999962,650.9999999999905,705.0000000000001,1339.000000000027,455.0000000000054,405.00000000000114,896.9999999999923,1673.9999999999977,1707.000000000014,756.0000000000002,918.9999999999969,962.0000000000033,330.9999999999924,380.00000000000256,-167.9999999999904,,13747.000000000002
2020.04.06,719.9999999999873,560.0000000000049,636.0000000000032,-1.0000000000065512,522.9999999999961,602.0000000000025,744.9999999999957,751.0000000000017,1432.0000000000164,640.0000000000183,432.00000000000216,1099.0000000000055,1865.0000000000055,1878.0000000000018,868.9999999999998,998.9999999999952,1022.0000000000056,341.99999999999784,398.9999999999938,-187.00000000000384,,15326.000000000024
