date,GBPUSD,EURUSD,USDJPY,CHFJPY,NZDCHF,GBPJPY,NZDJPY,AUDCAD,empty,sum
2018.10.08,-38.0000000000047,-31.000000000003247,30.000000000001137,-17.000000000010118,95.00000000000064,38.000000000010914,24.00000000000091,16.0000000000049,,117.00000000000044
2018.10.08,-75.00000000000284,-9.999999999998899,28.000000000005798,-148.00000000001035,13.999999999991797,-13.00000000000523,12.999999999991019,-24.000000000001798,,-215.0000000000305
2018.10.08,-146.00000000000168,-48.000000000003595,102.99999999999443,-58.000000000006935,73.00000000000084,8.000000000009777,-10.000000000005116,21.999999999999797,,-56.00000000001249
2018.10.08,-120.99999999999334,-42.0000000000087,73.0000000000075,-100.00000000000853,34.000000000000696,-4.9999999999954525,-29.000000000010573,16.0000000000049,,-174.00000000000352
2018.10.08,-117.99999999999588,-18.999999999991246,58.9999999999975,-146.0000000000008,-46.00000000000159,-10.99999999999568,-94.99999999999886,-39.00000000000014,,-414.9999999999867
2018.10.08,-116.00000000000499,-31.000000000003247,73.99999999999807,-141.00000000000534,-6.0000000000060005,3.0000000000143245,-51.00000000000193,19.999999999997797,,-248.0000000000113
2018.10.08,-114.99999999999844,-42.999999999993044,-25.99999999999625,-221.00000000000364,-48.000000000003595,-121.00000000000932,-50.00000000001137,-2.999999999997449,,-627.0000000000132
2018.10.08,-51.000000000001044,2.999999999997449,-49.99999999999716,-243.0000000000092,-104.99999999999955,-84.00000000000318,-100.00000000000853,-3.999999999992898,,-634.0000000000142
2018.10.08,-62.000000000006494,18.0000000000069,-134.00000000000034,-277.000000000001,-41.000000000002146,-203.00000000000296,-3.0000000000001137,75.9999999999983,,-626.000000000008
2018.10.08,-56.99999999999594,7.0000000000014495,-58.9999999999975,-195.99999999999795,5.999999999994898,-98.99999999998954,-3.0000000000001137,89.00000000000574,,-311.99999999997897
2018.10.08,8.000000000008,62.99999999999084,-49.99999999999716,-186.00000000000705,-26.000000000003798,-14.999999999986358,-46.00000000000648,63.00000000000195,,-189.00000000000006
2018.10.08,-39.999999999995595,51.000000000001044,-61.99999999999761,-203.00000000000296,-34.000000000000696,-85.99999999998431,-45.000000000001705,52.000000000007596,,-366.9999999999742
2018.10.08,-11.00000000000545,69.00000000000794,-81.99999999999363,-287.9999999999967,-4.999999999999449,-76.99999999999818,42.999999999992156,157.00000000000713,,-193.99999999998616
2018.10.08,31.000000000003247,85.00000000000173,-87.0000000000033,-304.00000000000205,13.999999999991797,-36.000000000001364,71.99999999998852,230.000000000008,,4.999999999986613
2018.10.08,38.0000000000047,75.00000000000284,-75.00000000000284,-302.99999999999727,26.999999999999247,-9.999999999990905,83.99999999998897,260.00000000000466,,96.00000000000938
2018.10.08,56.99999999999594,95.00000000000064,-72.99999999999329,-287.9999999999967,35.999999999991594,13.00000000000523,87.99999999999386,236.99999999999832,,164.9999999999956
2018.10.08,55.000000000005045,110.00000000001009,-40.99999999999682,-222.99999999999898,71.99999999999429,51.9999999999925,85.99999999999852,239.0000000000003,,350.00000000000495
2018.10.08,49.99999999999449,103.00000000000864,-13.00000000000523,-219.0000000000083,71.99999999999429,81.00000000001728,82.99999999999841,294.00000000000534,,451.0000000000049
2018.10.08,225.99999999999287,148.99999999999915,-28.999999999996362,-255.00000000000966,39.00000000000014,263.00000000000523,72.99999999999329,297.9999999999983,,763.999999999983
2018.10.08,300.99999999999574,228.00000000000597,-9.000000000000341,-204.9999999999983,15.999999999993797,375.0,10.99999999999568,291.0000000000079,,1008.0000000000005
2018.10.08,398.00000000000944,202.9999999999976,-12.000000000000455,-231.00000000000875,9.999999999998899,478.00000000000864,21.000000000000796,314.0000000000032,,1181.0000000000095
2018.10.08,523.9999999999911,304.9999999999997,39.00000000000148,-149.0000000000009,-19.00000000000235,688.0000000000166,-64.00000000000716,214.00000000000307,,1538.0000000000018
2018.10.08,588.9999999999951,356.00000000000074,179.00000000000205,9.999999999990905,19.999999999997797,947.0000000000027,-121.00000000000932,280.00000000000244,,2259.9999999999823
2018.10.08,581.9999999999936,469.99999999999267,501.0000000000048,366.9999999999902,110.99999999999443,1361.0000000000184,-246.00000000000932,383.0,,3528.9999999999854
2018.10.08,520.9999999999936,395.000000000012,468.9999999999941,322.9999999999933,131.99999999999878,1247.000000000014,-191.0000000000025,429.0000000000016,,3325.0000000000055
2018.10.08,516.9999999999897,465.0000000000043,436.9999999999976,346.00000000000364,170.99999999999892,1204.0000000000077,-163.0000000000109,474.00000000000773,,3450.9999999999986
2018.10.08,547.0000000000086,449.9999999999948,442.0000000000073,420.0000000000017,229.99999999999687,1243.9999999999998,-146.0000000000008,470.00000000000375,,3657.000000000012
2018.10.08,835.9999999999923,480.99999999999807,432.00000000000216,408.00000000000125,219.99999999999798,1555.0000000000068,-150.00000000000568,480.99999999999807,,4262.999999999992
2018.10.08,791.0000000000084,435.0000000000076,421.0000000000065,387.00000000000045,224.9999999999974,1492.999999999995,-131.00000000000023,534.0000000000011,,4155.0000000000155
2018.10.08,730.9999999999927,431.0000000000036,412.9999999999967,373.9999999999952,244.99999999999523,1414.0000000000157,-100.99999999999909,548.9999999999995,,4055.9999999999995
2018.10.08,720.9999999999939,451.0000000000014,415.00000000000625,381.9999999999908,179.99999999999127,1407.0000000000107,-175.00000000001137,484.00000000000665,,3864.99999999999
2018.10.08,665.9999999999889,573.0000000000013,402.000000000001,489.9999999999949,217.99999999999596,1325.9999999999934,-201.00000000000762,399.0000000000049,,3872.9999999999727
2018.10.08,646.9999999999976,578.0000000000118,665.9999999999968,736.9999999999948,235.99999999999176,1646.9999999999914,-341.99999999999875,436.00000000000307,,4604.999999999987
2018.10.08,609.9999999999994,485.0000000000021,546.999999999997,621.9999999999999,264.999999999993,1450.9999999999934,-234.00000000000887,426.00000000000415,,4171.999999999981
2018.10.08,458.00000000000284,363.0000000000022,625.0,584.0000000000032,225.99999999999287,1378.0000000000143,-251.00000000000477,465.9999999999998,,3849.000000000011
2018.10.08,435.9999999999919,469.0000000000083,676.0000000000019,628.9999999999907,120.99999999999334,1421.999999999997,-403.0000000000058,369.0000000000082,,3718.999999999985
2018.10.08,595.9999999999966,462.0000000000068,656.9999999999965,679.000000000002,164.99999999999292,1578.000000000003,-383.0000000000098,309.99999999999915,,4063.9999999999864
2018.10.08,557.9999999999918,445.0000000000065,725.9999999999991,723.9999999999895,126.99999999999933,1629.9999999999955,-453.00000000000296,348.00000000000387,,4104.999999999983
2018.10.08,496.00000000000756,445.0000000000065,759.0000000000003,780.0000000000011,181.9999999999933,1597.0000000000084,-427.0000000000067,365.0000000000042,,4197.000000000015
