date,GBPUSD,USDCAD,GBPCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.06.21,-193.99999999998306,-53.00000000001415,-474.0000000000189,-228.9999999999992,0.0,-225.9999999999991,-639.0000000000118,-201.00000000002183,-224.000000000002,-276.9999999999868,-173.00000000000182,-257.99999999999557,,-2948.000000000034
2021.06.21,-196.99999999998053,34.000000000000696,-215.00000000000963,-212.99999999999386,129.00000000000134,-246.00000000000932,-612.0000000000125,-305.0000000000068,60.99999999999994,-262.00000000000045,-176.00000000000193,-245.9999999999951,,-2248.0000000000077
2021.06.21,-205.99999999999508,-156.00000000000057,-191.00000000000784,-175.99999999998772,204.99999999999963,-149.0000000000009,-482.00000000000466,-275.0000000000057,249.00000000001032,-353.9999999999992,-215.0000000000034,-292.0000000000016,,-2041.9999999999968
2021.06.21,-251.00000000000122,-177.00000000000495,-240.00000000001796,-158.99999999999181,207.99999999999707,-239.00000000000432,-475.0000000000032,-270.00000000001023,191.00000000000784,-390.00000000000057,-351.0000000000133,-335.9999999999985,,-2489.000000000041
2021.06.21,-280.9999999999979,-165.9999999999995,-252.0000000000078,-184.99999999998806,212.00000000000108,-286.00000000000136,-497.0000000000141,-314.9999999999977,205.00000000001074,-384.00000000000034,-356.00000000000875,-347.999999999999,,-2653.0000000000027
2021.06.21,-291.9999999999812,-162.00000000001768,-268.0000000000016,-181.99999999998795,202.9999999999976,-300.00000000001137,-507.9999999999973,-314.9999999999977,175.00000000001404,-387.999999999991,-377.00000000000955,-361.99999999999477,,-2775.999999999978
2021.06.21,-299.99999999998914,-206.00000000001728,-272.00000000000557,-211.9999999999891,200.00000000000017,-340.0000000000034,-534.9999999999966,-348.0000000000132,137.00000000000932,-429.9999999999926,-405.00000000000114,-390.99999999999113,,-3101.999999999989
2021.06.21,-349.99999999998363,-238.0000000000049,-289.0000000000059,-253.99999999999068,156.99999999999602,-401.00000000001046,-476.9999999999941,-349.00000000001796,11.00000000000545,-459.99999999999375,-431.0000000000116,-455.99999999998886,,-3537.000000000001
2021.06.21,-350.9999999999902,-233.00000000001654,-287.000000000015,-254.99999999999545,143.9999999999997,-403.00000000002,-608.0000000000085,-338.99999999999864,-120.99999999999334,-468.9999999999941,-435.0000000000023,-470.9999999999894,,-3828.000000000024
2021.06.21,-330.9999999999924,-206.00000000001728,-243.99999999999977,-196.99999999998852,164.99999999999292,-289.0000000000157,-495.000000000001,-256.0000000000002,-113.99999999999189,-396.0000000000008,-442.0000000000073,-465.999999999994,,-3271.000000000016
