date,USDCHF,GBPUSD,EURUSD,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDCAD,AUDNZD,empty,sum
2018.02.19,-36.999999999998145,-31.000000000003247,-136.99999999998712,-69.9999999999923,-88.99999999999464,-35.00000000000725,-17.000000000000348,-168.00000000000637,-4.999999999999449,-186.9999999999834,-212.99999999999653,-11.00000000000545,-178.0000000000257,-197.00000000000273,-5.999999999994898,-31.999999999987594,-30.000000000001137,-82.00000000000429,-18.999999999991246,,-1543.9999999999818
2018.02.19,-21.999999999999797,80.99999999999774,-154.99999999999403,-76.0000000000094,-105.99999999999498,-77.00000000001594,-31.000000000003247,-204.00000000000773,-7.9999999999968985,-268.0000000000007,-292.9999999999877,127.99999999999478,-218.00000000001774,-241.00000000000233,121.99999999999989,41.000000000002146,-28.000000000005798,-85.00000000000173,-25.00000000000835,,-1465.000000000052
2018.02.19,-55.000000000005045,190.99999999998562,-197.00000000000273,-19.00000000001345,-210.99999999999451,-139.00000000000023,-14.000000000002899,-159.00000000000603,-71.99999999999429,-221.99999999998,-262.999999999991,161.99999999999548,-178.0000000000257,-191.00000000000784,104.99999999999955,-46.999999999997044,-13.00000000000523,-155.00000000000514,-19.999999999997797,,-1497.0000000000484
2018.02.19,-36.999999999998145,167.9999999999904,-188.9999999999947,-8.000000000008,-236.99999999999832,-93.00000000000975,5.000000000010552,-130.00000000000966,-90.99999999999665,-156.99999999998226,-255.99999999998957,134.99999999999625,-97.00000000000841,-184.99999999999073,85.00000000000173,-114.99999999999844,-4.0000000000048885,-189.00000000000583,39.999999999995595,,-1355.0000000000007
2018.02.19,-34.000000000000696,163.9999999999864,-198.99999999999363,-18.0000000000069,-234.99999999999633,-119.00000000000244,19.00000000001345,-268.0000000000007,-102.99999999999754,-317.99999999998363,-239.99999999999577,57.99999999998029,-256.0000000000002,-173.00000000000094,52.000000000007596,-110.99999999999443,-100.99999999999909,-192.00000000000327,19.999999999997797,,-2053.99999999999
2018.02.19,-65.00000000000395,225.99999999999287,-280.9999999999979,72.0000000000054,-307.99999999999716,-246.00000000001288,24.000000000001798,-268.0000000000007,-200.99999999999562,-364.0000000000043,-208.99999999999253,5.999999999994898,-286.00000000000136,-120.99999999999334,-32.0000000000098,-139.9999999999846,-212.0000000000033,-163.00000000000205,5.000000000010552,,-2562.999999999994
2018.02.19,-2.000000000002,255.99999999998957,-295.0000000000008,197.99999999998707,-297.9999999999983,-194.0000000000053,107.99999999999699,-184.0000000000117,-156.00000000000057,-328.00000000000296,-75.99999999998718,-24.000000000001798,-277.00000000001523,-38.0000000000047,-36.999999999998145,-107.99999999999699,-179.00000000000205,-107.00000000000153,-21.00000000000435,,-1762.0000000000603
2018.02.19,-46.999999999997044,272.99999999998994,-343.99999999998875,214.00000000000307,-363.99999999999767,-189.00000000001694,107.99999999999699,-112.99999999999955,-181.9999999999933,-224.99999999999432,-82.00000000000429,-87.00000000001484,-193.00000000001205,-55.99999999998939,-63.99999999999739,-169.99999999998127,-108.99999999999466,-174.00000000000747,11.999999999989797,,-1792.000000000009
2018.02.19,-39.00000000000014,327.99999999999494,-329.99999999998585,255.99999999998957,-368.9999999999971,-243.99999999999977,117.00000000001154,-59.00000000001171,-236.99999999999832,-211.9999999999891,-70.99999999999883,-134.00000000001188,-182.00000000001637,-52.99999999999194,-117.99999999999588,-220.99999999998232,-120.99999999999511,-179.00000000000693,-22.999999999995246,,-1890.9999999999807
2018.02.19,19.999999999997797,300.99999999999574,-309.0000000000037,239.99999999999577,-395.0000000000009,-246.00000000001288,157.00000000000713,-40.00000000000625,-263.99999999999756,-209.99999999997954,-59.99999999999339,-174.00000000000747,-182.00000000001637,-21.00000000000435,-195.9999999999962,-299.99999999998914,-115.99999999999966,-219.00000000000253,8.000000000008,,-2006.0000000000055
2018.02.19,24.999999999997247,282.9999999999888,-259.9999999999936,218.00000000000708,-353.0000000000033,-242.00000000000887,147.99999999999258,-112.00000000000898,-241.99999999999778,-304.00000000000205,-83.9999999999952,-150.00000000000568,-228.00000000000864,-5.999999999994898,-181.9999999999933,-272.99999999998994,-156.99999999999648,-192.00000000000327,-24.000000000001798,,-2135.000000000018
2018.02.19,31.000000000003247,266.999999999995,-258.0000000000027,194.99999999998963,-326.9999999999995,-249.00000000001032,140.0000000000068,-170.0000000000017,-206.99999999999054,-384.9999999999909,-68.99999999998573,-114.0000000000141,-295.0000000000159,-2.999999999997449,-134.99999999999625,-191.99999999999218,-207.9999999999984,-157.00000000000713,-32.999999999994145,,-2169.0000000000023
2018.02.19,46.00000000000159,236.99999999999832,-229.99999999999687,174.00000000000747,-280.9999999999979,-228.00000000000597,112.000000000001,-171.00000000000648,-171.99999999999437,-360.99999999999,-70.99999999999883,-43.999999999999595,-290.00000000002046,-2.999999999997449,-82.00000000000429,-131.99999999999878,-198.99999999999807,-116.00000000000499,-43.999999999999595,,-1855.0000000000055
2018.02.19,63.00000000000195,163.9999999999864,-193.99999999998306,130.0000000000079,-251.00000000000122,-238.0000000000049,124.00000000001299,-200.00000000000284,-168.99999999999693,-413.99999999998727,-76.99999999999375,-17.000000000000348,-326.0000000000218,4.000000000004,-55.000000000005045,-119.99999999998678,-239.00000000000432,-104.00000000000409,-32.999999999994145,,-1951.9999999999734
2018.02.19,58.99999999999794,153.9999999999875,-180.0000000000024,154.99999999999403,-273.000000000001,-198.00000000000927,90.99999999999665,-210.00000000000796,-171.99999999999437,-373.9999999999952,-28.000000000005798,-87.00000000001484,-299.0000000000066,31.000000000003247,-93.99999999999409,-194.99999999998963,-224.99999999999432,-124.00000000000189,4.000000000004,,-1965.0000000000339
2018.02.19,75.00000000000284,-5.000000000010552,-131.99999999999878,92.00000000000318,-256.0000000000007,-192.99999999999872,82.00000000000429,-210.00000000000796,-178.99999999999582,-365.99999999998545,42.999999999993044,-147.00000000000824,-382.000000000005,25.999999999992696,-107.00000000001265,-206.99999999997942,-284.9999999999966,-107.00000000000153,-38.0000000000047,,-2296.0000000000095
2018.02.19,132.99999999999423,2.999999999997449,-129.00000000000134,92.00000000000318,-246.99999999999721,-189.00000000001694,148.99999999999915,-287.00000000000614,-222.99999999999542,-449.99999999998863,85.00000000000173,-204.00000000000418,-447.00000000000273,25.999999999992696,-134.00000000001188,-200.99999999998454,-352.00000000000387,-116.00000000000499,-42.999999999993044,,-2534.0000000000227
2018.02.19,127.99999999999478,18.999999999991246,-170.99999999998784,104.99999999999955,-248.99999999999923,-209.9999999999991,154.99999999999403,-280.00000000000114,-215.99999999999397,-474.9999999999943,38.0000000000047,-168.0000000000126,-469.0000000000225,8.000000000008,-93.99999999999409,-188.9999999999947,-322.00000000000273,-116.00000000000499,-8.999999999992347,,-2515.000000000007
2018.02.19,95.00000000000064,-127.99999999999478,-201.99999999999108,49.99999999999449,-280.9999999999979,-255.00000000000523,66.99999999999484,-292.0000000000016,-248.99999999999923,-489.0000000000043,34.000000000000696,-192.00000000001438,-468.00000000001774,18.0000000000069,-187.00000000000384,-352.9999999999811,-328.9999999999935,-134.0000000000008,-18.0000000000069,,-3313.000000000015
2018.02.19,102.99999999999754,-133.00000000000534,-124.99999999999733,29.999999999996696,-163.00000000000205,-234.00000000000088,103.99999999999298,-353.00000000000864,-203.99999999999307,-394.00000000000546,92.00000000000318,-225.00000000000853,-474.00000000001796,-22.999999999995246,-107.99999999999699,-170.99999999998784,-323.99999999999807,-73.00000000000084,-79.00000000000685,,-2754.0000000000346
2018.02.19,65.00000000000395,-42.999999999993044,-190.00000000000128,89.99999999999008,-226.99999999999943,-101.00000000001774,52.000000000007596,-378.0000000000001,-151.9999999999966,-437.9999999999882,59.000000000009045,-415.0000000000098,-493.0000000000234,-48.99999999998794,-215.00000000000963,-64.99999999998174,-331.99999999999363,-92.00000000000318,-191.00000000000784,,-3115.0000000000027
2018.02.19,100.99999999999554,-200.00000000000017,-78.00000000000028,4.000000000004,-131.99999999999878,-128.000000000017,58.000000000002494,-389.00000000001,-129.00000000000134,-433.9999999999975,90.99999999999665,-462.0000000000068,-445.99999999999795,22.0000000000109,-265.0000000000041,-63.99999999999739,-334.0000000000032,-36.999999999998145,-217.0000000000005,,-3039.000000000023
2018.02.19,100.00000000000009,-178.99999999999582,-78.00000000000028,-4.000000000004,-119.00000000000244,-99.00000000000463,35.999999999991594,-391.00000000000534,-117.00000000000044,-394.00000000000546,123.00000000000644,-513.0000000000078,-501.0000000000048,-28.999999999990145,-249.00000000001032,3.0000000000196536,-313.99999999999295,-43.999999999999595,-235.99999999999176,,-3004.9999999999977
2018.02.19,63.99999999999739,-93.99999999999409,-158.99999999999804,4.999999999988347,-151.9999999999966,-87.00000000001484,68.00000000000139,-440.00000000001194,-97.9999999999981,-514.9999999999864,-7.999999999985796,-445.0000000000065,-540.0000000000205,-65.00000000000395,-242.99999999999324,9.000000000014552,-323.99999999999807,-56.0000000000005,-215.00000000000963,,-3295.0000000000164
2018.02.19,58.000000000002494,-49.99999999999449,-165.9999999999995,25.00000000000835,-149.99999999999457,-68.00000000000139,56.000000000011596,-450.00000000000284,-71.99999999999429,-484.9999999999852,-11.00000000000545,-341.99999999999784,-563.0000000000166,-99.00000000000463,-177.00000000000495,42.0000000000087,-325.9999999999934,-59.000000000009045,-197.00000000000273,,-3033.9999999999764
2018.02.19,4.999999999999449,49.99999999999449,-249.99999999999466,48.99999999998794,-219.99999999999798,-73.99999999999629,66.00000000001049,-449.0000000000123,-91.99999999999208,-513.9999999999816,-55.99999999998939,-259.0000000000092,-532.0000000000107,-154.0000000000097,-117.00000000001154,4.000000000004,-305.0000000000068,-107.00000000000153,-164.00000000000858,,-3119.0000000000255
2018.02.19,-2.000000000002,78.00000000000028,-261.9999999999845,66.99999999999484,-236.00000000000287,-137.00000000000932,38.0000000000047,-411.00000000000136,-97.9999999999981,-512.0000000000005,-99.99999999998899,-256.00000000001177,-527.0000000000152,-177.99999999998929,-154.99999999999403,-32.999999999994145,-280.00000000000114,-130.0000000000079,-156.00000000000057,,-3290.000000000001
