date,EURUSD,EURCHF,CADJPY,NZDCAD,empty,sum
2018.01.08,-9.999999999998899,-99.00000000000463,-46.999999999997044,-180.0000000000024,,-336.00000000000296
2018.01.08,22.999999999995246,-56.99999999999594,-67.00000000000728,-171.99999999999437,,-273.00000000000233
2018.01.08,45.000000000006146,9.999999999998899,-153.99999999999636,-173.9999999999964,,-272.9999999999877
2018.01.08,76.99999999999375,46.999999999997044,-201.99999999999818,-109.99999999999899,,-188.00000000000637
2018.01.08,63.000000000013046,71.99999999998319,-201.99999999999818,-100.00000000000009,,-167.00000000000202
2018.01.08,93.00000000000975,79.99999999999119,-204.00000000000773,-65.00000000000395,,-96.00000000001074
2018.01.08,148.99999999999915,110.99999999999443,-269.999999999996,-175.99999999999838,,-186.00000000000082
2018.01.08,161.99999999999548,154.99999999999403,-254.99999999999545,-195.9999999999962,,-134.0000000000021
2018.01.08,110.00000000001009,109.00000000000354,-218.00000000000352,-214.00000000000307,,-212.99999999999295
2018.01.08,39.999999999995595,92.00000000000318,-201.00000000000762,-188.9999999999947,,-258.0000000000035
2018.01.08,49.99999999999449,59.99999999999339,-207.00000000000784,-214.99999999999852,,-312.0000000000185
2018.01.08,2.0000000000131024,44.99999999998394,-204.00000000000773,-210.99999999999451,,-368.00000000000523
2018.01.08,-36.999999999998145,24.000000000001798,-201.99999999999818,-234.00000000000088,,-448.99999999999545
2018.01.08,-38.0000000000047,38.99999999998904,-189.00000000000716,-190.99999999999673,,-379.00000000001955
2018.01.08,-25.999999999992696,31.999999999987594,-212.0000000000033,-202.9999999999976,,-409.000000000006
2018.01.08,-148.99999999999915,-14.000000000002899,-207.00000000000784,-185.99999999999727,,-556.0000000000072
2018.01.08,-90.99999999999665,2.999999999997449,-204.00000000000773,-190.00000000000128,,-482.0000000000082
2018.01.08,-141.99999999999767,-49.00000000001015,-207.9999999999984,-217.0000000000005,,-616.0000000000068
2018.01.08,-202.9999999999976,-68.00000000000139,-183.9999999999975,-219.99999999999798,,-674.9999999999944
2018.01.08,-339.0000000000004,-136.00000000000279,-230.00000000000398,-202.0000000000022,,-907.0000000000093
2018.01.08,-346.9999999999862,-102.00000000000209,-254.99999999999545,-122.99999999999534,,-826.9999999999791
2018.01.08,-434.000000000001,-150.00000000000568,-204.9999999999983,-132.99999999999423,,-921.9999999999992
2018.01.08,-397.0000000000029,-151.00000000001222,-153.99999999999636,-188.9999999999947,,-891.0000000000061
2018.01.08,-395.99999999999636,-86.0000000000083,-85.99999999999852,-202.9999999999976,,-771.0000000000008
2018.01.08,-374.0000000000077,-80.00000000001339,-64.00000000000716,-246.99999999999721,,-765.0000000000255
2018.01.08,-334.9999999999964,-63.000000000013046,-96.9999999999942,-236.00000000000287,,-731.0000000000065
2018.01.08,-363.0000000000022,-45.000000000006146,-233.0000000000041,-246.00000000000176,,-887.0000000000143
2018.01.08,-422.9999999999956,-102.00000000000209,-174.99999999999716,-295.99999999999625,,-995.9999999999911
2018.01.08,-438.9999999999894,-117.99999999999588,-64.00000000000716,-278.9999999999959,,-899.9999999999884
2018.01.08,-557.9999999999918,-185.99999999999727,-31.00000000000591,-326.9999999999995,,-1101.9999999999945
2018.01.08,-583.0000000000002,-267.0000000000172,84.99999999999375,-317.0000000000006,,-1082.0000000000243
2018.01.08,-577.9999999999897,-250.00000000001688,131.00000000000023,-395.0000000000009,,-1092.0000000000073
2018.01.08,-574.9999999999922,-287.000000000015,197.00000000000273,-463.0000000000023,,-1128.0000000000068
2018.01.08,-604.0000000000045,-371.00000000001023,183.9999999999975,-478.9999999999961,,-1270.0000000000134
2018.01.08,-678.0000000000008,-419.0000000000138,96.00000000000364,-448.000000000004,,-1449.000000000015
2018.01.08,-652.0000000000082,-422.9999999999956,-15.000000000000568,-512.0000000000014,,-1602.000000000006
2018.01.08,-533.99999999999,-360.0000000000048,-4.9999999999954525,-424.00000000000216,,-1322.9999999999923
2018.01.08,-567.0000000000064,-419.9999999999982,25.99999999999625,-468.9999999999972,,-1430.0000000000055
2018.01.08,-568.9999999999973,-402.0000000000135,37.9999999999967,-468.00000000000176,,-1401.0000000000157
2018.01.08,-580.999999999987,-384.00000000000654,22.999999999996135,-412.00000000000125,,-1353.9999999999986
2018.01.08,-621.9999999999892,-402.0000000000135,36.99999999999193,-395.99999999999636,,-1383.0000000000073
2018.01.08,-699.9999999999895,-449.0000000000105,16.000000000005343,-358.0000000000028,,-1490.9999999999973
2018.01.08,-712.0000000000015,-414.00000000000324,60.000000000002274,-375.9999999999986,,-1442.0000000000011
2018.01.08,-658.0000000000031,-354.0000000000099,46.999999999997044,-392.9999999999989,,-1358.0000000000148
2018.01.08,-655.9999999999899,-341.99999999999784,54.000000000002046,-415.99999999999415,,-1359.9999999999798
2018.01.08,-648.9999999999885,-348.9999999999993,60.000000000002274,-397.99999999999835,,-1335.9999999999839
2018.01.08,-631.0000000000038,-344.00000000001097,60.000000000002274,-392.9999999999989,,-1308.0000000000114
2018.01.08,-611.000000000006,-388.0000000000106,36.000000000001364,-390.99999999999693,,-1354.0000000000123
2018.01.09,-609.9999999999994,-443.99999999999994,22.999999999996135,-358.9999999999982,,-1390.0000000000014
2018.01.09,-608.9999999999928,-424.00000000000216,-4.9999999999954525,-341.0000000000024,,-1378.9999999999927
