date,USDCAD,EURGBP,EURJPY,EURNZD,AUDJPY,empty,sum
2021.08.02,17.000000000000348,205.99999999999508,-106.99999999999932,-134.99999999999625,-72.00000000000273,,-91.00000000000287
2021.08.02,-0.9999999999843467,204.99999999999963,-52.99999999999727,160.00000000000458,-70.00000000000739,,241.00000000001523
2021.08.02,-24.000000000001798,242.99999999999324,-138.00000000000523,191.00000000000784,-199.00000000001228,,72.99999999998181
2021.08.02,-39.999999999995595,229.00000000000142,-176.9999999999925,258.0000000000027,-210.00000000000796,,60.00000000000807
2021.08.02,-31.999999999987594,218.99999999999142,-167.0000000000016,137.9999999999937,-231.00000000000875,,-73.00000000001285
2021.08.02,-66.99999999999484,245.99999999999068,-151.9999999999868,192.99999999999872,-187.00000000001182,,32.999999999995936
2021.08.02,7.0000000000014495,230.99999999999233,-72.00000000000273,287.9999999999994,-154.00000000001057,,299.9999999999799
2021.08.02,19.00000000001345,235.99999999999176,-91.99999999998454,231.0000000000034,-192.00000000000728,,202.00000000001683
2021.08.02,34.000000000000696,221.99999999999997,-112.99999999999955,334.9999999999964,-169.00000000001114,,308.9999999999864
2021.08.02,98.0000000000203,242.99999999999324,-123.99999999999523,395.99999999999636,-139.00000000001,,474.00000000000466
2021.08.02,70.0000000000145,262.999999999991,-115.99999999998545,536.0000000000032,-88.99999999999864,,664.0000000000246
2021.08.02,51.000000000001044,270.99999999999903,-174.99999999998295,392.9999999999989,-169.00000000001114,,371.0000000000049
2021.08.02,13.000000000018552,281.99999999999335,-175.99999999998772,428.00000000000614,-170.0000000000017,,377.00000000002854
2021.08.02,9.000000000014552,265.99999999999955,-157.99999999998704,465.0000000000043,-158.00000000000125,,424.0000000000301
2021.08.02,-3.999999999981796,251.00000000000122,-203.00000000000296,480.99999999999807,-195.0000000000074,,330.00000000000716
2021.08.02,33.00000000001635,254.99999999999412,-189.99999999999773,502.00000000000244,-158.00000000000125,,442.000000000014
2021.08.02,5.000000000010552,239.99999999999577,-168.99999999998272,422.9999999999956,-180.00000000000682,,319.0000000000124
2021.08.02,4.000000000004,208.99999999999253,-174.0000000000066,431.0000000000036,-194.00000000000261,,275.9999999999909
2021.08.02,-24.000000000001798,224.9999999999974,-137.00000000000045,398.9999999999938,-197.00000000000273,,265.99999999998624
2021.08.02,-55.99999999998939,242.99999999999324,-266.9999999999959,466.9999999999952,-252.00000000000955,,134.99999999999363
2021.08.02,-81.9999999999821,184.99999999999073,-352.9999999999802,363.0000000000022,-343.0000000000035,,-229.99999999997289
2021.08.02,-37.99999999998249,226.99999999999943,-280.00000000000114,337.0000000000095,-268.0000000000007,,-21.999999999975387
2021.08.02,-108.99999999998133,201.99999999999108,-331.99999999999363,191.99999999999218,-329.9999999999983,,-376.99999999999
2021.08.02,-48.99999999998794,219.99999999999798,-286.00000000000136,354.9999999999942,-289.0000000000015,,-48.99999999999861
2021.08.02,-108.99999999998133,205.99999999999508,-280.00000000000114,252.99999999999213,-322.00000000000273,,-251.99999999999798
2021.08.02,-164.99999999999292,310.9999999999946,-293.00000000000637,370.00000000000364,-270.00000000001023,,-47.00000000001128
2021.08.02,-95.00000000000064,320.9999999999935,-211.9999999999891,472.00000000000574,-259.00000000000034,,227.0000000000092
2021.08.02,-48.99999999998794,396.9999999999918,-191.0000000000025,554.9999999999944,-228.9999999999992,,482.9999999999966
2021.08.02,-108.99999999998133,361.9999999999957,-174.99999999998295,526.9999999999886,-240.99999999999966,,364.00000000002035
2021.08.02,-102.99999999998644,387.99999999999943,-173.00000000000182,462.9999999999912,-274.0000000000009,,301.00000000000136
2021.08.02,-134.99999999999625,393.9999999999944,-150.99999999998204,401.00000000000693,-329.9999999999983,,179.00000000002473
2021.08.02,-37.99999999998249,331.999999999999,-20.999999999986585,295.0000000000008,-310.0000000000023,,258.0000000000284
