date,USDCAD,EURGBP,EURJPY,EURNZD,AUDJPY,empty,sum
2021.08.02,-53.999999999998494,-101.00000000000664,-185.00000000000227,-134.99999999999625,-147.00000000000557,,-622.0000000000092
2021.08.02,-61.99999999998429,176.99999999999383,-137.00000000000045,-470.9999999999992,-152.00000000000102,,-644.9999999999911
2021.08.02,-27.999999999983594,191.99999999999218,-182.99999999999272,-8.000000000008,-218.00000000000352,,-244.99999999999568
2021.08.02,-97.9999999999981,214.99999999999852,-182.99999999999272,150.00000000000568,-243.0000000000092,,-158.99999999999582
2021.08.02,-53.999999999998494,205.99999999999508,-197.00000000000273,112.000000000001,-243.0000000000092,,-176.00000000001435
2021.08.02,-68.99999999998573,212.00000000000108,-174.0000000000066,104.99999999999955,-233.0000000000041,,-158.9999999999958
2021.08.02,-64.99999999998174,225.99999999999287,-151.9999999999868,130.0000000000079,-207.9999999999984,,-68.99999999996618
2021.08.02,-7.0000000000014495,221.99999999999997,-122.99999999999045,136.00000000000279,-227.00000000000387,,1.0000000000069917
2021.08.02,3.0000000000196536,218.99999999999142,-137.00000000000045,214.00000000000307,-200.00000000000284,,99.00000000001086
2021.08.02,13.000000000018552,215.99999999999397,-165.99999999999682,293.99999999999426,-204.00000000000773,,153.00000000000227
2021.08.02,70.0000000000145,237.99999999999378,-126.99999999998113,394.9999999999898,-138.00000000000523,,438.0000000000118
2021.08.02,11.00000000000545,258.9999999999981,-186.00000000000705,384.00000000000654,-180.00000000000682,,287.99999999999625
2021.08.02,12.000000000012001,265.99999999999955,-195.99999999999795,347.0000000000084,-193.00000000001205,,236.00000000000995
2021.08.02,1.0000000000065512,261.0000000000001,-180.00000000000682,402.9999999999978,-180.00000000000682,,304.9999999999908
2021.08.02,-13.999999999980695,248.99999999999923,-205.99999999998886,425.99999999999307,-206.00000000000307,,249.00000000001967
2021.08.02,-17.999999999984695,244.99999999999523,-218.9999999999941,463.9999999999977,-195.0000000000074,,277.00000000000676
2021.08.02,-1.999999999990898,229.99999999999687,-189.99999999999773,415.99999999999415,-180.00000000000682,,273.99999999999557
2021.08.02,-42.999999999993044,207.99999999999707,-186.00000000000705,367.0000000000062,-237.00000000000898,,108.9999999999942
2021.08.02,-61.99999999998429,187.9999999999993,-201.99999999999818,357.00000000000733,-222.0000000000084,,59.000000000015746
2021.08.02,-66.99999999999484,153.99999999999858,-296.99999999999704,256.99999999999613,-274.0000000000009,,-226.99999999999807
2021.08.02,-98.99999999998244,158.99999999999804,-387.00000000000045,329.00000000000153,-365.99999999999966,,-363.999999999983
2021.08.02,-154.99999999999403,168.00000000000148,-381.0000000000002,246.99999999999721,-362.99999999999955,,-483.9999999999951
2021.08.02,-159.99999999998238,168.00000000000148,-342.9999999999893,150.99999999999002,-340.0000000000034,,-523.9999999999836
2021.08.02,-109.99999999998789,179.99999999999127,-342.9999999999893,175.99999999999838,-341.0000000000082,,-437.9999999999957
2021.08.02,-124.99999999999733,200.99999999999562,-316.0000000000025,248.99999999998812,-341.0000000000082,,-332.0000000000243
2021.08.02,-168.99999999999693,203.99999999999307,-304.00000000000205,228.99999999999034,-329.00000000000773,,-369.0000000000233
2021.08.02,-190.99999999998562,287.9999999999994,-299.0000000000066,363.0000000000022,-302.0000000000067,,-140.99999999999733
2021.08.02,-112.99999999998533,318.99999999999153,-237.99999999999955,448.000000000004,-294.00000000001114,,121.99999999999949
2021.08.02,-119.99999999998678,346.9999999999973,-245.9999999999809,476.9999999999941,-285.0000000000108,,173.00000000001296
2021.08.02,-116.99999999998934,344.99999999999534,-206.99999999999363,459.0000000000094,-278.0000000000058,,202.00000000001592
2021.08.02,-141.99999999999767,371.99999999999454,-174.99999999998295,344.99999999999534,-338.99999999999864,,61.00000000001063
2021.08.02,-171.99999999999437,317.0000000000006,-155.00000000000114,232.00000000000998,-393.0000000000007,,-170.9999999999856
2021.08.02,-88.99999999998354,317.9999999999961,-56.99999999998795,256.99999999999613,-329.9999999999983,,99.0000000000224
2021.08.02,-213.99999999998087,244.99999999999523,-115.99999999998545,56.99999999999594,-402.000000000001,,-429.9999999999762
2021.08.02,-182.99999999999983,243.99999999999977,-52.99999999999727,-2.999999999997449,-389.00000000001,,-384.0000000000048
2021.08.02,-61.99999999998429,240.99999999999122,197.00000000000273,-39.00000000001125,-280.00000000000114,,56.99999999999727
2021.08.02,75.00000000000284,313.99999999999204,189.99999999999773,157.00000000000713,-225.00000000000853,,510.99999999999125
2021.08.02,151.00000000001222,329.00000000000153,240.0000000000091,226.99999999999943,-147.00000000000557,,800.0000000000167
2021.08.02,253.00000000001432,336.9999999999984,341.0000000000082,320.00000000000915,-82.99999999999841,,1168.0000000000316
2021.08.02,230.00000000001907,257.9999999999916,353.00000000000864,198.99999999999363,-102.00000000000387,,938.0000000000091
2021.08.02,236.99999999999832,251.99999999999667,328.00000000000296,147.00000000000824,-151.00000000001046,,812.9999999999957
2021.08.02,253.99999999999866,282.99999999999994,335.00000000000796,177.99999999998929,-123.00000000000466,,926.9999999999912
2021.08.02,304.9999999999997,292.9999999999988,311.00000000000705,211.00000000000563,-147.00000000000557,,973.0000000000056
2021.08.02,324.0000000000132,296.9999999999917,290.9999999999968,246.99999999999721,-120.00000000000455,,1038.9999999999943
2021.08.02,314.99999999999864,308.9999999999926,239.00000000000432,42.999999999993044,-130.00000000000966,,775.999999999979
2021.08.02,331.0000000000146,304.9999999999997,218.00000000001774,326.9999999999884,-140.00000000000057,,1041.00000000002
2021.08.02,329.00000000000153,304.9999999999997,223.0000000000132,316.99999999998954,-141.00000000000534,,1032.9999999999986
2021.08.02,270.99999999999903,317.9999999999961,219.99999999999886,248.00000000000378,-156.0000000000059,,900.9999999999918
2021.08.03,207.00000000000162,273.000000000001,246.00000000000932,-449.0000000000105,-184.0000000000117,,92.99999999998971
2021.08.03,274.00000000001864,318.99999999999153,254.0000000000191,-109.00000000000354,-136.0000000000099,,602.0000000000159
2021.08.03,258.0000000000027,317.0000000000006,211.00000000001273,-73.00000000001194,-188.0000000000024,,525.0000000000017
2021.08.03,232.00000000000998,324.9999999999975,205.0000000000125,126.99999999998823,-191.0000000000025,,698.0000000000057
2021.08.03,253.00000000001432,326.9999999999995,213.99999999999864,-12.999999999996348,-179.00000000000205,,602.0000000000141
2021.08.03,252.0000000000078,322.00000000000006,245.00000000000455,-86.0000000000083,-148.00000000001035,,584.9999999999937
2021.08.03,154.0000000000097,290.00000000000136,230.99999999999454,-208.99999999999253,-184.0000000000117,,282.00000000000136
2021.08.03,168.0000000000126,278.9999999999959,259.00000000001455,-261.0000000000001,-193.00000000001205,,252.0000000000109
2021.08.03,194.0000000000053,282.99999999999994,250.0,-270.99999999999903,-204.00000000000773,,251.99999999999847
