date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,empty,sum
2018.09.03,-55.000000000005045,-49.99999999999716,89.99999999999008,14.999999999998348,22.999999999995246,-32.999999999994145,124.00000000000944,28.000000000005798,50.0000000000056,29.000000000001247,-76.99999999999375,-40.000000000020464,92.00000000000318,89.00000000000574,87.0000000000033,16.999999999995907,107.00000000000153,,496.00000000000483
2018.09.03,-58.99999999998684,-40.99999999999682,114.99999999999844,-9.00000000000345,-29.000000000001247,-15.999999999993797,144.00000000000546,26.000000000003798,21.999999999999797,36.999999999998145,14.000000000002899,-60.000000000002274,112.000000000001,22.999999999995246,102.00000000000387,-40.00000000000625,100.00000000000009,,441.0000000000181
2018.09.03,-107.99999999999699,-87.99999999999386,197.99999999998707,-12.999999999996348,-55.000000000005045,-79.99999999999119,225.00000000000853,9.00000000000345,-10.999999999994348,17.999999999995797,-78.99999999998464,-140.00000000001478,184.00000000000637,75.00000000000284,194.00000000000261,-99.99999999999432,148.99999999999915,,378.0000000000343
2018.09.03,-107.99999999999699,-126.99999999999534,129.99999999998568,22.999999999995246,29.999999999996696,-106.99999999999044,257.000000000005,29.000000000001247,60.99999999999994,9.999999999998899,-185.99999999999727,-173.00000000000182,120.99999999999334,150.00000000000568,186.9999999999976,-28.999999999996362,148.99999999999915,,417.0000000000003
2018.09.03,-100.99999999999554,-93.99999999999409,114.99999999999844,48.99999999999905,106.99999999999044,-99.99999999998899,231.99999999999932,60.00000000000449,136.00000000000279,5.999999999994898,-241.99999999998667,-114.00000000000432,123.99999999999079,187.00000000000384,155.00000000000114,75.9999999999934,173.9999999999964,,770.0000000000053
2018.09.03,-68.99999999998573,-87.99999999999386,121.99999999999989,7.0000000000014495,79.99999999999119,-72.99999999998974,210.00000000000796,16.0000000000049,107.00000000000153,43.999999999999595,-86.99999999999264,-131.00000000000023,106.00000000000608,121.00000000001555,153.99999999999636,49.99999999999716,124.00000000000189,,693.0000000000614
2018.09.03,-139.00000000000023,-28.999999999996362,149.9999999999835,19.00000000000235,90.0000000000012,-139.00000000000023,150.00000000000568,26.000000000003798,117.00000000000044,20.999999999993246,-212.99999999999653,-98.00000000001319,99.00000000000463,191.00000000000784,126.99999999999534,100.99999999999909,158.99999999999804,,631.9999999999886
2018.09.03,-89.00000000000574,61.99999999999761,82.99999999998863,53.999999999998494,147.99999999999258,-115.99999999998278,36.000000000001364,46.00000000000159,163.00000000000205,20.999999999993246,-229.99999999999687,60.99999999997863,79.99999999999119,205.00000000001074,16.000000000005343,225.9999999999991,156.00000000000057,,921.9999999999757
2018.09.03,-72.0000000000054,79.00000000000773,60.99999999999994,44.99999999999504,129.00000000000134,-100.99999999999554,19.000000000005457,46.00000000000159,143.00000000000423,27.999999999994696,-160.00000000000458,85.99999999998431,66.00000000001049,158.0000000000137,-12.000000000000455,216.99999999999875,131.00000000000333,,863.0000000000146
2018.09.03,-89.00000000000574,31.00000000000591,104.99999999999955,92.99999999999864,183.99999999999528,-153.9999999999875,35.0000000000108,63.00000000000195,175.99999999999838,19.999999999997797,-333.9999999999899,23.999999999972488,109.00000000000354,295.0000000000008,54.000000000002046,245.9999999999951,224.9999999999974,,1082.9999999999966
2018.09.03,-124.99999999999733,128.0000000000001,120.99999999999334,126.0000000000039,145.9999999999906,-147.99999999999258,-30.000000000001137,119.00000000000244,160.00000000000458,26.000000000003798,-469.99999999999267,96.99999999997999,79.00000000000685,418.0000000000073,-9.000000000000341,265.00000000000057,278.00000000000045,,1181.0000000000098
2018.09.03,-102.00000000000209,150.99999999999625,137.9999999999937,58.000000000002494,125.99999999999278,-146.99999999998602,-69.99999999999318,41.000000000002146,131.99999999999878,19.999999999997797,-265.0000000000041,151.9999999999868,130.0000000000079,234.00000000000088,-16.999999999995907,262.00000000000045,202.9999999999976,,1045.9999999999964
