date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.11.11,-170.99999999999892,0.0,-21.00000000000435,-40.00000000000625,-80.00000000001339,-7.9999999999968985,-211.99999999998997,0.0,-35.00000000000725,-45.000000000001705,-42.999999999993044,-142.00000000000878,-131.99999999999878,0.0,-12.999999999996348,0.0,-111.99999999999477,-115.99999999998278,-4.0000000000048885,-150.99999999999625,0.0,-173.9999999999964,-336.00000000000296,,-1834.9999999999939
2019.11.11,-38.0000000000047,150.00000000000568,7.0000000000014495,-23.000000000010346,-75.00000000000284,2.999999999997449,-175.99999999999838,119.00000000000244,-36.999999999998145,-13.00000000000523,-55.99999999998939,-130.0000000000079,-101.00000000000664,58.9999999999975,59.99999999999339,283.99999999999534,-65.99999999998829,-89.99999999999008,-1.0000000000047748,-115.99999999999966,-2.999999999997449,-127.99999999999478,-100.99999999999554,,-472.0000000000009
2019.11.11,-17.000000000000348,154.99999999999403,15.00000000000945,-17.000000000010118,-12.000000000012001,4.999999999999449,-180.99999999999784,170.00000000000347,-7.0000000000014495,-43.00000000000637,-50.99999999998994,-132.0000000000099,-91.00000000000774,134.00000000001455,173.00000000000094,312.9999999999855,-21.99999999999136,-14.999999999987246,-19.000000000005457,-122.99999999999045,-78.99999999999574,-166.99999999999494,-93.00000000000975,,-104.00000000000327
2019.11.11,2.999999999997449,195.9999999999962,28.999999999990145,-25.000000000005684,11.999999999989797,24.000000000001798,-167.9999999999904,231.0000000000034,29.999999999996696,-54.000000000002046,-34.99999999999615,-116.00000000000499,-92.00000000000318,175.00000000001137,251.00000000000122,329.00000000000153,-9.999999999990905,41.000000000002146,-6.000000000000227,-126.99999999999534,-73.99999999999629,-155.99999999998948,-36.999999999998145,,421.0000000000191
2019.11.11,5.999999999994898,202.9999999999976,28.000000000005798,-46.00000000000648,0.9999999999843467,15.999999999993797,-195.9999999999962,245.0000000000063,29.999999999996696,-19.000000000005457,-56.99999999999594,-143.9999999999997,-102.00000000000209,153.99999999999636,246.99999999999721,367.99999999999056,-24.00000000000091,35.00000000000725,-16.999999999995907,-125.0,-52.99999999999194,-182.99999999999983,-83.00000000001084,,283.99999999996555
2019.11.11,31.000000000003247,188.9999999999947,-19.999999999997797,-115.0000000000091,10.999999999983245,-14.999999999998348,-211.99999999998997,261.0000000000001,31.999999999987594,-21.000000000000796,-52.99999999999194,-182.00000000000438,-136.00000000000279,72.00000000000273,246.99999999999721,421.99999999998903,-149.99999999999147,5.000000000010552,-91.00000000000819,-170.99999999999227,-39.00000000000014,-230.99999999999233,-184.00000000000637,,-350.0000000000174
2019.11.11,22.999999999995246,201.00000000000674,-8.999999999992347,-140.00000000000057,29.999999999996696,-28.000000000005798,-268.99999999999704,260.0000000000158,25.999999999992696,88.99999999999864,-40.99999999999105,-224.000000000002,-136.00000000000279,32.00000000001069,276.9999999999939,424.99999999998647,-176.9999999999925,25.00000000000835,-125.0,-152.9999999999916,-43.999999999999595,-309.99999999999915,-249.00000000001032,,-516.9999999999794
2019.11.11,-21.00000000000435,174.99999999999181,-7.0000000000014495,-132.000000000005,39.999999999995595,-31.000000000003247,-271.9999999999945,205.99999999999508,-17.000000000000348,28.000000000005798,-16.999999999989246,-217.0000000000005,-109.00000000000354,42.00000000000159,275.9999999999874,453.99999999999886,-146.0000000000008,45.000000000006146,-117.00000000000443,-171.99999999999704,-42.999999999993044,-307.99999999999716,-249.99999999999466,,-593.000000000007
2019.11.11,5.999999999994898,120.99999999999334,-15.00000000000945,-153.0000000000058,47.99999999998139,-65.00000000000395,-245.99999999999068,168.0000000000126,-14.000000000002899,43.00000000000637,-17.999999999995797,-195.00000000000074,-109.00000000000354,-57.999999999992724,204.99999999998852,480.99999999999807,-198.99999999999807,39.00000000001125,-132.000000000005,-132.99999999999557,8.000000000008,-286.99999999999284,-300.99999999999574,,-805.9999999999983
2019.11.11,-50.0000000000056,120.99999999999334,1.0000000000065512,-224.00000000000375,39.999999999995595,-56.0000000000005,-288.9999999999948,133.00000000000534,-29.999999999996696,78.00000000000296,-4.999999999999449,-208.00000000000819,-84.0000000000063,-90.00000000000341,205.99999999999508,485.99999999998647,-213.99999999999864,55.000000000005045,-179.00000000000205,-135.99999999999568,16.0000000000049,-334.9999999999964,-351.99999999999676,,-1116.000000000013
2019.11.11,-50.0000000000056,177.00000000000495,28.000000000005798,-215.0000000000034,41.99999999998649,-38.0000000000047,-315.9999999999941,153.00000000000313,-29.999999999996696,82.99999999999841,12.000000000000899,-234.00000000000088,-79.00000000000685,-88.99999999999864,261.0000000000001,443.99999999999994,-214.9999999999892,87.00000000001484,-182.00000000000216,-166.99999999998738,-24.999999999997247,-368.9999999999971,-350.00000000000585,,-1071.9999999999752
2019.11.11,-39.00000000000014,150.00000000000568,32.0000000000098,-198.0000000000075,34.000000000000696,-7.0000000000014495,-329.999999999997,126.0000000000039,-19.999999999997797,67.99999999999784,9.00000000000345,-248.00000000000378,-70.0000000000034,-105.99999999999454,221.99999999998886,370.00000000000364,-188.99999999999295,81.00000000001995,-161.00000000000136,-192.99999999999784,-47.9999999999925,-379.9999999999915,-346.0000000000019,,-1242.99999999995
2019.11.11,-43.999999999999595,124.99999999999733,35.00000000000725,-233.0000000000041,34.99999999998504,-18.0000000000069,-313.99999999999204,126.0000000000039,-8.999999999992347,90.00000000000341,14.000000000002899,-228.00000000000597,-58.99999999999794,-162.00000000000614,208.99999999999253,417.99999999998505,-220.99999999998943,91.00000000001884,-185.00000000000227,-144.99999999999602,-22.999999999995246,-358.9999999999982,-344.99999999999534,,-1201.9999999999854
2019.11.11,-41.000000000002146,143.00000000000423,31.000000000003247,-215.0000000000034,49.99999999999449,-46.999999999997044,-298.9999999999937,124.00000000001299,-11.00000000000545,102.99999999999443,21.999999999999797,-211.00000000000563,-70.0000000000034,-138.00000000000523,217.0000000000005,451.99999999998573,-205.99999999998886,103.00000000000864,-185.00000000000227,-131.00000000000023,-3.999999999992898,-357.99999999999164,-375.9999999999986,,-1046.9999999999864
2019.11.11,-45.000000000006146,175.99999999999838,49.99999999999449,-209.00000000000318,55.99999999998939,-30.000000000007798,-305.99999999999517,156.00000000000057,-7.0000000000014495,76.99999999999818,28.000000000005798,-217.0000000000005,-91.00000000000774,-82.99999999999841,282.0000000000045,485.99999999998647,-193.9999999999884,120.00000000000898,-183.9999999999975,-149.99999999999147,-9.999999999998899,-362.99999999999113,-381.0000000000091,,-839.0000000000101
