date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2018.02.12,-100.99999999999554,-112.000000000001,-46.0000000000127,-18.000000000000682,0.0,-39.999999999995595,-60.99999999999994,-242.00000000000887,-51.000000000001044,-40.99999999999682,-71.99999999999429,-192.99999999999872,-108.00000000000409,-214.00000000000307,-67.00000000001705,-104.99999999998977,-73.99999999999629,-86.0000000000083,-37.00000000000614,-25.000000000005684,-90.0000000000012,-14.999999999998348,,-1798.000000000035
2018.02.12,40.00000000000669,97.9999999999981,31.000000000003247,-13.999999999995794,79.00000000000685,-58.99999999999794,-73.99999999999629,-312.00000000000114,-77.00000000001594,-7.999999999995566,-58.99999999999794,-161.99999999999548,95.99999999997522,-297.9999999999983,43.999999999999595,-13.999999999981583,-128.99999999997914,-60.99999999999994,-19.000000000005457,-46.00000000000648,34.99999999999615,90.0000000000012,,-818.99999999998
2018.02.12,70.99999999999883,107.00000000001265,-2.0000000000131024,-36.000000000001364,55.000000000005045,-39.999999999995595,-78.99999999999574,-293.0000000000099,-48.000000000003595,-46.999999999997044,-41.9999999999976,-176.99999999999383,-68.00000000001205,-309.99999999998806,146.99999999998602,-181.99999999998795,-115.99999999998278,-89.00000000000574,-134.00000000000034,-45.000000000001705,29.999999999996696,78.00000000000028,,-1219.9999999999873
2018.02.12,74.00000000000739,113.00000000000753,5.999999999994898,-6.999999999990791,70.99999999999883,-74.99999999999174,-42.999999999993044,-258.0000000000027,-28.000000000005798,-16.000000000005343,-61.999999999995396,-129.9999999999968,-16.000000000019554,-307.99999999999716,109.99999999998789,-100.99999999999909,-118.99999999998023,53.999999999998494,-112.00000000000898,-30.000000000001137,51.000000000001044,9.00000000000345,,-816.9999999999883
2018.02.12,9.999999999998899,110.00000000001009,73.99999999999629,51.00000000000193,12.000000000012001,-114.99999999999844,-46.999999999997044,-255.00000000000523,-26.999999999999247,-112.00000000000898,-56.99999999999594,-112.000000000001,-261.0000000000241,-285.99999999998624,66.99999999999484,-269.9999999999818,-113.99999999999189,93.99999999999409,-167.0000000000016,-49.99999999999716,31.999999999998696,-13.999999999991797,,-1436.9999999999736
2018.02.12,-1.999999999990898,65.00000000000395,83.9999999999952,186.9999999999976,-38.99999999998904,-124.00000000000189,-74.99999999999174,-175.99999999999838,-53.999999999998494,-106.99999999999932,-61.999999999995396,-115.99999999999389,-278.00000000002,-163.9999999999864,-17.000000000000348,-239.99999999998067,-115.99999999998278,123.99999999999079,-174.99999999999716,49.99999999999716,38.0000000000047,12.000000000000899,,-1184.9999999999357
2018.02.12,-102.99999999999754,177.00000000000495,170.00000000000347,136.0000000000099,-147.00000000000824,-212.99999999999653,-146.00000000000168,-208.99999999999253,-94.00000000001629,-18.000000000000682,-83.9999999999952,-117.99999999999588,-109.00000000000887,-165.9999999999995,-59.000000000009045,-96.99999999997999,-179.99999999998016,104.99999999999955,-72.00000000000273,-99.00000000000375,29.999999999996696,-7.0000000000014495,,-1302.9999999999757
2018.02.12,-104.99999999999955,231.0000000000034,275.000000000003,164.00000000000148,-156.00000000000057,-190.00000000000128,-129.9999999999968,-151.9999999999966,-84.0000000000174,67.99999999999784,-31.999999999998696,-105.99999999999498,-20.000000000010232,-150.99999999999002,-2.999999999997449,27.000000000015234,-247.99999999998158,144.99999999999514,-10.99999999999568,-12.000000000000455,2.000000000002,-19.999999999997797,,-507.9999999999609
2018.02.12,-100.99999999999554,236.00000000001398,258.99999999998704,168.99999999999693,-156.00000000000057,-158.99999999999804,-141.99999999999767,-156.00000000000057,-78.00000000000028,57.00000000000216,-8.999999999992347,-112.99999999999643,-26.00000000001046,-129.99999999998568,47.99999999998139,23.000000000024556,-264.9999999999819,126.99999999998823,-22.00000000000557,-6.000000000000227,-31.999999999998696,9.999999999998899,,-465.9999999999707
2018.02.12,-87.99999999999919,236.00000000001398,268.9999999999859,108.00000000000409,-185.99999999999727,-173.00000000000094,-151.9999999999966,-249.99999999999466,-141.00000000001333,64.99999999999773,-27.999999999994696,-121.00000000000443,-9.000000000014552,-176.99999999998272,97.9999999999981,55.00000000000682,-281.99999999998226,201.00000000000674,-7.999999999995566,-54.000000000002046,-24.000000000001798,-9.999999999998899,,-670.9999999999657
