,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,15,"['NZDCAD', 'AUDCAD', 'NZDUSD', 'EURUSD', 'GBPUSD', 'USDCHF']",100.0,1.0,B
1,1,GBPUSD,10,"['EURUSD', 'GBPUSD', 'USDCHF', 'USDJPY']",80.0,-0.817087896825398,S
2,2,EURUSD,10,"['EURUSD', 'GBPUSD', 'USDCHF', 'USDJPY']",80.0,-0.8101075793650819,S
3,3,USDJPY,10,"['EURCAD', 'CADJPY']",80.0,-0.4919461904762039,S
4,4,USDCAD,15,"['EURUSD', 'GBPUSD', 'USDCHF', 'USDJPY']",100.0,0.9392165423465423,B
5,5,GBPCHF,30,"['NZDCHF', 'GBPCAD', 'NZDCAD']",100.0,-0.8609935903484204,S
6,6,EURCHF,15,['NZDJPY'],80.0,-0.7479936788211539,S
7,7,CHFJPY,10,['EURGBP'],100.0,-0.9391,S
8,8,EURGBP,10,"['AUDCAD', 'NZDCAD', 'GBPCHF', 'EURCHF', 'CHFJPY']",100.0,0.8533,B
9,9,GBPJPY,15,"['GBPAUD', 'AUDUSD', 'AUDCHF', 'AUDCAD']",100.0,-0.997799007936508,S
10,10,GBPCAD,10,"['GBPUSD', 'EURUSD', 'USDCAD']",80.0,0.9987699999999999,B
11,11,EURJPY,15,"['EURUSD', 'GBPUSD', 'AUDCHF']",80.0,-0.9956027380952379,S
12,12,EURAUD,10,"['NZDJPY', 'NZDCHF', 'NZDCAD', 'AUDCAD']",100.0,0.9999,B
13,13,EURNZD,10,"['NZDJPY', 'NZDCHF', 'EURCAD']",100.0,0.9996,B
14,14,AUDJPY,20,"['EURCAD', 'AUDCAD', 'AUDCHF']",100.0,-0.9985372979797988,S
15,15,AUDCAD,10,"['GBPCAD', 'NZDJPY', 'NZDCHF']",80.0,-0.9625672619047618,S
16,16,NZDCAD,10,"['GBPCAD', 'NZDJPY', 'NZDCHF']",100.0,-0.9638517063492056,S
