date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,GBPCAD,EURCAD,CADJPY,NZDCAD,empty,sum
2018.11.12,-73.99999999999629,0.0,0.0,-19.999999999997797,-19.999999999997797,-16.0000000000049,0.0,-19.999999999997797,0.0,0.0,0.0,0.0,-7.999999999995566,0.0,,-157.99999999999017
2018.11.12,-134.99999999999625,41.000000000002146,-48.99999999998794,-26.999999999999247,-24.000000000001798,-38.0000000000047,190.00000000000128,41.000000000002146,40.00000000000669,46.999999999997044,78.00000000000028,-22.999999999995246,27.000000000001023,0.0,,168.00000000002544
2018.11.12,-112.99999999998533,100.99999999999554,-17.999999999984695,-45.000000000006146,-41.000000000002146,-43.00000000000415,180.99999999998673,41.9999999999976,35.00000000000725,34.000000000000696,99.00000000000463,-25.999999999992696,49.000000000006594,2.999999999997449,,258.0000000000213
2018.11.12,-103.99999999999298,137.00000000000932,12.999999999996348,48.000000000003595,-97.00000000000264,-2.999999999997449,266.999999999995,122.99999999999534,128.00000000000588,102.00000000000209,93.00000000000975,-48.000000000003595,93.00000000000352,-21.00000000000435,,731.0000000000198
2018.11.12,-105.99999999998388,218.99999999999142,18.0000000000069,73.99999999999629,-78.00000000000028,-14.000000000002899,337.99999999999386,134.99999999999625,107.00000000000153,92.99999999999864,143.99999999998857,-61.99999999998429,125.0,-41.000000000002146,,952.0000000000001
2018.11.12,-110.99999999999443,200.00000000000017,7.0000000000014495,78.00000000000028,-80.00000000000229,24.000000000001798,346.0000000000019,141.00000000000225,123.00000000000644,125.99999999999278,150.99999999999002,-82.00000000000429,176.00000000000193,-9.999999999998899,,1088.9999999999993
2018.11.12,-99.99999999998899,224.000000000002,38.0000000000047,109.00000000000354,-134.0000000000008,78.00000000000028,342.9999999999822,148.0000000000037,140.0000000000068,178.99999999999582,126.0000000000039,-72.0000000000054,201.00000000000762,60.00000000000449,,1340.00000000002
2018.11.12,-112.000000000001,205.99999999999508,46.0000000000127,113.99999999999189,-168.99999999999693,134.99999999999625,354.9999999999942,161.00000000000003,199.00000000000472,224.9999999999974,107.99999999999699,-82.00000000000429,216.99999999999875,114.00000000000298,,1516.9999999999889
2018.11.12,-116.99999999998934,191.99999999999218,59.000000000009045,124.99999999999733,-187.9999999999993,149.99999999999457,320.9999999999935,168.99999999999693,190.00000000000128,251.00000000000122,0.0,-116.00000000000499,236.0000000000042,139.00000000000023,,1410.9999999999966
2018.11.12,-112.99999999998533,204.00000000000418,66.00000000001049,176.99999999998272,-178.99999999999582,173.00000000000094,350.9999999999902,195.00000000000074,219.00000000000253,278.00000000000045,32.999999999994145,-116.00000000000499,279.0000000000106,139.00000000000023,,1706.0000000000111
