date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.11.01,-41.000000000002146,-8.000000000009777,0.0,-80.00000000000229,-251.00000000000122,0.0,-202.9999999999976,0.0,-160.00000000000458,-16.0000000000049,0.0,-99.00000000000463,-57.00000000001815,-15.00000000000945,0.0,-132.000000000005,0.0,-174.0000000000066,-130.99999999999224,-116.00000000000499,,-1483.0000000000637
2021.11.01,-52.000000000007596,0.0,17.000000000000348,-87.00000000000374,-255.00000000000523,60.000000000015596,-202.0000000000022,135.99999999999167,-162.0000000000066,2.999999999997449,103.99999999999298,-80.99999999999774,-26.999999999999247,2.999999999997449,127.99999999999478,-123.00000000000466,99.99999999999432,-168.99999999999693,-151.00000000000114,-139.00000000000023,,-897.0000000000406
2021.11.01,-67.00000000001705,-4.0000000000048885,42.0000000000087,-55.000000000005045,-245.0000000000063,67.00000000001705,-165.9999999999995,115.99999999999389,-164.00000000000858,3.999999999992898,170.99999999998784,-141.99999999999767,17.000000000000348,-51.000000000001044,117.99999999999588,-111.0000000000042,44.999999999987494,-191.0000000000025,-117.00000000000044,-182.00000000000438,,-915.0000000000675
2021.11.01,-55.000000000005045,64.99999999999773,38.0000000000047,-73.00000000000084,-269.00000000000813,73.00000000001194,-192.00000000000327,126.99999999999933,-221.99999999999997,-4.999999999999449,143.00000000000423,-107.99999999999699,-8.000000000008,-35.999999999991594,201.00000000000674,-156.99999999999648,122.99999999999045,-278.0000000000058,-134.0000000000008,-217.99999999999596,,-984.9999999999973
2021.11.01,-71.00000000002105,34.99999999999659,-24.000000000001798,-131.00000000000333,-313.00000000000773,62.000000000006494,-265.0000000000041,180.99999999999784,-264.0000000000087,-33.000000000005244,43.999999999999595,-52.000000000007596,-145.00000000001734,95.00000000000064,307.99999999999716,-216.99999999999875,146.0000000000008,-322.00000000000273,-171.99999999999437,-246.00000000000176,,-1384.0000000000755
2021.11.01,-60.000000000015596,-39.00000000000148,24.000000000001798,-80.00000000000229,-282.9999999999888,41.000000000002146,-212.00000000000108,125.99999999999278,-199.00000000000472,-29.999999999996696,31.999999999987594,-123.00000000000644,-76.0000000000094,-52.000000000007596,127.00000000001043,-144.99999999999602,-10.000000000005116,-230.00000000000398,-112.000000000001,-165.9999999999995,,-1467.000000000045
2021.11.01,-11.00000000000545,-78.00000000000296,58.000000000002494,-25.00000000000835,-198.99999999999363,64.0000000000196,-168.99999999999693,84.99999999999064,-195.00000000000074,24.000000000001798,109.99999999998789,-177.99999999998929,0.9999999999843467,-123.99999999999079,127.00000000001043,-88.00000000000807,-49.000000000006594,-191.0000000000025,-90.99999999999665,-211.00000000000563,,-1140.0000000000105
2021.11.01,-17.000000000000348,-55.999999999997385,46.999999999997044,-50.0000000000056,-221.99999999998886,52.000000000007596,-185.00000000000182,70.99999999999883,-200.00000000000017,0.999999999995449,107.99999999999699,-182.99999999999983,-36.0000000000138,-139.00000000000023,134.00000000001188,-114.00000000000432,-59.00000000001171,-219.99999999999886,-100.99999999999554,-202.0000000000022,,-1371.0000000000127
2021.11.01,-22.0000000000109,-40.99999999999682,14.999999999987246,-31.000000000003247,-256.99999999999613,54.0000000000207,-221.99999999999997,100.00000000000009,-211.00000000000563,-2.000000000002,68.00000000000139,-232.00000000000998,-76.0000000000094,-110.99999999999443,262.00000000000665,-114.99999999999488,-33.00000000000125,-206.00000000000307,-81.9999999999932,-189.00000000000583,,-1331.000000000011
2021.11.01,-51.000000000001044,-40.99999999999682,11.00000000000545,-18.0000000000069,-282.9999999999888,43.00000000001525,-224.9999999999974,115.99999999999389,-214.00000000000307,-31.999999999998696,76.99999999999375,-234.00000000000088,-116.00000000000499,-56.99999999999594,273.9999999999965,-85.99999999999852,-11.00000000000989,-167.0000000000016,-32.999999999994145,-158.99999999999804,,-1205.999999999992
2021.11.01,-50.0000000000167,-9.000000000000341,12.999999999996348,-14.000000000002899,-279.00000000000705,54.0000000000207,-221.00000000000452,108.99999999999244,-198.00000000000927,-29.000000000001247,87.99999999999919,-239.00000000001143,-104.00000000001519,-75.00000000000284,185.00000000001293,-141.9999999999959,30.9999999999917,-173.00000000000182,-27.999999999994696,-150.00000000000568,,-1231.0000000000564
2021.11.01,-43.999999999999595,69.99999999999318,31.000000000003247,2.999999999997449,-350.9999999999902,78.00000000000028,-256.0000000000007,114.99999999999844,-212.00000000000108,-40.00000000000669,110.99999999999443,-275.000000000003,-93.00000000000975,-90.99999999999665,249.00000000001032,-159.9999999999966,28.999999999996362,-206.00000000000307,-19.00000000000235,-148.0000000000037,,-1209.0000000000196
