date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2016.04.18,-214.00000000000307,-72.99999999998974,-88.99999999999864,-7.0000000000014495,0.0,-249.00000000001032,-33.000000000005244,-157.0000000000107,-95.00000000000064,-7.0000000000014495,-102.00000000000387,-1.9999999999953388,-177.99999999999727,-102.99999999999754,,-1309.0000000000152
2016.04.18,-239.0000000000003,-80.99999999999774,-73.0000000000075,13.999999999980695,121.99999999999989,-307.00000000001285,2.000000000002,-10.99999999999568,72.99999999998974,206.00000000001728,-7.000000000005002,102.00000000000387,-140.99999999999113,12.000000000000899,,-328.0000000000158
2016.04.18,-265.99999999999955,-106.99999999999044,-189.99999999999773,-107.00000000001265,77.00000000000485,-301.0000000000179,8.999999999992347,-193.9999999999884,-80.00000000001339,152.0000000000188,-157.0000000000107,128.0000000000001,-271.0000000000008,122.99999999999534,,-1184.0000000000205
2016.04.18,-296.0000000000074,-86.0000000000083,-197.00000000000273,-381.0000000000091,67.00000000000594,-275.000000000003,75.00000000000284,-158.99999999999181,-321.0000000000157,110.00000000001009,-138.00000000000523,165.00000000000625,-513.9999999999958,117.99999999999588,,-1832.0000000000182
2016.04.18,-299.00000000000483,-109.99999999998789,-260.0000000000051,-382.0000000000157,124.00000000000189,-286.00000000000847,88.99999999999464,-225.9999999999991,-337.0000000000095,263.99999999999756,-183.9999999999975,245.00000000000455,-703.9999999999935,357.99999999999164,,-1708.0000000000316
2016.04.18,-258.0000000000027,-68.00000000000139,-162.9999999999967,-388.0000000000106,-167.9999999999904,-249.00000000001032,105.99999999999498,-120.00000000000455,-368.9999999999971,-426.9999999999996,-126.00000000000477,-287.9999999999967,-437.9999999999882,32.999999999994145,,-2923.0000000000136
2016.04.18,-231.0000000000034,-42.0000000000087,69.99999999999318,-362.00000000001785,-130.99999999999224,-191.00000000000784,129.9999999999968,223.0000000000132,-351.0000000000124,-370.999999999988,72.00000000000273,-299.99999999999716,-117.999999999995,2.999999999997449,,-1599.0000000000193
2016.04.18,-265.99999999999955,-55.99999999998939,64.99999999999773,-311.0000000000168,-15.999999999993797,-263.00000000001324,112.99999999999643,227.00000000000387,-313.00000000000773,-133.99999999998968,110.99999999999,-200.9999999999934,-143.99999999999125,163.00000000000205,,-1025.0000000000048
2016.04.18,-269.00000000000813,-113.99999999999189,6.000000000000227,-229.00000000001253,32.0000000000098,-219.99999999999798,117.99999999999588,199.99999999998863,-121.99999999999989,58.000000000002494,95.99999999998943,-116.99999999999022,-353.9999999999992,178.99999999999582,,-736.0000000000175
2016.04.18,-269.00000000000813,-86.0000000000083,22.999999999996135,-174.00000000000747,135.00000000000733,-204.00000000000418,121.99999999999989,219.99999999999886,-43.999999999999595,317.0000000000117,107.99999999998988,-33.00000000000125,-294.9999999999875,234.99999999999633,,54.99999999998377
2016.04.18,-346.0000000000019,-205.99999999999508,228.9999999999992,-223.00000000001762,60.00000000000449,-225.00000000000853,82.99999999999974,526.0000000000105,-97.00000000001374,192.99999999999872,357.9999999999899,-196.99999999998852,-179.9999999999926,187.9999999999993,,162.99999999998394
2016.04.18,-348.00000000000387,-238.99999999998923,117.999999999995,-120.00000000000898,47.00000000000814,-225.00000000000853,71.99999999999429,451.9999999999982,143.99999999998857,198.00000000000927,328.9999999999935,-149.99999999999147,-334.99999999999375,122.99999999999534,,65.99999999998658
2016.04.18,-317.0000000000006,-188.9999999999947,161.00000000000136,-79.00000000000685,179.00000000000693,-213.00000000001873,86.99999999999264,478.00000000000864,201.99999999999108,514.0000000000144,363.9999999999901,3.0000000000001137,-346.9999999999942,237.99999999999378,,1080.9999999999836
2016.04.18,-317.0000000000006,-177.99999999998929,126.00000000000477,-86.0000000000083,213.00000000000762,-209.9999999999991,95.99999999999609,418.00000000000637,207.00000000000162,609.0000000000151,313.99999999999295,9.000000000000341,-344.99999999999886,275.99999999999847,,1132.0000000000273
2016.04.18,-314.0000000000032,-190.00000000000128,93.00000000000352,-102.00000000000209,152.00000000000767,-211.00000000000563,90.0000000000012,419.9999999999875,170.99999999998784,468.00000000000176,308.9999999999975,55.00000000000682,-338.99999999999864,230.99999999999233,,832.9999999999754
2016.04.18,-307.0000000000017,-168.99999999999693,102.00000000000387,-99.00000000000463,169.00000000000804,-202.00000000001327,102.00000000000209,384.9999999999909,144.99999999999514,487.0000000000152,292.99999999999216,58.9999999999975,-390.00000000000057,212.99999999999653,,787.9999999999843
2016.04.18,-281.00000000000904,-157.99999999999147,153.99999999999636,-67.00000000001705,187.00000000000384,-189.00000000001694,105.99999999999498,454.00000000000773,170.99999999998784,537.0000000000097,314.9999999999977,-27.000000000001023,-385.9999999999957,247.99999999999267,,1063.9999999999598
