date,USDJPY,AUDUSD,GBPCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,CADJPY,AUDNZD,empty,sum
2016.08.01,162.9999999999967,63.00000000000195,-45.99999999999049,170.0000000000017,224.9999999999974,191.0000000000025,222.99999999999898,121.99999999999989,-171.99999999999437,,939.0000000000143
2016.08.01,30.000000000001137,43.00000000000415,-106.00000000000608,8.000000000009777,197.00000000000273,-105.00000000001819,-10.000000000005116,75.9999999999934,-137.9999999999937,,-5.00000000001188
2016.08.01,-200.00000000000284,43.999999999999595,-181.00000000000892,-203.99999999999352,252.0000000000078,-360.00000000001364,-268.0000000000007,-125.0,-80.99999999999774,,-1123.00000000001
2016.08.01,-259.9999999999909,58.99999999999794,-76.0000000000094,-247.99999999999045,292.00000000000335,-302.0000000000209,-263.00000000000523,-106.00000000000875,-235.00000000000742,,-1139.0000000000316
2016.08.01,-138.9999999999958,17.000000000000348,53.999999999998494,-131.00000000000023,355.0000000000053,-16.999999999995907,-100.99999999999909,18.000000000000682,-150.00000000000568,,-93.9999999999919
2016.08.01,-117.999999999995,-36.0000000000027,-28.999999999990145,-116.99999999999022,284.0000000000065,-82.99999999999841,-64.99999999999773,52.99999999999727,-225.00000000000853,,-335.99999999997897
2016.08.01,-245.9999999999951,27.999999999994696,-76.0000000000094,-274.9999999999915,257.0000000000072,-332.9999999999984,-236.0000000000042,-103.9999999999992,-231.99999999998778,,-1216.9999999999836
2016.08.01,-137.99999999999102,34.000000000000696,-167.9999999999904,-170.99999999999227,234.00000000000088,-305.0000000000068,-174.99999999999716,-17.000000000010118,-113.00000000000753,,-818.9999999999937
2016.08.01,-381.9999999999908,-48.99999999999905,-286.99999999999284,-400.99999999999625,148.99999999999915,-713.9999999999986,-409.000000000006,-210.99999999999852,-109.99999999998789,,-2413.999999999971
2016.08.01,-320.99999999999795,38.0000000000047,-286.99999999999284,-337.99999999999386,150.00000000000568,-628.0000000000143,-343.0000000000035,-180.99999999999739,-25.999999999992696,,-1935.9999999999823
2016.08.01,-435.0000000000023,168.99999999999693,-513.9999999999923,-475.9999999999991,7.0000000000014495,-1046.999999999997,-501.99999999999534,-358.0000000000041,-24.000000000001798,,-3179.999999999994
2016.08.01,-362.99999999999955,168.00000000000148,-401.00000000000693,-406.9999999999965,50.0000000000056,-837.0000000000175,-376.99999999999534,-265.00000000000057,-36.999999999998145,,-2469.0000000000073
2016.08.01,-325.00000000000284,119.00000000000244,-385.99999999999744,-319.9999999999932,70.0000000000034,-712.0000000000175,-298.0000000000018,-233.0000000000041,-14.000000000002899,,-2099.0000000000136
2016.08.01,-283.9999999999918,146.99999999999713,-336.00000000000296,-359.99999999999943,119.00000000000244,-707.000000000022,-364.9999999999949,-230.00000000000398,-55.000000000005045,,-2071.0000000000205
2016.08.01,-191.99999999999307,182.99999999999983,-287.9999999999994,-245.9999999999951,158.0000000000026,-507.000000000005,-246.9999999999999,-152.00000000000102,-55.99999999998939,,-1346.9999999999802
2016.08.01,-158.99999999999181,210.99999999999451,-348.9999999999993,-227.99999999999443,119.00000000000244,-558.9999999999975,-236.99999999999477,-156.0000000000059,-25.00000000000835,,-1382.9999999999952
2016.08.01,-203.00000000000296,180.0000000000024,-289.0000000000059,-213.99999999999864,160.00000000000458,-478.00000000000864,-222.0000000000084,-121.99999999999989,-45.99999999999049,,-1234.0000000000082
2016.08.01,-206.99999999999363,170.00000000000347,-289.0000000000059,-226.99999999998965,140.0000000000068,-487.99999999999955,-206.00000000000307,-145.00000000001023,-62.99999999999084,,-1314.9999999999825
2016.08.01,-274.0000000000009,119.99999999999788,-384.9999999999909,-234.99999999999943,89.00000000000574,-609.0000000000089,-236.99999999999477,-165.00000000000625,-85.00000000000173,,-1780.999999999999
2016.08.01,-304.00000000000205,-7.0000000000014495,-428.00000000000614,-253.99999999999068,58.000000000002494,-673.0000000000018,-242.999999999995,-144.00000000000546,-200.00000000000017,,-2195.0
2016.08.01,-271.99999999999136,-21.999999999999797,-168.99999999999693,-354.99999999998977,150.00000000000568,-525.0000000000057,-245.9999999999951,-131.00000000000023,-143.00000000000423,,-1712.9999999999773
2016.08.01,-185.00000000000227,0.999999999995449,-15.999999999993797,-251.99999999999534,258.9999999999981,-231.99999999999932,-150.99999999999625,-67.99999999999784,-63.99999999999739,,-707.9999999999886
2016.08.01,-185.99999999999284,10.999999999994348,11.00000000000545,-312.9999999999882,174.00000000000747,-361.99999999999477,-195.0000000000074,-90.00000000000341,-116.99999999998934,,-1066.9999999999686
