date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,NZDCAD,empty,sum
2017.05.29,-62.99999999999084,-143.00000000000423,0.0,-44.999999999987494,-141.99999999999767,-26.000000000003798,-128.00000000000588,-8.999999999992347,-195.9999999999962,-129.99999999999545,-48.99999999999905,-88.99999999999464,-13.00000000000745,-72.0000000000054,-214.99999999998744,-246.00000000001288,-110.00000000001364,-275.9999999999874,-217.99999999998488,-215.99999999999397,-185.00000000000182,,-2570.9999999999627
2017.05.29,-54.999999999993946,-171.99999999999437,35.00000000000725,-10.99999999999568,-141.99999999999767,3.999999999992898,-142.00000000000878,76.99999999999375,-191.00000000000784,-171.00000000000648,-19.999999999997797,-22.999999999995246,30.999999999992145,-70.0000000000034,-262.00000000000665,-372.00000000001677,-173.00000000000182,-255.00000000000523,-279.99999999999136,-302.0000000000023,-235.00000000000742,,-2729.000000000047
2017.05.29,-36.999999999998145,-205.99999999999508,89.99999999999008,-43.99999999999693,-148.99999999999915,-13.00000000000745,-142.00000000000878,144.99999999999514,-208.00000000000819,-231.00000000000875,-18.999999999991246,-3.999999999992898,60.99999999999994,-94.00000000000519,-302.9999999999866,-484.00000000001774,-233.0000000000041,-322.9999999999844,-373.00000000000114,-322.00000000000006,-230.000000000008,,-3119.000000000029
2017.05.29,-25.999999999992696,-235.00000000000742,119.00000000000244,-0.999999999990564,-141.99999999999767,15.999999999993797,-135.00000000000733,164.00000000000858,-208.00000000000819,-186.00000000000705,14.000000000002899,7.9999999999968985,72.99999999998974,-85.00000000000173,-326.0000000000041,-453.0000000000145,-184.0000000000117,-346.9999999999862,-353.99999999998766,-340.00000000000693,-217.0000000000005,,-2845.0000000000296
2017.05.29,-19.999999999997797,-232.00000000000998,126.99999999998823,-0.999999999990564,-143.00000000000423,31.000000000003247,-141.00000000000225,141.00000000001333,-208.00000000000819,-234.00000000000887,4.000000000004,2.999999999997449,37.99999999999359,-109.00000000000354,-312.00000000000114,-450.00000000001705,-235.00000000001364,-375.9999999999986,-379.99999999998033,-412.9999999999967,-231.0000000000034,,-3141.0000000000364
2017.05.29,-56.0000000000005,-214.00000000000307,63.99999999999739,24.00000000000091,-180.0000000000024,37.99999999999359,-83.00000000001084,188.00000000001037,-201.99999999999108,-213.00000000000807,25.00000000000835,60.99999999999994,26.999999999999247,-70.99999999999883,-343.00000000000443,-393.0000000000211,-210.00000000000796,-317.9999999999961,-249.99999999999466,-411.99999999999017,-174.00000000000747,,-2692.000000000027
2017.05.29,-95.00000000000064,-211.00000000000563,-2.0000000000131024,-15.000000000000568,-198.99999999999363,-16.0000000000049,-60.00000000000449,219.00000000001364,-200.00000000000017,-183.9999999999975,30.000000000007798,14.000000000002899,15.999999999993797,-51.000000000001044,-368.9999999999971,-502.00000000000244,-174.0000000000066,-330.9999999999924,-340.9999999999913,-462.0000000000068,-155.00000000000514,,-3088.0000000000055
2017.05.29,-146.00000000000168,-310.0000000000103,-45.000000000006146,70.00000000000739,-261.0000000000001,-19.00000000000235,-32.0000000000098,283.000000000011,-180.0000000000024,-269.00000000000546,-0.999999999995449,41.000000000002146,-60.00000000000449,32.999999999994145,-543.0000000000045,-641.0000000000027,-211.00000000001273,-282.9999999999888,-208.99999999999253,-530.0000000000082,-139.00000000000023,,-3452.0000000000337
2017.05.29,-71.99999999999429,-322.00000000000006,0.0,115.0000000000091,-224.000000000002,-9.00000000000345,4.999999999999449,286.99999999999284,-143.00000000000423,-355.000000000004,11.00000000000545,19.00000000000235,-63.00000000000195,41.000000000002146,-516.0000000000053,-607.0000000000019,-295.0000000000017,-290.9999999999968,-253.99999999999866,-568.9999999999973,-89.00000000000574,,-3331.0000000000064
2017.05.29,-93.99999999999409,-286.00000000000847,-12.000000000012001,151.00000000001046,-252.99999999999213,-26.999999999999247,-33.000000000005244,313.99999999999204,-164.99999999999292,-322.00000000000273,14.000000000002899,16.0000000000049,-44.0000000000107,46.00000000000159,-529.999999999986,-646.0000000000132,-257.000000000005,-300.99999999999574,-268.9999999999859,-516.9999999999897,-165.00000000000404,,-3379.9999999999854
