date,EURUSD,NZDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.10.02,-131.99999999999878,-82.99999999999974,-182.0000000000155,-119.99999999997613,-148.99999999999915,-294.0000000000165,-72.99999999999329,-195.00000000000074,-104.99999999999955,,-1332.9999999999993
2017.10.02,-135.9999999999806,-219.99999999999798,-171.00000000001003,-178.99999999997362,-171.99999999999437,-597.0000000000031,-253.99999999999068,-424.00000000000216,-257.99999999998045,,-2410.9999999999327
2017.10.02,-205.99999999999508,-7.0000000000014495,-317.0000000000117,-358.99999999998045,-163.9999999999864,-287.000000000015,-22.999999999996135,-137.9999999999937,-100.99999999999554,,-1601.9999999999752
2017.10.02,-203.99999999998198,56.0000000000005,-358.00000000001387,-369.9999999999761,-127.99999999999478,-248.00000000000378,173.00000000000182,-4.999999999999449,-114.99999999999844,,-1198.9999999999661
2017.10.02,-167.9999999999904,98.99999999999353,-270.00000000001467,-373.9999999999952,-82.99999999998863,-160.00000000000458,210.99999999999852,12.000000000000899,-65.99999999998829,,-798.9999999999889
2017.10.02,-155.99999999997837,58.99999999999794,-249.00000000001032,-361.99999999999477,-93.99999999999409,-226.99999999999943,166.00000000001103,-20.999999999993246,-86.99999999999264,,-970.999999999954
2017.10.02,-132.99999999998312,-17.000000000000348,-279.00000000000705,-362.99999999999955,-90.99999999999665,-309.0000000000037,51.00000000000193,-85.99999999999719,-212.99999999999653,,-1439.999999999982
2017.10.02,-54.99999999998284,4.999999999999449,-217.0000000000005,-323.99999999998386,16.000000000016,-266.0000000000107,112.00000000000898,-71.99999999999429,-239.99999999999577,,-1040.9999999999434
2017.10.02,32.0000000000098,-7.0000000000014495,-165.00000000001512,-340.99999999997976,35.00000000000725,-283.000000000011,117.00000000000443,-122.99999999999534,-253.99999999999866,,-988.9999999999799
2017.10.02,107.00000000001265,-23.00000000000635,-246.00000000001288,-320.99999999999795,8.000000000008,-324.0000000000132,34.000000000006025,-193.99999999999417,-236.99999999999832,,-1195.9999999999964
2017.10.02,175.00000000001404,-92.00000000000318,-430.00000000001927,-196.9999999999743,-131.99999999999878,-402.0000000000135,-21.000000000000796,-219.99999999999798,-245.99999999999068,,-1564.9999999999845
2017.10.02,145.00000000001734,-73.99999999999629,-440.00000000001813,-200.9999999999934,-134.99999999999625,-375.0000000000142,-9.999999999990905,-220.99999999999343,-196.99999999998053,,-1507.9999999999657
2017.10.02,172.0000000000166,-68.99999999999685,-440.00000000001813,-205.99999999998886,-127.99999999999478,-362.00000000001785,10.000000000005116,-214.00000000000307,-175.99999999999838,,-1412.9999999999964
2017.10.02,159.00000000002024,-45.000000000006146,-436.00000000001415,-178.99999999997362,-125.99999999998168,-355.0000000000164,11.00000000000989,-209.00000000000364,-167.9999999999904,,-1347.999999999956
2017.10.02,144.0000000000108,7.9999999999968985,-358.00000000001387,-208.99999999997476,-42.999999999993044,-248.00000000000378,73.0000000000075,-154.99999999999403,-164.99999999999292,,-952.9999999999573
2017.10.02,171.00000000001003,10.999999999994348,-348.00000000001495,-181.99999999998795,29.00000000001235,-225.00000000000853,70.99999999999795,-131.99999999999878,-204.99999999998852,,-809.9999999999841
2017.10.02,179.00000000001802,-17.000000000000348,-451.0000000000014,-184.99999999997385,-36.999999999998145,-279.00000000000705,29.000000000010573,-187.00000000000384,-209.9999999999991,,-1157.999999999955
2017.10.02,281.0000000000201,-29.999999999996696,-419.0000000000138,-138.99999999998158,-31.999999999987594,-266.0000000000107,26.00000000001046,-193.99999999999417,-200.99999999998454,,-973.9999999999385
2017.10.02,259.0000000000092,-14.000000000002899,-369.0000000000193,-167.99999999997794,-39.999999999995595,-280.0000000000136,30.000000000001137,-188.9999999999947,-192.99999999999872,,-963.9999999999926
2017.10.02,292.00000000000335,-56.0000000000005,-443.0000000000156,-145.99999999998658,-96.99999999999153,-311.0000000000168,2.0000000000095497,-202.9999999999976,-181.9999999999933,,-1143.999999999989
2017.10.02,288.0000000000216,-104.99999999999955,-379.0000000000182,-97.99999999998477,30.0000000000189,-260.0000000000158,-43.99999999999693,-217.99999999999596,-205.99999999999508,,-991.9999999999658
2017.10.02,478.0000000000006,-139.00000000000023,-390.0000000000015,-42.00000000000159,-89.99999999999008,-398.00000000000944,-129.99999999999545,-314.0000000000032,-227.99999999998377,,-1252.9999999999848
2017.10.02,501.0000000000181,-168.00000000000148,-299.00000000000483,-8.99999999998613,-64.99999999998174,-407.0000000000018,-131.9999999999908,-307.99999999999716,-251.00000000000122,,-1137.999999999947
2017.10.02,421.0000000000047,-134.0000000000008,-84.0000000000174,84.00000000000318,-1.999999999990898,-307.00000000001285,-164.99999999999204,-258.0000000000027,-247.99999999998158,,-692.9999999999903
2017.10.02,462.0000000000068,-85.00000000000173,-43.999999999999595,148.00000000002456,94.00000000001629,-150.00000000000568,-137.99999999999102,-214.99999999999852,-192.99999999999872,,-120.99999999994756
2017.10.02,518.0000000000184,-148.99999999999915,-3.0000000000196536,190.00000000002615,69.00000000000794,-93.00000000000975,-99.99999999999432,-180.0000000000024,-163.9999999999864,,88.00000000004079
2017.10.02,582.0000000000158,-134.0000000000008,-31.000000000003247,254.0000000000191,91.00000000001884,-43.999999999999595,-111.99999999999477,-161.00000000000003,-117.99999999999588,,327.0000000000596
2017.10.02,483.0000000000112,-26.000000000003798,224.99999999998633,206.00000000001728,216.00000000001617,102.00000000000209,-61.99999999999761,-63.99999999999739,-118.99999999998023,,961.0000000000541
2017.10.02,434.000000000001,-24.000000000001798,217.99999999998488,158.00000000001546,178.00000000001148,51.000000000001044,-34.99999999999659,-97.00000000000264,-132.99999999998312,,750.0000000000298
2017.10.02,466.00000000001086,-12.000000000000899,394.9999999999898,117.00000000001864,174.00000000000747,34.99999999998504,-3.9999999999906777,-112.99999999999643,-125.99999999998168,,932.0000000000422
2017.10.02,349.0000000000215,-73.99999999999629,461.0000000000003,136.0000000000241,42.0000000000087,-86.0000000000083,-66.99999999999307,-148.0000000000037,-129.99999999998568,,483.00000000006753
2017.10.02,314.00000000001427,-80.99999999999774,752.9999999999815,171.0000000000207,112.000000000001,-35.00000000000725,-75.9999999999934,-146.00000000000168,-135.9999999999806,,876.0000000000366
2017.10.02,348.00000000001495,-92.00000000000318,786.9999999999822,291.00000000002524,178.00000000001148,2.999999999997449,-103.9999999999992,-165.9999999999995,-140.99999999999113,,1104.000000000038
2017.10.02,335.00000000001864,36.999999999998145,713.9999999999924,294.00000000001114,231.0000000000034,107.99999999999699,-69.00000000000261,-48.99999999999905,-124.99999999999733,,1476.0000000000218
2017.10.02,390.0000000000015,17.000000000000348,714.999999999999,162.00000000000614,173.00000000000094,45.99999999999049,-16.999999999995907,-98.99999999999353,-121.99999999999989,,1265.000000000009
2017.10.02,361.0000000000113,142.99999999999312,884.9999999999802,331.0000000000173,440.00000000001813,392.9999999999989,58.9999999999975,14.000000000002899,-92.99999999998754,,2533.0000000000314
2017.10.02,547.0000000000086,319.99999999999807,868.9999999999865,397.0000000000198,447.0000000000196,413.99999999998107,33.00000000000125,19.999999999997797,-62.99999999999084,,2984.0000000000214
2017.10.02,485.0000000000021,286.99999999999284,886.9999999999934,359.00000000000887,387.000000000004,242.99999999999324,-60.000000000002274,-14.999999999998348,-129.00000000000134,,2443.9999999999927
2017.10.02,460.000000000016,271.9999999999945,987.9999999999889,443.00000000001205,375.0000000000142,208.99999999999253,-88.99999999999864,-26.999999999999247,-171.99999999999437,,2459.000000000026
2017.10.02,467.0000000000174,287.9999999999994,978.9999999999966,355.0000000000182,440.00000000001813,200.99999999998454,-78.99999999999352,-39.999999999995595,-208.99999999999253,,2402.0000000000528
2017.10.02,504.0000000000156,314.0000000000032,853.9999999999992,334.0000000000032,462.0000000000068,208.99999999999253,-37.9999999999967,7.0000000000014495,-219.99999999999798,,2426.0000000000273
2017.10.02,549.0000000000217,324.9999999999975,825.9999999999934,356.9999999999993,473.0000000000123,266.999999999995,-24.999999999991473,18.0000000000069,-205.99999999999508,,2584.0000000000396
2017.10.02,466.00000000001086,334.9999999999964,868.000000000002,387.00000000000045,533.0000000000057,276.9999999999939,-34.99999999999659,9.00000000000345,-213.99999999998087,,2626.0000000000355
2017.10.02,450.00000000001705,322.9999999999955,949.9999999999842,384.00000000001455,527.0000000000108,257.99999999998045,-39.00000000000148,2.999999999997449,-224.99999999998633,,2631.0000000000123
2017.10.02,487.0000000000152,298.9999999999937,939.0000000000009,370.00000000000455,558.0000000000141,247.99999999998158,-43.99999999999693,-31.000000000003247,-249.99999999999466,,2576.0000000000155
2017.10.02,528.0000000000174,295.99999999999625,927.9999999999955,376.0000000000048,555.0000000000166,243.99999999999977,-48.99999999999238,-14.000000000002899,-246.99999999999721,,2617.0000000000377
2017.10.02,578.0000000000118,305.99999999999517,857.999999999981,372.0000000000141,521.0000000000159,245.99999999999068,-39.00000000000148,-24.999999999997247,-225.99999999999287,,2591.0000000000177
2017.10.02,587.0000000000042,258.0000000000027,859.9999999999941,404.0000000000248,539.0000000000006,272.99999999998994,-36.99999999999193,-81.9999999999932,-210.99999999998343,,2591.0000000000473
2017.10.03,583.0000000000002,139.99999999999568,890.9999999999974,370.00000000000455,540.0000000000072,120.99999999999334,-182.00000000000216,-158.0000000000026,-343.99999999998875,,1961.0000000000045
2017.10.03,595.0000000000122,219.99999999999798,990.000000000002,418.00000000000637,625.0000000000089,202.9999999999976,-93.99999999999409,-107.00000000000153,-359.99999999998255,,2490.000000000047
2017.10.03,571.0000000000103,258.0000000000027,968.9999999999976,395.00000000001023,602.0000000000136,224.000000000002,-72.99999999999329,-46.999999999997044,-300.99999999999574,,2598.0000000000505
2017.10.03,545.0000000000177,248.00000000000378,958.9999999999987,380.0000000000239,570.0000000000039,196.99999999998053,-60.000000000002274,-29.999999999996696,-285.99999999998624,,2523.000000000043
2017.10.03,548.0000000000151,231.0000000000034,986.9999999999824,368.0000000000234,574.0000000000078,184.99999999999073,-55.999999999997385,-26.999999999999247,-306.9999999999906,,2503.0000000000364
2017.10.03,565.0000000000155,237.99999999999378,917.9999999999966,332.9999999999984,534.0000000000123,177.99999999998929,-60.99999999999284,-42.999999999993044,-305.9999999999841,,2356.000000000036
2017.10.03,611.000000000006,203.99999999999307,943.9999999999893,350.00000000002274,565.9999999999999,96.99999999999153,-128.0000000000001,-90.99999999999665,-373.00000000000114,,2180.0000000000045
2017.10.03,605.0000000000111,200.99999999999562,873.999999999997,251.00000000000477,485.0000000000021,53.999999999998494,-141.9999999999959,-134.0000000000008,-371.99999999999454,,1822.0000000000182
2017.10.03,741.0000000000139,198.99999999999363,925.9999999999824,321.0000000000264,522.0000000000002,74.99999999998064,-146.99999999999136,-164.99999999999292,-361.9999999999957,,2110.0000000000173
2017.10.03,790.0000000000018,271.9999999999945,1005.9999999999958,219.0000000000225,586.0000000000198,161.99999999999548,-74.99999999998863,-117.00000000000044,-346.0000000000019,,2497.000000000039
2017.10.03,850.0000000000174,339.99999999999585,1031.9999999999884,239.00000000000432,653.0000000000147,279.99999999999136,53.00000000001148,-117.99999999999588,-308.9999999999815,,3020.0000000000464
2017.10.03,810.0000000000218,368.9999999999971,996.9999999999812,245.00000000000455,620.0000000000206,279.99999999999136,66.0000000000025,-70.99999999999883,-293.99999999999426,,3022.0000000000264
2017.10.03,800.0000000000007,293.99999999999426,922.0000000000006,239.00000000000432,605.0000000000111,202.9999999999976,18.000000000000682,-137.9999999999937,-346.9999999999862,,2596.000000000029
2017.10.03,822.0000000000116,153.00000000000313,437.99999999998283,227.00000000000387,235.00000000000742,-170.00000000000347,-146.0000000000008,-309.0000000000037,-374.999999999992,,875.0000000000093
2017.10.03,872.0000000000061,190.99999999999673,583.9999999999845,262.00000000000045,372.00000000001677,-93.00000000000975,-140.00000000000057,-300.0000000000003,-381.99999999999346,,1366.000000000001
2017.10.03,856.0000000000123,209.00000000000364,618.9999999999918,245.00000000000455,405.0000000000109,-45.000000000006146,-110.99999999999,-271.9999999999945,-346.9999999999862,,1559.0000000000462
2017.10.03,875.0000000000035,163.00000000000205,571.9999999999948,229.00000000001342,356.00000000000074,-182.0000000000155,-165.99999999999682,-361.9999999999957,-397.99999999998727,,1087.0000000000193
2017.10.03,852.0000000000083,56.0000000000005,486.999999999993,251.00000000000477,230.00000000001907,-328.00000000001717,-244.99999999999034,-425.99999999999307,-446.9999999999974,,430.00000000002774
2017.10.03,803.0000000000203,103.99999999999298,512.9999999999857,233.0000000000041,254.00000000002086,-236.99999999999832,-192.99999999999784,-361.0000000000002,-385.99999999999744,,730.00000000003
2017.10.03,702.0000000000026,146.99999999999713,603.9999999999824,241.00000000001387,404.0000000000044,-107.00000000001265,-137.99999999999102,-298.9999999999937,-385.99999999999744,,1168.0000000000057
2017.10.03,569.0000000000194,195.9999999999962,466.9999999999952,48.00000000000182,360.0000000000048,-189.00000000001694,-121.99999999999989,-278.00000000000045,-391.9999999999924,,659.0000000000076
2017.10.03,507.000000000013,183.99999999999528,532.9999999999835,-116.99999999999022,159.00000000002024,-346.0000000000019,-46.999999999997044,-319.0000000000026,-391.9999999999924,,162.00000000002797
2017.10.03,469.0000000000083,137.9999999999937,500.9999999999959,-157.99999999998704,114.0000000000141,-436.00000000001415,-49.99999999999716,-329.999999999997,-391.9999999999924,,-143.9999999999756
2017.10.03,516.0000000000053,129.9999999999968,546.000000000002,-107.99999999997567,104.00000000001519,-419.9999999999982,-107.99999999998988,-331.0000000000035,-380.9999999999869,,-51.99999999993486
2017.10.03,504.0000000000156,51.99999999999649,668.9999999999862,-87.99999999999386,55.000000000005045,-577.0000000000052,-158.00000000000125,-325.99999999999295,-438.9999999999894,,-307.99999999997954
2017.10.03,448.000000000004,43.999999999999595,767.9999999999909,-144.9999999999818,19.00000000001345,-614.0000000000034,-155.9999999999917,-314.99999999999864,-443.99999999999994,,-394.99999999996754
2017.10.03,489.0000000000061,85.99999999999719,840.9999999999807,-60.99999999997863,117.00000000001154,-411.0000000000058,-126.99999999999534,-331.999999999999,-390.0000000000015,,212.00000000001558
2017.10.03,356.00000000000074,49.99999999999449,841.9999999999872,-167.0000000000016,89.00000000000574,-491.0000000000192,-99.99999999999432,-402.9999999999978,-409.99999999999926,,-234.00000000002422
2017.10.03,324.0000000000132,70.99999999999883,946.9999999999867,-185.99999999997863,78.00000000000028,-480.00000000001376,-61.99999999999761,-395.0000000000009,-394.9999999999898,,-97.99999999998187
2017.10.03,371.00000000001023,80.99999999999774,905.9999999999845,-178.99999999997362,28.000000000005798,-451.0000000000014,-36.000000000001364,-358.9999999999982,-376.9999999999829,,-15.999999999959243
2017.10.03,412.00000000001234,48.99999999999905,941.9999999999984,-158.99999999999181,56.000000000011596,-473.0000000000123,-99.99999999999432,-366.9999999999951,-380.9999999999869,,-20.999999999959073
2017.10.03,457.00000000001853,-12.999999999996348,922.999999999985,-145.99999999998658,-25.999999999992696,-601.000000000007,-137.00000000000045,-363.99999999999767,-405.9999999999952,,-312.99999999997243
2017.10.03,364.00000000000875,-29.999999999996696,900.9999999999962,-179.9999999999784,-51.99999999998539,-716.0000000000056,-207.9999999999984,-368.00000000000165,-452.99999999999227,,-741.9999999999536
2017.10.03,333.0000000000055,-23.00000000000635,842.9999999999937,-141.9999999999959,-44.99999999998394,-721.000000000016,-244.99999999999034,-383.99999999999545,-471.9999999999835,,-855.9999999999723
2017.10.03,210.0000000000213,-65.00000000000395,924.9999999999981,-70.99999999999795,-34.99999999998504,-788.0000000000109,-286.9999999999919,-432.9999999999945,-554.9999999999944,,-1098.999999999959
2017.10.03,303.0000000000088,-173.00000000000094,979.9999999999809,-13.999999999981583,48.000000000003595,-1032.0000000000107,-485.99999999999,-593.9999999999945,-856.9999999999967,,-1824.999999999981
2017.10.03,306.00000000000625,-218.00000000000708,1175.9999999999993,37.00000000000614,226.99999999999943,-1045.000000000007,-487.99999999999955,-617.0000000000009,-866.9999999999956,,-1488.999999999999
2017.10.03,312.00000000000114,-214.99999999999852,1224.9999999999873,-18.999999999977035,230.00000000001907,-1083.0000000000118,-484.99999999999943,-653.999999999999,-912.0000000000017,,-1600.99999999998
2017.10.03,343.00000000000443,-190.99999999999673,1237.9999999999836,35.00000000002501,239.00000000001143,-1015.0000000000103,-458.999999999989,-632.9999999999947,-895.0000000000014,,-1337.9999999999677
2017.10.03,381.0000000000091,-192.00000000000327,1305.0000000000007,64.00000000002137,282.0000000000045,-958.9999999999987,-438.99999999999295,-714.0000000000035,-897.9999999999987,,-1169.9999999999613
2017.10.03,386.00000000001967,-173.9999999999964,1241.9999999999875,62.00000000001182,374.0000000000077,-919.0000000000032,-427.99999999999727,-710.999999999995,-899.9999999999897,,-1067.999999999955
2017.10.03,431.0000000000036,-131.99999999999878,1349.9999999999845,91.00000000000819,423.0000000000178,-840.0000000000185,-411.00000000000136,-686.9999999999932,-892.9999999999883,,-667.999999999986
2017.10.03,466.00000000001086,-175.00000000000293,1315.9999999999839,108.00000000000409,443.99999999999994,-892.0000000000039,-432.00000000000216,-702.0000000000026,-945.9999999999802,,-812.999999999993
2017.10.03,446.0000000000131,-168.00000000000148,1392.9999999999998,14.000000000010004,470.9999999999992,-866.0000000000113,-426.00000000000193,-695.9999999999966,-944.9999999999958,,-776.9999999999852
2017.10.03,416.00000000001637,-163.99999999999747,1434.000000000002,5.000000000023874,477.0000000000163,-819.0000000000142,-361.99999999999477,-664.9999999999934,-908.999999999982,,-586.9999999999234
2017.10.03,451.0000000000014,-148.99999999999915,1522.0000000000011,88.00000000002228,534.0000000000123,-777.0000000000055,-362.99999999999955,-675.9999999999989,-902.9999999999872,,-272.9999999999528
2017.10.03,439.0000000000116,-163.00000000000205,1543.9999999999898,84.00000000000318,531.0000000000148,-815.0000000000101,-381.9999999999908,-697.0000000000032,-939.0000000000009,,-397.9999999999877
2017.10.03,441.0000000000025,-173.00000000000094,1583.0000000000011,94.99999999999886,547.0000000000086,-754.0000000000102,-372.99999999999045,-705.9999999999956,-901.9999999999806,,-241.9999999999668
2017.10.04,504.9999999999999,-187.00000000000384,1569.9999999999825,147.00000000001978,589.0000000000173,-707.0000000000132,-388.9999999999958,-705.0000000000001,-901.9999999999806,,-78.9999999999743
2017.10.04,542.0000000000202,-192.00000000000327,1591.9999999999934,160.000000000025,638.0000000000052,-710.0000000000106,-387.999999999991,-712.9999999999969,-964.9999999999936,,-35.999999999951
