date,AUDUSD,CHFJPY,empty,sum
2020.09.14,-35.00000000000725,-7.000000000005002,,-42.00000000001225
2020.09.14,-65.00000000000395,-42.00000000000159,,-107.00000000000554
2020.09.14,-105.00000000001064,-111.0000000000042,,-216.00000000001484
2020.09.14,-136.00000000000279,-126.99999999999534,,-262.9999999999981
2020.09.14,-106.00000000000608,-112.99999999999955,,-219.00000000000563
2020.09.14,-81.00000000000884,-126.99999999999534,,-208.00000000000418
2020.09.14,-91.00000000000774,-123.00000000000466,,-214.0000000000124
2020.09.14,-24.000000000001798,-73.99999999999807,,-97.99999999999986
2020.09.14,-49.00000000001015,-75.9999999999934,,-125.00000000000355
2020.09.14,-36.0000000000027,-81.00000000000307,,-117.00000000000577
2020.09.14,-102.00000000000209,-141.9999999999959,,-243.999999999998
2020.09.14,-94.00000000000519,-137.00000000000045,,-231.00000000000563
2020.09.14,-86.0000000000083,-99.99999999999432,,-186.00000000000261
2020.09.14,-85.00000000000173,-96.00000000000364,,-181.00000000000537
2020.09.14,-55.000000000005045,-81.00000000000307,,-136.00000000000813
2020.09.14,-93.00000000000975,-40.99999999999682,,-134.00000000000657
2020.09.14,-110.00000000001009,-73.99999999999807,,-184.00000000000816
2020.09.14,-127.00000000001043,-105.00000000000398,,-232.0000000000144
2020.09.14,-113.00000000000753,-105.00000000000398,,-218.0000000000115
2020.09.14,-77.00000000000485,-46.999999999997044,,-124.00000000000189
2020.09.14,-123.00000000000644,-141.00000000000534,,-264.00000000001177
2020.09.14,-85.00000000000173,-96.9999999999942,,-181.99999999999594
2020.09.14,-95.00000000000064,-108.99999999999466,,-203.99999999999528
2020.09.14,-42.0000000000087,-115.99999999999966,,-158.00000000000836
2020.09.14,-26.000000000003798,-150.00000000000568,,-176.0000000000095
2020.09.14,-8.000000000008,-108.99999999999466,,-117.00000000000266
2020.09.14,38.99999999998904,-120.99999999999511,,-82.00000000000607
2020.09.14,-27.00000000001035,-194.99999999999318,,-222.00000000000352
2020.09.14,-11.00000000000545,-248.00000000000466,,-259.0000000000101
2020.09.14,12.999999999996348,-227.99999999999443,,-214.99999999999807
2020.09.14,2.999999999997449,-256.0000000000002,,-253.00000000000279
2020.09.14,-8.000000000008,-225.9999999999991,,-234.0000000000071
