date,USDCHF,GBPUSD,EURUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDCAD,empty,sum
2019.05.20,0.0,-87.99999999999919,-4.000000000004,-100.0000000000112,-89.99999999999008,-10.999999999994348,-150.99999999999002,-20.999999999993246,0.0,-74.99999999998863,-14.999999999987246,-45.99999999999049,-69.00000000000261,-4.000000000004,-404.0000000000044,-33.999999999991815,0.0,,-1111.9999999999511
2019.05.20,-24.000000000001798,-68.00000000000139,4.999999999988347,-50.0000000000167,-82.99999999998863,-32.999999999994145,-117.99999999999588,-73.00000000000084,90.99999999999665,21.99999999999136,-52.99999999999194,151.00000000001222,-40.99999999999682,24.999999999986144,-350.9999999999902,16.000000000005343,62.000000000006494,,-521.9999999999918
2019.05.20,27.999999999983594,-39.999999999995595,-4.000000000004,-65.00000000000395,-89.99999999999008,-39.00000000000014,-115.99999999999389,-75.9999999999983,94.00000000000519,7.000000000005002,52.000000000007596,-62.000000000006494,-10.99999999999568,69.9999999999923,-463.9999999999977,28.000000000005798,38.0000000000047,,-649.9999999999818
2019.05.20,31.999999999987594,0.9999999999843467,17.000000000000348,17.999999999984695,-75.99999999998718,-42.999999999993044,-145.9999999999906,-18.999999999991246,153.99999999999858,106.99999999999932,84.0000000000174,-48.000000000003595,7.000000000005002,180.0000000000024,-499.9999999999893,75.00000000000284,31.000000000003247,,-125.99999999996925
2019.05.20,41.99999999998649,14.999999999987246,17.999999999984695,10.999999999983245,-72.99999999998974,-31.000000000003247,-144.99999999999514,-19.999999999997797,158.99999999999804,14.000000000010004,77.00000000001594,-45.000000000006146,-79.9999999999983,147.99999999999258,-512.0000000000014,0.0,55.000000000005045,,-367.00000000002836
2019.05.20,49.99999999999449,-16.000000000016,17.999999999984695,-43.999999999999595,-100.99999999999554,-2.999999999997449,-56.99999999999594,-63.99999999999739,150.00000000000568,-105.99999999999454,40.0000000000178,150.00000000000568,-156.99999999999648,104.99999999999955,-326.9999999999884,-79.9999999999983,4.999999999999449,,-436.99999999997226
2019.05.20,51.99999999998539,-51.000000000001044,-12.000000000012001,-102.00000000000209,-108.99999999998133,26.000000000003798,-32.999999999994145,-88.99999999999464,114.99999999999844,-139.99999999998636,-40.99999999997994,188.00000000001037,-197.9999999999933,21.999999999988695,-302.9999999999866,-143.99999999999125,14.000000000002899,,-804.9999999999332
2019.05.20,85.00000000000173,-96.00000000000719,-1.0000000000065512,-171.00000000001003,-136.99999999998712,74.00000000000739,38.0000000000047,-162.99999999999093,90.0000000000012,-223.99999999998954,0.0,256.99999999999613,-179.9999999999926,-28.000000000005798,-160.99999999998892,-161.99999999999193,-34.99999999999615,,-813.9999999999557
2019.05.20,87.99999999999919,-126.0000000000039,34.000000000000696,-196.0000000000184,-168.99999999999693,124.99999999999733,107.00000000000153,-185.99999999999727,87.99999999999919,-346.00000000000364,-17.000000000000348,304.9999999999997,-316.99999999999307,-43.999999999999595,-65.99999999998829,-250.0,-70.99999999999883,,-1041.0000000000025
2019.05.20,89.99999999999008,-126.0000000000039,4.999999999988347,-198.00000000000927,-151.9999999999966,129.00000000000134,127.00000000001043,-190.00000000000128,82.99999999999974,-312.9999999999882,-43.999999999999595,357.99999999999164,-266.9999999999959,-92.00000000000318,-11.00000000000545,-237.99999999999955,-71.99999999999429,,-911.0000000000155
2019.05.20,109.00000000000354,-86.0000000000083,-4.000000000004,-184.00000000000637,-136.99999999998712,126.0000000000039,102.00000000000209,-154.99999999999403,82.00000000000429,-204.00000000000773,-52.99999999999194,344.99999999999534,-152.9999999999916,-104.99999999999955,-21.00000000000435,-176.9999999999925,-17.000000000000348,,-531.9999999999786
2019.05.20,109.00000000000354,-90.00000000001229,-30.0000000000189,-189.00000000001694,-116.99999999998934,148.99999999999915,121.00000000000443,-175.99999999999838,60.99999999999994,-258.99999999998613,-63.99999999999739,391.9999999999924,-173.00000000000182,-154.0000000000097,39.00000000001125,-227.99999999999443,-46.999999999997044,,-656.0000000000116
2019.05.20,120.99999999999334,-80.00000000001339,-72.0000000000054,-177.00000000000495,-99.99999999998899,135.00000000000733,133.00000000000534,-171.99999999999437,62.000000000006494,-221.00000000000364,-106.99999999999044,400.00000000000034,-137.99999999999102,-163.00000000000205,73.00000000001194,-192.99999999999784,-60.99999999999994,,-559.9999999999673
2019.05.20,139.00000000000023,-38.0000000000047,-67.00000000001705,-170.00000000000347,-98.99999999998244,162.0000000000066,174.00000000000747,-185.00000000000182,60.99999999999994,-145.99999999998658,-109.99999999998789,554.9999999999944,-91.99999999999875,-167.00000000000603,182.99999999999983,-177.99999999999727,-69.9999999999923,,-47.99999999996979
2019.05.20,150.99999999999002,-68.00000000000139,-74.0000000000185,-225.00000000000853,-115.99999999998278,170.99999999999892,194.0000000000053,-207.00000000000162,35.00000000000725,-187.99999999998818,-105.99999999998388,567.0000000000064,-76.99999999999818,-202.00000000001327,228.00000000000597,-183.9999999999975,-86.99999999999264,,-187.99999999997266
2019.05.20,158.99999999999804,-70.0000000000145,-73.00000000001194,-226.99999999999943,-116.99999999998934,189.00000000000583,227.00000000001052,-213.99999999999199,35.00000000000725,-201.99999999999818,-96.99999999999153,583.0000000000002,-93.99999999999409,-207.00000000000162,277.00000000001614,-197.9999999999933,-108.99999999999244,,-137.99999999994034
2019.05.20,160.00000000000458,-51.000000000001044,-94.00000000001629,-223.00000000001762,-116.99999999998934,180.0000000000024,219.00000000000253,-213.99999999999199,33.000000000005244,-164.99999999999204,-125.99999999998168,607.0000000000019,-60.000000000002274,-236.99999999999832,300.99999999999574,-198.99999999999807,-98.99999999999353,,-84.9999999999698
2019.05.20,150.99999999999002,-69.00000000000794,-97.00000000001374,-231.0000000000034,-89.99999999999008,168.00000000000148,203.00000000000873,-215.99999999999397,18.0000000000069,-133.99999999998613,-91.99999999998099,531.9999999999991,4.0000000000048885,-236.00000000001398,256.00000000001177,-159.9999999999966,-102.99999999999754,,-95.99999999996145
2019.05.20,119.99999999998678,-82.00000000000429,-97.00000000001374,-225.00000000000853,-120.99999999999334,157.00000000000713,223.00000000000654,-223.99999999999088,26.000000000003798,-118.99999999999977,-151.9999999999966,591.0000000000082,-9.999999999990905,-239.00000000001143,302.0000000000023,-137.99999999999102,-121.99999999999989,,-109.99999999998568
2019.05.20,119.99999999998678,-35.00000000000725,-91.00000000001884,-153.00000000000313,-98.99999999998244,160.00000000000458,233.00000000000543,-234.99999999999633,53.999999999998494,-84.00000000000318,-232.99999999999432,730.0000000000084,-25.99999999999625,-273.0000000000121,368.9999999999971,-195.99999999999795,-151.00000000000114,,89.99999999998784
2019.05.20,48.000000000003595,-78.00000000000028,-60.99999999999994,-157.00000000000713,-88.99999999998354,117.00000000000044,226.00000000000398,-207.00000000000162,68.00000000000139,-146.99999999999136,-222.99999999999542,815.0000000000101,-74.99999999998863,-238.0000000000049,365.99999999999966,-201.99999999999818,-204.99999999999963,,-41.99999999995143
2019.05.20,-6.000000000017103,-253.00000000001432,-25.00000000000835,-221.00000000000452,-34.99999999998504,95.00000000000064,221.99999999999997,-212.99999999999653,-29.999999999996696,-264.00000000001,-145.99999999997948,622.0000000000115,-55.999999999997385,-198.00000000000927,409.99999999999926,-156.99999999999648,-206.99999999999054,,-461.9999999999943
2019.05.20,-7.0000000000014495,-279.00000000000705,5.999999999994898,-241.00000000000233,-73.99999999999629,80.99999999999774,229.00000000000142,-202.9999999999976,-41.9999999999976,-324.0000000000123,26.0000000000149,601.000000000007,-129.99999999999545,-151.00000000001222,422.9999999999956,-185.00000000000227,-235.99999999999176,,-506.0000000000046
2019.05.20,-114.0000000000141,-263.99999999999756,-67.00000000001705,-243.00000000001543,-43.999999999999595,-85.00000000000173,62.000000000006494,-185.99999999999727,-36.0000000000027,-286.00000000000136,70.0000000000145,472.00000000000574,-66.0000000000025,-139.00000000000023,292.00000000000335,-150.99999999999625,-264.999999999993,,-1050.0000000000086
