date,GBPUSD,USDCAD,AUDUSD,NZDUSD,CADCHF,GBPAUD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.02.01,-52.99999999999194,-89.99999999999008,-60.00000000000449,-134.0000000000008,-51.000000000001044,-7.0000000000014495,-64.99999999999773,-99.00000000000375,-152.00000000000102,,-710.9999999999923
2021.02.01,-76.0000000000094,21.00000000000435,-57.00000000000705,-124.99999999999733,56.0000000000005,53.999999999998494,-87.99999999999386,-116.99999999999022,-153.99999999999636,,-485.9999999999909
2021.02.01,-65.00000000000395,19.999999999997797,-91.00000000000774,-165.9999999999995,80.00000000000229,-25.999999999992696,-76.00000000000762,-128.99999999999068,-174.99999999999716,,-627.9999999999993
2021.02.01,0.0,113.00000000000753,-29.000000000001247,-104.00000000000409,112.000000000001,131.00000000001444,24.00000000000091,2.0000000000095497,-60.000000000002274,,189.0000000000258
2021.02.01,-42.999999999993044,59.000000000009045,-106.00000000000608,-209.00000000000364,182.99999999999983,19.00000000001345,-19.99999999999602,-90.99999999999397,-171.00000000000648,,-378.9999999999769
2021.02.01,-137.00000000000932,58.000000000002494,-130.0000000000079,-219.00000000000253,180.99999999999784,43.999999999999595,-7.000000000005002,-90.99999999999397,-162.9999999999967,,-464.0000000000155
2021.02.01,-259.9999999999936,-73.99999999999629,-226.99999999999943,-353.0000000000033,187.9999999999993,-34.000000000000696,-34.000000000006025,-158.99999999999181,-259.00000000000034,,-1211.9999999999923
2021.02.01,-256.99999999999613,-72.99999999998974,-226.99999999999943,-353.99999999999875,226.00000000000398,39.00000000001125,-37.00000000000614,-153.99999999999636,-269.00000000000546,,-1105.9999999999768
2021.02.01,-283.99999999999534,-41.000000000002146,-274.00000000000756,-407.0000000000018,236.00000000000287,-28.000000000005798,-73.0000000000075,-247.99999999999045,-362.99999999999955,,-1482.0000000000073
2021.02.01,-275.000000000003,-28.000000000005798,-246.00000000000176,-380.999999999998,280.00000000000244,22.999999999995246,-81.00000000000307,-237.99999999999955,-355.99999999999454,,-1302.0000000000082
2021.02.01,-310.0000000000103,-92.00000000000318,-284.0000000000065,-426.00000000000415,321.0000000000046,-19.999999999997797,-93.99999999999409,-253.0000000000001,-373.9999999999952,,-1532.0000000000068
2021.02.01,-337.99999999999386,-126.99999999998823,-326.9999999999995,-475.0000000000032,343.00000000000443,-78.00000000000028,-111.99999999999477,-295.0000000000017,-426.00000000000193,,-1834.999999999979
2021.02.01,-358.9999999999982,-127.99999999999478,-324.00000000000205,-479.0000000000072,338.00000000000495,-63.99999999999739,-117.00000000000443,-295.0000000000017,-433.9999999999975,,-1861.9999999999984
2021.02.01,-323.0000000000066,-117.99999999999588,-304.00000000000426,-423.0000000000067,338.00000000000495,-70.99999999999883,-123.00000000000466,-290.9999999999968,-375.0,,-1690.000000000009
2021.02.01,-313.99999999999204,-167.9999999999904,-329.00000000000153,-418.0000000000073,368.9999999999971,-119.00000000000244,-146.0000000000008,-311.9999999999976,-387.00000000000045,,-1823.999999999996
2021.02.01,-502.00000000000244,-212.99999999999653,-411.0000000000058,-441.0000000000025,392.00000000000347,-143.00000000000423,-141.9999999999959,-356.9999999999993,-368.9999999999998,,-2186.000000000003
2021.02.01,-442.00000000000904,-225.99999999999287,-415.0000000000098,-455.0000000000054,383.99999999999545,-190.00000000000128,-171.00000000000648,-384.9999999999909,-414.0000000000015,,-2314.000000000022
2021.02.01,-411.99999999999017,-200.00000000000017,-398.00000000000944,-443.99999999999994,368.00000000000165,-160.00000000000458,-156.99999999999648,-366.9999999999902,-394.00000000000546,,-2163.9999999999945
2021.02.01,-387.99999999998835,-208.00000000000819,-384.00000000000654,-433.0000000000056,351.99999999999676,-178.99999999999582,-185.00000000000227,-379.99999999999545,-396.0000000000008,,-2201.0000000000064
2021.02.01,-378.999999999996,-195.9999999999962,-382.00000000000455,-414.00000000000324,355.0000000000053,-258.0000000000027,-180.99999999999739,-378.0000000000001,-388.9999999999958,,-2221.999999999991
2021.02.01,-550.000000000006,-195.9999999999962,-342.000000000009,-404.99999999999983,324.9999999999975,-1.999999999990898,-168.99999999999693,-326.9999999999982,-367.999999999995,,-2033.9999999999945
2021.02.01,-388.9999999999949,-28.000000000005798,-217.0000000000005,-326.9999999999995,346.0000000000019,177.00000000000495,-108.00000000000409,-239.00000000000432,-361.0000000000042,,-1146.0000000000064
2021.02.01,-354.9999999999942,-25.999999999992696,-220.00000000000907,-322.00000000000006,458.00000000000284,163.00000000000205,-197.00000000000273,-325.9999999999934,-397.00000000000557,,-1221.999999999993
2021.02.01,-405.9999999999952,9.999999999998899,-242.00000000000887,-341.0000000000024,461.0000000000003,107.99999999999699,-156.0000000000059,-331.99999999999363,-393.0000000000007,,-1291.0000000000105
2021.02.01,-265.0000000000041,62.99999999999084,-177.00000000000495,-270.99999999999903,478.0000000000006,124.99999999999733,-147.99999999999613,-289.0000000000015,-362.99999999999955,,-847.0000000000165
2021.02.01,-168.99999999999693,139.00000000000023,-111.00000000000554,-214.00000000000307,467.0000000000063,70.99999999999883,-132.000000000005,-242.999999999995,-311.00000000000705,,-503.0000000000073
2021.02.01,-174.00000000000747,114.99999999999844,-143.9999999999997,-246.99999999999721,504.9999999999999,53.00000000001415,-144.99999999999602,-278.99999999999636,-352.00000000000387,,-667.9999999999882
2021.02.01,-140.99999999999113,114.99999999999844,-158.0000000000026,-253.0000000000032,443.99999999999994,2.999999999997449,-126.00000000000477,-271.99999999999136,-349.00000000000375,,-737.000000000001
2021.02.01,-245.0000000000063,96.99999999999153,-204.00000000000418,-263.99999999999756,419.9999999999982,2.0000000000131024,-99.00000000000375,-302.99999999999727,-325.00000000000284,,-921.0000000000092
2021.02.01,-126.0000000000039,130.99999999999224,-131.00000000000333,-189.00000000000583,451.0000000000014,2.999999999997449,-129.0000000000049,-271.0000000000008,-295.0000000000017,,-556.0000000000293
2021.02.01,-56.99999999999594,134.00000000001188,-153.00000000000313,-209.9999999999991,429.99999999999704,-181.9999999999933,-115.99999999999966,-304.00000000000205,-329.00000000000773,,-786.9999999999919
2021.02.01,82.00000000000429,191.00000000000784,-153.00000000000313,-238.0000000000049,400.00000000000034,-266.999999999995,-90.99999999999397,-280.00000000000114,-346.9999999999942,,-702.9999999999798
2021.02.01,59.99999999999339,102.00000000000209,-117.00000000000044,-218.00000000000708,421.0000000000047,-183.99999999998417,-141.00000000000534,-248.99999999999523,-307.00000000000216,,-632.9999999999942
2021.02.01,75.00000000000284,62.99999999999084,-120.00000000000898,-219.99999999999798,390.99999999999693,-217.99999999998488,-183.9999999999975,-259.00000000000034,-326.9999999999982,,-798.9999999999973
2021.02.01,184.00000000000637,127.00000000001043,-128.00000000000588,-260.00000000000466,358.9999999999982,-331.999999999999,-123.00000000000466,-259.9999999999909,-365.99999999999966,,-798.9999999999898
2021.02.01,184.00000000000637,192.99999999999872,-126.99999999999933,-224.9999999999974,236.99999999999832,-295.99999999998516,-88.99999999999864,-250.0,-326.0000000000076,,-698.9999999999848
2021.02.01,272.99999999998994,417.0000000000007,-63.00000000000195,-102.99999999999754,306.00000000000625,-317.9999999999961,37.00000000000614,-212.99999999999386,-219.0000000000083,,117.00000000000534
2021.02.01,215.99999999999397,336.00000000000296,-89.00000000000574,-138.00000000000477,348.00000000000387,-297.9999999999983,-31.00000000000591,-260.9999999999957,-275.0000000000057,,-192.00000000001535
2021.02.01,256.99999999999613,397.0000000000029,-55.000000000005045,-104.00000000000409,412.00000000000125,-265.0000000000041,-10.000000000005116,-241.99999999999022,-253.0000000000001,,136.9999999999917
2021.02.01,238.0000000000049,446.9999999999974,-60.99999999999994,-89.00000000000574,361.0000000000002,-276.9999999999939,10.000000000005116,-254.99999999999545,-245.9999999999951,,128.0000000000175
2021.02.01,158.99999999999804,371.99999999999454,-145.00000000000622,-119.99999999999788,363.99999999999767,-327.99999999999494,9.000000000000341,-305.9999999999974,-236.0000000000042,,-231.00000000001006
2021.02.01,168.99999999999693,341.99999999999784,-161.00000000000003,-134.0000000000008,402.9999999999978,-479.99999999999153,-19.000000000005457,-322.9999999999933,-260.0000000000051,,-463.0000000000036
2021.02.01,225.00000000000853,384.9999999999909,-209.9999999999991,-138.00000000000477,404.0000000000044,-556.9999999999853,28.000000000005798,-362.99999999999955,-248.99999999999523,,-474.9999999999743
2021.02.01,194.0000000000053,320.9999999999935,-246.00000000000176,-174.00000000000747,375.9999999999986,-666.9999999999953,-12.000000000000455,-382.99999999999557,-275.99999999999625,,-866.9999999999994
2021.02.01,292.00000000000335,534.0000000000123,-197.00000000000273,-145.00000000000622,350.00000000000585,-644.0000000000001,115.99999999999966,-365.99999999999966,-257.99999999999557,,-317.9999999999832
