date,USDCHF,EURCHF,CADCHF,EURGBP,GBPJPY,AUDJPY,empty,sum
2020.10.12,-40.00000000000669,32.999999999994145,6.999999999990347,14.999999999998348,-27.999999999991587,18.000000000000682,,4.999999999985242
2020.10.12,9.999999999998899,22.0000000000109,46.999999999997044,-43.00000000000415,0.0,33.999999999991815,,69.99999999999451
2020.10.12,29.999999999996696,14.000000000002899,44.99999999999504,-44.99999999999504,15.00000000001478,46.999999999997044,,106.00000000001141
2020.10.12,0.0,-7.0000000000014495,8.999999999992347,-36.0000000000027,42.00000000000159,82.99999999999841,,90.9999999999882
2020.10.12,-21.00000000000435,-8.000000000008,0.0,9.00000000000345,109.00000000000887,125.0,,213.99999999999997
2020.10.12,7.0000000000014495,8.999999999992347,11.999999999989797,-14.000000000002899,109.00000000000887,151.9999999999868,,274.99999999997635
2020.10.12,12.999999999996348,12.000000000012001,2.999999999997449,-24.000000000001798,118.00000000002342,224.99999999999432,,347.0000000000217
2020.10.12,27.999999999994696,5.999999999994898,8.999999999992347,-24.000000000001798,130.00000000002387,211.9999999999891,,360.9999999999931
2020.10.12,-24.000000000001798,-32.999999999994145,-38.0000000000047,16.0000000000049,206.00000000001728,209.99999999999375,,337.0000000000153
2020.10.12,-17.000000000000348,-8.000000000008,15.999999999993797,12.000000000000899,129.0000000000191,110.99999999999,,242.99999999999545
2020.10.12,14.999999999998348,1.999999999990898,15.999999999993797,19.999999999997797,243.00000000002342,193.9999999999884,,489.99999999999267
2020.10.12,10.999999999994348,21.00000000000435,12.999999999996348,19.00000000000235,248.00000000001887,225.9999999999991,,538.0000000000153
2020.10.12,-1.0000000000065512,29.999999999996696,15.999999999993797,14.000000000002899,214.00000000002706,212.99999999999386,,486.00000000000773
2020.10.12,31.000000000003247,41.000000000002146,24.999999999997247,-16.0000000000049,267.00000000002433,208.99999999998897,,557.000000000011
2020.10.12,7.0000000000014495,32.0000000000098,11.999999999989797,-43.00000000000415,252.00000000000955,208.99999999998897,,468.9999999999954
