date,USDCHF,GBPUSD,EURUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,NZDCAD,AUDNZD,empty,sum
2019.05.27,-10.999999999983245,0.0,-11.999999999989797,-26.000000000003798,0.0,-37.9999999999967,-9.999999999998899,-26.999999999999247,-27.999999999994696,-40.99999999999682,-24.000000000001798,-11.00000000000545,-5.000000000009663,-31.999999999987594,-28.999999999990145,-32.999999999994145,-5.999999999994898,,-332.9999999999469
2019.05.27,-4.000000000004,42.0000000000087,-18.999999999991246,-29.000000000001247,68.00000000000139,40.00000000000625,12.000000000000899,21.999999999999797,21.999999999999797,25.999999999982037,7.0000000000014495,-73.00000000001194,-1.0000000000047748,-32.999999999994145,-8.000000000008,-32.999999999994145,42.0000000000087,,80.99999999999953
2019.05.27,-4.000000000004,46.999999999997044,-5.999999999994898,-48.99999999999905,58.000000000002494,46.00000000000648,-9.00000000000345,12.000000000000899,36.0000000000027,7.000000000005002,10.999999999983245,-56.99999999999594,3.0000000000001137,-41.99999999998649,46.999999999997044,-63.99999999999739,65.00000000000395,,101.00000000001776
2019.05.27,-28.999999999990145,-12.999999999996348,-5.999999999994898,-69.00000000000794,-26.0000000000149,85.00000000000796,-26.999999999999247,-9.999999999998899,4.000000000004,-144.00000000000546,-43.999999999999595,-117.00000000001154,-79.00000000000773,-28.999999999990145,28.999999999990145,-80.99999999999774,76.99999999999375,,-479.00000000001876
2019.05.27,-28.999999999990145,-5.000000000010552,-9.999999999998899,-72.0000000000054,-15.00000000000945,100.00000000000853,-34.99999999999615,-52.000000000007596,12.000000000000899,-144.00000000000546,-26.999999999999247,-83.00000000001084,-82.00000000000784,-4.999999999988347,-72.0000000000054,-63.00000000000195,24.000000000001798,,-558.000000000026
2019.05.27,-24.000000000001798,-4.000000000004,-17.000000000000348,-67.00000000000594,-9.000000000014552,115.99999999999966,-34.99999999999615,-43.999999999999595,16.0000000000049,-123.00000000001887,-6.000000000017103,-53.999999999998494,-80.0000000000125,-7.999999999985796,-48.000000000003595,-68.99999999999685,34.000000000000696,,-422.00000000005036
2019.05.27,-58.000000000002494,42.999999999993044,29.00000000001235,-28.000000000005798,-18.0000000000069,84.00000000000318,-49.99999999999449,-7.0000000000014495,2.000000000002,-123.00000000001887,3.999999999981796,-168.0000000000126,-73.0000000000075,6.000000000017103,14.000000000002899,-39.00000000000014,38.0000000000047,,-344.00000000003314
2019.05.27,-55.99999999998939,-18.999999999991246,25.00000000000835,-45.000000000006146,-83.00000000001084,132.000000000005,-61.999999999995396,-75.00000000000284,-17.999999999995797,-254.0000000000191,-46.0000000000127,-73.99999999999629,-142.00000000001012,28.000000000005798,-120.99999999999334,-34.000000000000696,-9.999999999998899,,-854.0000000000035
2019.05.27,-55.000000000005045,-62.000000000006494,-12.999999999996348,-26.999999999999247,-80.99999999999774,132.000000000005,-51.000000000001044,-48.99999999999905,-22.999999999995246,-237.99999999999955,-104.99999999999955,-146.00000000000168,-128.0000000000001,-7.0000000000014495,-22.0000000000109,-19.00000000000235,-9.999999999998899,,-904.0000000000098
2019.05.27,-17.000000000000348,-52.99999999999194,-25.999999999992696,-30.000000000007798,-68.00000000000139,141.9999999999959,-34.99999999999615,-43.999999999999595,-17.999999999995797,-225.9999999999991,-113.00000000000753,-202.9999999999976,-126.00000000000477,-26.999999999999247,-21.00000000000435,-17.999999999995797,-17.000000000000348,,-899.9999999999985
2019.05.27,-51.99999999998539,-85.00000000000173,-42.999999999993044,-40.00000000000669,-129.00000000000134,139.00000000001,-53.999999999998494,-77.00000000000485,-15.999999999993797,-283.00000000001546,-146.00000000000168,-97.9999999999981,-173.00000000000182,-75.99999999998718,-29.999999999996696,-46.999999999997044,-22.999999999995246,,-1232.9999999999684
2019.05.27,-85.99999999998609,-63.99999999999739,-28.000000000005798,-19.00000000000235,-139.00000000000023,118.00000000000921,-44.99999999999504,-70.99999999999883,-9.999999999998899,-274.0000000000009,-158.0000000000137,-144.99999999999514,-163.0000000000109,-102.99999999998644,4.000000000004,-46.999999999997044,-21.00000000000435,,-1250.9999999999795
2019.05.27,-82.00000000000429,-49.00000000001015,-26.999999999999247,-14.000000000002899,-131.99999999999878,112.99999999999955,-36.0000000000027,-63.00000000000195,0.0,-295.0000000000159,-186.0000000000195,-155.00000000001623,-198.0000000000075,-129.99999999998568,29.999999999996696,-61.999999999995396,-12.999999999996348,,-1299.0000000000605
2019.05.27,-83.9999999999952,-86.99999999999264,-55.99999999998939,-35.00000000000725,-174.00000000000747,114.00000000000432,-58.000000000002494,-86.0000000000083,-5.999999999994898,-302.99999999999727,-175.00000000001404,-141.99999999999767,-202.0000000000124,-109.99999999998789,25.999999999992696,-57.99999999999139,-18.0000000000069,,-1454.000000000008
2019.05.27,-87.99999999999919,-113.00000000000753,-43.999999999999595,-47.00000000000814,-219.99999999999798,114.00000000000432,-59.99999999999339,-92.99999999999864,-32.999999999994145,-323.0000000000075,-212.00000000001216,-174.00000000000747,-184.0000000000117,-105.99999999998388,4.000000000004,-73.99999999999629,-14.000000000002899,,-1667.0000000000123
2019.05.27,-117.99999999999588,-116.00000000000499,-35.999999999991594,-46.00000000000159,-221.00000000000452,106.99999999999932,-70.0000000000034,-86.0000000000083,-37.99999999999359,-340.0000000000034,-228.00000000000597,-185.99999999999727,-192.00000000000728,-91.99999999998099,-14.000000000002899,-64.99999999999284,11.00000000000545,,-1729.9999999999895
2019.05.27,-124.99999999999733,-170.00000000000347,-14.999999999987246,-65.00000000000395,-317.9999999999961,79.9999999999983,-92.99999999999864,-146.00000000000168,-90.99999999999665,-403.00000000002,-270.99999999999903,-195.9999999999962,-166.00000000001103,-45.99999999999049,-93.99999999999409,-90.0000000000012,-4.000000000004,,-2213.000000000003
2019.05.27,-156.99999999998494,-160.00000000000458,-8.999999999992347,-73.00000000000084,-331.0000000000146,58.000000000006935,-134.99999999999625,-163.00000000000205,-92.99999999999864,-401.00000000001046,-264.0000000000198,-165.00000000001512,-172.00000000001125,-35.999999999991594,-117.99999999999588,-90.0000000000012,-5.999999999994898,,-2315.000000000028
2019.05.27,-252.99999999999213,-208.00000000000819,-5.999999999994898,-74.00000000000739,-459.99999999999375,12.000000000000455,-232.99999999999432,-245.0000000000063,-134.0000000000008,-531.0000000000059,-238.0000000000049,-303.0000000000088,-230.00000000000398,13.000000000018552,-150.99999999999002,-61.999999999995396,-2.999999999997449,,-3105.999999999985
2019.05.27,-210.99999999998343,-174.00000000000747,36.0000000000138,-32.0000000000098,-414.00000000000324,55.00000000000682,-187.00000000000384,-157.00000000000713,-144.99999999999514,-525.0000000000057,-206.00000000001728,-285.00000000000193,-202.0000000000124,85.00000000000173,-107.99999999999699,-5.999999999994898,-4.000000000004,,-2480.000000000021
2019.05.27,-234.00000000000088,-171.99999999999437,51.000000000001044,-30.000000000007798,-400.00000000000034,31.999999999996476,-185.00000000000182,-157.00000000000713,-159.9999999999935,-519.0000000000055,-248.00000000000378,-302.0000000000023,-187.00000000001182,80.00000000001339,-136.00000000000279,-9.999999999998899,-15.999999999993797,,-2593.000000000014
2019.05.27,-326.9999999999884,-83.9999999999952,99.00000000000463,2.999999999997449,-363.0000000000022,-54.000000000002046,-232.99999999999432,-173.00000000000094,-126.99999999999933,-402.00000000001523,-142.0000000000199,-239.99999999999577,-121.00000000000932,104.00000000001519,-106.00000000000608,14.000000000002899,-8.999999999992347,,-2161.000000000001
2019.05.27,-426.9999999999996,34.000000000000696,119.00000000000244,37.99999999999359,-448.000000000004,-186.9999999999976,-287.0000000000039,-219.99999999999798,-69.9999999999923,-286.00000000000136,-37.00000000002035,-192.99999999999872,-116.00000000001387,111.00000000001664,-52.000000000007596,19.999999999997797,2.999999999997449,,-1998.0000000000284
2019.05.27,-455.99999999998977,79.99999999999119,131.99999999999878,48.99999999999905,-466.9999999999952,-215.0000000000034,-304.9999999999997,-243.00000000000432,-60.99999999999994,-200.9999999999934,-34.000000000000696,-151.9999999999966,-74.00000000001228,75.00000000000284,-38.0000000000047,11.00000000000545,5.000000000010552,,-1893.9999999999925
2019.05.27,-410.99999999998363,202.9999999999976,137.00000000000932,48.99999999999905,-309.0000000000037,-213.99999999999864,-265.0000000000041,-207.00000000000162,16.0000000000049,-18.000000000000682,107.99999999999699,7.0000000000014495,-17.000000000010118,77.00000000001594,-49.99999999999449,14.999999999998348,1.999999999990898,,-876.9999999999826
2019.05.27,-393.99999999998323,180.0000000000024,114.99999999999844,43.999999999999595,-289.0000000000059,-212.99999999999386,-258.0000000000027,-195.00000000000074,41.000000000002146,-43.00000000000637,123.99999999999079,-7.0000000000014495,-38.000000000010914,65.00000000000395,-1.999999999990898,13.00000000000745,14.000000000002899,,-842.9999999999882
2019.05.27,-371.99999999999454,326.0000000000041,147.00000000000824,51.000000000001044,-124.99999999999733,-194.00000000000261,-236.00000000000287,-169.00000000000804,121.99999999999989,151.9999999999868,293.99999999999426,171.99999999999437,24.999999999991473,32.0000000000098,-14.000000000002899,-13.999999999991797,12.999999999996348,,209.99999999998624
2019.05.27,-343.00000000000443,402.9999999999978,151.00000000001222,47.9999999999925,-21.00000000000435,-152.00000000000102,-197.99999999999818,-165.00000000000404,157.00000000000713,210.00000000000796,334.9999999999964,287.9999999999994,19.99999999999602,39.00000000001125,-45.000000000006146,-14.999999999998348,7.0000000000014495,,719.0000000000057
