date,USDCHF,GBPUSD,EURUSD,AUDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,NZDCAD,empty,sum
2019.05.27,34.000000000000696,65.99999999998829,0.0,-4.999999999999449,139.00000000000023,114.00000000000432,36.0000000000027,35.999999999991594,31.000000000003247,38.99999999998727,63.99999999999739,78.00000000000028,12.999999999991019,-17.999999999984695,-15.00000000000945,-32.999999999994145,,578.9999999999793
2019.05.27,-4.000000000004,52.99999999999194,-1.999999999990898,39.999999999995595,82.99999999998863,63.00000000000239,21.999999999999797,70.99999999999883,39.00000000000014,46.999999999997044,10.999999999983245,-58.000000000002494,21.99999999999136,-32.999999999994145,-102.00000000000209,-0.999999999995449,,250.9999999999598
2019.05.27,-0.9999999999843467,56.99999999999594,5.000000000010552,17.000000000000348,58.99999999998684,87.0000000000033,1.0000000000065512,12.999999999996348,50.0000000000056,15.999999999991132,27.999999999983594,0.0,8.99999999998613,-18.999999999991246,-49.99999999999449,-61.999999999995396,,210.00000000000085
2019.05.27,-11.999999999989797,1.0000000000065512,0.0,14.999999999998348,-12.000000000012001,140.00000000000057,-17.000000000000348,2.000000000002,12.000000000000899,-127.00000000000955,-26.0000000000149,-78.00000000000028,-64.00000000000716,-4.999999999988347,-55.000000000005045,-51.000000000001044,,-277.00000000002007
2019.05.27,-4.999999999988347,11.00000000000545,-1.999999999990898,-27.999999999994696,4.999999999988347,134.00000000000034,-26.999999999999247,-36.0000000000027,21.999999999999797,-96.00000000000364,21.999999999988695,36.999999999998145,-51.00000000000193,21.00000000000435,35.999999999991594,-49.99999999999449,,-6.999999999999233
2019.05.27,-24.000000000001798,42.999999999993044,29.00000000001235,24.000000000001798,12.999999999996348,118.99999999999977,-29.000000000001247,2.000000000002,21.999999999999797,-73.0000000000075,35.999999999991594,-53.999999999998494,-25.000000000005684,39.00000000001125,-36.999999999998145,-29.999999999996696,,54.99999999999839
2019.05.27,-49.99999999999449,62.000000000006494,48.000000000003595,41.9999999999976,0.0,137.00000000000045,-41.9999999999976,2.000000000002,18.0000000000069,-110.00000000001364,45.99999999999049,-69.00000000000794,-56.000000000011596,51.000000000001044,-51.000000000001044,9.00000000000345,,36.99999999998566
2019.05.27,-51.000000000001044,0.0,28.000000000005798,2.000000000002,-63.99999999999739,174.0000000000066,-48.99999999999905,-39.00000000000014,-7.0000000000014495,-223.0000000000132,-29.00000000001235,-52.000000000007596,-121.00000000000932,32.0000000000098,11.00000000000545,4.000000000004,,-384.00000000000796
2019.05.27,-9.999999999998899,-52.000000000007596,-5.999999999994898,-14.000000000002899,-63.99999999999739,170.0000000000017,-27.999999999994696,-24.000000000001798,-14.999999999998348,-218.00000000001774,-75.00000000000284,-86.0000000000083,-100.00000000000853,9.000000000014552,-1.999999999990898,1.0000000000065512,,-514.000000000002
2019.05.27,-7.999999999985796,-49.00000000001015,-22.999999999995246,-16.0000000000049,-56.99999999999594,167.0000000000016,-24.999999999997247,-26.000000000003798,-1.999999999990898,-206.00000000001728,-72.0000000000054,-73.99999999999629,-112.00000000000898,-15.999999999993797,-17.000000000000348,-4.999999999999449,,-541.0000000000039
2019.05.27,-51.000000000001044,-62.000000000006494,-24.999999999986144,-21.999999999999797,-126.0000000000039,153.99999999999636,-36.999999999998145,-63.00000000000195,-7.9999999999968985,-266.9999999999959,-135.00000000001845,-79.00000000000685,-157.0000000000107,-58.99999999998684,-11.999999999989797,-26.999999999999247,,-976.0000000000057
2019.05.27,-80.99999999999774,-29.999999999996696,-9.999999999998899,17.999999999995797,-129.00000000000134,121.00000000000932,-32.999999999994145,-43.00000000000415,2.000000000002,-230.0000000000182,-151.00000000001222,-136.00000000000279,-139.00000000001,-92.99999999998754,-83.00000000001084,-35.999999999991594,,-1053.000000000019
2019.05.27,-69.9999999999923,-42.999999999993044,-21.999999999988695,-2.999999999997449,-126.0000000000039,168.00000000000637,-36.0000000000027,-56.0000000000005,4.000000000004,-290.9999999999968,-143.00000000000423,-104.00000000001519,-191.0000000000025,-85.00000000000173,-49.99999999999449,-29.999999999996696,,-1077.9999999999798
2019.05.27,-72.99999999998974,-72.99999999998974,-41.99999999998649,-21.00000000000435,-161.99999999999548,117.00000000000443,-43.999999999999595,-75.00000000000284,-1.999999999990898,-264.00000000001,-173.00000000000094,-104.99999999999955,-160.0000000000108,-100.99999999999554,-42.0000000000087,-53.999999999998494,,-1273.9999999999784
2019.05.27,-87.99999999999919,-104.99999999999955,-34.99999999998504,-12.999999999996348,-209.9999999999991,115.99999999999966,-58.000000000002494,-75.9999999999983,-29.000000000001247,-310.0000000000023,-205.00000000001074,-168.99999999999693,-162.00000000000614,-80.99999999999774,-46.999999999997044,-54.999999999993946,,-1526.9999999999861
2019.05.27,-113.99999999999189,-41.000000000002146,32.0000000000098,2.999999999997449,-182.99999999999983,109.00000000000887,-65.99999999999939,-80.99999999999774,-36.999999999998145,-272.0000000000198,-151.00000000001222,-114.99999999999844,-118.00000000000921,-21.999999999988695,9.999999999998899,-49.99999999999449,,-1095.999999999997
2019.05.27,-117.99999999999588,-141.99999999999767,-7.999999999985796,-56.0000000000005,-290.9999999999968,94.99999999999886,-90.0000000000012,-141.99999999999767,-75.9999999999983,-373.0000000000189,-240.00000000001796,-107.00000000001265,-156.0000000000059,-34.000000000000696,89.00000000000574,-81.9999999999932,,-1731.0000000000184
2019.05.27,-153.9999999999875,-134.99999999999625,-1.999999999990898,-43.999999999999595,-330.0000000000081,58.000000000006935,-134.99999999999625,-155.00000000000514,-75.9999999999983,-364.0000000000043,-181.00000000000892,-124.00000000001299,-146.0000000000008,13.000000000018552,75.00000000000284,-63.00000000000195,,-1762.9999999999825
2019.05.27,-191.99999999999218,-134.99999999999625,55.000000000005045,2.000000000002,-375.0000000000142,79.9999999999983,-173.00000000000094,-134.0000000000008,-120.99999999999334,-444.9999999999932,-157.00000000000713,-243.99999999999977,-157.0000000000107,111.00000000001664,48.000000000003595,12.000000000000899,,-1824.9999999999818
2019.05.27,-177.00000000000495,-173.00000000000094,51.000000000001044,-24.000000000001798,-398.9999999999938,117.00000000000443,-173.00000000000094,-152.00000000000767,-143.9999999999997,-518.0000000000007,-191.00000000000784,-232.99999999999432,-184.0000000000117,125.00000000001954,103.99999999999298,9.00000000000345,,-1962.0000000000027
2019.05.27,-226.99999999999943,-52.000000000007596,110.00000000001009,16.0000000000049,-340.00000000000693,37.00000000000614,-180.0000000000024,-148.0000000000037,-107.99999999999699,-353.00000000000864,-99.00000000000463,-164.00000000000858,-90.00000000000341,141.00000000001333,97.9999999999981,28.000000000005798,,-1331.0000000000036
2019.05.27,-316.99999999998954,53.999999999998494,134.00000000001188,58.99999999999794,-348.9999999999993,-24.999999999991473,-227.99999999999488,-167.00000000000603,-51.000000000001044,-277.00000000001523,1.999999999990898,-121.00000000001555,-106.00000000000875,137.00000000000932,31.000000000003247,48.99999999999905,,-1175.0000000000107
2019.05.27,-419.9999999999982,93.99999999999409,171.99999999999437,83.9999999999952,-438.00000000000506,-179.9999999999926,-273.000000000001,-212.00000000000108,-54.999999999993946,-179.00000000000205,-14.000000000002899,-133.00000000000534,-16.000000000005343,127.00000000001043,25.999999999992696,26.000000000003798,,-1391.000000000017
2019.05.27,-404.9999999999887,211.00000000000563,171.99999999999437,87.99999999999919,-299.00000000000483,-197.9999999999933,-256.99999999999613,-197.99999999999818,26.000000000003798,-4.000000000019099,131.99999999999878,26.999999999999247,25.99999999999625,116.00000000000499,18.999999999991246,30.000000000007798,,-513.999999999999
