date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,EURGBP,EURJPY,empty,sum
2015.03.30,-14.999999999998348,-15.999999999993797,-25.00000000000835,-18.0000000000069,-19.999999999997797,-24.999999999997247,-113.99999999999189,-65.99999999998829,-21.00000000000435,-6.000000000000227,,-325.99999999998715
2015.03.30,-14.999999999998348,19.999999999997797,5.999999999994898,-62.99999999999084,-0.999999999995449,-2.000000000002,-119.99999999998678,-89.99999999999008,1.999999999990898,24.00000000000091,,-238.99999999997897
2015.03.30,-29.000000000001247,36.0000000000138,-7.0000000000014495,-52.99999999999194,-0.999999999995449,14.000000000002899,-132.99999999998312,-51.000000000001044,-26.000000000003798,40.99999999999682,,-208.99999999996456
2015.03.30,12.999999999996348,87.99999999999919,-5.000000000010552,25.999999999992696,19.00000000000235,12.999999999996348,-118.99999999998023,-82.99999999998863,-43.00000000000415,91.99999999998454,,0.999999999987935
2015.03.30,-7.0000000000014495,102.00000000000209,-9.000000000014552,32.999999999994145,39.00000000000014,34.99999999999615,-185.99999999999727,-88.99999999998354,-58.000000000002494,72.99999999997908,,-67.00000000002771
2015.03.30,7.9999999999968985,-34.000000000000696,-43.999999999999595,-41.000000000002146,-66.99999999999484,-82.00000000000429,-80.99999999999774,-129.99999999998568,-64.0000000000085,82.99999999999841,,-451.9999999999982
2015.03.30,-199.00000000000472,-278.9999999999848,-296.0000000000074,-231.0000000000034,-177.99999999998929,-270.99999999999903,-88.99999999998354,-130.99999999999224,-60.00000000000449,-240.0000000000091,,-1973.9999999999782
2015.03.30,-121.00000000000443,-187.99999999998818,-204.00000000000418,-174.00000000000747,-116.99999999998934,-275.000000000003,-72.99999999998974,-129.00000000000134,-45.000000000006146,-153.00000000002,,-1479.0000000000139
2015.03.30,-78.99999999999574,-198.99999999999363,-153.00000000000313,-110.00000000001009,-212.99999999999653,-200.99999999999562,-7.0000000000014495,-139.00000000000023,-11.00000000000545,-106.00000000002296,,-1218.0000000000248
2015.03.30,-107.00000000000153,-192.99999999999872,-140.0000000000068,-69.9999999999923,-135.99999999999167,-219.00000000000253,-10.999999999983245,-124.99999999999733,2.999999999997449,-97.00000000000841,,-1094.999999999985
2015.03.30,-85.00000000000173,-201.99999999999108,-104.99999999999955,-124.99999999999733,-132.99999999999423,-207.99999999999707,11.00000000000545,-82.99999999998863,41.9999999999976,-9.000000000014552,,-896.9999999999811
2015.03.30,-48.99999999999905,-183.99999999998417,-142.0000000000199,-144.0000000000108,-104.99999999999955,-166.99999999999494,48.000000000003595,-139.00000000000023,10.999999999994348,-26.00000000001046,,-897.0000000000211
2015.03.30,-109.00000000000354,-256.99999999999613,-179.00000000001802,-140.99999999999113,-89.99999999999008,-168.00000000000148,17.000000000000348,-127.99999999999478,6.999999999990347,-173.00000000000182,,-1221.0000000000064
2015.03.30,-107.00000000000153,-312.9999999999855,-191.00000000000784,-153.00000000000313,-95.99999999999609,-192.00000000000327,60.99999999999994,-121.99999999999989,15.999999999993797,-167.0000000000016,,-1264.000000000005
2015.03.30,-104.99999999999955,-356.00000000000074,-243.00000000001543,-194.0000000000053,-58.99999999999794,-176.99999999999383,62.000000000006494,-190.99999999998562,13.999999999991797,-213.00000000002228,,-1462.0000000000223
2015.03.30,-100.00000000000009,-342.9999999999822,-256.00000000001177,-187.00000000000384,-178.99999999999582,-190.99999999999673,131.99999999999878,-194.99999999998963,7.9999999999968985,-219.99999999999886,,-1530.9999999999834
2015.03.30,-100.99999999999554,-358.9999999999982,-257.0000000000183,-187.00000000000384,-196.99999999999162,-192.99999999999872,124.00000000001299,-215.99999999999397,0.999999999995449,-252.00000000000955,,-1637.0000000000014
2015.03.30,-60.00000000000449,-329.00000000000153,-251.00000000000122,-157.99999999999147,-176.99999999999383,-180.0000000000024,181.00000000000892,-241.99999999998667,1.999999999990898,-249.00000000002365,,-1463.0000000000055
2015.03.30,-134.99999999999625,-611.9999999999903,-203.00000000001984,-151.00000000001222,-217.99999999999596,-187.9999999999993,197.00000000000273,-229.99999999999687,54.999999999993946,-152.00000000001523,,-1637.0000000000293
2015.03.30,-243.00000000000432,-706.999999999991,-238.0000000000049,-276.9999999999939,-271.9999999999945,-326.0000000000041,216.00000000001617,-132.99999999998312,117.00000000000044,-137.00000000000045,,-1999.9999999999598
2015.03.30,-582.0000000000048,-813.9999999999814,-594.0000000000057,-429.00000000001273,-364.9999999999931,-400.00000000000034,-221.99999999998886,-113.99999999999189,-59.000000000009045,-388.00000000000523,,-3966.9999999999936
2015.03.30,-505.99999999999534,-592.9999999999991,-646.0000000000132,-371.99999999999454,-497.99999999999847,-385.000000000002,-341.99999999999784,-148.99999999999915,-179.00000000000693,-195.99999999999795,,-3866.0000000000045
2015.03.30,-458.00000000000284,-522.9999999999845,-556.0000000000009,-348.9999999999993,-499.9999999999893,-349.99999999999477,-279.99999999999136,-134.99999999999625,-106.00000000000608,-70.99999999999795,,-3327.9999999999636
2015.03.30,-353.99999999999875,-446.9999999999974,-365.0000000000153,-208.99999999999253,-425.99999999999307,-276.9999999999939,-266.999999999995,-92.99999999998754,-89.00000000000574,206.99999999999363,,-2319.999999999986
