date,GBPUSD,EURUSD,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURAUD,AUDJPY,NZDJPY,NZDCAD,empty,sum
2016.08.08,-1.0000000000065512,-106.00000000000608,-86.0000000000083,-215.99999999999397,180.0000000000024,-94.99999999999886,56.0000000000005,136.99999999999824,87.00000000000374,9.999999999990905,-364.00000000000875,-103.9999999999992,-421.99999999998903,100.99999999999909,26.00000000001046,21.00000000000435,,-776.0000000000011
2016.08.08,-45.99999999999049,-59.000000000009045,-90.0000000000012,-283.99999999999534,146.00000000000168,-39.00000000000148,71.00000000000995,-38.0000000000047,51.99999999999649,-8.000000000009777,-431.0000000000036,-16.000000000005343,-374.999999999992,120.00000000000455,195.99999999999795,-195.9999999999962,,-996.9999999999984
2016.08.08,24.000000000001798,-41.000000000002146,-57.00000000000705,-232.99999999999432,125.00000000001954,-165.99999999999682,120.00000000000898,27.999999999994696,107.00000000000153,-3.9999999999906777,-268.0000000000016,-88.00000000000807,-295.0000000000008,36.000000000001364,84.00000000000318,-85.99999999999719,,-713.9999999999675
2016.08.08,-22.0000000000109,-113.00000000000753,-65.99999999999939,-256.99999999999613,176.00000000002058,-436.9999999999976,98.0000000000092,-24.999999999997247,141.00000000000225,-377.00000000000955,-355.0000000000164,-439.00000000000716,-408.9999999999927,-144.00000000000546,-46.999999999997044,-134.0000000000008,,-2410.0000000000064
2016.08.08,-62.99999999999084,-93.99999999999409,-17.000000000000348,-310.9999999999946,175.00000000001404,-405.00000000000114,159.00000000000912,-9.999999999998899,97.9999999999981,-400.0000000000057,-297.0000000000139,-397.99999999999613,-299.99999999998914,-180.99999999999739,-42.00000000000159,-156.00000000000057,,-2241.999999999963
2016.08.08,-25.999999999992696,-70.99999999999883,-19.00000000000235,-293.0000000000099,174.00000000000747,-222.99999999999898,169.00000000000804,-4.999999999999449,107.99999999999699,-145.99999999998658,-253.00000000001432,-200.00000000000284,-271.99999999998334,-57.00000000000216,79.00000000000773,-158.0000000000026,,-1192.9999999999734
2016.08.08,-163.00000000000205,-83.00000000001084,-18.0000000000069,-407.0000000000018,168.0000000000126,-222.0000000000084,153.00000000000313,49.99999999999449,26.999999999999247,-262.00000000000045,-438.00000000000506,-183.00000000000693,-290.9999999999968,-37.9999999999967,26.00000000001046,-107.99999999999699,,-1789.000000000013
2016.08.08,-113.00000000000753,-38.0000000000047,-118.00000000000699,-378.999999999996,142.0000000000199,-278.99999999999636,70.0000000000034,-58.000000000002494,26.000000000003798,-302.99999999999727,-600.0000000000006,-219.99999999999886,-419.9999999999982,9.000000000000341,99.00000000000375,-214.99999999999852,,-2396.9999999999764
2016.08.08,-133.00000000000534,-89.99999999999008,-80.00000000000229,-347.0000000000084,149.00000000002134,-323.0000000000075,76.0000000000094,-112.99999999999643,58.000000000002494,-328.00000000000296,-527.0000000000108,-272.99999999999613,-409.99999999999926,-31.00000000000591,123.00000000000466,-287.0000000000039,,-2535.9999999999914
2016.08.08,-130.99999999999224,-121.99999999999989,-85.00000000000173,-282.0000000000045,128.000000000017,-418.99999999999693,33.000000000005244,-195.9999999999962,78.00000000000028,-383.0000000000098,-548.0000000000151,-355.000000000004,-466.9999999999952,-58.9999999999975,142.00000000001012,-366.9999999999951,,-3032.999999999976
2016.08.08,-165.9999999999995,-137.00000000000932,-26.000000000003798,-310.0000000000103,131.00000000001444,-299.99999999999716,90.0000000000012,-150.00000000000568,70.0000000000034,-258.99999999998613,-460.000000000016,-236.0000000000042,-373.99999999998545,-28.000000000005798,177.99999999999727,-365.99999999999966,,-2343.000000000007
2016.08.08,-156.00000000000057,-171.99999999999437,-26.999999999999247,-312.00000000000114,173.00000000000094,-307.00000000000216,94.00000000000519,-129.00000000000134,102.00000000000209,-271.99999999999136,-446.0000000000131,-290.9999999999968,-419.9999999999982,-40.00000000000625,153.99999999999636,-337.99999999999386,,-2386.9999999999936
2016.08.08,-167.00000000000603,-208.99999999999253,-6.0000000000060005,-293.0000000000099,185.00000000001293,-287.9999999999967,100.00000000000009,-126.99999999999933,125.99999999999278,-221.00000000000364,-409.99999999999926,-277.000000000001,-428.9999999999905,-28.000000000005798,165.99999999999682,-331.999999999999,,-2210.0000000000073
2016.08.08,-150.99999999999002,-232.99999999999432,-58.000000000002494,-246.00000000001288,182.0000000000155,-329.9999999999983,29.000000000001247,-160.00000000000458,151.00000000000114,-229.99999999998977,-514.0000000000144,-320.99999999999795,-566.9999999999842,13.999999999995794,168.99999999999693,-341.0000000000024,,-2605.999999999981
2016.08.08,-123.99999999999079,-204.00000000000418,-47.00000000000814,-217.0000000000005,155.00000000001623,-347.0000000000084,41.000000000002146,-190.00000000000128,146.00000000000168,-227.00000000000387,-448.000000000004,-310.0000000000023,-500.9999999999959,-10.99999999999568,189.00000000000716,-380.00000000000256,,-2474.99999999999
2016.08.08,-127.00000000001043,-245.0000000000063,2.999999999997449,-214.00000000000307,189.00000000001694,-329.00000000000773,82.00000000000429,-153.99999999999858,175.99999999999838,-195.99999999999795,-345.0000000000175,-326.0000000000076,-461.99999999998465,-43.00000000000637,162.9999999999967,-348.9999999999993,,-2177.0000000000255
2016.08.08,-140.99999999999113,-235.00000000000742,17.000000000000348,-242.99999999999324,190.00000000000128,-364.9999999999949,106.00000000000608,-83.9999999999952,156.99999999999602,-272.99999999999613,-328.00000000001717,-365.99999999999966,-419.9999999999982,-94.99999999999886,64.99999999999773,-243.99999999999977,,-2258.99999999999
2016.08.08,-93.99999999999409,-143.00000000000423,-31.000000000003247,-251.00000000000122,152.0000000000188,-338.99999999999864,86.0000000000083,-109.99999999999899,119.00000000000244,-250.0,-382.0000000000157,-296.99999999999704,-390.9999999999858,-55.999999999997385,105.00000000000398,-256.0000000000007,,-2137.9999999999636
2016.08.08,14.000000000002899,-146.00000000000168,-7.0000000000014495,-185.99999999999727,185.00000000001293,-370.00000000000455,136.00000000000279,-63.00000000000195,192.99999999999872,-217.00000000001296,-188.00000000001037,-364.0000000000043,-357.99999999999164,-126.99999999999534,42.00000000000159,-246.00000000000176,,-1702.0000000000043
2016.08.08,208.99999999999253,-18.999999999991246,-48.000000000003595,-60.99999999999994,121.99999999999989,-371.9999999999999,137.00000000000932,-65.99999999999939,225.99999999999287,-86.99999999998909,-14.000000000002899,-296.0000000000065,-261.9999999999845,-129.0000000000049,45.000000000001705,-261.99999999999557,,-876.9999999999812
2016.08.08,181.00000000000892,-65.00000000000395,179.99999999999127,-104.99999999999955,173.00000000000094,-343.0000000000035,366.00000000001074,105.99999999999498,243.99999999999977,-93.99999999999409,453.99999999999886,-322.00000000000273,109.00000000000354,-346.00000000000364,-113.99999999999011,-190.00000000000128,,234.0000000000101
2016.08.08,207.00000000000162,-85.00000000000173,168.99999999999693,-110.99999999999443,227.00000000002163,-438.0000000000024,378.00000000000057,107.00000000000153,273.9999999999965,-229.99999999998977,468.00000000000176,-480.000000000004,58.000000000002494,-430.9999999999974,-182.00000000000216,-182.00000000000438,,-250.9999999999731
2016.08.08,201.99999999999108,-83.9999999999952,184.99999999999073,-107.00000000001265,215.00000000000963,-433.9999999999975,386.0000000000086,92.00000000000318,268.0000000000016,-219.99999999999886,499.9999999999893,-466.99999999999875,95.00000000000064,-439.00000000000716,-164.99999999999204,-219.00000000000253,,-192.00000000000992
2016.08.08,272.99999999998994,-63.99999999999739,171.99999999999437,-173.00000000000094,310.0000000000103,-323.0000000000075,453.0000000000034,202.0000000000022,297.9999999999983,-146.99999999999136,558.9999999999984,-445.99999999999795,96.00000000000719,-424.99999999999716,-201.99999999999818,-163.99999999999747,,419.00000000001626
2016.08.08,297.9999999999983,-140.0000000000068,176.99999999999383,-46.999999999997044,301.0000000000179,-575.0000000000028,399.0000000000049,117.99999999999588,375.9999999999986,-331.99999999999363,601.9999999999915,-704.9999999999983,2.0000000000131024,-554.000000000002,-290.9999999999968,-204.00000000000418,,-574.9999999999878
2016.08.08,217.0000000000005,-119.00000000000244,233.99999999998977,-191.00000000000784,335.00000000001864,-478.9999999999992,491.0000000000081,173.9999999999964,304.9999999999997,-360.00000000001364,619.9999999999983,-634.0000000000003,140.0000000000068,-579.9999999999983,-281.9999999999965,-188.9999999999947,,-317.9999999999948
2016.08.08,-59.000000000009045,-82.00000000000429,241.99999999999778,-531.9999999999991,358.00000000001387,-364.9999999999949,542.0000000000091,214.99999999999852,95.99999999999609,-568.000000000012,282.9999999999888,-536.0000000000014,205.99999999999508,-546.999999999997,-246.9999999999999,-143.9999999999997,,-1138.0000000000182
2016.08.08,60.99999999999994,-9.999999999998899,224.9999999999974,-445.0000000000065,310.0000000000103,-326.0000000000076,543.0000000000045,168.99999999999693,125.99999999999278,-430.0000000000068,401.99999999999125,-445.0000000000074,269.00000000000813,-518.0000000000007,-171.99999999999704,-229.00000000000142,,-470.0000000000251
2016.08.08,154.0000000000097,1.999999999990898,174.99999999999181,-322.00000000000006,272.00000000000557,-399.0000000000009,473.0000000000012,202.9999999999976,173.9999999999964,-389.00000000001,408.9999999999927,-481.9999999999993,185.99999999999727,-500.0,-253.99999999999068,-126.0000000000039,,-424.0000000000217
2016.08.08,123.00000000000644,-46.999999999997044,244.99999999999523,-307.00000000001285,285.00000000000193,-468.0000000000035,516.0000000000053,171.99999999999437,192.00000000000327,-467.9999999999893,526.9999999999886,-572.0000000000027,255.00000000000523,-597.999999999999,-271.0000000000008,-231.99999999999886,,-648.0000000000036
2016.08.08,253.99999999999866,-49.00000000001015,261.99999999999557,-175.00000000001404,276.00000000000955,-486.0000000000042,528.0000000000063,207.00000000000162,275.99999999999847,-349.9999999999943,730.9999999999927,-587.0000000000033,285.00000000000193,-623.9999999999952,-319.0000000000026,-239.0000000000003,,-10.000000000019526
2016.08.08,297.9999999999983,-66.99999999999484,234.99999999999633,-202.00000000001327,360.0000000000048,-487.99999999999955,547.0000000000086,197.00000000000273,320.9999999999935,-384.9999999999909,731.9999999999993,-674.9999999999972,209.9999999999991,-644.999999999996,-311.9999999999976,-285.9999999999974,,-159.9999999999842
2016.08.08,276.00000000000955,11.999999999989797,204.99999999999963,-347.9999999999928,381.0000000000091,-477.00000000000387,587.0000000000042,146.99999999999713,241.99999999999778,-520.9999999999866,631.0000000000038,-686.9999999999976,256.00000000001177,-677.0000000000067,-250.0,-336.9999999999984,,-559.9999999999633
