date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.11.29,-4.999999999999449,-134.99999999999625,-346.00000000000364,-153.00000000000313,0.0,0.0,-348.00000000001495,-184.00000000000637,-144.00000000000546,-151.9999999999966,-229.00000000000142,-193.00000000000983,-403.99999999999636,-314.99999999999864,-222.0000000000084,-282.0000000000045,-601.9999999999915,-69.00000000000794,-423.0000000000018,-427.0000000000067,-180.99999999999784,-39.00000000000014,,-4853.000000000051
2021.11.29,-56.99999999999594,-130.99999999999224,-315.00000000001194,-151.9999999999966,105.99999999999498,68.99999999999685,-348.00000000001495,-83.9999999999952,-64.00000000000716,-124.00000000000189,-168.99999999999693,-156.00000000000057,-301.9999999999925,-265.0000000000041,-251.00000000000477,-278.00000000000045,-594.0000000000057,409.99999999999926,-381.9999999999908,-381.0000000000002,-158.0000000000026,63.00000000000195,,-3563.000000000022
2021.11.29,-26.999999999999247,-21.999999999988695,-286.00000000000136,-187.99999999998818,-78.00000000000028,12.999999999996348,-269.00000000000813,-83.9999999999952,-216.99999999999875,2.999999999997449,-92.00000000000318,-91.00000000000774,-335.9999999999843,-222.00000000001108,-283.00000000001546,-173.00000000000094,-435.9999999999919,38.0000000000047,-313.99999999999295,-311.00000000000705,-168.00000000000148,75.00000000000284,,-3467.999999999995
2021.11.29,152.00000000000767,50.0000000000167,20.999999999986585,42.999999999993044,-115.00000000000954,-6.0000000000060005,113.99999999999189,63.99999999999739,-237.00000000000898,251.99999999999667,202.0000000000022,65.99999999999939,236.00000000001842,-110.00000000001009,15.999999999991132,181.9999999999933,58.000000000002494,89.00000000000574,103.9999999999992,-41.00000000001103,-68.00000000000139,107.00000000000153,,1178.9999999999566
2021.11.29,138.00000000000477,8.000000000008,-7.000000000005002,2.999999999997449,-95.00000000000064,-41.000000000002146,65.99999999998829,61.99999999998429,-288.0000000000109,240.00000000000688,182.99999999999983,85.99999999999719,159.00000000002024,-82.00000000000429,-29.000000000024784,94.99999999997843,-26.999999999999247,127.00000000001043,54.000000000002046,-22.00000000000557,-100.99999999999554,18.0000000000069,,546.9999999999565
2021.11.29,194.0000000000053,31.000000000003247,-41.00000000001103,-62.99999999999084,-57.00000000000705,5.999999999994898,102.99999999998644,104.99999999999955,-142.00000000001012,214.00000000000307,190.00000000000128,80.99999999999774,100.00000000002274,-120.99999999999334,-56.000000000011596,24.999999999986144,-52.99999999999194,217.0000000000005,25.99999999999625,-99.00000000000375,-12.999999999996348,-2.999999999997449,,643.9999999999836
2021.11.29,185.00000000000182,78.00000000000028,-121.99999999999989,-51.000000000001044,-62.000000000006494,10.999999999994348,65.99999999998829,75.99999999998718,-71.00000000001216,219.99999999999798,170.99999999999892,109.99999999999899,-24.00000000000091,-80.99999999999774,-192.00000000000728,94.99999999997843,-29.999999999996696,103.99999999999298,-27.999999999991587,-140.00000000000057,-6.0000000000060005,46.00000000000159,,354.9999999999204
2021.11.29,170.99999999999892,89.00000000000574,-240.0000000000091,-45.99999999999049,-115.00000000000954,-54.00000000000959,120.99999999999334,55.000000000005045,67.99999999999784,231.99999999999886,202.9999999999976,113.99999999999189,-103.999999999985,-121.99999999999989,-307.00000000001637,119.99999999998678,51.000000000001044,-63.99999999999739,-75.00000000000284,-161.00000000000136,36.999999999998145,-24.000000000001798,,-51.000000000048104
2021.11.29,262.00000000000665,140.0000000000068,-73.0000000000075,-19.999999999997797,-114.00000000000298,-48.000000000003595,225.99999999999287,82.00000000000429,73.99999999999807,297.9999999999983,282.99999999999994,176.99999999999383,72.00000000000273,-106.00000000000608,-206.00000000001728,218.99999999999142,191.99999999999218,-85.00000000000173,37.00000000000614,-88.99999999999864,15.999999999993797,-7.9999999999968985,,1328.9999999999545
2021.11.29,234.00000000000088,150.00000000000568,-219.0000000000083,12.999999999996348,-109.00000000000354,-44.0000000000107,209.9999999999991,72.0000000000054,57.999999999992724,319.99999999999807,304.00000000000426,198.99999999999363,-111.99999999999477,-66.99999999999484,-360.00000000001364,285.99999999998624,263.99999999999756,-129.00000000000134,-21.99999999999136,-97.00000000000841,24.999999999997247,19.00000000000235,,994.9999999999526
