date,GBPUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,GBPJPY,GBPAUD,EURJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.04.26,-92.00000000000318,0.0,-55.000000000005045,-43.999999999999595,-173.00000000000182,-191.0000000000025,-97.00000000001374,-84.99999999997954,-138.9999999999958,-91.99999999999875,-91.99999999999875,,-1059.9999999999986
2021.04.26,-112.000000000001,19.00000000001345,-119.00000000000244,-40.99999999999105,-181.0000000000116,-192.00000000000728,-256.00000000001177,-123.99999999999523,-126.00000000000477,-156.0000000000059,-69.00000000000261,,-1357.00000000002
2021.04.26,-123.00000000000644,7.0000000000014495,-126.0000000000039,-100.99999999999554,-171.00000000000648,-241.00000000001387,-99.00000000000463,-135.99999999999568,-153.0000000000058,-156.0000000000059,-120.99999999999511,,-1420.0000000000318
2021.04.26,-121.99999999999989,-4.999999999988347,-135.00000000000733,-110.99999999999443,-142.00000000001012,-164.0000000000157,-80.00000000001339,-64.99999999999773,-143.00000000000068,-142.00000000001012,-109.99999999999943,,-1219.0000000000373
2021.04.26,-75.99999999998718,35.00000000000725,-114.00000000000298,-110.99999999999443,-134.00000000000034,-116.00000000001387,-116.00000000000499,-58.9999999999975,-117.00000000000443,-124.00000000000944,-111.0000000000042,,-1043.0000000000123
2021.04.26,-75.00000000000284,73.00000000001194,-104.00000000000409,-98.99999999999353,-141.00000000000534,-103.00000000000864,-112.000000000001,-49.99999999998295,-85.99999999999852,-106.99999999999932,-93.99999999999409,,-897.9999999999784
2021.04.26,-106.00000000000608,-97.9999999999981,-156.00000000000057,-115.99999999999389,-172.00000000001125,-161.00000000000136,-158.0000000000137,-117.999999999995,-207.9999999999984,-166.00000000001103,-140.00000000000057,,-1599.00000000003
2021.04.26,-238.99999999998923,-156.99999999998494,-224.000000000002,-168.99999999999693,-182.00000000000216,-240.0000000000091,-212.00000000001216,-156.99999999998226,-215.0000000000034,-212.0000000000033,-159.9999999999966,,-2166.999999999982
2021.04.26,-275.9999999999874,-166.99999999998383,-277.000000000005,-241.99999999999778,-145.00000000001023,-249.00000000002365,-192.99999999999872,-150.99999999998204,-206.00000000000307,-222.0000000000084,-185.99999999999284,,-2313.9999999999927
2021.04.26,-310.9999999999946,-221.99999999998886,-348.9999999999993,-289.9999999999903,-111.0000000000042,-213.99999999999864,-323.0000000000066,-109.99999999998522,-204.00000000000773,-271.0000000000008,-224.00000000000375,,-2628.99999999998
