date,GBPUSD,EURUSD,CADCHF,EURJPY,EURCAD,EURAUD,empty,sum
2018.02.12,-99.00000000000463,-49.99999999999449,51.000000000001044,-40.000000000020464,-125.99999999998168,-45.99999999999049,,-309.99999999999073
2018.02.12,-209.00000000001472,-80.99999999999774,92.99999999999864,-67.00000000000728,-122.99999999998423,-114.99999999999844,,-502.00000000000375
2018.02.12,-136.00000000000279,-51.000000000001044,51.000000000001044,87.99999999999386,-185.99999999999727,-94.99999999997843,,-328.99999999998465
2018.02.12,-171.99999999999437,-80.99999999999774,82.99999999999974,-12.000000000000455,-119.99999999998678,-12.999999999996348,,-314.99999999997596
2018.02.12,-119.00000000000244,-97.9999999999981,78.99999999999574,195.99999999999795,-104.99999999999955,-59.99999999999339,,-106.99999999999979
2018.02.12,-195.9999999999962,-187.00000000000384,86.99999999999264,68.9999999999884,-117.99999999999588,-97.9999999999981,,-443.00000000001296
2018.02.12,-259.0000000000092,-323.99999999999096,68.99999999999685,-112.99999999999955,-200.00000000000017,-171.99999999999437,,-998.9999999999975
2018.02.12,-251.00000000000122,-275.000000000003,85.99999999999719,-35.00000000002501,-134.99999999999625,-129.99999999998568,,-740.000000000014
2018.02.12,-261.0000000000001,-283.99999999999534,95.99999999999609,-59.00000000002592,-162.99999999997982,-233.99999999997868,,-904.9999999999839
2018.02.12,-377.0000000000051,-397.0000000000029,114.99999999999844,-230.0000000000182,-200.00000000000017,-234.99999999998522,,-1324.0000000000132
2018.02.12,-368.9999999999971,-360.9999999999891,92.99999999999864,-243.00000000002342,-235.99999999999176,-154.99999999999403,,-1270.9999999999968
2018.02.12,-531.9999999999991,-425.99999999999307,112.99999999999643,-291.00000000002524,-209.9999999999991,-173.99999999998528,,-1520.0000000000052
2018.02.12,-636.9999999999986,-394.9999999999898,124.99999999999733,-204.00000000000773,-151.9999999999966,-113.99999999999189,,-1376.9999999999873
2018.02.12,-575.0000000000144,-426.9999999999996,124.99999999999733,-216.00000000000819,-212.99999999999653,-172.99999999997874,,-1479.0000000000005
2018.02.12,-595.9999999999966,-411.99999999999017,120.99999999999334,-217.00000000001296,-195.9999999999962,-190.99999999998562,,-1490.9999999999882
2018.02.12,-563.0000000000024,-383.99999999998437,119.00000000000244,-207.9999999999984,-183.99999999998417,-113.99999999999189,,-1333.9999999999586
2018.02.12,-517.9999999999962,-436.9999999999985,134.0000000000008,-272.0000000000198,-239.99999999999577,-265.99999999998846,,-1598.9999999999977
2018.02.12,-530.0000000000082,-459.99999999999375,131.00000000000333,-252.00000000000955,-237.99999999998266,-299.99999999998914,,-1648.99999999998
2018.02.12,-415.0000000000098,-421.0000000000047,126.99999999999933,-206.00000000001728,-240.9999999999801,-447.99999999998175,,-1603.9999999999945
2018.02.12,-263.00000000001324,-254.999999999983,121.99999999999989,46.999999999997044,-139.00000000000023,-378.999999999996,,-866.9999999999956
2018.02.12,-364.9999999999931,-268.0000000000016,137.9999999999937,31.999999999982265,-223.99999999997976,-333.9999999999899,,-1020.9999999999885
2018.02.12,-487.0000000000152,-285.99999999998624,-12.000000000000899,-21.000000000015007,-139.00000000000023,-293.99999999999426,,-1239.0000000000118
2018.02.12,-490.999999999997,-275.000000000003,65.99999999999939,-115.0000000000091,-186.99999999998164,-283.99999999999534,,-1285.9999999999868
2018.02.12,-383.0,-195.9999999999962,56.99999999999594,-48.00000000000182,-14.999999999987246,-145.99999999997948,,-730.9999999999688
2018.02.12,-293.0000000000099,-204.99999999998852,93.99999999999409,-1.0000000000047748,-5.999999999994898,-51.99999999998539,,-462.99999999998937
2018.02.12,-565.9999999999999,-238.99999999998923,98.99999999999353,-59.00000000002592,26.0000000000149,19.00000000001345,,-719.9999999999932
2018.02.12,-570.0000000000039,-224.99999999998633,24.000000000001798,16.999999999995907,-45.99999999999049,-35.999999999991594,,-835.9999999999745
2018.02.12,-470.9999999999992,-255.99999999998957,22.999999999995246,-16.000000000019554,-106.99999999999044,40.0000000000178,,-786.9999999999857
2018.02.12,-480.00000000001376,-165.9999999999995,58.000000000002494,65.99999999997408,-74.99999999998064,130.0000000000079,,-467.0000000000094
2018.02.12,-290.9999999999968,-184.99999999999073,64.99999999999284,80.99999999998886,-87.99999999999919,188.00000000001037,,-229.99999999999469
2018.02.12,-114.99999999999844,5.000000000010552,-53.00000000000304,232.99999999997567,-123.99999999999079,370.00000000000364,,315.9999999999976
2018.02.12,-49.00000000001015,12.000000000012001,-62.000000000006494,323.99999999998386,-175.99999999999838,314.00000000001427,,362.9999999999951
2018.02.12,-92.00000000000318,-39.999999999995595,-41.000000000002146,296.99999999999704,-157.99999999999147,289.0000000000059,,255.00000000001057
2018.02.12,-235.00000000000742,-184.99999999999073,-16.0000000000049,196.9999999999743,-299.99999999998914,287.000000000015,,-252.00000000000296
2018.02.12,-5.000000000010552,-134.99999999999625,-104.00000000000409,275.99999999998204,-376.9999999999829,141.00000000001333,,-203.99999999999838
2018.02.12,-26.999999999999247,-327.99999999999494,-109.99999999999899,37.99999999998249,-734.9999999999968,-226.99999999999943,,-1389.0000000000068
2018.02.12,-87.00000000001484,-336.9999999999873,-139.00000000000023,12.000000000000455,-747.9999999999931,-98.99999999998244,,-1397.9999999999775
2018.02.12,-117.00000000001154,-225.99999999999287,-96.00000000000719,-72.00000000000273,-605.9999999999955,96.00000000000719,,-1021.0000000000026
2018.02.12,-123.00000000000644,-243.99999999999977,-104.00000000000409,-98.00000000001319,-652.9999999999925,128.000000000017,,-1093.9999999999989
2018.02.12,-104.00000000001519,-309.0000000000037,-151.9999999999966,-120.00000000000455,-705.9999999999844,98.0000000000203,,-1292.9999999999843
