date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,EURJPY,empty,sum
2015.07.06,-49.99999999999449,-168.0000000000126,-22.999999999996135,-7.0000000000014495,-38.0000000000047,-375.0,,-661.0000000000093
2015.07.06,-39.00000000000014,-134.00000000001188,-7.000000000005002,28.000000000005798,-24.000000000001798,-299.0000000000066,,-475.0000000000196
2015.07.06,-197.00000000000273,-540.0000000000072,-144.00000000000546,-100.99999999999554,-168.99999999999693,-1070.0000000000216,,-2221.000000000029
2015.07.06,-66.99999999999484,-495.000000000001,335.9999999999985,-87.99999999999919,-156.99999999999602,-984.0000000000089,,-1455.0000000000014
2015.07.06,-117.00000000000044,-588.0000000000107,242.999999999995,-121.99999999999989,-365.0000000000042,-1033.0000000000155,,-1982.0000000000357
2015.07.06,-82.99999999999974,-502.00000000000244,302.0000000000067,-41.000000000002146,-292.9999999999988,-945.0000000000216,,-1562.000000000018
2015.07.06,-27.999999999994696,-480.00000000001376,411.00000000000136,-21.999999999988695,-356.00000000000074,-1212.0000000000175,,-1687.000000000014
2015.07.06,-26.999999999999247,-473.0000000000123,503.0000000000001,5.000000000010552,-385.99999999999744,-1199.0000000000123,,-1577.0000000000105
2015.07.06,-107.99999999999699,-680.0000000000139,481.9999999999993,-21.999999999988695,-417.99999999999613,-1530.0000000000011,,-2275.9999999999973
2015.07.06,-136.00000000000279,-763.0000000000026,581.9999999999936,-25.999999999992696,-368.9999999999971,-1632.000000000005,,-2344.0000000000064
2015.07.06,-12.000000000000899,-699.0000000000052,554.000000000002,75.00000000000284,-290.00000000000136,-1551.0000000000161,,-1923.0000000000186
2015.07.06,-4.999999999999449,-666.000000000011,551.0000000000019,124.99999999999733,-204.00000000000418,-1518.0000000000007,,-1717.0000000000161
2015.07.06,62.000000000006494,-626.0000000000155,531.9999999999965,120.00000000000898,-214.00000000000307,-1388.0000000000052,,-1514.0000000000118
2015.07.06,124.99999999999733,-569.0000000000194,477.99999999999443,129.00000000000134,-110.99999999999443,-1348.0000000000132,,-1296.0000000000339
2015.07.06,92.00000000000318,-628.0000000000064,391.9999999999959,80.99999999999774,-71.99999999999429,-1261.000000000024,,-1396.000000000028
2015.07.06,87.99999999999919,-636.9999999999986,290.00000000000625,28.000000000005798,-58.99999999999794,-1186.000000000007,,-1475.9999999999923
2015.07.06,60.00000000000449,-519.0000000000028,204.9999999999983,131.99999999999878,-21.999999999999797,-980.0000000000182,,-1124.0000000000193
2015.07.06,-231.99999999999886,-1083.0000000000118,198.0000000000075,-92.00000000000318,-231.99999999999886,-1811.000000000007,,-3252.0000000000123
2015.07.06,-158.99999999999804,-945.0000000000181,424.99999999999716,-87.99999999999919,-299.00000000000483,-1705.0000000000125,,-2771.0000000000355
2015.07.06,-36.0000000000027,-934.0000000000126,543.0000000000064,-124.99999999999733,-377.0000000000051,-1804.000000000002,,-2733.0000000000136
2015.07.06,-66.99999999999484,-859.0000000000098,504.0000000000049,-133.99999999998968,-449.9999999999948,-1747.000000000014,,-2752.999999999998
2015.07.06,-97.9999999999981,-1035.0000000000082,506.0000000000002,-280.9999999999979,-355.0000000000053,-1966.0000000000082,,-3229.0000000000173
2015.07.06,-141.00000000000225,-1156.0000000000014,518.0000000000007,-346.9999999999862,-390.99999999999693,-2099.000000000018,,-3616.000000000004
2015.07.06,9.999999999998899,-983.0000000000006,501.0000000000048,-157.99999999999147,-356.9999999999962,-1823.0000000000075,,-2809.999999999992
2015.07.06,68.99999999999685,-858.0000000000032,575.0000000000028,-63.99999999999739,-256.0000000000007,-1698.0000000000075,,-2232.000000000009
2015.07.06,117.99999999999588,-777.0000000000055,617.0000000000044,-25.999999999992696,-358.0000000000028,-1655.0000000000011,,-2081.000000000002
2015.07.06,180.99999999999784,-714.0000000000147,659.9999999999966,26.0000000000149,-363.0000000000022,-1614.0000000000043,,-1824.0000000000118
2015.07.06,219.00000000000253,-574.0000000000078,683.9999999999975,202.9999999999976,-216.0000000000051,-1578.000000000003,,-1262.0000000000182
2015.07.06,172.00000000000549,-584.0000000000067,771.0000000000008,275.000000000003,-148.0000000000037,-1689.9999999999977,,-1203.9999999999989
2015.07.06,85.00000000000173,-554.00000000001,756.0000000000002,246.00000000001288,-187.9999999999993,-1550.0000000000114,,-1205.000000000006
2015.07.06,270.99999999999903,-416.00000000001637,688.0000000000024,270.00000000001467,-222.99999999999542,-1299.0000000000066,,-709.0000000000024
2015.07.06,270.0000000000036,-556.0000000000009,638.9999999999958,287.000000000015,-314.99999999999864,-1388.0000000000052,,-1062.9999999999905
2015.07.06,297.9999999999983,-550.000000000006,590.0000000000034,425.0000000000087,-321.0000000000046,-1427.9999999999973,,-985.9999999999975
2015.07.06,248.99999999999923,-618.0000000000074,560.0000000000023,469.0000000000083,-397.99999999999835,-1505.0000000000239,,-1243.0000000000198
2015.07.06,114.00000000000298,-707.9999999999975,623.0000000000047,445.0000000000065,-456.9999999999963,-1699.0000000000123,,-1681.999999999992
2015.07.06,-32.999999999994145,-975.0000000000148,644.999999999996,165.00000000001512,-553.999999999999,-2025.0000000000057,,-2777.0000000000023
2015.07.06,46.999999999997044,-965.0000000000158,570.0000000000074,239.99999999999577,-527.9999999999951,-1911.0000000000014,,-2547.000000000012
2015.07.06,-146.00000000000168,-1043.0000000000161,530.0000000000011,195.00000000001182,-502.9999999999979,-1893.0000000000007,,-2860.0000000000036
2015.07.06,-117.99999999999588,-1113.0000000000084,510.9999999999957,146.00000000000168,-565.0000000000044,-1944.0000000000168,,-3083.000000000028
2015.07.06,-183.99999999999528,-1038.0000000000057,518.0000000000007,175.99999999999838,-453.99999999999886,-1844.0000000000225,,-2826.000000000023
2015.07.06,-166.99999999999494,-1065.0000000000048,442.99999999999784,262.00000000000665,-451.9999999999969,-1846.0000000000036,,-2824.9999999999955
2015.07.06,-80.00000000000229,-980.0000000000031,412.9999999999967,466.00000000001086,-414.9999999999987,-1722.0000000000084,,-2318.000000000005
