date,USDCAD,CHFJPY,CADJPY,empty,sum
2018.12.03,189.00000000001694,-79.00000000000773,158.00000000000125,,268.00000000001046
2018.12.03,200.00000000000017,-25.000000000005684,106.00000000000875,,281.00000000000324
2018.12.03,202.00000000001327,96.9999999999942,62.00000000001182,,361.0000000000193
2018.12.03,195.00000000001182,132.000000000005,59.00000000001171,,386.00000000002854
2018.12.03,291.00000000001904,45.99999999999227,180.00000000000682,,517.0000000000182
2018.12.03,260.0000000000158,-40.99999999999682,266.00000000000534,,485.00000000002433
2018.12.03,102.00000000000209,34.99999999999659,100.00000000000853,,237.00000000000722
2018.12.03,72.0000000000054,43.99999999999693,64.00000000000716,,180.0000000000095
2018.12.03,-116.99999999998934,39.00000000000148,2.0000000000095497,,-75.99999999997831
2018.12.03,-213.99999999998087,57.999999999992724,-73.99999999999807,,-229.99999999998622
2018.12.03,-184.99999999999073,22.999999999996135,-52.99999999999727,,-214.99999999999187
2018.12.03,-168.99999999999693,-16.000000000005343,5.000000000009663,,-179.9999999999926
2018.12.03,-272.99999999998994,-64.00000000000716,-28.999999999996362,,-365.99999999999346
2018.12.03,-229.99999999999687,-70.99999999999795,-7.999999999995566,,-308.9999999999904
2018.12.03,-240.9999999999801,-40.00000000000625,-49.99999999999716,,-330.9999999999835
2018.12.03,-343.99999999998875,-13.999999999995794,-81.99999999999363,,-439.9999999999782
2018.12.03,-315.99999999998295,4.9999999999954525,-83.99999999998897,,-394.99999999997647
2018.12.03,-341.99999999999784,-7.000000000005002,-108.99999999999466,,-457.9999999999975
2018.12.03,-455.99999999998977,28.999999999996362,-158.00000000000125,,-584.9999999999947
2018.12.03,-587.9999999999885,43.99999999999693,-222.99999999999898,,-766.9999999999906
2018.12.03,-693.9999999999947,39.00000000000148,-313.99999999999295,,-968.9999999999861
2018.12.03,-684.9999999999801,-63.00000000000239,-231.99999999999932,,-979.9999999999818
2018.12.03,-597.9999999999874,-105.99999999999454,-211.9999999999891,,-915.999999999971
2018.12.03,-556.9999999999853,-70.00000000000739,-177.99999999999727,,-804.99999999999
2018.12.03,-566.9999999999842,-146.0000000000008,-215.99999999999397,,-928.999999999979
2018.12.03,-478.999999999985,-134.00000000000034,-209.99999999999375,,-822.9999999999791
2018.12.03,-410.99999999998363,-78.00000000000296,-174.99999999999716,,-663.9999999999837
2018.12.03,-444.9999999999843,-88.99999999999864,-214.9999999999892,,-748.9999999999721
2018.12.03,-429.99999999999704,-54.000000000002046,-212.99999999999386,,-696.999999999993
2018.12.03,-443.99999999999994,-96.00000000000364,-196.99999999998852,,-736.9999999999922
2018.12.03,-678.9999999999852,-108.00000000000409,-335.9999999999985,,-1122.9999999999877
2018.12.03,-638.9999999999895,-61.00000000000705,-312.9999999999882,,-1012.9999999999848
2018.12.03,-653.999999999999,-3.0000000000001137,-301.9999999999925,,-958.9999999999916
2018.12.03,-598.999999999994,-28.000000000005798,-242.999999999995,,-869.9999999999948
2018.12.03,-480.99999999999807,108.00000000000409,-253.0000000000001,,-625.9999999999941
2018.12.03,-462.9999999999912,3.0000000000001137,-236.99999999999477,,-696.9999999999859
2018.12.03,-513.9999999999923,31.00000000000591,-236.99999999999477,,-719.9999999999811
2018.12.03,-444.9999999999843,34.99999999999659,-191.99999999999307,,-601.9999999999808
2018.12.03,-494.9999999999788,33.00000000000125,-238.9999999999901,,-700.9999999999677
2018.12.03,-435.9999999999919,46.999999999997044,-241.99999999999022,,-630.9999999999851
2018.12.03,-447.99999999998175,54.99999999999261,-242.999999999995,,-635.9999999999841
2018.12.03,-243.99999999999977,81.00000000000307,-135.99999999999568,,-298.9999999999924
2018.12.03,-241.99999999998667,37.9999999999967,-162.9999999999967,,-366.9999999999867
