date,USDCAD,CHFJPY,CADJPY,empty,sum
2018.12.03,0.0,-170.0000000000017,0.0,,-170.0000000000017
2018.12.03,185.00000000001293,-99.99999999999432,100.00000000000853,,185.00000000002714
2018.12.03,178.00000000001148,-69.00000000000261,60.000000000002274,,169.00000000001114
2018.12.03,160.00000000000458,91.99999999999875,43.00000000000637,,295.00000000000966
2018.12.03,197.00000000000273,13.00000000000523,59.00000000001171,,269.00000000001967
2018.12.03,225.00000000000853,-40.99999999999682,151.00000000001046,,335.00000000002217
2018.12.03,62.000000000006494,-42.00000000000159,97.99999999999898,,118.00000000000388
2018.12.03,72.0000000000054,12.000000000000455,62.00000000001182,,146.00000000001768
2018.12.03,-122.99999999998423,0.0,-0.999999999990564,,-123.99999999997479
2018.12.03,-223.99999999997976,18.000000000000682,-81.99999999999363,,-287.9999999999727
2018.12.03,-218.99999999999142,-1.9999999999953388,-75.9999999999934,,-296.99999999998016
2018.12.03,-186.99999999998164,-34.000000000006025,-54.000000000002046,,-274.9999999999897
2018.12.03,-273.9999999999965,-105.00000000000398,-40.99999999999682,,-419.99999999999727
2018.12.03,-278.00000000000045,-90.00000000000341,-39.00000000000148,,-407.00000000000534
2018.12.03,-246.99999999999721,-90.00000000000341,-58.9999999999975,,-395.9999999999981
2018.12.03,-344.99999999999534,-52.99999999999727,-82.99999999999841,,-480.999999999991
2018.12.03,-344.99999999999534,-19.99999999999602,-111.99999999999477,,-476.99999999998613
2018.12.03,-342.9999999999822,-39.00000000000148,-112.99999999999955,,-494.99999999998323
2018.12.03,-481.99999999998244,-24.00000000000091,-186.9999999999976,,-692.9999999999809
2018.12.03,-628.9999999999907,15.000000000000568,-243.99999999999977,,-857.9999999999899
2018.12.03,-757.999999999992,-3.0000000000001137,-343.9999999999941,,-1104.9999999999864
2018.12.03,-733.9999999999902,-85.99999999999852,-314.9999999999977,,-1134.9999999999864
2018.12.03,-686.9999999999932,-143.00000000000068,-256.9999999999908,,-1086.9999999999845
2018.12.03,-670.9999999999993,-108.99999999999466,-257.99999999999557,,-1037.9999999999895
2018.12.03,-619.9999999999983,-158.00000000000125,-245.9999999999951,,-1023.9999999999947
2018.12.03,-583.9999999999845,-189.00000000000716,-243.99999999999977,,-1016.9999999999915
2018.12.03,-523.9999999999911,-198.99999999999807,-226.99999999998965,,-949.9999999999789
2018.12.03,-456.9999999999963,-138.9999999999958,-221.9999999999942,,-817.9999999999862
2018.12.03,-474.999999999981,-96.9999999999942,-234.99999999999943,,-806.9999999999746
2018.12.03,-481.99999999998244,-109.99999999999943,-253.0000000000001,,-844.9999999999819
2018.12.03,-714.999999999999,-153.0000000000058,-357.9999999999899,,-1225.9999999999945
2018.12.03,-725.9999999999823,-114.99999999999488,-349.9999999999943,,-1190.9999999999714
2018.12.03,-689.9999999999907,-66.0000000000025,-324.99999999998863,,-1080.9999999999818
2018.12.03,-699.9999999999895,-37.9999999999967,-333.999999999989,,-1071.9999999999752
2018.12.03,-590.999999999986,-43.00000000000637,-284.9999999999966,,-918.999999999989
2018.12.03,-542.9999999999824,-12.000000000000455,-292.0000000000016,,-846.9999999999844
2018.12.03,-554.9999999999944,-3.0000000000001137,-266.9999999999959,,-824.9999999999905
2018.12.03,-532.9999999999835,-4.9999999999954525,-268.0000000000007,,-805.9999999999797
2018.12.03,-509.99999999998823,24.00000000000091,-248.99999999999523,,-734.9999999999825
2018.12.03,-540.9999999999915,-1.0000000000047748,-292.99999999999216,,-834.9999999999884
2018.12.03,-506.9999999999908,7.000000000005002,-318.9999999999884,,-818.9999999999742
2018.12.03,-473.99999999999665,39.00000000000148,-259.9999999999909,,-694.9999999999861
2018.12.03,-258.99999999998704,19.000000000005457,-164.99999999999204,,-404.9999999999736
2018.12.03,-273.9999999999965,9.000000000000341,-182.99999999999272,,-447.99999999998886
2018.12.03,-263.99999999999756,-24.00000000000091,-176.00000000000193,,-464.0000000000004
2018.12.03,-253.99999999999866,-15.000000000000568,-155.00000000000114,,-424.00000000000034
2018.12.03,-304.9999999999997,16.000000000005343,-167.99999999999216,,-456.9999999999865
2018.12.03,-421.99999999998903,13.999999999995794,-259.00000000000034,,-666.9999999999936
2018.12.04,-404.9999999999887,-7.999999999995566,-222.99999999999898,,-635.9999999999832
2018.12.04,-405.9999999999952,-6.000000000000227,-211.9999999999891,,-623.9999999999845
2018.12.04,-387.99999999998835,-1.0000000000047748,-213.99999999999864,,-602.9999999999918
2018.12.04,-389.99999999997925,-16.999999999995907,-180.99999999999739,,-587.9999999999725
2018.12.04,-421.99999999998903,-10.000000000005116,-204.9999999999983,,-636.9999999999925
2018.12.04,-441.99999999998687,-10.99999999999568,-220.99999999998943,,-673.999999999972
2018.12.04,-452.99999999999227,-131.00000000000023,-143.99999999999125,,-727.9999999999837
2018.12.04,-550.9999999999903,-170.0000000000017,-97.99999999999898,,-818.999999999991
2018.12.04,-556.0000000000009,-167.0000000000016,-104.99999999998977,,-827.9999999999923
2018.12.04,-533.99999999999,-132.99999999999557,-74.99999999998863,,-741.9999999999742
2018.12.04,-534.9999999999966,-120.99999999999511,-82.99999999999841,,-738.9999999999901
2018.12.04,-556.9999999999853,-131.00000000000023,-81.99999999999363,,-769.9999999999792
2018.12.04,-609.9999999999994,-144.99999999999602,-80.99999999998886,,-835.9999999999843
2018.12.04,-617.0000000000009,-271.0000000000008,-51.9999999999925,,-939.9999999999942
2018.12.04,-600.9999999999849,-314.00000000000716,57.00000000000216,,-857.9999999999899
2018.12.04,-608.9999999999928,-314.9999999999977,19.000000000005457,,-904.9999999999851
2018.12.04,-645.999999999991,-265.00000000000057,14.000000000010004,,-896.9999999999816
2018.12.04,-625.9999999999932,-296.99999999999704,38.000000000010914,,-884.9999999999793
2018.12.04,-615.9999999999943,-293.00000000000637,57.00000000000216,,-851.9999999999985
2018.12.04,-623.9999999999801,-271.0000000000008,26.00000000001046,,-868.9999999999704
2018.12.04,-664.9999999999823,-308.00000000000693,3.0000000000001137,,-969.9999999999891
2018.12.04,-671.9999999999837,-445.0000000000074,91.00000000000819,,-1025.999999999983
2018.12.04,-671.9999999999837,-462.0000000000033,139.00000000001,,-994.999999999977
2018.12.04,-719.9999999999873,-463.99999999999864,206.00000000000307,,-977.9999999999828
2018.12.04,-715.9999999999833,-385.0000000000051,209.00000000000318,,-891.9999999999852
2018.12.04,-681.9999999999826,-430.9999999999974,225.00000000000853,,-887.9999999999715
2018.12.04,-696.999999999992,-397.00000000000557,248.00000000000466,,-845.9999999999931
2018.12.04,-655.9999999999899,-492.999999999995,237.99999999999955,,-910.9999999999854
