date,EURCHF,CADJPY,empty,sum
2018.06.18,-95.00000000000064,-9.000000000000341,,-104.00000000000098
2018.06.18,-36.0000000000138,-28.000000000005798,,-64.0000000000196
2018.06.18,-158.99999999999804,-75.00000000000284,,-234.00000000000088
2018.06.18,-165.00000000001512,-105.00000000000398,,-270.0000000000191
2018.06.18,-151.9999999999966,-82.99999999999841,,-234.999999999995
2018.06.18,-124.99999999999733,-64.00000000000716,,-189.0000000000045
2018.06.18,-50.0000000000167,-234.99999999999943,,-285.00000000001614
2018.06.18,0.9999999999843467,-158.00000000000125,,-157.0000000000169
2018.06.18,-5.000000000010552,-175.00000000001137,,-180.0000000000219
2018.06.18,38.99999999998904,-308.00000000000693,,-269.0000000000179
2018.06.18,-5.999999999994898,-183.00000000000693,,-189.00000000000182
2018.06.18,-32.0000000000098,-154.00000000001057,,-186.00000000002038
2018.06.18,17.000000000000348,-131.00000000000023,,-113.99999999999989
2018.06.18,29.999999999996696,-153.0000000000058,,-123.0000000000091
2018.06.18,17.000000000000348,-103.00000000000864,,-86.0000000000083
2018.06.18,-9.999999999998899,-54.000000000002046,,-64.00000000000094
2018.06.18,-24.000000000001798,-74.00000000001228,,-98.00000000001407
2018.06.18,-51.000000000001044,-59.00000000001171,,-110.00000000001276
2018.06.18,-19.00000000001345,-22.00000000000557,,-41.00000000001902
2018.06.18,34.000000000000696,-31.00000000000591,,2.9999999999947846
2018.06.18,38.0000000000047,-74.00000000001228,,-36.00000000000758
2018.06.18,88.99999999998354,-137.00000000000045,,-48.00000000001691
2018.06.18,119.99999999998678,-84.00000000000318,,35.9999999999836
2018.06.18,41.99999999998649,16.999999999995907,,58.9999999999824
2018.06.18,-95.00000000000064,91.99999999999875,,-3.00000000000189
2018.06.18,-70.99999999999883,70.99999999999795,,-8.810729923425242e-13
2018.06.18,-124.00000000001299,89.9999999999892,,-34.00000000002379
2018.06.18,-52.000000000007596,28.999999999996362,,-23.000000000011234
2018.06.18,-80.00000000001339,-79.9999999999983,,-160.00000000001168
2018.06.18,-14.000000000002899,-85.00000000000796,,-99.00000000001086
2018.06.18,1.999999999990898,-97.99999999999898,,-96.00000000000807
2018.06.18,78.00000000000028,-164.00000000000148,,-86.0000000000012
2018.06.18,85.99999999998609,-100.99999999999909,,-15.000000000013003
2018.06.18,104.99999999999955,-167.0000000000016,,-62.000000000002046
2018.06.18,177.99999999998929,-272.00000000000557,,-94.00000000001629
2018.06.18,48.000000000003595,-280.00000000000114,,-231.99999999999756
2018.06.18,58.99999999998684,-313.0000000000024,,-254.00000000001555
2018.06.18,21.999999999988695,-407.0000000000107,,-385.000000000022
2018.06.18,55.000000000005045,-378.0000000000001,,-322.99999999999505
2018.06.18,76.99999999999375,-404.0000000000106,,-327.0000000000168
