date,EURCHF,CADJPY,empty,sum
2018.06.18,-124.00000000001299,-32.00000000001069,,-156.00000000002368
2018.06.18,-130.0000000000079,-28.000000000005798,,-158.0000000000137
2018.06.18,-158.99999999999804,-96.00000000000364,,-255.00000000000168
2018.06.18,-180.0000000000024,-125.0,,-305.0000000000024
2018.06.18,-165.9999999999995,-120.00000000000455,,-286.00000000000404
2018.06.18,-153.00000000000313,-100.00000000000853,,-253.00000000001165
2018.06.18,-133.00000000000534,-243.99999999999977,,-377.0000000000051
2018.06.18,-60.000000000015596,-237.00000000000898,,-297.00000000002456
2018.06.18,-22.999999999995246,-206.00000000000307,,-228.99999999999832
2018.06.18,-8.000000000008,-310.0000000000023,,-318.0000000000103
2018.06.18,-7.0000000000014495,-310.0000000000023,,-317.00000000000375
2018.06.18,-35.00000000000725,-242.00000000000443,,-277.0000000000117
2018.06.18,-34.000000000000696,-162.00000000000614,,-196.00000000000682
2018.06.18,7.0000000000014495,-165.00000000000625,,-158.0000000000048
2018.06.18,7.0000000000014495,-154.00000000001057,,-147.00000000000912
2018.06.18,-12.999999999996348,-108.00000000000409,,-121.00000000000044
2018.06.18,-31.000000000003247,-82.99999999999841,,-114.00000000000165
2018.06.18,-73.99999999999629,-100.99999999999909,,-174.9999999999954
2018.06.18,-80.99999999999774,-78.00000000000296,,-159.00000000000068
2018.06.18,-97.9999999999981,-44.00000000001114,,-142.00000000000924
2018.06.18,-65.00000000000395,-77.00000000001239,,-142.00000000001634
2018.06.18,-18.0000000000069,-145.00000000001023,,-163.00000000001714
2018.06.18,0.0,-141.00000000000534,,-141.00000000000534
2018.06.18,2.999999999997449,-91.00000000000819,,-88.00000000001074
2018.06.18,-97.9999999999981,7.999999999995566,,-90.00000000000253
2018.06.18,-104.00000000001519,55.999999999997385,,-48.000000000017806
2018.06.18,-124.00000000001299,33.999999999991815,,-90.00000000002117
2018.06.18,-156.00000000000057,-14.000000000010004,,-170.00000000001057
2018.06.18,-104.00000000001519,-87.0000000000033,,-191.00000000001847
2018.06.18,-97.00000000001374,-125.0,,-222.00000000001376
2018.06.18,-33.00000000001635,-160.0000000000108,,-193.00000000002714
2018.06.18,-15.00000000000945,-207.9999999999984,,-223.00000000000784
2018.06.18,55.000000000005045,-202.0000000000124,,-147.00000000000733
2018.06.18,80.99999999999774,-169.00000000001114,,-88.0000000000134
2018.06.18,97.9999999999981,-285.0000000000108,,-187.0000000000127
2018.06.18,26.999999999999247,-291.000000000011,,-264.00000000001177
2018.06.18,4.999999999988347,-318.00000000001205,,-313.0000000000237
2018.06.18,17.999999999984695,-416.000000000011,,-398.0000000000263
2018.06.18,7.999999999985796,-435.0000000000023,,-427.0000000000165
2018.06.18,48.99999999998794,-448.0000000000075,,-399.00000000001955
2018.06.18,10.999999999983245,-422.00000000001125,,-411.000000000028
2018.06.18,0.0,-340.0000000000034,,-340.0000000000034
2018.06.18,-17.000000000000348,-324.0000000000123,,-341.0000000000126
2018.06.18,-26.999999999999247,-286.00000000000136,,-313.0000000000006
2018.06.18,-42.0000000000087,-292.0000000000016,,-334.0000000000103
2018.06.18,-43.00000000001525,-204.00000000000773,,-247.00000000002296
2018.06.18,-83.00000000001084,-160.0000000000108,,-243.00000000002166
2018.06.18,-137.00000000000932,-172.00000000001125,,-309.0000000000206
2018.06.19,-113.00000000000753,-172.00000000001125,,-285.00000000001876
2018.06.19,-163.00000000000205,-170.0000000000017,,-333.00000000000375
2018.06.19,-153.00000000000313,-170.0000000000017,,-323.00000000000483
2018.06.19,-157.00000000000713,-173.00000000000182,,-330.000000000009
2018.06.19,-147.00000000000824,-173.00000000000182,,-320.00000000001006
2018.06.19,-153.00000000000313,-573.0000000000075,,-726.0000000000107
2018.06.19,-107.99999999999699,-618.9999999999998,,-726.9999999999968
2018.06.19,-17.000000000000348,-573.0000000000075,,-590.0000000000078
2018.06.19,-15.00000000000945,-600.0000000000085,,-615.000000000018
2018.06.19,-35.00000000000725,-728.0000000000086,,-763.0000000000159
2018.06.19,41.000000000002146,-773.0000000000103,,-732.0000000000082
2018.06.19,62.99999999999084,-746.0000000000093,,-683.0000000000185
2018.06.19,21.999999999988695,-781.0000000000059,,-759.0000000000172
2018.06.19,34.99999999998504,-815.0000000000119,,-780.000000000027
2018.06.19,73.99999999999629,-943.000000000012,,-869.0000000000158
2018.06.19,102.99999999998644,-950.0000000000028,,-847.0000000000164
2018.06.19,88.99999999998354,-962.0000000000033,,-873.0000000000198
2018.06.19,153.9999999999875,-1053.0000000000114,,-899.0000000000239
2018.06.19,236.99999999999832,-1124.0000000000095,,-887.0000000000113
2018.06.19,290.9999999999968,-1094.9999999999989,,-804.000000000002
2018.06.19,353.0000000000033,-1165.0000000000064,,-812.0000000000031
2018.06.19,312.00000000000114,-1009.0000000000003,,-696.9999999999992
2018.06.19,312.00000000000114,-1100.0000000000086,,-788.0000000000075
2018.06.19,441.0000000000025,-1133.0000000000098,,-692.0000000000073
2018.06.19,320.9999999999935,-934.0000000000117,,-613.0000000000182
2018.06.19,489.99999999999045,-969.0000000000083,,-479.00000000001785
2018.06.19,522.9999999999845,-1073.0000000000075,,-550.000000000023
2018.06.19,495.99999999998533,-1181.0000000000116,,-685.0000000000263
2018.06.19,506.9999999999908,-1249.0000000000095,,-742.0000000000188
2018.06.19,451.99999999998573,-1272.0000000000055,,-820.0000000000198
2018.06.19,465.99999999998863,-1182.0000000000023,,-716.0000000000136
2018.06.19,523.9999999999911,-1171.0000000000064,,-647.0000000000152
2018.06.19,546.9999999999864,-1128.0,,-581.0000000000136
2018.06.19,522.0000000000002,-1159.000000000006,,-637.0000000000057
2018.06.19,522.9999999999845,-1335.000000000008,,-812.0000000000234
2018.06.19,394.9999999999898,-1329.9999999999982,,-935.0000000000084
2018.06.19,302.9999999999866,-1231.9999999999993,,-929.0000000000127
2018.06.19,306.9999999999906,-1014.00000000001,,-707.0000000000193
2018.06.19,297.9999999999983,-1048.0000000000018,,-750.0000000000035
2018.06.19,286.99999999999284,-1179.000000000002,,-892.0000000000092
2018.06.19,300.99999999999574,-1186.000000000007,,-885.0000000000114
2018.06.19,319.999999999987,-1199.0000000000123,,-879.0000000000252
2018.06.19,333.9999999999899,-1077.0000000000123,,-743.0000000000224
2018.06.19,347.9999999999928,-1056.0000000000116,,-708.0000000000189
2018.06.19,360.9999999999891,-1079.0000000000077,,-718.0000000000186
2018.06.19,337.99999999999386,-1079.9999999999982,,-742.0000000000043
2018.06.19,255.00000000000523,-1094.0000000000082,,-839.000000000003
2018.06.19,256.99999999999613,-1077.0000000000123,,-820.0000000000161
2018.06.20,319.0000000000026,-1066.0000000000025,,-746.9999999999999
2018.06.20,346.0000000000019,-1074.0000000000123,,-728.0000000000105
2018.06.20,365.99999999999966,-1111.000000000004,,-745.0000000000044
2018.06.20,320.9999999999935,-1112.000000000009,,-791.0000000000156
2018.06.20,288.99999999998374,-1070.0000000000073,,-781.0000000000235
2018.06.20,289.9999999999903,-1005.0000000000097,,-715.0000000000193
2018.06.20,304.9999999999997,-1067.0000000000073,,-762.0000000000075
2018.06.20,323.99999999999096,-1106.9999999999993,,-783.0000000000084
2018.06.20,346.0000000000019,-1225.0000000000086,,-879.0000000000068
2018.06.20,322.00000000000006,-1130.0000000000095,,-808.0000000000095
2018.06.20,258.99999999998704,-987.000000000009,,-728.0000000000219
2018.06.20,249.99999999999466,-1014.00000000001,,-764.0000000000153
2018.06.20,292.00000000000335,-1016.0000000000053,,-724.000000000002
2018.06.20,299.00000000000483,-1036.0000000000014,,-736.9999999999966
2018.06.20,323.99999999999096,-1043.0000000000064,,-719.0000000000155
2018.06.20,319.0000000000026,-1031.000000000006,,-712.0000000000033
2018.06.20,231.0000000000034,-1023.0000000000103,,-792.0000000000069
2018.06.20,217.99999999998488,-941.0000000000025,,-723.0000000000176
2018.06.20,190.00000000000128,-981.9999999999993,,-791.9999999999981
2018.06.20,205.99999999999508,-1056.0000000000116,,-850.0000000000165
2018.06.20,255.00000000000523,-1075.0000000000027,,-819.9999999999975
2018.06.20,129.99999999998568,-1082.0000000000077,,-952.000000000022
2018.06.20,160.00000000000458,-1146.000000000001,,-985.9999999999964
2018.06.20,275.000000000003,-1076.0000000000077,,-801.0000000000048
2018.06.20,224.99999999998633,-1085.9999999999986,,-861.0000000000123
2018.06.20,171.99999999999437,-1123.0000000000045,,-951.0000000000102
2018.06.20,109.00000000000354,-1143.0000000000007,,-1033.999999999997
2018.06.20,107.99999999999699,-1118.9999999999998,,-1011.0000000000027
2018.06.20,182.99999999999983,-1178.0000000000114,,-995.0000000000116
2018.06.20,207.00000000000162,-1167.0000000000016,,-960.0
2018.06.20,123.99999999999079,-1183.0000000000068,,-1059.000000000016
2018.06.20,129.99999999998568,-1201.0000000000077,,-1071.000000000022
2018.06.20,124.99999999999733,-1183.0000000000068,,-1058.0000000000095
2018.06.20,229.99999999999687,-1145.0000000000102,,-915.0000000000134
2018.06.20,326.0000000000041,-1142.00000000001,,-816.0000000000059
2018.06.20,275.9999999999874,-1150.0000000000057,,-874.0000000000183
2018.06.20,215.99999999999397,-1133.0000000000098,,-917.0000000000158
2018.06.20,107.99999999999699,-1144.0000000000055,,-1036.0000000000084
2018.06.20,56.99999999999594,-1079.9999999999982,,-1023.0000000000023
2018.06.20,17.999999999984695,-1074.0000000000123,,-1056.0000000000275
2018.06.20,106.99999999999044,-1120.0000000000045,,-1013.0000000000141
2018.06.20,136.00000000000279,-1109.0000000000089,,-973.0000000000061
2018.06.20,129.99999999998568,-1034.000000000006,,-904.0000000000202
2018.06.20,146.00000000000168,-1025.0000000000057,,-879.000000000004
2018.06.20,143.00000000000423,-1015.0000000000006,,-871.9999999999964
2018.06.20,150.99999999999002,-1001.0000000000048,,-850.0000000000148
2018.06.20,173.99999999998528,-1012.0000000000005,,-838.0000000000152
2018.06.20,177.99999999998929,-1032.0000000000107,,-854.0000000000214
2018.06.21,197.00000000000273,-1060.0000000000023,,-862.9999999999995
2018.06.21,222.99999999999542,-1002.0000000000095,,-779.0000000000141
2018.06.21,243.99999999999977,-1003.0000000000001,,-759.0000000000003
2018.06.21,198.99999999999363,-968.0000000000035,,-769.0000000000099
2018.06.21,200.00000000000017,-968.0000000000035,,-768.0000000000034
2018.06.21,204.99999999998852,-987.9999999999995,,-783.000000000011
2018.06.21,175.99999999999838,-990.0000000000091,,-814.0000000000107
2018.06.21,195.9999999999962,-943.000000000012,,-747.0000000000159
2018.06.21,209.9999999999991,-995.0000000000045,,-785.0000000000055
2018.06.21,170.99999999998784,-932.0000000000022,,-761.0000000000143
2018.06.21,130.99999999999224,-778.0000000000058,,-647.0000000000135
2018.06.21,130.99999999999224,-809.0000000000117,,-678.0000000000194
2018.06.21,146.99999999998602,-868.0000000000092,,-721.0000000000232
2018.06.21,143.99999999998857,-907.0000000000107,,-763.000000000022
2018.06.21,147.99999999999258,-847.0000000000084,,-699.0000000000158
2018.06.21,160.00000000000458,-818.000000000012,,-658.0000000000075
2018.06.21,149.9999999999835,-826.0000000000076,,-676.0000000000241
2018.06.21,163.00000000000205,-831.0000000000031,,-668.000000000001
2018.06.21,205.99999999999508,-856.0000000000088,,-650.0000000000136
2018.06.21,209.9999999999991,-881.0000000000002,,-671.0000000000011
2018.06.21,273.9999999999965,-895.0000000000102,,-621.0000000000138
2018.06.21,212.99999999999653,-874.0000000000094,,-661.000000000013
2018.06.21,387.99999999998835,-898.0000000000103,,-510.000000000022
2018.06.21,397.0000000000029,-1031.000000000006,,-634.000000000003
2018.06.21,563.0000000000024,-1096.0000000000036,,-533.0000000000013
2018.06.21,539.0000000000006,-1069.0000000000027,,-530.0000000000022
2018.06.21,574.9999999999922,-1087.0000000000032,,-512.000000000011
2018.06.21,548.9999999999995,-1062.0000000000118,,-513.0000000000123
2018.06.21,517.9999999999962,-960.000000000008,,-442.0000000000117
2018.06.21,577.0000000000052,-957.9999999999984,,-380.9999999999932
2018.06.21,537.9999999999941,-960.000000000008,,-422.00000000001387
2018.06.21,327.99999999999494,-1087.0000000000032,,-759.0000000000082
2018.06.21,390.9999999999858,-1082.0000000000077,,-691.0000000000219
2018.06.21,446.9999999999974,-1246.0000000000093,,-799.0000000000119
2018.06.21,489.99999999999045,-1256.0000000000002,,-766.0000000000098
2018.06.21,377.0000000000051,-1247.0,,-869.9999999999949
2018.06.21,383.99999999998437,-1256.0000000000002,,-872.0000000000159
2018.06.21,360.9999999999891,-1301.0000000000018,,-940.0000000000127
2018.06.21,408.9999999999927,-1331.0000000000032,,-922.0000000000105
2018.06.21,409.99999999999926,-1396.000000000001,,-986.0000000000016
2018.06.21,356.00000000000074,-1406.000000000006,,-1050.0000000000052
2018.06.21,367.99999999999056,-1368.9999999999998,,-1001.0000000000092
2018.06.21,312.00000000000114,-1307.0000000000023,,-995.0000000000011
2018.06.21,288.99999999998374,-1308.0000000000068,,-1019.0000000000231
2018.06.21,334.9999999999964,-1341.9999999999986,,-1007.0000000000023
2018.06.21,367.99999999999056,-1310.0000000000023,,-942.0000000000117
2018.06.21,394.9999999999898,-1251.0000000000048,,-856.000000000015
2018.06.21,409.99999999999926,-1350.0000000000086,,-940.0000000000093
2018.06.22,427.99999999998397,-1391.0000000000055,,-963.0000000000215
2018.06.22,435.9999999999919,-1430.0000000000068,,-994.0000000000149
2018.06.22,478.999999999985,-1392.00000000001,,-913.000000000025
