date,USDCHF,EURUSD,AUDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2020.08.17,-35.00000000000725,-92.00000000000318,-2.999999999997449,-60.99999999999994,-18.000000000000682,-63.99999999999739,-100.99999999999554,-53.00000000000304,-51.000000000001044,0.0,0.0,0.0,-195.00000000001182,-156.00000000000057,0.0,-2.999999999997449,-72.0000000000054,,-904.0000000000209
2020.08.17,-41.9999999999976,-21.00000000000435,57.00000000000705,-99.00000000000463,39.00000000000148,-64.99999999999284,-102.00000000000209,-68.99999999999685,-70.0000000000034,86.99999999998909,-99.99999999998899,118.99999999999977,-235.00000000000742,-321.0000000000157,103.00000000000864,183.99999999999528,60.99999999999994,,-474.00000000001256
2020.08.17,-12.000000000000899,35.00000000000725,54.00000000000959,-79.99999999999119,36.000000000001364,-24.999999999997247,-121.00000000000443,-37.99999999999359,-4.000000000004,118.99999999999977,435.0000000000076,167.99999999999216,-168.0000000000126,-12.000000000012001,83.00000000001262,244.99999999999523,60.99999999999994,,776.0000000000095
2020.08.17,-18.0000000000069,29.999999999996696,109.00000000000354,-49.99999999999449,96.00000000000364,-21.999999999999797,-114.99999999999844,-22.999999999995246,53.999999999998494,168.00000000000637,465.0000000000043,185.99999999999284,-155.00000000001623,95.00000000000064,156.0000000000059,347.9999999999928,190.00000000000128,,1513.9999999999955
2020.08.17,-14.999999999998348,36.999999999998145,115.00000000000954,-58.000000000002494,91.99999999999875,-26.999999999999247,-168.99999999999693,24.000000000001798,56.99999999999594,158.99999999999181,463.9999999999977,189.99999999999773,-256.00000000001177,262.999999999991,158.00000000000125,349.99999999999477,297.9999999999983,,1681.9999999999677
2020.08.17,5.999999999994898,99.00000000000463,196.00000000000728,-79.99999999999119,81.00000000000307,-25.999999999992696,-246.99999999999721,14.999999999998348,71.99999999999429,157.99999999998704,497.0000000000141,216.99999999999875,-388.9999999999949,334.9999999999964,221.00000000000364,439.0000000000005,404.0000000000044,,1998.0000000000314
2020.08.17,-65.00000000000395,36.999999999998145,209.9999999999991,-109.00000000000354,37.00000000000614,-46.999999999997044,-253.0000000000032,-7.9999999999968985,64.99999999999284,149.0000000000009,475.0000000000032,182.99999999999272,-401.00000000000693,278.9999999999848,251.00000000000477,490.999999999997,449.9999999999948,,1743.999999999963
2020.08.17,-70.99999999999883,35.00000000000725,209.00000000000364,-120.99999999999334,-57.00000000000216,-49.99999999999449,-309.0000000000037,33.000000000005244,52.99999999999194,44.00000000001114,495.000000000001,93.99999999999409,-522.0000000000002,437.99999999998283,206.00000000000307,486.999999999993,510.99999999999477,,1474.9999999999952
2020.08.17,-64.0000000000085,56.000000000011596,223.00000000000654,-126.99999999998823,-52.99999999999727,-54.999999999993946,-300.99999999999574,48.99999999999905,59.99999999999339,26.00000000001046,478.0000000000006,109.99999999999943,-502.00000000000244,503.99999999999335,215.0000000000034,512.9999999999968,588.0000000000107,,1720.0000000000393
2020.08.17,-60.00000000000449,58.000000000002494,220.00000000000907,-114.99999999999844,-78.00000000000296,-49.99999999999449,-282.99999999999994,28.000000000005798,66.99999999999484,32.00000000001069,476.0000000000098,78.99999999999352,-438.00000000000506,437.99999999998283,189.00000000000716,502.9999999999979,510.00000000001046,,1576.000000000019
