date,USDCHF,GBPUSD,EURUSD,USDJPY,GBPCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.07.11,119.99999999999788,-19.999999999997797,13.000000000018552,25.000000000005684,114.99999999999844,48.00000000000182,-67.00000000000594,-97.9999999999981,-40.99999999999682,-2.999999999997449,62.000000000006494,-3.0000000000001137,64.99999999998174,9.999999999998899,-27.999999999994696,93.99999999999409,,292.0000000000127
2016.07.11,117.00000000000044,-26.999999999999247,53.999999999998494,16.000000000005343,92.00000000000318,21.000000000000796,-65.99999999999939,-129.9999999999968,-61.00000000000705,-14.000000000002899,100.0000000000112,0.0,119.00000000000244,-36.999999999998145,31.999999999998696,140.99999999999113,,357.0000000000082
2016.07.11,173.9999999999964,-29.999999999996696,29.00000000001235,-179.9999999999926,164.00000000000858,-112.99999999999955,-80.00000000000229,-129.9999999999968,173.00000000000182,119.00000000000244,15.00000000000945,-204.00000000000773,185.99999999999727,114.99999999999844,-107.99999999999699,146.99999999998602,,277.0000000000201
2016.07.11,141.99999999999767,-69.00000000000794,45.000000000006146,-45.000000000001705,90.99999999999665,-24.999999999991473,-165.9999999999995,-166.99999999999494,-38.99999999998727,-158.99999999999804,25.00000000000835,-70.99999999999795,5.999999999994898,-46.999999999997044,-63.99999999999739,30.999999999981043,,-511.9999999999885
2016.07.11,168.00000000000148,45.99999999999049,39.00000000001125,-73.99999999999807,234.00000000000088,-25.99999999999625,-158.99999999999804,-81.9999999999932,118.99999999999977,42.0000000000087,179.00000000001802,-96.00000000000364,41.000000000002146,-14.999999999998348,-132.99999999999423,-12.000000000012001,,271.00000000003894
2016.07.11,189.00000000000583,-36.0000000000138,-11.999999999989797,-93.99999999999409,184.99999999999073,-24.00000000000091,-140.0000000000068,-100.00000000000009,55.00000000000682,15.999999999993797,209.00000000001472,-64.99999999999773,44.99999999998394,-41.9999999999976,-66.99999999999484,28.999999999990145,,147.99999999999037
2016.07.11,182.00000000000438,-79.00000000000685,-39.999999999995595,-176.9999999999925,130.0000000000079,-116.99999999999022,-124.00000000000189,-107.99999999999699,127.00000000000955,-25.00000000000835,222.00000000001108,-134.00000000000034,22.999999999995246,-73.00000000000084,-29.000000000001247,32.999999999994145,,-188.9999999999725
2016.07.11,168.00000000000148,-96.00000000000719,-68.00000000000139,-194.00000000000261,96.99999999999153,-150.99999999999625,-52.000000000007596,-97.9999999999981,133.99999999998613,97.9999999999981,251.00000000000122,-121.00000000000932,108.99999999998133,-19.999999999997797,-53.999999999998494,64.99999999998174,,67.99999999992278
2016.07.11,133.00000000000534,-170.00000000000347,-32.999999999994145,-140.00000000000057,-21.00000000000435,-128.0000000000001,-63.99999999999739,-168.99999999999693,-14.000000000010004,-110.99999999999443,304.00000000001535,-94.0000000000083,64.99999999998174,-175.00000000000293,75.00000000000284,32.999999999994145,,-509.00000000001313
2016.07.11,114.99999999999844,-29.00000000001235,-3.999999999981796,-131.00000000000023,93.99999999999409,-140.00000000000057,-53.00000000000304,-100.00000000000009,116.00000000001387,87.99999999999919,392.9999999999989,-109.00000000000887,108.99999999998133,-109.99999999999899,23.00000000000635,59.99999999999339,,321.99999999997965
2016.07.11,55.000000000005045,100.99999999999554,94.00000000001629,-21.99999999999136,144.0000000000108,-90.99999999999397,-57.00000000000705,-92.99999999999864,110.00000000001364,153.00000000000313,446.0000000000131,-94.0000000000083,146.00000000000168,-102.00000000000209,-7.9999999999968985,35.999999999991594,,818.0000000000524
2016.07.11,90.0000000000012,10.999999999983245,49.00000000001015,-96.9999999999942,100.0000000000112,-129.99999999999545,-104.99999999999955,-119.99999999999788,112.99999999999955,-11.999999999989797,192.00000000001438,-131.00000000000023,47.99999999998139,-53.00000000000304,38.0000000000047,135.9999999999806,,129.00000000000625
2016.07.11,89.00000000000574,75.99999999998718,51.000000000001044,-82.99999999999841,167.00000000000603,-113.99999999999011,-121.99999999999989,-78.99999999999574,155.00000000000114,36.999999999998145,185.99999999999727,-114.00000000000432,15.999999999993797,-19.999999999997797,18.0000000000069,148.99999999999915,,412.0000000000101
2016.07.11,85.99999999999719,106.99999999999044,91.00000000001884,-100.99999999999909,190.00000000000128,-137.99999999999102,-111.00000000000554,-86.99999999999264,217.00000000001296,96.99999999999153,280.0000000000136,-177.0000000000067,81.9999999999821,-39.999999999995595,104.99999999999955,219.99999999999798,,821.0000000000149
2016.07.11,185.99999999999727,71.99999999998319,9.999999999998899,-336.9999999999891,286.00000000000847,-272.99999999999613,-228.00000000000597,-45.99999999999049,485.99999999999,-42.0000000000087,-10.999999999983245,-358.0000000000041,-99.00000000000463,46.00000000000159,160.00000000000458,379.99999999998033,,231.99999999998195
2016.07.11,197.00000000000273,144.99999999999514,16.000000000016,-584.9999999999937,370.00000000000364,-518.0000000000007,-226.99999999999943,-8.999999999992347,883.0000000000098,69.00000000000794,192.00000000001438,-636.0000000000099,-76.0000000000094,-5.999999999994898,229.00000000000142,393.99999999998323,,438.00000000003394
