date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2016.05.09,-83.9999999999952,-51.99999999998539,13.000000000018552,-55.00000000000682,157.99999999999147,19.00000000000235,-1.9999999999953388,-146.00000000000168,-46.00000000000159,-2.999999999997449,18.999999999991246,114.00000000000432,124.99999999999733,180.0000000000024,261.0000000000001,-129.99999999999545,-13.999999999995794,-1.9999999999953388,214.99999999999852,192.99999999999872,,763.000000000035
2016.05.09,-104.00000000000409,-49.99999999999449,23.00000000001745,-143.00000000000068,143.00000000000423,-45.99999999999049,81.00000000000307,-195.00000000000074,-124.99999999999733,-81.9999999999932,34.000000000000696,240.0000000000091,144.99999999999514,175.99999999999838,136.99999999998712,-237.99999999999955,-169.9999999999875,-131.00000000000023,104.00000000000409,217.0000000000005,,16.000000000051557
2016.05.09,-58.000000000002494,-97.9999999999981,23.00000000001745,-147.00000000000557,215.99999999999397,-139.00000000000023,147.00000000000557,-220.00000000000907,-202.9999999999976,-142.99999999999312,15.999999999993797,289.0000000000157,214.00000000000307,242.00000000000887,-87.99999999999919,-310.99999999999284,-271.0000000000008,-240.99999999999966,27.999999999994696,215.99999999999397,,-527.9999999999718
2016.05.09,-70.99999999999883,-161.99999999999548,26.0000000000149,-179.00000000000205,205.99999999999508,-144.99999999999514,173.00000000000182,-224.000000000002,-200.99999999999562,-161.00000000000003,47.9999999999925,418.00000000000637,117.99999999999588,225.99999999999287,-104.99999999999955,-329.9999999999983,-286.9999999999919,-272.99999999999613,9.999999999998899,190.99999999998562,,-721.9999999999911
2016.05.09,-55.000000000005045,-212.99999999999653,38.0000000000047,-274.0000000000009,191.99999999999218,-212.99999999999653,293.00000000000637,-204.99999999999963,-263.0000000000021,-212.00000000000108,62.99999999999084,598.0000000000132,31.000000000003247,191.99999999999218,-239.99999999999577,-399.9999999999915,-439.9999999999977,-402.9999999999916,-85.99999999999719,202.9999999999976,,-1393.999999999976
2016.05.09,-111.00000000000554,-126.99999999998823,-87.99999999999919,-287.00000000000614,120.99999999999334,-164.99999999999292,240.0000000000091,-207.00000000000162,-229.99999999999687,-202.9999999999976,104.99999999999955,522.9999999999961,38.0000000000047,273.0000000000121,-303.0000000000088,-369.99999999999034,-369.99999999999034,-361.99999999999477,-70.0000000000034,169.99999999998127,,-1422.999999999979
2016.05.09,-175.00000000000293,-29.999999999996696,-118.99999999998023,-510.0000000000051,48.99999999998794,-152.99999999999204,393.0000000000007,-221.99999999999997,-194.0000000000053,-236.99999999999832,73.99999999999629,737.9999999999995,58.99999999998684,232.99999999999432,-313.00000000000773,-491.9999999999902,-437.9999999999882,-501.99999999999534,-107.00000000000153,53.999999999998494,,-1891.9999999999995
2016.05.09,-146.00000000000168,-30.999999999981043,-106.99999999999044,-398.00000000001035,39.999999999995595,-100.99999999999554,314.00000000000716,-193.00000000000983,-204.00000000000418,-165.9999999999995,66.99999999999484,579.0000000000077,51.000000000001044,208.99999999999253,-181.00000000000892,-399.9999999999915,-391.9999999999959,-367.999999999995,-48.000000000003595,186.99999999998164,,-1288.000000000007
2016.05.09,-82.99999999999974,-111.99999999997878,25.00000000000835,-343.0000000000035,136.99999999998712,-151.9999999999966,326.9999999999982,-197.00000000000273,-261.99999999999557,-169.99999999999238,18.999999999991246,587.9999999999939,90.99999999999665,143.00000000000423,-103.00000000000864,-417.99999999999216,-471.9999999999942,-388.9999999999958,-46.00000000000159,268.9999999999859,,-1147.9999999999961
2016.05.09,-24.999999999997247,-126.99999999998823,85.00000000000173,-204.00000000000773,170.99999999998784,-240.99999999999122,253.0000000000001,-173.00000000000094,-278.9999999999959,-215.99999999999397,-11.00000000000545,405.00000000000114,113.99999999999189,107.00000000001265,-231.0000000000034,-331.99999999999363,-432.9999999999927,-382.99999999999557,-139.99999999999568,221.99999999998886,,-1437.9999999999773
2016.05.09,-61.999999999995396,-57.99999999998029,32.0000000000098,-256.0000000000002,59.99999999999339,-126.99999999999933,263.00000000000523,-139.00000000000023,-192.00000000000327,-134.0000000000008,-14.999999999998348,401.00000000001046,41.99999999998649,49.99999999999449,-38.0000000000047,-303.99999999998784,-340.999999999994,-298.9999999999924,-65.00000000000395,220.99999999998232,,-960.9999999999784
2016.05.09,-53.999999999998494,-80.99999999999774,21.00000000000435,-229.00000000001342,117.99999999999588,-134.0000000000008,246.00000000000932,-165.9999999999995,-192.00000000000327,-135.99999999999167,4.999999999999449,385.9999999999957,99.00000000000463,134.00000000001188,-73.99999999999629,-318.9999999999884,-330.99999999998886,-287.9999999999967,-39.999999999995595,231.99999999998778,,-802.9999999999618
2016.05.09,-72.0000000000054,-123.99999999999079,24.000000000001798,-256.0000000000002,153.00000000000313,-126.99999999999933,253.0000000000001,-201.00000000000674,-175.00000000000293,-142.99999999999312,26.999999999999247,477.00000000000387,90.99999999999665,161.99999999999548,-52.99999999999194,-365.99999999999966,-318.9999999999884,-302.99999999999727,-4.999999999999449,184.99999999999073,,-771.9999999999843
2016.05.09,-31.000000000003247,-156.00000000000057,75.00000000000284,-243.0000000000092,129.00000000000134,-139.00000000000023,284.000000000006,-153.00000000000313,-146.00000000000168,-124.99999999999733,9.999999999998899,486.99999999999477,11.999999999989797,70.99999999999883,-8.999999999992347,-333.999999999989,-306.99999999998795,-304.00000000000205,-38.0000000000047,161.99999999999548,,-755.0000000000034
2016.05.09,39.00000000000014,-172.99999999997874,130.0000000000079,-234.00000000000887,190.00000000000128,-202.9999999999976,353.00000000000864,-137.00000000000932,-166.99999999999494,-139.99999999999568,-20.0000000000089,491.9999999999902,86.99999999999264,73.99999999999629,-83.9999999999952,-368.9999999999998,-378.9999999999907,-365.99999999999966,-78.99999999999574,176.99999999998272,,-808.9999999999952
2016.05.09,87.99999999999919,-273.9999999999965,176.00000000002058,-320.0000000000074,258.99999999998704,-206.99999999999054,501.0000000000048,-135.00000000000733,-153.00000000000313,-109.99999999999899,-1.0000000000065512,723.0000000000132,46.999999999997044,86.99999999999264,-15.00000000000945,-476.99999999998965,-470.9999999999894,-427.99999999999727,-36.999999999998145,207.99999999998596,,-538.9999999999941
2016.05.09,12.000000000000899,-166.99999999998383,107.00000000001265,-472.0000000000084,207.00000000000162,-153.99999999999858,572.0000000000027,-165.00000000000404,-136.00000000000279,-106.99999999999044,-9.00000000000345,830.0000000000125,116.00000000000499,120.99999999999334,7.0000000000014495,-563.999999999993,-504.99999999999545,-475.9999999999991,-0.999999999995449,178.99999999999582,,-604.9999999999485
