date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,EURCHF,CADCHF,EURGBP,EURJPY,EURCAD,CADJPY,AUDCAD,empty,sum
2015.05.04,-16.0000000000049,-84.0000000000174,-14.000000000002899,0.0,-48.000000000003595,-72.99999999998974,-24.000000000001798,-17.999999999995797,-25.000000000005684,-62.99999999999084,-18.999999999991246,-27.999999999994696,,-411.99999999999864
2015.05.04,-11.00000000000545,-86.0000000000083,-21.00000000000435,10.000000000005116,-153.00000000000313,-41.99999999998649,12.000000000000899,4.999999999999449,-43.00000000000637,18.0000000000069,4.0000000000048885,87.99999999999919,,-218.99999999999767
2015.05.04,-9.999999999998899,-54.0000000000207,-9.000000000014552,-4.0000000000048885,-157.99999999999147,-59.99999999999339,19.999999999997797,-51.99999999999649,-62.99999999998818,19.999999999997797,13.999999999995794,106.00000000000608,,-250.00000000001114
2015.05.04,-4.999999999999449,81.9999999999821,-74.0000000000185,12.000000000000455,-109.99999999998789,-55.99999999998939,-7.9999999999968985,-68.99999999999685,-121.00000000000932,-54.99999999998284,-33.999999999991815,85.00000000000173,,-352.99999999998863
2015.05.04,-2.000000000002,62.99999999999084,-70.0000000000145,34.99999999999659,-113.00000000000753,-55.99999999998939,11.00000000000545,-74.99999999999174,-122.99999999999045,-24.000000000001798,24.00000000000091,69.00000000000794,,-260.9999999999957
2015.05.04,-18.0000000000069,-9.000000000014552,-102.00000000000209,34.000000000006025,-151.9999999999966,-57.99999999998029,16.0000000000049,-46.999999999997044,-210.9999999999843,-7.999999999985796,46.00000000000648,58.000000000002494,,-450.9999999999477
2015.05.04,-65.00000000000395,-24.000000000001798,-156.00000000000057,67.99999999999784,-208.99999999999253,-61.99999999998429,14.999999999998348,-61.999999999995396,-306.99999999998795,19.00000000001345,82.99999999999841,-19.00000000000235,,-718.9999999999609
2015.05.04,-68.00000000000139,-37.00000000002035,-163.00000000000205,66.99999999999307,-252.99999999999213,-53.999999999998494,34.99999999999615,-62.99999999999084,-288.99999999998727,22.0000000000109,114.00000000000432,-75.9999999999983,,-764.9999999999864
2015.05.04,-23.00000000000635,19.999999999997797,-54.0000000000207,72.00000000000273,-188.9999999999947,-47.99999999998139,31.000000000003247,-48.99999999999905,-139.00000000001,109.00000000000354,123.00000000000466,-59.99999999999339,,-206.99999999999363
2015.05.04,-18.0000000000069,84.99999999997954,-5.000000000010552,75.00000000000284,-245.99999999999068,-3.999999999981796,29.000000000001247,-45.99999999999049,-120.00000000000455,152.0000000000188,138.9999999999958,-125.99999999999278,,-84.99999999997954
2015.05.04,-21.00000000000435,42.999999999993044,-80.00000000001339,84.99999999999375,-263.99999999999756,-49.99999999999449,92.00000000000318,-48.99999999999905,-243.99999999999977,171.00000000001003,174.0000000000066,-46.999999999997044,,-189.9999999999991
2015.05.04,-24.000000000001798,49.99999999999449,-84.0000000000174,126.99999999999534,-272.99999999998994,-44.99999999998394,101.00000000000664,-60.99999999999994,-301.9999999999925,152.0000000000188,243.99999999999977,84.0000000000063,,-30.999999999964146
2015.05.04,7.9999999999968985,127.99999999999478,-45.000000000006146,182.00000000000216,-238.0000000000049,-38.99999999998904,87.00000000000374,-66.99999999999484,-294.9999999999875,152.0000000000188,240.99999999999966,97.9999999999981,,212.00000000003172
2015.05.04,-21.999999999999797,128.99999999997914,-74.0000000000185,155.00000000000114,-231.99999999998778,-39.999999999995595,60.99999999999994,-86.99999999999264,-293.00000000000637,135.00000000001845,216.00000000000819,172.00000000000549,,120.00000000001162
2015.05.04,-26.000000000003798,132.99999999998312,-65.00000000000395,152.00000000000102,-221.00000000000452,-29.999999999996696,60.99999999999994,-78.99999999999574,-260.9999999999957,123.00000000000644,192.99999999999784,155.00000000000514,,134.99999999999315
2015.05.04,-33.000000000005244,64.99999999998174,-36.0000000000138,140.00000000000057,-187.00000000000384,-5.999999999994898,34.000000000000696,-63.99999999999739,-235.99999999999,145.00000000001734,150.00000000000568,63.00000000000195,,35.0000000000028
2015.05.04,-34.000000000000696,62.99999999999084,-6.000000000017103,140.00000000000057,-165.9999999999995,32.0000000000098,21.00000000000435,-9.999999999998899,-181.99999999998795,136.00000000000279,149.0000000000009,45.000000000006146,,188.00000000001125
2015.05.04,-38.0000000000047,50.99999999997884,-4.000000000004,138.9999999999958,-153.00000000000313,38.0000000000047,16.0000000000049,-5.999999999994898,-176.9999999999925,138.0000000000159,94.99999999999886,84.0000000000063,,183.00000000000608
2015.05.04,-40.00000000000669,62.99999999999084,75.99999999998718,176.00000000000193,-114.99999999999844,86.0000000000083,-68.99999999999685,17.000000000000348,-105.99999999999454,129.00000000000134,55.999999999997385,97.9999999999981,,370.99999999998886
2015.05.04,-360.0000000000048,-151.00000000001222,-124.00000000001299,155.00000000000114,-134.99999999999625,83.00000000001084,-290.00000000000136,-21.999999999999797,-318.9999999999884,-58.000000000002494,76.99999999999818,-7.0000000000014495,,-1151.0000000000095
2015.05.04,-502.00000000000244,-186.0000000000195,-335.00000000001864,31.999999999996476,-201.00000000000674,153.00000000000313,-365.0000000000042,-114.99999999999844,-484.00000000000887,-365.99999999999966,13.00000000000523,19.00000000000235,,-2337.0000000000514
2015.05.04,-469.0000000000083,-149.00000000002134,-413.00000000001893,67.99999999999784,-86.99999999999264,99.00000000000463,-404.0000000000044,-210.99999999999451,-600.9999999999991,-425.99999999999307,-10.99999999999568,-19.999999999997797,,-2624.000000000023
2015.05.04,-474.00000000000773,-82.00000000000429,-567.0000000000064,88.99999999999864,-86.99999999999264,-13.999999999980695,-404.0000000000044,-356.00000000000074,-793.0000000000064,-634.9999999999856,7.000000000005002,-10.999999999994348,,-3326.9999999999795
2015.05.04,-465.0000000000043,-59.000000000009045,-525.0000000000199,94.99999999999886,-45.000000000006146,-74.99999999998064,-412.00000000000125,-346.9999999999973,-758.9999999999861,-756.0000000000011,-69.99999999999318,-32.999999999994145,,-3450.9999999999936
2015.05.04,-399.0000000000049,-84.0000000000174,-545.0000000000177,48.99999999999238,99.00000000000463,-79.99999999999119,-502.9999999999979,-342.9999999999933,-750.0,-933.9999999999905,-228.9999999999992,-163.99999999999747,,-3883.0000000000123
2015.05.04,-380.999999999998,-276.00000000000955,-652.0000000000082,34.99999999999659,151.00000000001222,-215.99999999999397,-526.9999999999997,-320.9999999999935,-841.0000000000082,-1029.9999999999975,-286.9999999999919,-210.99999999999451,,-4555.999999999986
2015.05.04,-404.0000000000044,-397.0000000000029,-670.9999999999993,12.000000000000455,137.00000000000932,-272.99999999998994,-507.9999999999973,-286.99999999999284,-848.9999999999895,-1100.9999999999964,-238.9999999999901,-147.99999999999258,,-4727.999999999945
2015.05.04,-348.9999999999993,-420.00000000002035,-698.0000000000208,-15.000000000000568,134.99999999999625,-309.99999999998806,-426.00000000000415,-236.99999999999832,-824.9999999999886,-1066.9999999999957,-316.0000000000025,-224.9999999999974,,-4753.000000000019
2015.05.04,-230.000000000008,-397.0000000000029,-594.0000000000057,-15.000000000000568,292.00000000000335,-354.9999999999942,-500.00000000000045,-219.99999999999798,-724.9999999999943,-1204.9999999999893,-450.9999999999934,-354.9999999999942,,-4754.999999999978
2015.05.04,-289.0000000000059,-491.0000000000192,-644.0000000000001,-37.9999999999967,236.99999999999832,-356.00000000000074,-454.9999999999943,-204.99999999999963,-731.9999999999993,-1140.999999999992,-391.9999999999959,-290.9999999999968,,-4797.000000000002
2015.05.04,-265.0000000000041,-535.0000000000188,-602.0000000000136,-30.000000000001137,194.0000000000053,-289.9999999999903,-478.0000000000006,-122.99999999999534,-695.999999999998,-1001.9999999999918,-426.00000000000193,-236.99999999999832,,-4490.000000000008
2015.05.04,-84.0000000000063,-179.00000000001802,-312.00000000000114,43.00000000000637,449.9999999999948,-283.99999999999534,-453.0000000000034,-134.99999999999625,-448.0000000000075,-992.9999999999994,-512.999999999991,-352.9999999999922,,-3261.0000000000095
2015.05.04,57.99999999999139,-141.00000000001333,-205.00000000001074,81.00000000000307,446.0000000000131,-290.9999999999968,-356.9999999999962,-47.9999999999925,-360.99999999999,-834.9999999999858,-481.9999999999993,-312.00000000000114,,-2446.999999999978
