date,USDCHF,EURGBP,empty,sum
2020.12.14,-2.000000000002,0.0,,-2.000000000002
2020.12.14,-29.000000000001247,187.9999999999993,,158.99999999999804
2020.12.14,4.999999999999449,282.99999999999994,,287.9999999999994
2020.12.14,27.999999999994696,331.999999999999,,359.9999999999937
2020.12.14,36.0000000000027,317.0000000000006,,353.0000000000033
2020.12.14,63.00000000000195,299.00000000000483,,362.00000000000676
2020.12.14,105.99999999999498,314.0000000000032,,419.9999999999982
2020.12.14,100.99999999999554,326.9999999999995,,427.999999999995
2020.12.14,47.9999999999925,329.00000000000153,,376.99999999999403
2020.12.14,51.99999999999649,239.0000000000003,,290.9999999999968
2020.12.14,76.99999999999375,265.99999999999955,,342.9999999999933
2020.12.14,75.9999999999983,300.99999999999574,,376.99999999999403
2020.12.14,80.99999999999774,290.9999999999968,,371.99999999999454
2020.12.14,93.99999999999409,317.9999999999961,,411.99999999999017
2020.12.14,98.99999999999353,387.99999999999943,,486.99999999999295
2020.12.14,53.999999999998494,390.0000000000015,,444.0
2020.12.14,48.99999999999905,370.9999999999991,,419.9999999999981
2020.12.14,31.999999999998696,219.00000000000253,,251.00000000000122
2020.12.14,22.999999999995246,141.00000000000225,,163.9999999999975
2020.12.14,-89.00000000000574,46.00000000000159,,-43.00000000000415
2020.12.14,-94.00000000000519,-94.00000000000519,,-188.00000000001037
2020.12.14,-89.00000000000574,-141.99999999999767,,-231.0000000000034
2020.12.14,-219.99999999999798,-119.00000000000244,,-339.00000000000045
2020.12.14,-265.0000000000041,-78.00000000000028,,-343.0000000000044
2020.12.14,-265.99999999999955,-248.99999999999923,,-514.9999999999987
2020.12.14,-219.00000000000253,-268.99999999999704,,-487.99999999999955
2020.12.14,-270.0000000000036,-268.0000000000016,,-538.0000000000052
2020.12.14,-248.99999999999923,-267.00000000000614,,-516.0000000000053
2020.12.14,-285.9999999999974,-236.99999999999832,,-522.9999999999957
2020.12.14,-306.00000000000625,-229.00000000000142,,-535.0000000000077
2020.12.14,-239.0000000000003,-78.99999999999574,,-317.999999999996
2020.12.14,-296.0000000000074,-41.000000000002146,,-337.00000000000955
2020.12.14,-255.00000000000523,46.00000000000159,,-209.00000000000364
2020.12.14,-256.0000000000007,105.99999999999498,,-150.00000000000568
2020.12.14,-239.0000000000003,146.00000000000168,,-92.99999999999864
2020.12.14,-48.000000000003595,185.00000000000182,,136.99999999999824
2020.12.14,-53.999999999998494,221.00000000000452,,167.00000000000603
2020.12.14,-121.99999999999989,375.9999999999986,,253.9999999999987
2020.12.14,-206.00000000000617,295.99999999999625,,89.99999999999008
2020.12.14,-231.99999999999886,353.0000000000033,,121.00000000000443
2020.12.14,-201.00000000000674,407.0000000000018,,205.99999999999508
2020.12.14,-170.99999999999892,426.00000000000415,,255.00000000000523
2020.12.14,-160.00000000000458,393.9999999999944,,233.9999999999898
2020.12.14,-146.99999999999713,424.9999999999976,,278.00000000000045
2020.12.14,-150.00000000000568,404.0000000000044,,253.9999999999987
2020.12.14,-133.00000000000534,385.99999999999744,,252.9999999999921
