date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,CADCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.09.10,-4.999999999999449,-23.00000000001745,0.0,-21.999999999999797,-36.0000000000027,-24.999999999997247,-44.00000000001114,-12.000000000012001,-59.000000000009045,-5.999999999994898,-45.99999999999049,-35.00000000000725,-68.00000000000139,-3.0000000000085514,-24.999999999986144,,-409.0000000000375
2018.09.10,43.999999999999595,8.999999999992347,79.99999999999119,-15.999999999993797,-35.00000000000725,-24.999999999997247,-63.0000000000166,41.99999999998649,-114.0000000000141,106.99999999999044,-32.999999999994145,-1.0000000000065512,-102.99999999999754,51.000000000001044,-24.999999999986144,,-82.00000000005227
2018.09.10,39.999999999995595,-17.000000000000348,91.99999999998099,9.00000000000345,-52.000000000007596,-7.0000000000014495,-60.000000000002274,28.999999999990145,-171.00000000001003,100.99999999999554,-121.99999999999989,-51.000000000001044,-171.99999999999437,64.99999999999284,12.000000000012001,,-304.00000000004644
2018.09.10,43.00000000000415,54.99999999998284,90.99999999999665,50.0000000000056,-43.00000000000415,-2.000000000002,-28.00000000002001,151.9999999999966,-198.00000000000927,191.99999999999218,-129.00000000000134,70.99999999999883,-202.9999999999976,52.99999999999194,97.9999999999981,,201.99999999993253
2018.09.10,12.999999999996348,45.99999999999049,85.99999999998609,43.00000000000415,-40.00000000000669,7.9999999999968985,-144.00000000000546,146.00000000000168,-203.00000000001984,195.9999999999962,-107.99999999999699,89.99999999999008,-201.99999999999108,48.99999999999905,130.0000000000079,,109.99999999994883
2018.09.10,19.00000000000235,52.99999999999194,93.99999999999409,81.00000000000884,-47.00000000000814,4.999999999999449,-160.000000000025,166.99999999998383,-235.00000000000742,194.0000000000053,-130.99999999999224,83.9999999999952,-232.99999999999432,66.99999999999484,140.0000000000068,,97.9999999999555
2018.09.10,28.000000000005798,66.99999999999484,93.99999999999409,74.00000000000739,-46.00000000000159,-19.999999999997797,-110.00000000001364,160.00000000000458,-320.00000000000915,217.0000000000005,-201.99999999999108,88.99999999998354,-265.99999999999955,39.00000000000014,137.00000000000932,,-59.00000000001259
2018.09.10,29.000000000001247,45.99999999999049,90.99999999999665,50.0000000000056,-9.00000000000345,-14.999999999998348,-111.00000000001842,177.00000000000495,-262.00000000000665,221.00000000000452,-159.99999999998238,179.99999999998016,-247.99999999999267,10.999999999994348,201.00000000000674,,200.9999999999828
2018.09.10,26.999999999999247,72.99999999998974,91.99999999998099,31.999999999998696,-9.00000000000345,0.999999999995449,-175.00000000001137,200.00000000000017,-243.00000000001543,243.99999999999977,-105.99999999998388,211.99999999998997,-240.99999999999122,0.999999999995449,169.00000000001913,,276.9999999999633
2018.09.10,46.00000000000159,-4.000000000004,115.99999999998278,-13.999999999991797,1.999999999990898,-4.999999999999449,-181.0000000000116,200.00000000000017,-257.0000000000183,214.00000000000307,-123.99999999999079,226.99999999999943,-249.99999999999466,-100.00000000000009,221.00000000000452,,90.99999999997178
2018.09.10,85.00000000000173,-2.0000000000131024,183.99999999998417,-24.999999999997247,119.99999999999788,-2.000000000002,-123.00000000001887,228.99999999999034,-149.00000000002134,222.99999999999542,-90.99999999999665,423.99999999997993,-215.99999999999397,-102.00000000000209,275.000000000003,,829.9999999999072
2018.09.10,94.00000000000519,-28.000000000005798,181.9999999999933,-8.999999999992347,139.00000000000023,-7.9999999999968985,-120.00000000000455,195.9999999999962,-134.00000000001188,201.00000000000674,-79.99999999999119,458.9999999999872,-196.99999999999162,-114.99999999999844,343.00000000000443,,923.0000000000007
2018.09.10,90.99999999999665,-25.00000000000835,180.99999999998673,-9.999999999998899,126.99999999999933,-12.000000000000899,-137.00000000000045,170.00000000000347,-168.0000000000126,197.99999999998707,-112.99999999998533,443.99999999999994,-213.99999999999199,-102.00000000000209,342.00000000002007,,771.9999999999925
2018.09.10,117.00000000000044,-80.99999999999774,174.99999999999181,-7.0000000000014495,125.99999999999278,-19.999999999997797,-196.00000000002638,72.99999999998974,-230.00000000001907,140.99999999999113,-127.99999999999478,393.99999999998323,-191.99999999999218,-114.00000000000298,320.00000000000915,,377.99999999992593
2018.09.10,121.99999999999989,-99.00000000000463,201.99999999999108,-3.999999999992898,146.99999999999713,-9.00000000000345,-201.00000000002183,85.99999999998609,-265.0000000000041,117.99999999999588,-181.9999999999933,347.9999999999928,-204.99999999999963,-94.00000000000519,334.00000000001205,,297.9999999999498
2018.09.10,122.99999999999534,-77.00000000001594,220.99999999998232,17.000000000000348,134.99999999999625,-12.999999999996348,-248.00000000001887,123.99999999999079,-297.0000000000139,163.00000000000205,-174.99999999999181,360.9999999999891,-234.00000000000088,-68.00000000000139,338.0000000000161,,369.99999999993304
2018.09.10,133.00000000000534,-42.0000000000087,200.00000000000017,30.000000000007798,118.99999999999133,-19.999999999997797,-259.00000000001455,87.99999999999919,-316.0000000000052,177.00000000000495,-175.99999999999838,346.9999999999862,-234.99999999999633,-53.00000000000304,323.0000000000066,,315.99999999997755
2018.09.10,117.00000000000044,-56.000000000011596,176.99999999998272,14.999999999998348,44.99999999999504,-14.000000000002899,-230.0000000000182,124.99999999999733,-415.0000000000098,181.9999999999933,-264.9999999999819,214.99999999998744,-292.9999999999988,-46.00000000000159,304.00000000001535,,-139.0000000000548
2018.09.10,112.000000000001,-57.00000000001815,149.9999999999835,65.99999999999939,-2.000000000002,-43.00000000000415,-236.00000000001842,75.00000000000284,-488.00000000002177,160.99999999998892,-339.99999999998477,101.99999999997988,-325.99999999999295,20.999999999993246,259.0000000000092,,-546.0000000000842
2018.09.10,112.99999999999643,-239.00000000001143,170.99999999998784,-41.9999999999976,8.999999999992347,-17.000000000000348,-411.00000000000136,31.999999999987594,-356.00000000000074,28.999999999990145,-281.99999999998226,-78.00000000000028,-283.99999999999534,51.000000000001044,135.00000000001845,,-1169.0000000000155
2018.09.10,139.00000000000023,-171.00000000001003,251.00000000000122,-37.99999999999359,46.999999999997044,-4.000000000004,-296.0000000000207,144.99999999999514,-276.00000000000955,156.00000000000057,-183.99999999998417,99.99999999998899,-241.99999999999778,54.999999999993946,153.00000000000313,,-165.0000000000395
2018.09.10,63.99999999999739,-13.000000000018552,137.9999999999937,-7.9999999999968985,-42.0000000000087,-28.000000000005798,-65.00000000002615,320.9999999999935,-291.00000000001904,283.99999999999534,-213.99999999998087,179.99999999998016,-356.9999999999962,73.99999999999629,158.0000000000137,,200.99999999991786
2018.09.10,100.99999999999554,121.99999999999989,130.99999999999224,82.00000000000429,-43.999999999999595,-162.0000000000066,51.9999999999925,282.0000000000045,-309.0000000000037,343.00000000000443,-222.99999999999542,175.99999999999838,-368.00000000000165,30.999999999992145,253.00000000001432,,466.9999999999912
2018.09.10,209.9999999999991,123.99999999999079,46.999999999997044,84.0000000000063,-25.00000000000835,-200.00000000000017,77.99999999997453,236.99999999999832,-301.0000000000179,286.00000000000847,-181.9999999999933,296.9999999999917,-313.99999999999204,10.999999999994348,255.00000000000523,,606.9999999999541
2018.09.10,261.99999999999557,185.99999999999727,48.99999999998794,182.00000000000438,-62.000000000006494,-268.0000000000016,225.9999999999991,326.0000000000041,-265.0000000000041,324.9999999999975,-161.99999999999548,327.99999999999494,-366.9999999999951,32.999999999994145,268.0000000000016,,1060.9999999999739
2018.09.10,348.9999999999993,251.99999999998556,47.99999999998139,162.0000000000066,-80.00000000000229,-326.9999999999995,269.9999999999818,356.9999999999851,-270.00000000001467,472.9999999999901,-73.99999999999629,271.99999999998334,-356.9999999999962,109.99999999999899,200.00000000000017,,1384.9999999999038
2018.09.10,436.9999999999985,237.99999999998266,129.99999999998568,159.00000000000912,-86.0000000000083,-314.0000000000032,155.00000000000114,346.9999999999862,-384.00000000000654,480.99999999999807,-62.99999999999084,262.999999999991,-419.9999999999982,139.00000000000023,205.00000000001074,,1286.999999999956
2018.09.10,434.9999999999965,222.99999999999542,218.99999999999142,162.0000000000066,-78.00000000000028,-261.0000000000001,133.99999999998613,320.9999999999935,-505.0000000000221,575.9999999999987,-148.99999999999915,253.99999999999866,-485.99999999999756,207.00000000000162,218.00000000000708,,1269.9999999999566
2018.09.10,497.000000000003,197.00000000000273,200.00000000000017,169.00000000000804,-63.00000000000195,-385.99999999999744,84.99999999997954,329.99999999998585,-473.0000000000123,537.9999999999941,-141.99999999999767,270.99999999999903,-483.0000000000001,168.00000000000148,228.00000000000597,,1135.9999999999704
2018.09.10,512.0000000000014,212.99999999999653,191.99999999999218,136.99999999999824,-73.00000000000084,-350.00000000000585,52.99999999999727,263.99999999999756,-487.0000000000152,533.0000000000057,-106.99999999999044,205.99999999999508,-409.99999999999926,169.99999999999238,173.00000000000094,,1025.9999999999657
2018.09.10,507.0000000000019,186.99999999998164,185.99999999999727,117.00000000000044,-55.000000000005045,-321.0000000000046,237.99999999999955,476.9999999999941,-186.0000000000195,536.9999999999875,-51.99999999998539,247.99999999998158,-417.0000000000007,175.99999999999838,190.00000000000128,,1831.9999999999284
