date,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,EURJPY,empty,sum
2017.09.18,-105.00000000002174,39.999999999995595,-4.000000000004,58.000000000002494,15.000000000000568,-91.00000000000819,,-87.00000000003527
2017.09.18,-111.00000000001664,78.00000000000028,0.999999999995449,95.999999999985,-64.99999999999773,-217.9999999999893,,-219.00000000002296
2017.09.18,-266.0000000000107,-18.0000000000069,-90.99999999999665,102.00000000000209,-192.00000000000728,-292.0000000000016,,-757.0000000000209
2017.09.18,-193.00000000002092,-2.999999999997449,-29.000000000001247,95.00000000000064,-115.99999999999966,-191.0000000000025,,-437.00000000002115
2017.09.18,-203.00000000001984,17.000000000000348,-75.00000000000284,96.99999999999153,-167.0000000000016,-247.99999999999045,,-579.0000000000229
2017.09.18,-143.00000000000423,113.99999999999189,0.0,126.99999999998823,-186.9999999999976,-308.9999999999975,,-398.0000000000192
2017.09.18,-209.00000000001472,76.99999999999375,-60.00000000000449,102.00000000000209,-243.0000000000092,-334.0000000000032,,-667.0000000000357
2017.09.18,-209.00000000001472,87.99999999999919,-73.00000000000084,176.99999999998272,-245.00000000000455,-431.0000000000116,,-693.0000000000498
2017.09.18,-233.00000000001654,-9.999999999998899,-179.00000000000693,173.00000000000094,-282.0000000000107,-466.0000000000082,,-997.0000000000404
2017.09.18,-251.00000000000122,-25.999999999992696,-224.000000000002,156.00000000000057,-290.00000000000625,-447.00000000000273,,-1082.0000000000043
2017.09.18,-270.00000000001467,-97.9999999999981,-353.99999999999875,163.9999999999864,-293.99999999999693,-468.9999999999941,,-1321.0000000000161
2017.09.18,-220.00000000002018,-56.000000000011596,-309.99999999999915,180.0000000000024,-237.99999999999955,-427.99999999999727,,-1072.0000000000255
2017.09.18,-236.00000000001398,-59.000000000009045,-319.0000000000026,215.99999999999397,-221.00000000000364,-447.00000000000273,,-1066.0000000000382
2017.09.18,-207.00000000000162,-49.99999999999449,-324.9999999999975,100.99999999999554,-265.00000000000057,-361.99999999999477,,-1107.9999999999934
2017.09.18,-221.00000000000452,-25.999999999992696,-297.9999999999983,95.00000000000064,-275.0000000000057,-365.0000000000091,,-1090.0000000000095
2017.09.18,-175.00000000001404,-29.999999999996696,-287.9999999999994,184.99999999999073,-150.00000000000568,-331.0000000000173,,-789.0000000000423
2017.09.18,-151.00000000001222,-32.0000000000098,-275.000000000003,158.99999999999804,-156.0000000000059,-311.00000000000705,,-766.0000000000399
2017.09.18,-204.00000000000418,-83.9999999999952,-312.00000000000114,136.99999999998712,-234.00000000000887,-376.0000000000048,,-1073.0000000000268
2017.09.18,-247.00000000001944,-103.99999999999298,-275.99999999999847,217.0000000000005,-263.00000000000523,-496.0000000000093,,-1169.000000000025
2017.09.18,-245.0000000000063,-119.00000000000244,-236.00000000000287,251.00000000000122,-359.00000000000887,-646.9999999999914,,-1355.0000000000105
2017.09.18,-5.000000000010552,-66.99999999999484,-148.0000000000037,49.99999999999449,-284.000000000006,-323.0000000000075,,-777.0000000000282
2017.09.18,-20.000000000020002,119.00000000000244,-82.99999999999974,-43.999999999999595,-492.00000000000443,-448.0000000000075,,-968.0000000000289
2017.09.18,-72.0000000000054,139.00000000000023,-101.00000000000664,-15.00000000000945,-445.0000000000074,-432.00000000001637,,-926.000000000045
2017.09.18,-158.0000000000137,107.99999999999699,-133.00000000000534,39.999999999995595,-466.0000000000082,-512.0000000000005,,-1121.000000000035
2017.09.18,-197.00000000000273,80.99999999999774,-121.00000000000443,45.99999999999049,-521.0000000000008,-587.0000000000175,,-1299.0000000000373
2017.09.18,-275.000000000003,100.99999999999554,-151.9999999999966,71.99999999998319,-487.000000000009,-576.9999999999982,,-1318.0000000000282
2017.09.18,-218.00000000000708,117.99999999999588,-82.00000000000429,66.99999999999484,-394.00000000000546,-469.99999999999886,,-979.000000000025
2017.09.18,-339.0000000000004,82.99999999998863,-102.00000000000209,61.99999999998429,-510.0000000000051,-592.9999999999893,,-1399.000000000024
2017.09.18,-379.0000000000182,150.00000000000568,-29.000000000001247,119.00000000000244,-448.0000000000075,-592.9999999999893,,-1180.0000000000082
2017.09.18,-204.00000000000418,211.00000000000563,36.999999999998145,78.99999999998464,-498.00000000000466,-604.0000000000134,,-979.0000000000339
2017.09.18,-339.0000000000004,104.99999999999955,19.999999999997797,81.9999999999821,-618.9999999999998,-746.0000000000093,,-1497.00000000003
2017.09.18,-379.0000000000182,144.99999999999514,37.99999999999359,193.99999999998306,-615.0000000000091,-864.0000000000043,,-1481.0000000000598
2017.09.18,-256.00000000001177,154.99999999999403,60.99999999999994,122.99999999998423,-615.0000000000091,-788.0000000000109,,-1320.0000000000537
2017.09.18,-368.00000000001273,82.00000000000429,34.99999999999615,177.99999999998929,-593.0000000000035,-823.0000000000075,,-1489.000000000034
2017.09.18,-333.0000000000055,225.00000000000853,115.99999999999389,141.99999999999767,-654.0000000000106,-848.9999999999895,,-1353.0000000000055
2017.09.18,-323.0000000000066,292.00000000000335,239.0000000000003,224.000000000002,-670.0000000000017,-974.9999999999943,,-1212.9999999999968
2017.09.18,-275.000000000003,455.0000000000054,204.99999999999963,302.9999999999866,-531.0000000000059,-896.9999999999914,,-740.0000000000086
2017.09.18,-161.00000000001114,448.000000000004,300.99999999999574,410.99999999998363,-237.99999999999955,-686.000000000007,,74.99999999996567
2017.09.18,-40.0000000000178,531.9999999999991,415.99999999999415,339.0000000000004,-256.0000000000002,-621.0000000000093,,369.99999999996635
2017.09.18,-110.00000000001009,453.99999999999886,407.0000000000018,330.9999999999924,-349.00000000000375,-716.0000000000082,,16.99999999997101
2017.09.18,-147.00000000000824,360.9999999999891,368.00000000000165,351.99999999999676,-368.9999999999998,-771.000000000015,,-206.00000000003547
2017.09.18,-133.00000000000534,405.9999999999952,404.99999999999983,340.9999999999913,-427.99999999999727,-822.0000000000027,,-231.00000000001887
2017.09.18,-163.00000000000205,1262.9999999999918,476.9999999999941,332.9999999999833,-418.00000000000637,-805.0000000000068,,686.9999999999541
2017.09.18,-266.0000000000107,1210.0,436.00000000000307,326.9999999999884,-424.99999999999716,-812.0000000000118,,469.9999999999718
2017.09.18,-285.00000000000193,1194.0000000000061,380.00000000000256,363.9999999999866,-418.00000000000637,-838.9999999999986,,395.9999999999884
2017.09.18,-294.0000000000165,1079.0000000000077,341.0000000000024,398.9999999999938,-346.00000000000364,-793.0000000000064,,385.9999999999775
2017.09.18,-327.00000000001063,1052.9999999999927,317.0000000000006,430.9999999999814,-438.0000000000024,-948.0000000000075,,87.9999999999543
2017.09.18,-288.0000000000216,1035.9999999999925,392.9999999999989,299.99999999998914,-430.9999999999974,-943.000000000012,,66.99999999994941
2017.09.19,-310.0000000000103,1049.9999999999955,378.00000000000057,322.9999999999844,-460.00000000000796,-960.000000000008,,20.999999999954525
2017.09.19,-284.00000000001756,1035.9999999999925,371.99999999999454,322.9999999999844,-451.9999999999982,-907.0000000000107,,87.9999999999452
2017.09.19,-318.00000000001825,937.9999999999944,363.99999999999767,421.99999999998903,-421.99999999999704,-935.0000000000023,,48.99999999996362
2017.09.19,-332.00000000002115,919.0000000000032,322.00000000000006,417.99999999998505,-392.0000000000101,-888.0000000000052,,46.99999999995168
