date,GBPUSD,AUDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURAUD,AUDNZD,empty,sum
2016.12.12,-99.00000000000463,-104.00000000000409,-202.9999999999976,-58.000000000002494,-82.00000000000429,-38.99999999998727,-55.99999999998939,-139.00000000000023,-129.00000000000134,,-908.9999999999915
2016.12.12,72.0000000000054,-86.0000000000083,-110.99999999999443,-43.999999999999595,-59.000000000009045,106.99999999999932,-85.99999999998609,188.00000000001037,-20.999999999982144,,-39.999999999964494
2016.12.12,-1.0000000000065512,-116.00000000000499,-136.00000000000279,-19.00000000000235,-118.00000000000699,141.9999999999959,-452.99999999999227,62.000000000006494,82.00000000000429,,-557.0000000000092
2016.12.12,-8.000000000008,-156.00000000000057,-49.99999999999449,-107.00000000000153,-113.00000000000753,194.99999999999318,-439.99999999999596,5.000000000010552,116.00000000000499,,-557.9999999999994
2016.12.12,66.00000000001049,-121.00000000000443,86.99999999999264,-100.99999999999554,-53.999999999998494,97.00000000000841,-136.99999999998712,78.00000000000028,97.00000000001374,,12.000000000039975
2016.12.12,38.99999999998904,-112.000000000001,134.99999999999625,-121.99999999999989,-26.000000000003798,227.00000000000387,-180.99999999998673,-18.999999999991246,131.99999999999878,,73.00000000000529
2016.12.12,76.99999999999375,-246.00000000000176,34.000000000000696,-141.00000000000225,-111.00000000000554,138.00000000000523,-319.999999999987,-69.00000000000794,137.00000000000932,,-500.99999999999545
2016.12.12,60.99999999999994,-281.00000000000904,-15.00000000000945,-165.9999999999995,-161.00000000000003,81.99999999999363,-344.99999999999534,-73.99999999999629,99.00000000000463,,-800.0000000000114
2016.12.12,76.99999999999375,-237.00000000000944,-25.999999999992696,-190.99999999999673,-184.00000000000637,-110.99999999999,-265.0000000000041,22.0000000000109,43.00000000001525,,-871.9999999999794
2016.12.12,83.9999999999952,-212.00000000000108,-72.99999999998974,-185.99999999999727,-231.99999999999886,-55.999999999983174,-249.99999999999466,89.00000000000574,-7.0000000000014495,,-842.9999999999653
2016.12.12,5.999999999994898,-207.00000000000162,-182.99999999999983,-164.99999999999292,-304.00000000000426,-207.9999999999984,-354.9999999999942,239.00000000001143,-9.999999999998899,,-1186.9999999999839
2016.12.12,49.99999999999449,-170.00000000000347,-83.9999999999952,-202.9999999999976,-238.0000000000049,-168.00000000000637,-279.99999999999136,249.00000000001032,-92.99999999998754,,-936.9999999999817
2016.12.12,59.99999999999339,-230.000000000008,-42.0000000000087,-256.99999999999613,-216.0000000000051,-48.00000000000182,-275.9999999999874,141.00000000001333,-88.99999999998354,,-956.999999999984
2016.12.12,28.999999999990145,-204.99999999999963,-32.0000000000098,-248.99999999999923,-203.00000000000873,182.00000000001637,-296.9999999999917,127.00000000001043,-88.99999999998354,,-736.9999999999757
2016.12.12,53.999999999998494,-199.00000000000472,-42.0000000000087,-195.9999999999962,-197.99999999999818,200.00000000001705,-278.9999999999848,144.99999999999514,-28.999999999990145,,-543.999999999972
2016.12.12,59.000000000009045,-194.0000000000053,-35.999999999991594,-244.99999999999523,-208.00000000000819,210.00000000000796,-255.99999999998957,137.9999999999937,-59.99999999999339,,-591.9999999999725
2016.12.12,-9.999999999998899,-181.00000000000892,-19.999999999997797,-232.99999999999432,-229.00000000000142,283.00000000001546,-353.0000000000033,181.00000000000892,-60.99999999999994,,-622.9999999999802
2016.12.12,69.9999999999923,-243.00000000000432,18.999999999991246,-302.9999999999977,-260.00000000000466,311.00000000000705,-383.0,141.00000000001333,-73.99999999999629,,-721.9999999999991
2016.12.12,14.000000000002899,-192.00000000000327,-1.999999999990898,-292.00000000000335,-309.99999999999915,355.0000000000182,-380.9999999999869,217.0000000000005,-78.99999999998464,,-669.9999999999467
2016.12.12,114.99999999999844,-230.000000000008,92.00000000000318,-324.9999999999975,-253.0000000000032,557.0000000000164,-304.9999999999997,224.000000000002,-136.00000000000279,,-260.9999999999912
2016.12.12,146.00000000000168,-241.00000000000233,55.99999999998939,-337.99999999999386,-278.00000000000045,768.0000000000007,-177.00000000000495,147.99999999999258,-154.99999999999403,,-71.00000000001128
2016.12.12,63.99999999999739,-241.00000000000233,-226.99999999999943,-336.9999999999984,-287.9999999999994,795.9999999999923,-269.9999999999925,177.00000000000495,-190.99999999998562,,-516.999999999983
2016.12.12,-8.000000000008,-338.00000000000495,-365.99999999999966,-254.99999999999412,-474.00000000000773,502.00000000000955,-417.0000000000007,310.9999999999946,-124.99999999999733,,-1170.0000000000084
2016.12.12,-121.99999999999989,-329.00000000000153,-448.000000000004,-275.000000000003,-599.0000000000051,307.00000000001637,-470.9999999999992,336.00000000000296,-146.99999999998602,,-1747.9999999999795
2016.12.12,26.999999999999247,-326.9999999999995,-278.00000000000045,-307.0000000000017,-511.0000000000059,611.0000000000184,-236.99999999999832,452.00000000000796,-174.99999999999181,,-744.9999999999719
2016.12.12,1.0000000000065512,-374.0000000000077,-360.0000000000048,-256.0000000000007,-596.0000000000076,587.9999999999939,-238.0000000000049,397.0000000000029,-53.999999999998494,,-892.0000000000206
2016.12.12,99.00000000000463,-430.00000000000813,-330.9999999999924,-261.0000000000001,-597.9999999999985,665.9999999999968,-242.99999999999324,425.0000000000087,-62.99999999999084,,-735.999999999973
2016.12.12,243.99999999999977,-460.00000000000483,-225.00000000000853,-268.99999999999704,-497.000000000003,665.9999999999968,-28.000000000005798,313.99999999999204,-90.99999999999665,,-346.0000000000272
2016.12.12,506.9999999999908,-498.00000000000955,52.99999999999194,-280.9999999999979,-275.000000000003,949.0000000000123,395.99999999999636,238.0000000000049,-9.999999999998899,,1078.999999999987
2016.12.12,442.00000000000904,-416.00000000000523,202.9999999999976,-324.00000000000205,-252.0000000000078,1043.0000000000064,428.00000000000614,259.9999999999936,-12.999999999996348,,1371.0000000000014
2016.12.12,415.0000000000098,-550.000000000006,188.9999999999947,-431.99999999999903,-295.0000000000008,677.9999999999973,340.00000000000693,187.00000000000384,-82.99999999998863,,449.0000000000181
2016.12.12,621.0000000000049,-598.0000000000097,242.99999999999324,-536.0000000000032,-260.00000000000466,825.9999999999934,493.0000000000101,150.00000000000568,-174.99999999999181,,763.9999999999981
2016.12.12,675.0000000000034,-669.0000000000085,384.00000000000654,-587.9999999999997,-204.99999999999963,819.0000000000168,705.0000000000001,116.00000000000499,-176.99999999998272,,1060.0000000000414
2016.12.12,781.0000000000094,-669.0000000000085,329.00000000000153,-537.9999999999941,-204.00000000000418,914.999999999992,507.9999999999973,53.999999999998494,-123.99999999999079,,1052.0000000000014
2016.12.12,634.0000000000013,-631.0000000000038,279.99999999999136,-565.9999999999999,-236.00000000000287,655.0000000000011,514.0000000000144,18.0000000000069,-182.99999999999983,,485.0000000000088
2016.12.12,612.9999999999969,-659.0000000000095,248.00000000000378,-644.0000000000001,-260.00000000000466,644.0000000000055,458.00000000000284,14.000000000002899,-261.0000000000001,,152.99999999999744
2016.12.12,791.9999999999927,-630.0000000000083,537.0000000000097,-624.0000000000023,-58.000000000002494,1046.999999999997,832.9999999999949,-34.000000000000696,-175.99999999999838,,1686.9999999999823
2016.12.12,751.9999999999972,-545.0000000000066,499.000000000005,-544.0,-36.0000000000027,1009.0000000000146,944.0000000000115,65.00000000000395,-219.99999999999798,,1924.0000000000252
2016.12.12,954.9999999999948,-607.0000000000019,482.00000000000466,-522.0000000000002,-174.00000000000747,905.0000000000011,1099.0000000000055,165.9999999999995,-281.99999999998226,,2022.0000000000136
2016.12.12,1062.0000000000073,-684.0000000000068,364.00000000000875,-493.99999999999443,-245.0000000000063,628.0000000000143,1097.999999999999,363.0000000000022,-286.99999999999284,,1805.0000000000314
2016.12.12,1029.9999999999975,-672.0000000000059,368.9999999999971,-483.0000000000001,-206.00000000000617,617.0000000000186,1062.0000000000073,354.0000000000099,-228.99999999999034,,1842.0000000000277
2016.12.12,1019.9999999999986,-659.0000000000095,451.0000000000014,-454.9999999999943,-204.00000000000418,805.0000000000068,1097.0000000000146,395.000000000012,-201.99999999999108,,2248.000000000034
2016.12.12,960.9999999999897,-607.0000000000019,387.000000000004,-441.0000000000025,-260.00000000000466,768.0000000000007,1028.0000000000066,453.99999999999886,-188.9999999999947,,2100.9999999999964
2016.12.12,885.0000000000025,-577.0000000000052,374.999999999992,-392.9999999999989,-236.00000000000287,686.000000000007,1029.9999999999975,483.99999999999557,-173.00000000000094,,2080.999999999987
2016.12.12,876.9999999999944,-559.0000000000094,347.0000000000084,-368.9999999999971,-236.00000000000287,658.9999999999918,1032.999999999995,459.99999999999375,-130.99999999999224,,2080.999999999982
2016.12.12,872.9999999999905,-573.0000000000013,273.9999999999965,-354.9999999999942,-289.0000000000059,485.00000000001364,998.00000000001,493.0000000000101,-120.99999999999334,,1785.0000000000257
2016.12.12,919.0000000000032,-551.0000000000015,322.00000000000006,-358.0000000000028,-240.00000000000688,599.000000000018,946.0000000000024,490.999999999997,-124.99999999999733,,2003.0000000000123
2016.12.12,931.9999999999995,-604.0000000000045,265.99999999998846,-356.9999999999962,-238.0000000000049,643.0000000000007,934.9999999999969,347.9999999999928,-127.99999999999478,,1796.999999999978
2016.12.13,923.0000000000072,-663.0000000000025,225.00000000000853,-392.00000000000347,-229.00000000000142,534.9999999999966,939.0000000000009,239.99999999999577,-234.00000000000088,,1344.0000000000007
2016.12.13,883.9999999999959,-659.0000000000095,259.9999999999936,-463.0000000000023,-292.00000000000335,372.0000000000141,856.0000000000123,330.9999999999924,-210.99999999998343,,1078.0000000000098
2016.12.13,971.9999999999951,-636.9999999999986,299.00000000000483,-410.9999999999947,-233.00000000000543,419.00000000001114,984.000000000007,422.00000000001125,-192.99999999999872,,1622.0000000000323
2016.12.13,933.9999999999905,-625.0000000000089,276.00000000000955,-441.0000000000025,-278.00000000000045,472.0000000000084,931.0000000000151,446.0000000000131,-209.9999999999991,,1505.000000000026
2016.12.13,941.9999999999984,-668.0000000000019,272.99999999998994,-461.0000000000003,-316.0000000000052,401.00000000001046,906.0000000000068,466.00000000001086,-217.99999999998488,,1325.000000000024
2016.12.13,957.0000000000078,-783.0000000000003,262.999999999991,-471.99999999999466,-278.00000000000045,456.99999999999363,893.0000000000105,202.9999999999976,-258.0000000000027,,982.0000000000023
2016.12.13,940.9999999999918,-675.9999999999989,287.9999999999994,-412.9999999999967,-253.0000000000032,651.0000000000105,859.9999999999941,373.00000000000114,-154.99999999999403,,1616.0000000000039
2016.12.13,910.9999999999951,-623.0000000000069,299.00000000000483,-417.99999999999613,-226.99999999999943,693.000000000012,822.0000000000116,368.9999999999971,-211.99999999998997,,1614.000000000028
2016.12.13,912.0000000000017,-664.000000000009,287.9999999999994,-492.999999999999,-223.00000000000654,746.0000000000093,834.0000000000014,273.0000000000121,-207.00000000000162,,1466.0000000000077
2016.12.13,961.9999999999961,-677.0000000000053,398.00000000000944,-504.9999999999999,-196.00000000000728,711.0000000000127,917.9999999999966,248.00000000000378,-224.99999999998633,,1634.0000000000198
2016.12.13,961.9999999999961,-648.0000000000041,394.9999999999898,-497.99999999999847,-199.00000000000472,682.0000000000164,927.9999999999955,320.00000000000915,-226.99999999999943,,1715.0
