date,GBPUSD,EURUSD,USDJPY,AUDUSD,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,AUDCAD,NZDCAD,empty,sum
2018.10.01,-17.000000000000348,-100.99999999999554,-1.0000000000047748,-30.000000000007798,0.0,-18.0000000000069,-130.00000000002387,-207.00000000000162,-119.99999999998678,-163.00000000000205,-89.00000000000574,0.0,,-876.0000000000355
2018.10.01,15.00000000000945,-95.00000000000064,4.0000000000048885,-31.000000000003247,9.000000000000341,-11.00000000000545,-135.00000000001933,-97.9999999999981,-116.99999999998934,-293.0000000000099,-43.00000000000415,119.00000000000244,,-676.000000000013
2018.10.01,36.0000000000138,-115.99999999998278,0.0,-26.000000000003798,22.00000000000557,25.999999999992696,-129.0000000000191,-514.9999999999987,-102.00000000000209,-170.00000000000347,-270.99999999999903,151.00000000000114,,-1093.999999999996
2018.10.01,60.000000000015596,-114.99999999999844,37.9999999999967,-8.000000000008,66.0000000000025,21.999999999999797,-94.99999999999886,-41.99999999998649,-39.999999999995595,-15.999999999993797,-75.00000000000284,148.99999999999915,,-55.9999999999703
2018.10.01,-4.999999999988347,-115.99999999998278,45.000000000001705,21.999999999999797,73.0000000000075,-16.0000000000049,-73.0000000000075,-17.000000000000348,-56.99999999999594,12.999999999996348,-87.00000000000374,195.00000000000074,,-22.99999999997749
2018.10.01,-4.000000000004,-130.99999999999224,84.00000000000318,-29.000000000001247,97.00000000000841,-24.000000000001798,13.999999999981583,-49.99999999999449,-184.00000000000637,-62.000000000006494,-51.000000000001044,134.99999999999625,,-205.00000000001825
2018.10.01,-41.99999999998649,-117.99999999999588,27.000000000001023,-35.00000000000725,73.0000000000075,-23.00000000000635,-18.000000000000682,-283.99999999999534,-232.99999999999432,-129.00000000000134,-82.00000000000429,134.99999999999625,,-728.9999999999872
2018.10.01,-51.99999999998539,-104.99999999999955,52.99999999999727,-38.0000000000047,115.0000000000091,-23.00000000000635,46.999999999997044,-282.9999999999888,-248.99999999998812,-119.00000000000244,-80.00000000000229,195.00000000000074,,-538.9999999999736
2018.10.01,-18.999999999991246,-180.99999999998673,115.99999999999966,-54.00000000000959,177.0000000000067,-17.000000000000348,79.99999999998408,-143.00000000000423,-204.00000000000418,-104.99999999999955,-55.000000000005045,198.99999999999363,,-206.00000000001683
2018.10.01,43.00000000001525,-207.99999999998596,189.99999999999773,-96.00000000000719,209.00000000000318,-36.0000000000027,123.99999999999523,-136.00000000000279,-231.0000000000034,-22.999999999995246,-36.999999999998145,70.0000000000034,,-130.99999999998067
