date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,AUDCHF,GBPJPY,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,empty,sum
2018.12.17,143.99999999998857,-69.00000000000794,25.99999999999625,-52.000000000007596,-16.0000000000049,-317.0000000000006,-139.99999999998636,195.9999999999962,81.00000000001728,72.0000000000054,76.99999999999375,39.00000000000148,-86.0000000000083,-38.0000000000047,,-83.00000000002152
2018.12.17,191.99999999999218,-56.99999999999594,-20.000000000010232,-38.0000000000047,-5.999999999994898,-298.9999999999937,-227.99999999998022,229.99999999999687,16.000000000019554,86.0000000000083,120.99999999999334,-12.000000000000455,-74.00000000000739,-21.999999999999797,,-110.99999999997708
2018.12.17,161.99999999999548,-78.00000000000028,-16.000000000005343,-20.0000000000089,46.999999999997044,-297.9999999999983,-204.99999999998408,136.00000000000279,33.00000000001546,164.00000000000858,300.00000000001137,3.0000000000001137,-63.00000000000195,32.999999999994145,,198.00000000002615
2018.12.17,154.99999999999403,-45.99999999999049,67.99999999999784,-34.000000000000696,44.99999999999504,-309.99999999999915,-103.999999999985,161.00000000001114,96.00000000000364,93.00000000000975,251.00000000000122,48.00000000000182,-99.00000000000463,14.000000000002899,,338.00000000003746
2018.12.17,234.99999999998522,-73.99999999999629,91.99999999999875,-45.000000000006146,2.999999999997449,-346.0000000000019,-150.99999999998204,297.9999999999983,155.00000000000114,106.00000000000608,195.00000000001182,132.000000000005,-43.999999999999595,24.999999999997247,,581.0000000000151
2018.12.17,211.99999999998997,-45.99999999999049,87.0000000000033,1.999999999990898,56.0000000000005,-297.9999999999983,-132.99999999998136,145.00000000001734,117.00000000001864,176.00000000002058,283.000000000011,87.0000000000033,-19.00000000000235,58.000000000002494,,727.0000000000855
2018.12.17,204.99999999998852,-82.00000000000429,102.00000000000387,-4.000000000004,89.00000000000574,-278.9999999999959,-107.99999999997567,150.00000000000568,171.0000000000207,212.00000000001216,414.00000000000324,125.0,-4.999999999999449,126.99999999999933,,1117.00000000006
2018.12.17,218.99999999999142,-69.00000000000794,125.0,-20.0000000000089,73.99999999999629,-295.0000000000008,-98.99999999998954,212.99999999999653,183.9999999999975,157.00000000000713,363.0000000000022,127.00000000000955,-47.00000000000814,85.00000000000173,,1016.9999999999869
2018.12.17,175.99999999999838,-96.99999999999153,147.99999999999613,-29.000000000001247,78.00000000000028,-324.9999999999975,-24.999999999977263,167.00000000000603,241.00000000001387,181.00000000000892,408.9999999999927,131.00000000000023,-70.0000000000034,82.00000000000429,,1067.00000000005
2018.12.17,173.99999999998528,-106.00000000000608,155.00000000000114,-64.0000000000085,58.000000000002494,-343.00000000000443,-9.999999999990905,253.99999999999866,261.0000000000241,112.000000000001,374.999999999992,186.00000000000705,-62.000000000006494,107.00000000000153,,1096.9999999999968
