date,USDCHF,EURUSD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURAUD,EURNZD,AUDJPY,empty,sum
2017.12.11,114.00000000000298,23.999999999979593,14.999999999998348,-34.99999999998504,92.00000000000318,-180.99999999999739,-20.999999999993246,121.99999999999989,-5.999999999994898,33.00000000001546,-275.9999999999874,67.00000000001705,-153.00000000000313,8.000000000009777,,-196.9999999999348
2017.12.11,102.00000000000209,42.999999999993044,-28.000000000005798,-89.99999999999008,70.99999999999883,-237.99999999999955,-19.999999999997797,75.9999999999983,14.999999999998348,112.00000000002319,-336.9999999999873,46.999999999997044,-253.99999999999866,-69.99999999999318,,-570.9999999999616
2017.12.11,96.00000000000719,37.99999999998249,14.000000000002899,-109.99999999998789,82.00000000000429,-233.99999999999466,-2.999999999997449,117.00000000000044,33.000000000005244,153.00000000002,-465.99999999998863,131.00000000001444,-204.99999999998852,-15.999999999991132,,-369.99999999991127
2017.12.11,80.00000000000229,25.999999999992696,12.999999999996348,-157.99999999999147,65.00000000000395,-220.99999999998943,-15.999999999993797,104.99999999999955,30.000000000007798,169.00000000001114,-516.0000000000053,124.00000000001299,-215.99999999999397,-9.000000000000341,,-523.9999999999476
2017.12.11,114.00000000000298,60.99999999999994,-7.0000000000014495,-170.99999999998784,76.99999999999375,-199.99999999998863,8.000000000008,111.00000000000554,94.00000000000519,159.00000000002024,-584.9999999999911,124.00000000001299,-55.99999999998939,8.000000000009777,,-262.9999999999
2017.12.11,116.00000000000499,66.99999999999484,-7.9999999999968985,-116.99999999998934,73.99999999999629,-364.9999999999949,4.000000000004,112.000000000001,119.99999999999788,317.0000000000073,-504.9999999999999,133.00000000000534,5.999999999994898,-112.99999999999955,,-158.99999999997402
2017.12.11,130.0000000000079,111.99999999997878,-89.00000000000574,-154.99999999999403,42.999999999993044,-352.99999999999443,-29.999999999996696,41.000000000002146,180.0000000000024,339.00000000002706,-479.99999999999153,29.00000000001235,109.00000000000354,-182.00000000000216,,-305.99999999995737
2017.12.11,152.00000000000767,118.99999999998023,-75.9999999999983,-124.99999999999733,62.99999999999084,-348.99999999998954,-5.999999999994898,72.0000000000054,114.99999999999844,304.00000000000205,-503.000000000009,63.99999999999739,-34.99999999998504,-149.99999999999147,,-354.9999999999836
2017.12.11,134.0000000000008,123.99999999999079,-95.00000000000064,-164.99999999999292,35.999999999991594,-321.9999999999885,-17.000000000000348,38.0000000000047,146.00000000000168,307.00000000001637,-517.9999999999962,24.000000000001798,12.000000000012001,-164.99999999999204,,-460.99999999995094
2017.12.11,135.00000000000733,120.99999999999334,-75.00000000000284,-153.9999999999875,39.999999999995595,-339.9999999999892,1.0000000000065512,58.99999999999794,134.0000000000008,316.0000000000025,-548.9999999999995,67.00000000001705,-11.999999999989797,-155.00000000000114,,-411.99999999994895
