date,USDCHF,USDJPY,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,empty,sum
2021.10.18,-114.99999999999844,-97.99999999999898,-14.999999999998348,-20.999999999993246,-326.0000000000041,-490.99999999999966,-67.00000000000594,-63.99999999999739,-87.99999999999919,-48.99999999999905,-261.9999999999845,0.0,-162.00000000001768,0.0,-182.00000000000216,-134.0000000000008,,-2073.9999999999995
2021.10.18,-121.00000000000443,-126.99999999999534,-106.99999999999044,-202.9999999999976,-267.0000000000172,-332.00000000000784,-89.00000000000574,-156.00000000000057,-243.99999999999977,-63.99999999999739,-350.9999999999902,-73.99999999999629,-281.0000000000201,25.99999999999625,-115.99999999999966,-222.99999999999542,,-2729.0000000000214
2021.10.18,-87.99999999999919,-43.99999999999693,-234.99999999999633,-349.99999999999477,-215.00000000000963,-133.00000000000978,-121.00000000000443,-195.00000000000074,-330.0000000000081,-72.0000000000054,-187.99999999998818,-213.99999999998087,-567.0000000000064,-205.0000000000125,19.99999999999602,-246.99999999999721,,-3184.000000000015
2021.10.18,-38.0000000000047,45.000000000001705,-208.99999999999253,-304.00000000000426,-200.00000000000017,49.99999999999716,-56.0000000000005,-158.99999999999804,-282.99999999999994,-46.999999999997044,-299.99999999998914,-182.99999999999983,-513.0000000000078,-174.0000000000066,150.99999999999625,-251.99999999999667,,-2472.0000000000023
2021.10.18,-53.00000000000304,40.00000000000625,-162.99999999999093,-282.99999999999994,-226.00000000001506,12.999999999991019,-36.999999999998145,-136.99999999999824,-262.00000000000665,-36.999999999998145,-401.99999999999125,-64.99999999998174,-472.00000000000574,-103.00000000000864,128.99999999999068,-271.9999999999945,,-2330.0000000000045
2021.10.18,-60.99999999999994,28.000000000005798,-168.99999999999693,-256.0000000000007,-255.00000000000523,36.99999999999193,-19.999999999997797,-157.00000000000713,-231.0000000000034,-18.0000000000069,-426.9999999999996,-83.9999999999952,-384.00000000000654,-67.00000000000728,180.99999999999739,-309.99999999999915,,-2193.000000000031
2021.10.18,-109.00000000000354,-7.999999999995566,-121.99999999999989,-180.99999999999784,-287.000000000015,-100.00000000000853,-34.000000000000696,-146.00000000000168,-211.00000000000563,-26.000000000003798,-466.9999999999952,-42.999999999993044,-294.0000000000165,-39.00000000000148,-31.00000000000591,-268.0000000000016,,-2366.0000000000455
2021.10.18,-148.99999999999915,-36.99999999999193,-17.000000000000348,-139.00000000000023,-232.00000000000998,-150.00000000000568,-29.000000000001247,-78.00000000000028,-200.00000000000017,-36.999999999998145,-431.99999999998795,66.00000000001049,-313.00000000000773,68.9999999999884,-57.00000000000216,-203.99999999999307,,-1938.9999999999995
2021.10.18,-146.00000000000168,-230.99999999999454,-15.999999999993797,-100.99999999999554,-201.00000000000674,-320.0000000000074,-41.000000000002146,-70.99999999999883,-175.99999999999838,-92.99999999999864,-332.9999999999833,96.00000000000719,-237.00000000002052,100.99999999999909,-197.00000000000273,-171.99999999999437,,-2137.9999999999923
2021.10.18,-109.99999999999899,-182.00000000000216,-44.99999999999504,-85.00000000000173,-119.00000000000244,-263.00000000000523,-46.999999999997044,-87.00000000000374,-134.0000000000008,-119.99999999999788,-227.99999999998377,53.999999999998494,-119.00000000000244,114.99999999999488,-165.99999999999682,-175.99999999999838,,-1711.9999999999934
2021.10.18,-106.00000000000608,-237.99999999999955,-60.99999999999994,-104.00000000000409,-114.0000000000141,-334.0000000000032,-28.000000000005798,-97.00000000000264,-151.00000000000114,-119.00000000000244,-212.99999999999653,49.00000000001015,-143.00000000000423,171.99999999999704,-171.99999999999704,-200.00000000000017,,-1859.00000000003
2021.10.18,-112.000000000001,-182.99999999999272,-71.99999999999429,-165.00000000000404,-125.00000000001954,-270.00000000001023,-36.0000000000027,-109.00000000000354,-207.00000000000162,-119.00000000000244,-235.99999999999176,26.0000000000149,-280.0000000000136,135.99999999999568,-91.99999999999875,-217.0000000000005,,-2061.0000000000264
2021.10.18,-172.00000000000549,-110.99999999999,-20.999999999993246,-158.0000000000026,-139.00000000000023,-224.00000000000375,-41.000000000002146,-75.9999999999983,-214.99999999999852,-126.99999999999933,-282.9999999999888,101.00000000001774,-302.0000000000023,87.99999999999386,-97.99999999999898,-170.00000000000347,,-1947.9999999999752
2021.10.18,-190.99999999999673,61.00000000000705,74.00000000000739,-36.999999999998145,-153.00000000000313,-132.000000000005,-23.00000000000635,-50.0000000000056,-158.99999999999804,-104.99999999999955,-281.99999999998226,194.0000000000053,-121.99999999999989,-12.000000000000455,-61.99999999999761,-141.00000000000225,,-1139.9999999999754
2021.10.18,-190.00000000000128,73.99999999999807,79.00000000000685,-26.000000000003798,-180.0000000000024,-125.0,-14.999999999998348,-52.000000000007596,-151.00000000000114,-84.0000000000063,-349.99999999998363,191.00000000000784,-115.00000000002063,39.99999999999204,-75.00000000000284,-151.9999999999966,,-1131.0000000000196
2021.10.18,-221.99999999999997,43.00000000000637,93.00000000000975,-7.0000000000014495,-194.0000000000053,-163.0000000000109,-26.999999999999247,-52.000000000007596,-138.00000000000477,-75.00000000000284,-356.9999999999851,184.00000000000637,-81.00000000001995,95.99999999998943,-118.99999999999977,-146.00000000000168,,-1165.0000000000266
2021.10.18,-214.99999999999852,22.00000000000557,82.99999999999974,45.000000000006146,-191.00000000000784,-192.99999999999784,-19.00000000000235,-60.00000000000449,-103.00000000000864,-90.99999999999665,-344.99999999999534,162.00000000001768,17.000000000000348,92.99999999998931,-114.00000000000432,-166.99999999999494,,-1075.9999999999918
2021.10.18,-226.00000000000398,31.00000000000591,70.0000000000034,21.00000000000435,-170.00000000000347,-210.00000000000796,-19.00000000000235,-75.00000000000284,-125.00000000000844,-107.99999999999699,-344.99999999999534,158.99999999999804,-13.000000000018552,90.99999999999397,-108.00000000000409,-195.9999999999962,,-1223.0000000000343
2021.10.18,-322.00000000000006,-30.9999999999917,91.00000000000774,24.999999999997247,-270.00000000001467,-361.0000000000042,-90.99999999999665,-87.00000000000374,-165.9999999999995,-119.00000000000244,-361.9999999999957,190.00000000000128,-43.00000000001525,140.00000000000057,-225.00000000000853,-185.00000000000182,,-1816.0000000000273
2021.10.18,-324.00000000000205,-15.999999999991132,152.00000000000767,40.00000000000669,-351.0000000000124,-368.9999999999998,-55.000000000005045,-65.00000000000395,-156.00000000000057,-75.00000000000284,-520.9999999999936,257.0000000000183,-57.00000000001815,158.00000000000125,-219.99999999999886,-153.99999999999858,,-1755.999999999993
2021.10.18,-312.00000000000114,28.000000000005798,94.00000000000519,0.0,-421.0000000000047,-273.00000000001035,-73.00000000000084,-84.0000000000063,-174.00000000000747,-65.99999999999939,-549.9999999999839,225.00000000000853,-65.00000000000395,27.000000000001023,-186.00000000000705,-163.00000000000205,,-1993.0000000000064
2021.10.18,-285.00000000000193,-6.000000000000227,59.000000000009045,9.999999999998899,-394.00000000000546,-299.0000000000066,-72.0000000000054,-111.00000000000554,-162.0000000000066,-80.00000000000229,-528.9999999999795,197.00000000000273,-26.0000000000149,96.9999999999942,-138.9999999999958,-173.00000000000094,,-1913.0000000000205
