date,USDCHF,EURUSD,USDCAD,NZDUSD,GBPCHF,CHFJPY,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURNZD,NZDJPY,AUDCAD,empty,sum
2018.05.07,-31.000000000003247,-133.99999999998968,-41.000000000002146,-24.000000000001798,-75.99999999998718,-48.00000000000182,-28.999999999990145,-44.999999999987494,-107.99999999999699,-143.00000000000423,-234.00000000000088,-10.99999999999568,-23.00000000000635,,-946.9999999999676
2018.05.07,-21.00000000000435,-121.99999999999989,12.999999999996348,-29.000000000001247,-100.99999999999554,-33.999999999991815,-56.99999999999594,-33.999999999991815,-162.99999999997982,-222.99999999999542,-346.0000000000019,-13.999999999995794,-12.000000000000899,,-1142.9999999999582
2018.05.07,17.000000000000348,-129.00000000000134,29.999999999996696,-29.000000000001247,-133.00000000000534,-21.000000000000796,-17.000000000000348,-22.999999999996135,-171.99999999999437,-243.99999999999977,-289.0000000000059,15.000000000000568,-15.00000000000945,,-1010.000000000017
2018.05.07,17.000000000000348,-115.99999999998278,61.99999999998429,-10.999999999994348,-110.99999999999443,-36.99999999999193,8.000000000008,-37.00000000000614,-164.99999999999292,-309.0000000000037,-290.9999999999968,22.00000000000557,0.999999999995449,,-966.9999999999694
2018.05.07,15.00000000000945,-104.99999999999955,45.99999999999049,-53.00000000000304,-126.0000000000039,-134.00000000000034,6.0000000000060005,-180.00000000000682,-158.99999999999804,-364.9999999999931,-265.0000000000041,-85.00000000000796,35.999999999991594,,-1369.0000000000193
2018.05.07,24.000000000001798,-89.99999999999008,44.99999999998394,-58.000000000002494,-119.00000000000244,-123.00000000000466,17.000000000000348,-161.00000000000136,-167.9999999999904,-495.000000000001,-231.0000000000034,-82.99999999999841,80.99999999999774,,-1361.0000000000105
2018.05.07,-33.000000000005244,-151.9999999999966,80.99999999999774,-63.99999999999739,-104.99999999999955,-60.000000000002274,-19.999999999997797,-73.0000000000075,-230.9999999999812,-621.0000000000049,-287.9999999999994,-27.000000000001023,103.99999999999298,,-1489.000000000002
2018.05.07,-51.99999999999649,-190.00000000000128,89.99999999999008,-87.00000000000374,-92.00000000000318,12.000000000000455,-42.999999999993044,60.000000000002274,-295.0000000000008,-625.0000000000089,-344.99999999999534,64.99999999999773,57.99999999999139,,-1444.000000000021
2018.05.07,-107.99999999999699,-261.9999999999845,70.99999999999883,-126.99999999999933,-104.99999999999955,43.00000000000637,-14.999999999998348,76.99999999999818,-358.9999999999982,-719.000000000003,-303.9999999999932,42.999999999992156,56.99999999999594,,-1707.9999999999814
2018.05.07,-109.00000000000354,-243.99999999999977,76.99999999999375,-127.99999999999478,-104.99999999999955,13.00000000000523,-24.999999999997247,31.00000000000591,-386.9999999999818,-710.999999999995,-323.0000000000066,16.000000000005343,59.99999999999339,,-1834.9999999999748
2018.05.07,-129.00000000000134,-247.99999999998158,-9.999999999998899,-227.99999999999488,-143.99999999998857,-4.9999999999954525,43.999999999999595,1.0000000000047748,-389.99999999997925,-605.9999999999955,-127.99999999999478,-73.0000000000075,21.999999999999797,,-1893.9999999999338
2018.05.07,-111.00000000000554,-241.00000000000233,-8.000000000008,-209.9999999999991,-140.0000000000068,-57.999999999992724,51.000000000001044,-108.00000000000409,-339.99999999998477,-514.9999999999987,-120.99999999999334,-81.00000000000307,12.999999999996348,,-1869.000000000001
2018.05.07,-143.9999999999997,-272.99999999998994,-46.0000000000127,-234.00000000000088,-150.00000000000568,-102.99999999999443,85.00000000000173,-170.99999999999227,-354.9999999999942,-469.99999999999267,-41.000000000002146,-141.9999999999959,2.999999999997449,,-2040.9999999999814
2018.05.07,-153.00000000000313,-268.9999999999859,-39.999999999995595,-231.99999999999886,-131.99999999999878,-111.0000000000042,36.0000000000027,-158.99999999999181,-354.9999999999942,-608.0000000000085,-130.99999999999224,-135.99999999999568,22.999999999995246,,-2266.999999999971
2018.05.07,-82.99999999999974,-163.9999999999864,43.999999999999595,-112.99999999999643,-143.99999999998857,-140.00000000000057,11.00000000000545,-206.99999999999363,-358.9999999999982,-714.999999999999,-153.00000000000313,-72.00000000000273,100.00000000000009,,-1994.9999999999632
2018.05.07,-58.000000000002494,-129.00000000000134,70.99999999999883,-87.00000000000374,-150.99999999999002,-141.9999999999959,8.000000000008,-228.00000000000864,-351.99999999999676,-727.0000000000109,-174.99999999999181,-64.00000000000716,128.99999999999022,,-1905.0000000000116
2018.05.07,-39.00000000000014,-99.99999999998899,93.99999999999409,-75.00000000000284,-197.99999999998707,-128.0000000000001,11.00000000000545,-229.99999999998977,-356.9999999999851,-785.9999999999978,-147.00000000000824,-66.0000000000025,139.99999999999568,,-1880.9999999999673
