date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.01.15,-95.99999999999609,-107.99999999999699,-153.00000000000313,0.0,-148.0000000000037,-60.00000000000449,-43.999999999999595,-43.999999999999595,-73.99999999999629,-128.99999999999068,0.0,-120.9999999999809,-1.0000000000065512,-116.99999999998934,-135.99999999999568,-66.99999999999307,0.0,-148.0000000000037,-16.000000000016,,-1461.9999999999754
2018.01.15,-49.99999999999449,-123.99999999999079,-120.00000000000898,-182.0000000000155,-164.00000000000858,-85.00000000000173,-41.000000000002146,49.99999999999449,-34.000000000000696,-197.00000000000273,-12.999999999996348,-179.9999999999784,-149.00000000002134,-63.99999999999739,-177.99999999999727,-121.99999999999989,-66.99999999999484,-173.00000000000094,41.000000000002146,,-1852.0000000000155
2018.01.15,-92.99999999999864,-154.99999999999403,-182.99999999999983,-123.00000000000644,-170.99999999999892,-163.00000000000205,-99.99999999998899,51.99999999999649,-49.99999999999449,-217.00000000001296,-12.999999999996348,-223.99999999998954,-57.00000000001815,-93.99999999999409,-189.99999999999773,-152.9999999999916,-3.999999999992898,-191.00000000000784,-31.000000000003247,,-2159.9999999999914
2018.01.15,-24.000000000001798,-126.99999999998823,-70.0000000000145,-55.000000000005045,-164.00000000000858,-187.00000000000384,-71.99999999998319,66.99999999999484,-7.0000000000014495,-144.00000000000546,-43.999999999999595,-113.9999999999759,-53.00000000001415,-73.99999999999629,-129.99999999999545,-181.99999999998795,58.000000000002494,-242.00000000000887,-83.00000000001084,,-1647.0000000000036
2018.01.15,-19.00000000000235,-144.99999999999514,-56.99999999999594,4.000000000004,-151.00000000000114,-201.00000000000674,-32.999999999994145,64.99999999999284,19.999999999997797,-168.00000000000637,-65.00000000000395,-118.99999999999977,-36.0000000000138,-13.999999999980695,-128.99999999999068,-165.99999999999682,62.000000000006494,-304.9999999999997,-85.00000000000173,,-1541.9999999999877
2018.01.15,-24.999999999997247,-114.99999999999844,-25.00000000000835,36.999999999998145,-161.00000000000003,-195.9999999999962,-14.000000000002899,83.9999999999952,24.000000000001798,161.00000000000136,-12.999999999996348,182.00000000001637,-13.000000000018552,76.0000000000094,8.000000000009777,-60.99999999999284,120.00000000000898,-338.00000000000495,-96.00000000000719,,-364.9999999999819
2018.01.15,-90.0000000000012,-226.99999999999943,-156.00000000000057,-117.99999999999588,-375.0000000000031,-453.0000000000034,-34.000000000000696,102.99999999999754,19.00000000000235,192.00000000000728,14.000000000002899,213.99999999999864,-24.000000000001798,133.00000000000534,-86.99999999998909,-203.99999999999352,184.00000000000637,-487.99999999999955,-156.00000000000057,,-1552.9999999999686
2018.01.15,-66.99999999999484,-173.99999999998528,-87.99999999999919,-66.99999999999484,-353.0000000000033,-353.0000000000033,4.000000000004,221.99999999999997,23.00000000000635,254.99999999999545,303.0000000000088,291.00000000002524,-42.0000000000087,316.0000000000052,-106.99999999999932,-134.00000000000034,285.00000000000193,-445.0000000000065,-85.00000000000173,,-215.9999999999504
2018.01.15,-115.99999999999389,-214.00000000000307,-151.00000000001222,-76.0000000000094,-384.00000000000654,-424.00000000000216,12.000000000012001,217.0000000000005,21.999999999999797,292.0000000000016,306.00000000000625,293.00000000000637,-5.000000000010552,341.00000000001353,-102.99999999999443,-152.9999999999916,318.00000000000716,-492.0000000000035,-104.00000000001519,,-420.9999999999954
2018.01.15,-109.00000000000354,-178.99999999999582,-110.99999999999443,-66.99999999999484,-358.0000000000028,-375.9999999999986,46.999999999997044,149.99999999999457,4.000000000004,318.00000000001205,261.0000000000001,320.0000000000216,-31.000000000003247,272.00000000000557,-70.99999999999795,-137.99999999999102,260.00000000000466,-474.00000000000773,-153.00000000000313,,-434.9999999999535
2018.01.15,-100.99999999999554,-137.9999999999937,-93.00000000000975,-26.0000000000149,-350.00000000000585,-358.9999999999982,53.999999999998494,165.9999999999995,12.999999999996348,312.0000000000118,317.9999999999961,287.00000000000614,-19.00000000001345,304.9999999999997,-92.99999999998931,-144.99999999999602,290.00000000000136,-458.00000000000284,-87.00000000001484,,-124.00000000002501
2018.01.15,-92.99999999999864,-146.00000000000168,-109.00000000000354,-49.99999999999449,-421.0000000000047,-401.00000000000693,21.00000000000435,234.99999999999633,-12.999999999996348,276.9999999999868,456.00000000001194,247.0000000000141,-20.000000000020002,405.0000000000109,-173.99999999999238,-188.99999999999295,347.0000000000084,-473.0000000000012,-55.000000000005045,,-155.9999999999851
2018.01.15,-100.99999999999554,-133.99999999998968,-73.00000000001194,-46.999999999997044,-417.0000000000007,-307.99999999999716,55.000000000005045,278.9999999999959,12.000000000000899,323.0000000000075,554.9999999999944,312.0000000000118,-26.999999999999247,519.0000000000028,-166.99999999998738,-80.99999999998886,395.0000000000009,-367.0000000000062,124.99999999999733,,853.000000000043
2018.01.15,-115.99999999999389,-163.00000000000205,-178.00000000001148,-114.0000000000141,-479.0000000000072,-343.00000000000443,-27.999999999983594,290.00000000000136,-51.99999999999649,336.00000000001273,618.0000000000074,264.00000000001,-32.0000000000098,506.0000000000064,-210.99999999999852,-91.99999999999875,403.0000000000089,-374.0000000000077,136.00000000000279,,371.0000000000215
