date,GBPUSD,USDCAD,AUDUSD,NZDUSD,AUDCHF,NZDCHF,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.09.17,68.00000000000139,11.999999999989797,16.0000000000049,28.000000000005798,-47.9999999999925,-7.0000000000014495,-78.00000000000028,0.999999999990564,22.999999999996135,37.9999999999967,6.0000000000060005,121.99999999999989,,180.99999999999693
2018.09.17,42.0000000000087,-34.000000000000696,4.000000000004,13.00000000000745,-2.999999999997449,36.999999999998145,-65.00000000000395,-7.000000000005002,7.000000000005002,18.000000000000682,21.00000000000435,126.99999999999933,,160.00000000002058
2018.09.17,45.000000000006146,-55.99999999998939,6.0000000000060005,-18.999999999991246,0.0,9.999999999998899,-124.99999999999733,-68.00000000001205,-33.00000000000125,-55.999999999997385,39.00000000000014,104.99999999999955,,-151.99999999997794
2018.09.17,80.99999999999774,-49.99999999999449,-32.999999999994145,-49.99999999999449,-39.00000000000014,-27.999999999994696,-231.0000000000034,-55.00000000000682,-69.00000000000261,-84.99999999999375,-8.999999999992347,60.00000000000449,,-507.9999999999747
2018.09.17,43.999999999999595,-78.00000000000028,-59.99999999999339,-98.99999999999353,-73.99999999999629,-80.00000000000229,-330.9999999999924,-42.00000000000159,-78.00000000000296,-117.00000000000443,-26.999999999999247,14.999999999998348,,-926.9999999999885
2018.09.17,26.999999999999247,-69.9999999999923,-107.00000000000153,-100.99999999999554,-112.000000000001,-80.00000000000229,-346.0000000000019,-70.00000000000739,-156.0000000000059,-144.00000000000546,-93.99999999999409,7.0000000000014495,,-1246.0000000000068
2018.09.17,73.00000000001194,-63.99999999999739,-20.999999999993246,-18.999999999991246,-34.000000000000696,0.0,-191.99999999999218,-37.00000000000614,-34.000000000006025,-25.000000000005684,14.000000000002899,111.00000000000554,,-227.99999999997223
2018.09.17,91.00000000001884,-25.999999999992696,19.00000000000235,11.00000000000545,15.00000000000945,33.000000000005244,-140.99999999999113,60.99999999999284,81.00000000000307,72.99999999999329,39.00000000000014,123.00000000000644,,379.00000000005326
2018.09.17,69.00000000000794,-19.999999999997797,28.000000000005798,8.000000000008,3.0000000000085514,14.000000000002899,-198.99999999999363,16.999999999995907,43.99999999999693,24.00000000000091,43.999999999999595,118.00000000000699,,150.0000000000421
2018.09.17,76.0000000000094,-15.00000000000945,-12.999999999996348,-18.999999999991246,-36.999999999998145,-12.000000000000899,-208.99999999999253,-15.000000000000568,-37.00000000000614,-37.00000000000614,-12.000000000000899,77.00000000000485,,-252.99999999998812
2018.09.17,94.00000000001629,-12.999999999996348,17.999999999995797,38.0000000000047,-9.999999999998899,39.00000000000014,-90.99999999999665,-13.00000000000523,0.0,28.000000000005798,29.000000000001247,150.00000000000568,,269.0000000000325
2018.09.17,144.0000000000108,32.0000000000098,29.000000000001247,47.00000000000814,3.0000000000085514,51.000000000001044,-120.99999999999334,22.999999999996135,18.000000000000682,45.000000000001705,9.00000000000345,134.0000000000008,,414.00000000004906
2018.09.17,111.00000000001664,12.999999999996348,28.000000000005798,17.000000000000348,14.000000000002899,36.0000000000027,-194.99999999998963,-4.0000000000048885,4.9999999999954525,-1.9999999999953388,23.00000000000635,107.99999999999699,,154.00000000003365
2018.09.17,133.00000000000534,28.999999999990145,31.999999999998696,39.00000000000014,20.0000000000089,57.00000000000705,-156.00000000000057,-1.0000000000047748,1.0000000000047748,13.999999999995794,17.000000000000348,124.99999999999733,,310.0000000000031
