date,EURUSD,USDCAD,AUDUSD,NZDUSD,AUDCHF,GBPCAD,GBPAUD,EURJPY,AUDJPY,NZDCAD,empty,sum
2015.11.16,-82.99999999998863,0.0,-82.00000000000429,-40.99999999999105,-95.00000000000064,-17.000000000022553,-89.00000000000574,-245.9999999999809,-194.99999999999318,-75.9999999999983,,-923.9999999999853
2015.11.16,-70.99999999999883,69.9999999999923,-43.00000000000415,14.000000000002899,-60.99999999999994,66.99999999999484,78.99999999998464,-244.99999999997613,-172.9999999999876,-230.99999999999233,,-593.9999999999843
2015.11.16,0.0,112.000000000001,0.0,-14.999999999998348,-56.99999999999594,105.99999999998388,262.999999999991,-155.9999999999775,-96.9999999999942,-113.99999999999189,,42.000000000018005
2015.11.16,287.9999999999994,188.9999999999947,115.99999999999389,98.0000000000092,-4.000000000004,160.99999999998892,552.0000000000191,246.00000000000932,93.00000000000352,-161.00000000000003,,1578.000000000014
2015.11.16,123.00000000000644,151.9999999999966,42.999999999993044,74.00000000000739,-7.0000000000014495,181.9999999999933,409.0000000000149,-95.99999999997522,-81.99999999999363,-64.99999999999284,,733.0000000000485
2015.11.16,131.99999999999878,224.000000000002,92.00000000000318,79.00000000000685,19.00000000000235,148.99999999999915,430.00000000001927,-145.99999999998658,-33.999999999991815,-97.9999999999981,,847.0000000000551
2015.11.16,103.00000000000864,192.99999999999872,41.000000000002146,65.00000000000395,4.000000000004,121.99999999999989,261.9999999999845,-234.99999999998522,-160.99999999998715,-80.00000000000229,,314.00000000002717
2015.11.16,131.00000000001444,174.00000000000747,42.999999999993044,82.00000000000429,-2.000000000002,98.0000000000203,303.9999999999932,-159.9999999999966,-146.99999999999136,-134.0000000000008,,389.00000000004206
2015.11.16,131.99999999999878,174.00000000000747,34.000000000000696,109.99999999999899,-22.999999999995246,124.00000000001299,296.9999999999917,-97.99999999998477,-117.999999999995,-130.99999999999224,,501.0000000000433
2015.11.16,158.99999999999804,164.00000000000858,17.999999999995797,98.0000000000092,-70.0000000000034,97.00000000001374,217.0000000000005,-88.99999999999864,-146.99999999999136,-70.99999999999883,,376.00000000003365
2015.11.16,144.99999999999514,160.00000000000458,12.000000000000899,101.00000000000664,-75.9999999999983,64.99999999998174,184.00000000000637,-67.99999999998363,-140.00000000000057,-86.99999999999264,,296.00000000002024
2015.11.16,89.00000000000574,157.00000000000713,10.999999999994348,107.00000000000153,-68.99999999999685,70.0000000000145,172.0000000000166,-96.99999999997999,-125.99999999999056,-117.00000000000044,,197.00000000007196
2015.11.16,120.00000000000898,157.00000000000713,24.000000000001798,125.00000000000844,-41.9999999999976,52.99999999999194,207.99999999998596,-105.99999999999454,-109.99999999999943,-129.9999999999968,,299.0000000000158
2015.11.16,164.00000000000858,185.99999999999727,20.999999999993246,121.00000000000443,-59.99999999999339,80.99999999999774,175.99999999999838,-76.99999999999818,-128.99999999999068,-114.99999999999844,,368.000000000019
2015.11.16,134.00000000001188,130.99999999999224,39.00000000000014,96.00000000000719,-39.00000000000014,21.00000000000435,248.00000000002598,-102.99999999998022,-114.99999999999488,-108.99999999999244,,303.00000000007407
2015.11.16,104.99999999999955,83.00000000001084,48.000000000003595,94.00000000000519,-14.000000000002899,-23.00000000001745,303.9999999999932,-95.99999999997522,-83.99999999998897,-136.00000000000279,,281.00000000002507
2015.11.16,60.000000000015596,86.0000000000083,31.999999999998696,52.000000000007596,-20.999999999993246,-1.0000000000065512,263.99999999999756,-136.99999999997203,-80.99999999998886,-81.9999999999932,,172.0000000000739
2015.11.16,45.000000000006146,18.0000000000069,2.999999999997449,36.0000000000027,-14.000000000002899,-103.00000000000864,211.00000000000563,-143.99999999997704,-118.99999999999977,-81.9999999999932,,-148.9999999999627
2015.11.16,-120.99999999999334,-14.999999999987246,-28.000000000005798,20.0000000000089,-4.999999999999449,-93.99999999999409,166.99999999998383,-611.9999999999948,-321.9999999999885,-131.99999999999878,,-1141.9999999999693
2015.11.16,-211.99999999998997,-87.99999999999919,-102.99999999999754,-1.999999999990898,-43.00000000000415,-444.00000000002217,-331.999999999999,-623.9999999999952,-390.99999999999113,-139.00000000000023,,-2377.999999999989
2015.11.16,-205.99999999999508,-35.00000000000725,-136.00000000000279,25.00000000000835,-112.000000000001,-471.0000000000214,-514.9999999999987,-810.9999999999786,-524.9999999999915,-139.99999999999568,,-2925.9999999999836
