date,USDJPY,USDCAD,AUDCHF,GBPCAD,GBPAUD,AUDNZD,empty,sum
2020.10.26,-36.000000000001364,-235.99999999999176,-11.00000000000545,-269.9999999999925,-85.99999999998609,-35.999999999991594,,-674.9999999999688
2020.10.26,-72.00000000000273,-319.999999999987,68.99999999999685,-306.00000000000625,297.9999999999983,-42.999999999993044,,-373.99999999999386
2020.10.26,-69.00000000000261,-316.0000000000052,83.9999999999952,-255.00000000000523,260.0000000000158,8.000000000008,,-287.99999999999403
2020.10.26,-87.99999999999386,-255.00000000000523,46.999999999997044,-231.99999999998778,234.00000000000088,-28.000000000005798,,-321.99999999999466
2020.10.26,-75.00000000000284,-201.99999999999108,32.999999999994145,-231.99999999998778,123.00000000000644,-42.0000000000087,,-394.9999999999898
2020.10.26,-66.0000000000025,-198.99999999999363,17.000000000000348,-171.99999999999437,104.00000000001519,5.000000000010552,,-310.9999999999644
2020.10.26,-135.00000000000512,-195.9999999999962,19.999999999997797,-180.0000000000024,116.00000000000499,56.99999999999594,,-318.00000000000495
2020.10.26,-215.99999999999397,-310.9999999999946,63.00000000000195,-150.00000000000568,189.00000000001694,93.99999999999409,,-330.99999999998136
2020.10.26,-200.00000000000284,-255.99999999998957,109.99999999999899,-96.99999999999153,172.0000000000166,120.00000000000898,,-150.99999999995936
2020.10.26,-188.0000000000024,-242.99999999999324,98.99999999999353,-18.999999999991246,151.9999999999966,151.9999999999966,,-47.00000000000017
2020.10.26,-221.00000000000364,-245.0000000000063,119.00000000000244,15.00000000000945,103.00000000000864,173.00000000000094,,-55.99999999998849
2020.10.26,-215.0000000000034,-272.99999999998994,121.99999999999989,17.000000000000348,182.99999999999983,175.99999999999838,,10.000000000005087
2020.10.26,-243.99999999999977,-272.00000000000557,169.99999999999238,14.000000000002899,239.99999999999577,188.9999999999947,,96.99999999998042
2020.10.26,-262.00000000000045,-275.000000000003,166.99999999999494,19.00000000001345,239.99999999999577,224.000000000002,,113.00000000000276
