date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.06.24,-153.00000000000313,-93.00000000000975,-25.00000000000835,-14.999999999986358,-29.999999999996696,-5.999999999994898,-73.00000000000084,-212.99999999999653,-10.000000000005116,-19.999999999997797,0.0,-95.99999999999609,-78.99999999999574,-70.99999999999795,-101.00000000001774,-148.00000000001478,-30.9999999999917,-84.0000000000174,-31.000000000003247,-46.999999999997044,-49.000000000006594,-0.999999999995449,-41.000000000002146,-24.000000000001798,,-1441.000000000037
2019.06.24,-156.99999999999602,-75.00000000000284,-36.0000000000138,-0.999999999990564,-25.00000000000835,-9.999999999998899,-63.00000000000195,-249.00000000001032,-19.000000000005457,-39.999999999995595,-21.999999999999797,-99.00000000000463,-27.999999999994696,-62.99999999998818,-131.99999999999878,-226.99999999999943,-40.99999999999682,-28.000000000005798,-117.99999999999588,-42.00000000000159,-35.0000000000108,-19.00000000000235,-21.999999999999797,24.999999999986144,,-1526.000000000036
2019.06.24,-68.99999999999685,-121.99999999999989,-76.99999999999375,-25.99999999999625,-36.999999999998145,-9.00000000000345,-78.99999999999574,-163.00000000000205,85.99999999999852,13.00000000000745,-19.999999999997797,-65.00000000000395,-14.999999999998348,-149.0000000000009,-172.0000000000166,-229.00000000001253,-104.99999999998977,32.999999999994145,-156.00000000000057,-88.99999999999864,-63.00000000000239,-3.999999999992898,-39.00000000000014,48.000000000003595,,-1507.9999999999968
2019.06.24,-87.00000000000374,-124.00000000001299,-75.00000000000284,-57.999999999992724,0.0,-12.000000000000899,-100.99999999999554,-201.00000000000674,163.99999999998727,-13.999999999991797,-12.999999999996348,-95.00000000000064,-14.999999999998348,-192.99999999998363,-146.00000000000168,-252.0000000000078,-135.99999999999568,-7.0000000000014495,-146.99999999998602,-123.99999999999523,-76.00000000000762,-24.000000000001798,-54.999999999993946,31.000000000003247,,-1759.9999999999866
2019.06.24,-102.99999999999754,-131.00000000001444,-76.0000000000094,-70.99999999999795,-2.0000000000131024,17.000000000000348,-75.9999999999983,-221.00000000000452,149.99999999999147,-18.999999999991246,32.999999999994145,-82.99999999999974,-12.000000000000899,-199.99999999998863,-163.00000000000205,-226.00000000001506,-138.9999999999958,0.9999999999843467,-132.99999999998312,-123.00000000000466,-82.00000000000784,-9.00000000000345,-15.999999999993797,58.000000000002494,,-1626.0000000000489
2019.06.24,-78.00000000000028,-187.00000000000384,-153.00000000000313,-68.9999999999884,17.000000000000348,22.999999999995246,-133.00000000000534,-221.00000000000452,157.99999999998704,-39.00000000000014,31.000000000003247,-107.99999999999699,-7.9999999999968985,-256.0000000000002,-150.00000000000568,-225.00000000000853,-231.99999999999932,14.999999999987246,-148.99999999999915,-165.99999999999682,-171.00000000000648,1.0000000000065512,-34.000000000000696,99.99999999998899,,-2034.0000000000482
2019.06.24,-75.00000000000284,-190.00000000000128,-163.00000000000205,-94.99999999999886,93.99999999999409,131.99999999999878,-168.00000000000148,-245.0000000000063,147.99999999999613,-68.99999999999685,117.00000000000044,-161.00000000000003,18.0000000000069,-269.00000000000546,-104.99999999999955,2.999999999997449,-256.0000000000002,-25.00000000000835,42.0000000000087,-212.0000000000033,-267.0000000000101,96.00000000000719,-65.99999999999939,144.99999999999514,,-1571.000000000031
2019.06.24,-119.99999999999788,-163.00000000000205,-137.9999999999937,-107.99999999998988,126.99999999998823,183.99999999999528,-133.00000000000534,-279.00000000000705,135.99999999999568,-107.99999999999699,195.9999999999962,-151.00000000000114,21.00000000000435,-271.99999999999136,-45.000000000006146,179.99999999998016,-250.0,-52.000000000007596,189.00000000001694,-218.00000000000352,-309.0000000000117,146.00000000000168,-14.999999999998348,232.99999999999432,,-949.00000000004
2019.06.24,-129.00000000000134,-161.00000000001114,-133.00000000000534,-76.99999999999818,130.99999999999224,173.9999999999964,-114.00000000000298,-280.9999999999979,114.99999999999488,-105.99999999999498,204.00000000000418,-143.9999999999997,17.000000000000348,-234.99999999998522,-56.000000000011596,148.99999999999915,-216.99999999999875,-51.000000000001044,152.0000000000188,-206.99999999999363,-288.0000000000109,124.99999999999733,7.0000000000014495,266.999999999995,,-858.0000000000132
2019.06.24,-117.00000000000044,-163.00000000000205,-137.00000000000932,-83.99999999998897,131.99999999999878,170.00000000000347,-99.00000000000463,-283.99999999999534,109.99999999999943,-119.99999999999788,200.00000000000017,-124.00000000000189,1.0000000000065512,-252.00000000000955,-47.00000000001925,121.99999999999989,-203.99999999999352,-112.000000000001,139.00000000000023,-230.99999999999454,-289.0000000000015,111.00000000000554,51.000000000001044,273.9999999999965,,-953.0000000000083
2019.06.24,-124.00000000000189,-131.00000000001444,-87.99999999999919,-84.99999999999375,142.99999999998204,182.99999999999983,-82.99999999999974,-265.0000000000041,137.00000000000045,-128.99999999999022,214.00000000000307,-114.99999999999844,9.999999999998899,-224.99999999999432,28.999999999990145,204.99999999998852,-179.9999999999926,-129.00000000000134,229.99999999999687,-227.99999999999443,-304.00000000000205,114.99999999999844,65.99999999999939,295.0000000000008,,-459.0000000000282
