date,USDCHF,GBPUSD,USDJPY,USDCAD,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.02.06,-128.00000000000588,-41.99999999998649,0.0,-80.00000000001339,-92.99999999999864,-110.99999999999443,-68.00000000000139,-32.999999999994145,-56.0000000000005,-204.00000000000418,-152.99999999998093,-133.99999999998968,-181.9999999999933,-4.9999999999954525,-165.99999999999682,-218.99999999999142,-215.00000000000963,,-1888.999999999956
2017.02.06,-143.00000000000423,12.000000000012001,87.99999999999386,-59.99999999999339,-80.00000000000229,-97.9999999999981,39.999999999995595,92.00000000000318,65.99999999999939,-103.99999999999298,-80.99999999999774,-83.9999999999952,-76.99999999999375,33.00000000000125,-192.99999999999784,-192.99999999999872,-170.00000000000347,,-951.9999999999725
2017.02.06,-153.99999999999858,-11.999999999989797,105.00000000000398,-29.999999999996696,-138.00000000000477,-101.99999999997988,90.99999999999665,70.99999999999883,121.99999999999989,-229.00000000001253,-27.999999999983594,-26.999999999999247,-26.999999999999247,88.00000000000807,-221.9999999999942,-214.99999999999852,-170.00000000000347,,-876.9999999999532
2017.02.06,-189.00000000000583,-31.999999999987594,173.00000000000182,2.999999999997449,-117.99999999999588,-91.99999999998099,142.99999999999312,91.00000000000774,147.99999999999258,-239.00000000001143,35.00000000000725,-11.999999999989797,4.999999999988347,163.0000000000109,-239.00000000000432,-173.00000000000094,-131.99999999999878,,-464.99999999997624
2017.02.06,-191.00000000000784,-60.99999999999994,102.99999999999443,-15.999999999993797,-100.99999999999554,-93.99999999999409,144.99999999999514,107.00000000000153,132.99999999999423,-283.000000000011,35.00000000000725,-66.99999999999484,-15.00000000000945,114.00000000000432,-242.999999999995,-190.00000000000128,-178.99999999999582,,-803.0000000000017
2017.02.06,-179.00000000000693,-119.99999999998678,-96.9999999999942,-29.00000000001235,-151.9999999999966,-91.99999999998099,134.0000000000008,-15.999999999993797,136.99999999999824,-547.999999999993,16.000000000016,46.999999999997044,1.0000000000065512,-30.9999999999917,-189.99999999999773,-232.99999999999432,-62.000000000006494,,-1413.999999999936
2017.02.06,-126.99999999999933,-143.99999999998857,-162.00000000000614,21.00000000000435,-207.00000000000162,-73.99999999999629,134.99999999999625,38.0000000000047,188.9999999999947,-425.99999999999307,18.0000000000069,66.99999999999484,121.99999999999989,-69.99999999999318,-159.00000000000603,-266.999999999995,1.999999999990898,,-1043.9999999999866
2017.02.06,-143.00000000000423,-80.99999999999774,-43.99999999999693,-2.0000000000131024,-197.99999999999818,-61.99999999998429,131.99999999999878,0.0,212.99999999999653,-476.0000000000098,22.0000000000109,60.99999999999994,177.00000000000495,6.000000000000227,-165.99999999999682,-287.9999999999994,62.000000000006494,,-786.9999999999826
2017.02.06,-170.99999999999892,-75.00000000000284,-37.9999999999967,-5.000000000010552,-173.00000000000094,-74.99999999998064,143.9999999999997,-24.999999999997247,224.9999999999974,-595.9999999999966,34.000000000000696,141.99999999999767,174.99999999999181,3.0000000000001137,-203.00000000000296,-279.99999999999136,123.00000000000644,,-794.999999999985
2017.02.06,-163.00000000000205,-65.99999999998829,13.999999999995794,28.000000000005798,-171.99999999999437,-61.99999999998429,161.99999999999548,9.00000000000345,219.99999999999798,-490.0000000000126,92.00000000000318,120.00000000000898,194.99999999998963,55.00000000000682,-206.99999999999363,-249.99999999999466,89.99999999999008,,-424.9999999999727
2017.02.06,-153.00000000000313,-46.999999999997044,-30.000000000001137,53.999999999998494,-214.00000000000307,-58.99999999998684,165.9999999999995,-0.999999999995449,256.0000000000007,-445.0000000000065,104.00000000001519,120.99999999999334,266.999999999995,66.0000000000025,-216.99999999999875,-265.99999999999955,139.00000000000023,,-258.9999999999865
2017.02.06,-141.00000000000225,-59.99999999999339,-52.00000000000671,99.00000000000463,-177.00000000000495,-40.99999999997994,185.99999999999727,18.0000000000069,226.99999999999943,-449.9999999999948,154.0000000000097,87.99999999999919,229.99999999999687,52.00000000000671,-159.00000000000603,-213.99999999999199,80.99999999999774,,-158.99999999996157
2017.02.06,-136.00000000000279,-26.999999999999247,-28.000000000005798,69.9999999999923,-180.0000000000024,-30.999999999981043,179.99999999999127,24.999999999997247,217.99999999999596,-365.99999999999966,150.00000000000568,92.00000000000318,218.99999999999142,70.99999999999795,-192.99999999999784,-220.99999999999343,79.99999999999119,,-77.000000000016
2017.02.06,-182.99999999999983,-17.999999999984695,52.99999999999727,24.000000000001798,-156.99999999999602,-29.999999999996696,165.9999999999995,-0.999999999995449,206.99999999999054,-463.9999999999977,135.00000000001845,126.0000000000039,215.99999999999397,90.00000000000341,-207.9999999999984,-215.99999999999397,99.99999999998899,,-159.9999999999651
2017.02.06,-187.9999999999993,-12.999999999996348,117.00000000000443,18.0000000000069,-138.00000000000477,-37.99999999998249,180.99999999999784,23.00000000000635,195.9999999999962,-445.0000000000065,141.99999999999767,113.00000000000753,160.99999999998892,135.00000000000512,-230.99999999999454,-212.99999999999653,42.999999999993044,,-136.99999999997644
2017.02.06,-180.0000000000024,-107.99999999999699,96.00000000000364,28.999999999990145,-151.00000000000114,-41.99999999998649,180.99999999999784,33.000000000005244,197.99999999999818,-522.0000000000002,141.99999999999767,59.99999999999339,174.99999999999181,118.00000000000921,-227.00000000000387,-208.99999999999253,38.99999999998904,,-368.00000000000745
2017.02.06,-170.99999999999892,-75.00000000000284,106.99999999999932,35.999999999991594,-139.00000000000023,-22.999999999995246,176.99999999999383,2.999999999997449,195.9999999999962,-520.0000000000093,163.00000000000205,85.00000000000173,190.99999999998562,139.00000000001,-204.9999999999983,-174.99999999999181,39.999999999995595,,-171.0000000000233
2017.02.06,-219.99999999999798,-85.00000000000173,117.999999999995,-7.0000000000014495,-136.99999999999824,-12.999999999996348,178.00000000000037,-2.000000000002,200.99999999999562,-642.0000000000092,184.00000000000637,36.999999999998145,218.00000000000708,157.0000000000107,-266.9999999999959,-179.99999999999127,55.99999999998939,,-403.99999999999153
2017.02.06,-353.99999999999875,-51.000000000001044,237.99999999999955,-82.00000000000429,-97.9999999999981,-19.999999999997797,200.00000000000017,-7.9999999999968985,209.9999999999991,-631.0000000000038,216.00000000001617,-25.00000000000835,249.99999999999466,198.0000000000075,-296.99999999999704,-176.99999999999383,109.99999999998789,,-320.9999999999948
2017.02.06,-348.9999999999993,9.000000000014552,271.0000000000008,-73.00000000001194,-112.99999999999643,4.000000000004,256.99999999999613,65.00000000000395,278.00000000000045,-539.0000000000006,356.00000000000074,-93.99999999999409,407.0000000000018,228.00000000000864,-299.0000000000066,-184.99999999999073,96.00000000000719,,319.00000000003865
2017.02.06,-402.00000000000233,-11.999999999989797,171.99999999999704,-103.00000000000864,-100.00000000000009,-14.999999999987246,229.00000000000142,41.000000000002146,257.9999999999916,-601.9999999999915,300.00000000001137,-185.99999999999727,360.9999999999891,123.00000000000466,-266.9999999999959,-213.99999999999199,70.99999999999883,,-345.99999999996874
2017.02.06,-380.00000000000256,228.00000000000597,140.00000000000057,-114.0000000000141,-148.0000000000037,33.00000000001635,232.99999999999432,116.00000000000499,292.9999999999988,-195.00000000001182,355.0000000000164,-208.00000000000819,486.999999999993,121.99999999999989,-237.99999999999955,-246.99999999999721,69.9999999999923,,546.9999999999854
2017.02.06,-396.00000000000745,17.000000000000348,126.99999999999534,-11.00000000000545,-219.00000000000253,24.000000000001798,282.99999999999994,151.00000000000114,405.9999999999952,-283.000000000011,407.0000000000018,-334.9999999999964,577.9999999999897,137.00000000000045,-310.99999999999284,-280.9999999999979,117.99999999999588,,411.99999999996794
2017.02.06,-436.9999999999985,-32.999999999994145,125.0,56.99999999999594,-219.00000000000253,-14.999999999987246,344.99999999999534,189.00000000000583,348.9999999999993,-418.0000000000073,557.0000000000075,-340.00000000000693,519.9999999999872,182.00000000000216,-307.9999999999927,-262.999999999991,21.00000000000435,,312.00000000001717
2017.02.06,-494.00000000000557,19.999999999997797,140.00000000000057,53.999999999998494,-70.99999999999883,-26.999999999999247,429.0000000000016,202.0000000000022,330.9999999999924,-500.9999999999959,623.000000000018,-303.0000000000088,479.99999999999153,204.00000000000773,-159.00000000000603,-62.99999999999084,15.999999999993797,,880.9999999999987
2017.02.06,-526.0000000000042,-65.99999999998829,150.00000000000568,65.99999999998829,-60.99999999999994,-5.999999999994898,430.9999999999925,190.00000000000128,349.99999999999477,-631.0000000000038,665.0000000000044,-292.00000000000335,533.0000000000057,192.00000000000728,-144.00000000000546,-56.0000000000005,35.00000000000725,,830.0000000000068
2017.02.06,-465.9999999999998,-45.000000000006146,-31.00000000000591,24.999999999986144,-139.99999999999568,8.000000000008,349.99999999999477,168.00000000000148,370.9999999999991,-561.0000000000115,594.0000000000057,-322.00000000000006,591.9999999999925,35.0000000000108,-159.00000000000603,-195.00000000000074,70.99999999999883,,294.99999999997146
2017.02.06,-456.00000000000085,58.000000000002494,22.00000000000557,-36.0000000000138,-104.99999999999955,76.0000000000094,312.9999999999966,130.0000000000079,329.999999999997,-480.99999999999807,579.0000000000184,-322.00000000000006,659.999999999994,25.000000000005684,-117.00000000000443,-190.99999999999673,93.99999999999409,,579.0000000000176
2017.02.06,-389.000000000006,9.999999999998899,-24.00000000000091,-114.0000000000141,-105.99999999999498,119.00000000000244,244.99999999999523,92.99999999999864,282.99999999999994,-527.9999999999951,479.0000000000072,-269.9999999999925,588.9999999999951,-36.000000000001364,-102.99999999999443,-200.00000000000017,96.99999999999153,,144.99999999998948
2017.02.06,-419.9999999999982,14.000000000002899,-153.0000000000058,-209.00000000001472,-70.99999999999883,133.00000000000534,187.9999999999993,63.99999999999739,286.99999999999284,-641.0000000000027,448.000000000004,-255.00000000000523,581.9999999999936,-228.9999999999992,-25.99999999999625,-297.9999999999983,100.99999999999554,,-485.0000000000284
2017.02.06,-530.0000000000082,9.000000000014552,-307.00000000000216,-492.0000000000035,-68.99999999999685,188.00000000001037,56.99999999999594,55.000000000005045,234.99999999999633,-668.0000000000019,310.0000000000103,-429.99999999999704,645.999999999991,-501.99999999999534,72.00000000000273,-367.99999999999056,75.99999999998718,,-1717.9999999999823
2017.02.06,-458.9999999999983,123.00000000000644,-397.00000000000557,-619.9999999999983,21.00000000000435,243.00000000001543,9.999999999998899,2.999999999997449,156.99999999999602,-645.0000000000067,249.00000000001032,-357.00000000000733,546.000000000002,-584.9999999999937,230.99999999999454,-378.999999999996,25.999999999992696,,-1832.9999999999877
2017.02.06,-509.00000000000387,251.00000000000122,-227.00000000000387,-558.0000000000141,51.99999999999649,256.00000000001177,27.999999999994696,26.999999999999247,163.99999999999747,-439.0000000000116,243.00000000001543,-422.9999999999956,602.999999999998,-503.9999999999907,171.99999999999704,-392.9999999999989,-12.000000000012001,,-1269.0000000000193
2017.02.06,-424.00000000000216,256.00000000001177,-162.9999999999967,-754.9999999999945,21.999999999999797,184.00000000000637,-99.00000000000463,-102.99999999999754,135.99999999999167,-571.0000000000103,-31.999999999987594,-353.0000000000033,404.0000000000044,-458.999999999989,85.99999999999852,-451.9999999999969,46.999999999997044,,-2275.9999999999727
2017.02.06,-435.0000000000076,334.00000000001205,-57.00000000000216,-1049.0000000000111,89.00000000000574,211.00000000000563,-280.9999999999979,-139.99999999999568,81.9999999999932,-601.9999999999915,-335.9999999999808,-82.00000000000429,350.9999999999902,-593.9999999999941,106.99999999999932,-618.9999999999918,90.99999999999665,,-2929.999999999974
2017.02.06,-341.0000000000024,364.00000000000875,-78.00000000000296,-1114.9999999999993,70.0000000000034,238.0000000000049,-404.0000000000044,-205.99999999999508,7.0000000000014495,-490.0000000000126,-534.9999999999966,14.000000000002899,248.99999999998812,-739.9999999999949,121.99999999999989,-741.9999999999982,109.00000000000354,,-3477.999999999993
2017.02.06,-231.99999999999886,287.9999999999994,-131.00000000000023,-1039.9999999999966,21.00000000000435,279.00000000000705,-419.9999999999982,-237.99999999999378,-18.0000000000069,-561.9999999999958,-532.9999999999835,-15.999999999993797,188.9999999999947,-692.9999999999978,117.999999999995,-676.9999999999943,70.99999999999883,,-3593.9999999999604
2017.02.06,-262.00000000000665,290.9999999999968,-128.0000000000001,-941.9999999999984,-10.999999999994348,289.0000000000059,-329.00000000000153,-163.99999999999747,101.99999999999099,-530.0000000000082,-322.00000000000006,-18.999999999991246,463.9999999999977,-653.9999999999964,93.99999999999409,-722.0000000000005,185.99999999999727,,-2657.0000000000123
2017.02.06,-296.0000000000074,351.0000000000124,-140.00000000000057,-1042.9999999999939,2.000000000002,276.00000000000955,-380.00000000000256,-142.99999999999312,139.00000000000023,-479.99999999999153,-469.99999999999267,-31.000000000003247,485.99999999998647,-743.9999999999998,111.99999999999477,-785.9999999999978,195.9999999999962,,-2950.9999999999814
2017.02.06,-240.00000000000688,46.0000000000127,-346.00000000000364,-1008.0000000000089,-48.99999999999905,280.0000000000136,-390.0000000000015,-141.99999999999767,121.99999999999989,-675.0000000000034,-458.9999999999872,-99.00000000000463,509.99999999998823,-833.999999999989,121.99999999999989,-795.0000000000013,177.00000000000495,,-3779.9999999999836
2017.02.06,-231.0000000000034,106.00000000000608,-361.0000000000042,-947.000000000009,-48.000000000003595,328.00000000001717,-356.00000000000074,-119.99999999999788,117.99999999999588,-608.0000000000085,-331.999999999999,-144.99999999999514,536.0000000000032,-847.999999999999,225.9999999999991,-778.9999999999964,153.00000000000313,,-3307.9999999999923
2017.02.06,-226.00000000000398,73.99999999999629,-734.9999999999994,-974.0000000000082,-102.00000000000209,343.00000000000443,-391.000000000008,-146.00000000000168,115.99999999999389,-540.0000000000072,-397.99999999998727,-161.99999999999548,540.0000000000072,-1105.9999999999945,269.00000000000546,-815.9999999999945,154.99999999999403,,-4099.000000000001
