names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,30,"['GBPCAD', 'EURUSD', 'NZDUSD', 'EURNZD']",100.0,0.8371428571428571,S
GBPUSD,10,"['GBPUSD', 'EURGBP', 'GBPCHF', 'GBPJPY']",100.0,1.0,S
USDJPY,50,['GBPUSD'],80.0,-0.26961142445263464,B
USDCAD,10,"['USDCHF', 'EURAUD']",100.0,-0.5646666666666665,B
AUDUSD,15,"['GBPUSD', 'EURJPY']",80.0,0.5671428571428573,S
NZDUSD,15,"['EURUSD', 'EURNZD']",80.0,-0.3675945165945165,B
GBPCHF,10,"['GBPUSD', 'EURGBP', 'GBPCHF']",100.0,0.6001428571428575,S
EURCHF,10,['EURNZD'],100.0,0.988,S
CADCHF,10,"['EURAUD', 'NZDCHF', 'GBPAUD']",100.0,0.8504999999999999,S
AUDCHF,15,"['EURGBP', 'GBPCHF', 'CADCHF', 'AUDJPY', 'CADJPY', 'EURCAD']",100.0,0.47256349206349213,S
NZDCHF,15,"['EURGBP', 'GBPCHF']",100.0,0.47977677877677893,S
EURGBP,10,"['GBPUSD', 'EURGBP', 'GBPCHF']",100.0,-0.6239523809523811,B
GBPJPY,10,"['GBPUSD', 'GBPJPY']",80.0,1.0,S
GBPCAD,10,['NZDCAD'],100.0,0.2593730158730158,S
GBPAUD,10,"['USDJPY', 'AUDCAD']",80.0,-0.20626190476190476,B
EURJPY,10,['NZDUSD'],80.0,-0.4380000000000003,B
EURCAD,10,"['EURAUD', 'NZDCHF', 'GBPAUD']",100.0,-0.7717460317460317,B
EURAUD,10,"['EURGBP', 'GBPCHF']",100.0,-0.35028571428571426,B
EURNZD,15,"['EURGBP', 'GBPCHF']",80.0,-0.5189963924963927,B
CADJPY,10,"['EURAUD', 'NZDCHF', 'GBPAUD']",100.0,0.6716031746031745,S
AUDJPY,10,"['EURAUD', 'NZDCHF', 'GBPAUD']",100.0,0.7207619047619047,S
NZDJPY,10,['NZDUSD'],80.0,-0.494,B
NZDCAD,20,['USDJPY'],100.0,-0.4029479409479409,B
AUDNZD,15,"['NZDCAD', 'NZDJPY']",80.0,0.07968498168498168,S
