date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,CADCHF,NZDCHF,EURGBP,EURCAD,EURNZD,CADJPY,NZDCAD,empty,sum
2015.03.16,-95.999999999985,138.0000000000159,169.99999999998127,7.000000000005002,29.999999999996696,-235.99999999999176,-82.99999999999974,-165.9999999999995,58.99999999999794,200.00000000000017,15.999999999993797,27.000000000001023,141.00000000000225,,207.00000000001805
2015.03.16,-190.99999999998562,173.00000000000094,131.99999999999878,7.999999999995566,-9.999999999998899,-391.9999999999924,-112.99999999999643,-170.00000000000347,17.000000000000348,209.9999999999991,123.00000000000644,75.00000000000284,101.00000000000664,,-36.999999999966136
2015.03.16,-170.99999999998784,148.00000000001478,29.999999999996696,-1.9999999999953388,-78.99999999999574,-339.0000000000004,-17.000000000000348,-111.00000000000554,-42.0000000000087,219.99999999999798,63.000000000013046,171.99999999999704,134.0000000000008,,6.000000000026375
2015.03.16,-147.99999999999258,190.00000000000128,-23.00000000001745,60.000000000002274,-124.99999999999733,-341.99999999999784,53.00000000000304,-14.999999999998348,-91.00000000000774,253.99999999999866,168.0000000000126,286.9999999999919,107.00000000000153,,375.0
2015.03.16,-63.99999999999739,201.00000000000674,96.99999999999153,4.9999999999954525,12.000000000000899,-227.99999999998377,66.00000000001049,-34.99999999999615,-19.00000000000235,305.9999999999841,138.0000000000159,171.99999999999704,161.00000000000003,,812.0000000000225
2015.03.16,-14.999999999987246,201.00000000000674,119.99999999998678,-12.000000000000455,36.999999999998145,-156.99999999998494,84.0000000000063,-79.00000000000685,2.000000000002,313.99999999999204,36.999999999998145,140.99999999999113,231.99999999999886,,905.0000000000007
2015.03.16,79.00000000000685,300.00000000001137,340.9999999999913,52.00000000000671,199.00000000000472,-126.0000000000039,97.00000000000264,-260.00000000000466,103.99999999999298,479.99999999999153,-154.99999999999403,105.99999999999454,477.0000000000052,,1694.0000000000052
2015.03.16,15.00000000000945,292.00000000000335,408.9999999999927,102.00000000000387,243.99999999999977,-212.99999999999653,11.00000000000545,-370.00000000000364,151.9999999999966,503.99999999999335,-181.9999999999933,104.99999999998977,509.9999999999993,,1579.0000000000002
2015.03.16,14.000000000002899,286.00000000000847,418.9999999999916,125.0,163.99999999999747,-205.99999999999508,45.000000000006146,-340.00000000000693,161.00000000000003,577.9999999999897,-99.00000000000463,162.9999999999967,509.9999999999993,,1819.9999999999857
2015.03.16,-63.99999999999739,221.00000000000452,323.99999999999096,31.00000000000591,116.00000000000499,-256.99999999999613,27.00000000001035,-319.0000000000026,127.99999999999478,529.999999999986,-78.99999999998464,143.99999999999125,464.00000000000887,,1266.0000000000168
2015.03.16,-86.99999999999264,225.00000000000853,317.9999999999961,55.999999999997385,185.00000000000182,-283.99999999999534,17.000000000000348,-412.9999999999967,124.99999999999733,536.9999999999875,-235.99999999999176,170.99999999999227,569.0000000000084,,1183.0000000000132
2015.03.16,-85.99999999998609,241.00000000000233,339.99999999998477,27.000000000001023,182.99999999999983,-312.00000000000114,8.000000000008,-401.00000000000693,131.99999999999878,549.9999999999839,-197.00000000000273,140.99999999999113,558.000000000003,,1183.999999999976
2015.03.16,-78.99999999998464,248.00000000000378,351.99999999999676,84.99999999999375,212.99999999999653,-296.9999999999917,9.00000000000345,-404.0000000000044,134.99999999999625,556.0000000000009,-184.99999999999073,177.99999999999727,553.999999999999,,1365.0000000000164
