date,USDCHF,AUDUSD,GBPCHF,CADCHF,AUDCHF,EURGBP,EURCAD,AUDJPY,AUDCAD,NZDCAD,empty,sum
2016.10.31,-26.000000000003798,-64.99999999999284,-55.99999999998939,-7.0000000000014495,-24.000000000001798,-43.00000000000415,-24.000000000001798,-36.99999999999193,0.0,0.0,,-281.99999999998715
2016.10.31,-51.99999999999649,-96.99999999999153,2.999999999997449,-3.999999999992898,-9.00000000000345,15.999999999993797,35.00000000000725,-30.000000000001137,42.0000000000087,-10.000000000010001,,-105.99999999998829
2016.10.31,-68.99999999999685,-90.0000000000012,45.000000000006146,9.00000000000345,-38.0000000000047,64.99999999999284,89.00000000000574,-36.99999999999193,25.999999999992696,6.999999999990347,,6.999999999996543
2016.10.31,-53.999999999998494,-34.000000000000696,87.99999999999919,14.000000000002899,-41.9999999999976,93.99999999999409,97.9999999999981,-51.00000000000193,32.999999999994145,-20.0000000000089,,125.99999999998082
2016.10.31,-102.00000000000209,-140.99999999999113,104.99999999999955,26.999999999999247,-48.000000000003595,105.99999999999498,121.99999999999989,-91.99999999999875,26.999999999999247,12.999999999996348,,16.999999999993676
2016.10.31,-112.99999999999643,-131.99999999999878,38.0000000000047,-14.999999999998348,-24.999999999997247,51.99999999999649,72.0000000000054,-158.99999999999181,25.00000000000835,120.99999999999334,,-135.99999999997436
2016.10.31,-114.99999999999844,-93.99999999999409,-34.99999999998504,-5.999999999994898,-43.00000000000415,25.999999999992696,90.00000000001229,-106.99999999999932,-4.999999999988347,59.99999999999339,,-228.99999999996595
2016.10.31,-102.00000000000209,-65.99999999999939,99.00000000000463,24.999999999997247,-121.00000000000443,125.99999999999278,146.00000000000168,-209.00000000000318,-59.000000000009045,87.99999999999919,,-73.00000000002261
2016.10.31,-146.00000000000168,-36.999999999998145,53.00000000001415,29.000000000001247,-153.00000000000313,107.99999999999699,188.00000000001037,-253.0000000000001,-73.99999999999629,105.99999999999498,,-178.99999999998158
2016.10.31,-136.99999999999824,1.0000000000065512,25.00000000000835,23.00000000000635,-158.99999999999804,112.99999999999643,216.00000000001617,-298.0000000000018,-110.99999999999443,128.99999999999022,,-197.9999999999685
2016.10.31,-116.00000000000499,34.000000000000696,24.000000000001798,48.000000000003595,-190.99999999999673,112.99999999999643,287.000000000015,-352.99999999999443,-123.00000000000644,122.99999999999534,,-153.9999999999897
2016.10.31,-90.0000000000012,65.99999999999939,17.000000000000348,39.00000000000014,-180.99999999999784,117.00000000000044,275.000000000003,-295.0000000000017,-116.99999999998934,128.99999999999022,,-39.999999999996504
2016.10.31,-53.999999999998494,95.00000000000064,11.00000000000545,46.999999999997044,-217.99999999999596,124.99999999999733,293.0000000000099,-343.9999999999941,-175.99999999999838,104.99999999999955,,-115.999999999977
2016.10.31,-36.0000000000027,113.00000000000753,11.00000000000545,45.000000000006146,-199.00000000000472,129.00000000000134,324.0000000000132,-352.99999999999443,-160.99999999998892,102.99999999999754,,-23.99999999995954
2016.10.31,-33.000000000005244,134.0000000000008,8.000000000008,41.000000000002146,-217.99999999999596,125.99999999999278,301.0000000000179,-356.9999999999993,-185.99999999999727,117.99999999999588,,-65.9999999999803
2016.10.31,-39.00000000000014,142.00000000000878,24.000000000001798,43.999999999999595,-243.00000000000432,131.99999999999878,314.00000000001427,-340.999999999994,-188.9999999999947,135.99999999999167,,-19.999999999978257
