names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,15,['CADJPY'],100.0,0.5310000555000556,B
GBPUSD,20,"['GBPCAD', 'CHFJPY']",100.0,0.5317380952380953,B
EURUSD,10,"['AUDJPY', 'CHFJPY', 'CADJPY', 'EURJPY', 'GBPJPY', 'NZDJPY']",100.0,0.36930952380952375,B
USDCAD,30,['GBPAUD'],80.0,-0.27083473647236767,S
NZDUSD,10,"['NZDUSD', 'EURGBP']",100.0,1.0,B
GBPCHF,30,"['EURGBP', 'AUDJPY']",80.0,0.03122077922077923,B
CADCHF,10,['EURUSD'],80.0,1.0,B
AUDCHF,10,"['EURUSD', 'EURNZD']",80.0,0.41830952380952374,B
NZDCHF,10,['EURUSD'],100.0,1.0,B
EURGBP,10,"['NZDUSD', 'GBPCHF']",100.0,-0.92,S
GBPJPY,30,"['CHFJPY', 'USDCHF']",80.0,0.4987380952380953,B
GBPAUD,15,['USDJPY'],100.0,-0.22719841269841268,S
EURNZD,50,"['EURJPY', 'GBPJPY', 'NZDCAD', 'AUDCAD', 'GBPAUD', 'NZDCHF', 'EURNZD']",100.0,-0.16766666666666666,S
CADJPY,15,"['EURUSD', 'EURNZD', 'EURGBP']",80.0,0.3016666666666667,B
NZDJPY,10,"['EURUSD', 'USDCHF']",100.0,1.0,B
AUDCAD,10,['EURCHF'],80.0,0.9660000000000001,B
NZDCAD,15,"['AUDCAD', 'AUDNZD']",100.0,-1.0,S
